SA3_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
20503,..,26,782,1526,2012,2397,2610,1247,309,10912,..,173,597,430,466,365,189,29,4,2259,..,4,35,88,149,102,47,25,11,458,4912,..,..,..,..,..,..,..,..,4912,..,1115,..,..,..,..,..,..,..,1115,..,859,395,185,141,59,5,0,0,1647,..,80,50,31,35,49,41,21,16,319,..,62,44,22,30,26,6,7,0,197,..,100,129,59,81,114,62,39,11,593,..,89,242,319,601,828,758,401,187,3431,70,140,118,77,98,140,120,49,12,817,4984,2655,2385,2736,3613,4076,3835,1815,563,26665,..,70,1053,1734,2143,2538,2414,877,160,10986,..,292,597,479,459,371,143,24,0,2368,..,80,293,504,523,259,116,101,80,1947,4719,..,..,..,..,..,..,..,..,4719,..,1083,..,..,..,..,..,..,..,1083,..,531,208,80,66,51,15,0,0,948,..,62,23,15,35,79,77,63,30,375,..,68,33,15,12,11,8,3,3,155
20504,..,63,1224,1913,2256,2687,2123,1083,268,11612,..,395,883,513,476,293,131,37,5,2731,..,12,60,164,220,134,52,25,17,684,6250,..,..,..,..,..,..,..,..,6250,..,1450,..,..,..,..,..,..,..,1450,..,1407,588,246,155,72,9,0,0,2471,..,154,99,39,58,48,35,18,21,478,..,96,84,48,38,20,8,7,0,300,..,237,245,86,129,99,68,28,5,891,..,193,558,547,781,944,681,371,140,4214,128,204,178,116,107,100,80,25,11,947,6376,4207,3913,3666,4221,4392,3179,1589,467,32020,..,91,1633,2105,2476,2714,1871,785,111,11782,..,579,881,531,474,265,94,24,5,2849,..,207,635,795,762,297,162,126,76,3055,5905,..,..,..,..,..,..,..,..,5905,..,1491,..,..,..,..,..,..,..,1491,..,899,327,112,68,44,8,0,0,1458,..,120,69,18,69,82,81,65,31,529,..,97,42,12,18,12,3,3,0,184
20505,..,23,712,1151,1353,1743,1474,665,158,7277,..,155,445,307,288,232,102,19,3,1564,..,3,20,50,88,62,26,11,17,271,3613,..,..,..,..,..,..,..,..,3613,..,811,..,..,..,..,..,..,..,811,..,722,262,113,85,40,3,0,0,1229,..,90,30,13,38,32,29,8,14,252,..,47,46,18,16,20,9,0,0,148,..,118,114,43,65,80,65,19,0,499,..,97,224,273,376,516,444,265,110,2301,65,98,82,61,60,67,59,27,6,534,3680,2165,1948,2020,2362,2785,2213,1017,306,18496,..,43,946,1277,1574,1792,1266,467,81,7452,..,256,472,327,286,212,71,14,0,1636,..,55,247,337,332,150,65,58,42,1295,3409,..,..,..,..,..,..,..,..,3409,..,849,..,..,..,..,..,..,..,849,..,411,159,50,41,31,4,0,0,694,..,53,20,11,28,47,45,38,20,276,..,52,26,9,12,4,0,0,0,103
20601,..,46,1890,3099,2504,1725,1256,955,320,11799,..,282,2295,1333,667,323,100,19,0,5022,..,3,10,56,139,110,56,59,31,464,5642,..,..,..,..,..,..,..,..,5642,..,1471,..,..,..,..,..,..,..,1471,..,768,780,371,292,130,19,0,0,2367,..,288,322,73,75,52,44,34,17,916,..,220,463,75,32,15,14,0,0,817,..,1528,2665,567,205,123,68,32,11,5189,..,183,927,825,676,632,432,268,146,4084,79,143,285,129,106,51,43,35,18,895,5727,4928,9637,6522,4699,3158,2027,1409,549,38664,..,152,2367,3160,2464,1751,1159,721,134,11902,..,438,2408,1297,583,299,63,15,6,5100,..,25,122,418,583,385,211,273,124,2137,5509,..,..,..,..,..,..,..,..,5509,..,1520,..,..,..,..,..,..,..,1520,..,554,583,209,200,88,12,0,0,1656,..,276,314,81,89,107,130,114,87,1192,..,241,353,39,31,14,3,0,0,681
20602,..,15,906,1920,1793,1069,731,605,160,7210,..,102,1140,773,464,314,91,18,3,2898,..,0,6,45,81,71,28,35,19,288,3975,..,..,..,..,..,..,..,..,3975,..,1121,..,..,..,..,..,..,..,1121,..,418,364,181,181,77,10,0,0,1231,..,141,143,45,37,33,18,21,14,440,..,92,166,30,22,9,3,3,0,329,..,504,1133,274,134,92,36,28,0,2195,..,89,452,468,466,423,307,195,84,2472,59,58,141,78,64,32,24,22,11,485,4033,2529,4451,3807,3233,2118,1246,917,297,22634,..,50,1157,2039,1823,1019,692,436,67,7275,..,188,1265,858,550,308,75,8,0,3263,..,7,83,267,409,239,108,139,78,1335,3887,..,..,..,..,..,..,..,..,3887,..,1082,..,..,..,..,..,..,..,1082,..,301,293,129,118,58,11,0,0,899,..,137,162,40,50,45,45,79,49,605,..,97,133,29,15,7,5,0,0,282
20603,..,34,1581,2541,2599,1973,1184,600,213,10734,..,176,1160,540,373,226,78,21,0,2582,..,0,9,58,118,105,37,23,33,391,5201,..,..,..,..,..,..,..,..,5201,..,1780,..,..,..,..,..,..,..,1780,..,758,616,207,139,91,15,0,0,1836,..,230,213,62,53,52,57,22,12,694,..,113,184,47,13,18,6,4,0,380,..,712,919,189,90,81,47,15,11,2069,..,132,604,556,599,553,392,192,129,3162,58,114,141,78,53,54,37,15,8,561,5256,4055,5426,4298,4046,3149,1855,892,401,29375,..,94,1996,2714,2607,1869,998,475,92,10846,..,267,1185,515,309,211,45,8,0,2539,..,25,194,412,557,353,114,128,104,1890,5016,..,..,..,..,..,..,..,..,5016,..,1930,..,..,..,..,..,..,..,1930,..,577,550,113,105,59,11,0,0,1412,..,227,213,60,69,103,92,83,51,900,..,122,143,30,9,4,6,0,0,317
20604,..,137,4009,2900,1700,1584,1209,486,112,12146,..,1176,3885,1310,612,351,173,35,18,7561,..,5,23,64,124,104,37,23,5,383,3853,..,..,..,..,..,..,..,..,3853,..,1071,..,..,..,..,..,..,..,1071,..,379,424,133,60,22,0,0,0,1020,..,1354,682,92,40,29,25,20,4,2245,..,566,696,65,19,16,0,0,0,1361,..,6972,5867,727,228,103,75,23,7,14007,..,2556,2923,1672,1124,835,560,229,98,9996,41,334,423,133,86,74,41,16,8,1162,3891,14556,18933,7090,3995,3120,2134,835,249,54805,..,300,4744,2576,1708,1514,1023,310,45,12228,..,1527,3788,945,426,236,75,12,0,7014,..,30,227,459,743,375,131,68,41,2066,3776,..,..,..,..,..,..,..,..,3776,..,1125,..,..,..,..,..,..,..,1125,..,316,379,84,26,34,5,0,0,849,..,1542,773,141,94,115,63,53,21,2799,..,625,678,57,19,8,4,4,0,1391
20605,..,64,2117,3192,2344,1900,1546,714,196,12063,..,406,3388,1768,1029,581,252,47,9,7483,..,3,17,52,155,147,44,18,10,447,5381,..,..,..,..,..,..,..,..,5381,..,1239,..,..,..,..,..,..,..,1239,..,434,411,161,151,48,5,0,0,1224,..,278,315,77,40,41,34,18,10,816,..,105,254,55,31,19,7,0,0,472,..,834,2235,610,285,196,110,29,4,4297,..,340,1849,1760,1555,1243,834,361,171,8121,86,133,287,201,129,80,54,21,12,999,5467,3846,10886,7861,5715,4255,2888,1218,415,42554,..,129,2823,3108,2417,1861,1312,462,100,12209,..,635,3496,1389,834,387,157,18,3,6918,..,17,156,516,766,419,142,115,71,2221,5192,..,..,..,..,..,..,..,..,5192,..,1263,..,..,..,..,..,..,..,1263,..,353,356,91,85,42,8,0,0,933,..,305,305,103,56,102,65,57,33,1020,..,139,177,27,18,11,4,0,0,372
20606,..,30,1395,1563,1351,1242,1252,747,227,7801,..,336,2357,795,440,218,117,37,6,4314,..,0,6,27,81,65,17,21,10,233,2563,..,..,..,..,..,..,..,..,2563,..,957,..,..,..,..,..,..,..,957,..,269,301,110,103,44,7,0,0,819,..,230,207,42,21,17,13,15,6,556,..,80,194,36,20,0,6,3,0,343,..,803,1784,313,146,72,44,24,13,3204,..,305,1277,900,669,566,440,236,134,4519,38,105,237,100,46,36,36,29,5,634,2600,3115,7753,3886,2873,2265,1937,1108,407,25944,..,63,1777,1582,1415,1271,1168,548,93,7923,..,485,2250,504,254,147,68,14,5,3730,..,12,73,290,408,272,117,83,43,1298,2648,..,..,..,..,..,..,..,..,2648,..,1034,..,..,..,..,..,..,..,1034,..,272,265,64,57,25,4,0,0,701,..,280,259,53,35,62,53,53,39,840,..,90,157,17,8,0,0,3,3,279
20607,..,34,1545,2393,1887,1479,1219,583,173,9320,..,324,3378,1603,823,488,193,35,4,6846,..,4,18,64,122,118,44,33,30,437,4424,..,..,..,..,..,..,..,..,4424,..,1136,..,..,..,..,..,..,..,1136,..,448,449,202,198,79,8,0,0,1375,..,259,320,97,52,53,43,34,14,861,..,181,443,75,20,15,13,0,0,751,..,1173,3622,647,280,133,80,21,8,5966,..,216,1328,1134,966,747,532,293,97,5316,94,153,402,156,103,62,30,23,6,1025,4522,3934,11491,6363,4457,3177,2159,1011,342,37460,..,88,2050,2434,1825,1496,1028,414,76,9409,..,517,3482,1188,632,349,114,19,3,6306,..,35,214,486,609,400,184,164,94,2187,4449,..,..,..,..,..,..,..,..,4449,..,1203,..,..,..,..,..,..,..,1203,..,361,365,108,121,59,11,0,0,1019,..,293,334,73,54,98,91,68,54,1063,..,217,383,51,13,15,4,5,0,686
20701,..,62,2706,6098,7939,6456,4513,2253,728,30754,..,339,2019,920,711,425,210,68,17,4712,..,22,19,91,284,249,114,41,30,850,13967,..,..,..,..,..,..,..,..,13967,..,6580,..,..,..,..,..,..,..,6580,..,1668,1712,392,306,110,11,0,0,4205,..,621,411,75,64,97,78,49,47,1438,..,375,374,53,54,29,8,4,3,904,..,1338,1706,329,173,123,106,45,20,3842,..,576,1027,765,764,755,690,510,336,5435,113,256,274,116,116,78,67,41,26,1087,14077,11835,10247,8839,10409,8334,5799,3013,1210,73770,..,123,3532,7098,8481,6149,4009,1640,354,31390,..,502,1987,877,672,346,146,29,10,4570,..,31,170,855,1613,846,275,267,183,4237,13333,..,..,..,..,..,..,..,..,13333,..,6354,..,..,..,..,..,..,..,6354,..,1453,1393,247,198,108,22,0,0,3422,..,617,391,74,104,227,246,224,148,2037,..,441,279,56,24,24,9,3,3,844
20702,..,25,1731,3557,4101,3781,3435,2525,622,19787,..,96,530,326,277,201,76,34,9,1546,..,9,11,70,173,153,59,61,35,569,7001,..,..,..,..,..,..,..,..,7001,..,3164,..,..,..,..,..,..,..,3164,..,1216,1566,472,387,115,18,0,0,3774,..,306,226,75,54,93,65,49,34,896,..,244,211,57,40,30,6,3,0,602,..,302,397,117,71,80,46,20,3,1041,..,131,308,306,371,310,311,329,186,2257,47,79,109,64,64,44,39,51,14,511,7045,5565,5087,5043,5545,4809,4066,3078,909,41156,..,66,2297,3958,4376,3849,3412,1749,262,19967,..,153,570,315,282,152,69,17,3,1558,..,20,160,549,888,539,263,246,140,2796,6515,..,..,..,..,..,..,..,..,6515,..,3054,..,..,..,..,..,..,..,3054,..,994,1163,294,220,110,22,0,0,2806,..,259,194,67,106,232,206,235,136,1445,..,206,178,37,34,16,12,4,4,485
20703,..,69,2311,4029,4220,3312,2355,1671,544,18511,..,272,928,442,332,246,112,33,6,2372,..,4,13,94,207,177,72,45,58,677,8043,..,..,..,..,..,..,..,..,8043,..,3174,..,..,..,..,..,..,..,3174,..,1120,1115,351,258,162,18,0,0,3019,..,402,302,72,62,93,71,35,24,1061,..,514,419,68,57,33,9,3,0,1108,..,1852,1309,248,165,100,71,35,10,3790,..,381,503,401,531,555,404,330,298,3394,89,149,139,86,62,58,42,32,20,672,8130,7937,7027,5799,5897,4722,3162,2183,959,45822,..,122,2860,4454,4380,3125,2223,1293,292,18747,..,366,911,412,354,208,88,20,3,2359,..,17,157,607,983,666,223,237,175,3065,7641,..,..,..,..,..,..,..,..,7641,..,3213,..,..,..,..,..,..,..,3213,..,927,884,231,199,110,12,0,0,2362,..,333,251,63,105,237,194,167,106,1457,..,514,326,72,39,23,14,3,0,995
20801,..,14,1010,3736,5128,4019,3056,1428,530,18915,..,77,686,646,628,398,213,51,15,2712,..,6,9,51,200,170,63,29,44,577,8772,..,..,..,..,..,..,..,..,8772,..,3585,..,..,..,..,..,..,..,3585,..,1228,913,233,188,115,17,0,0,2687,..,200,89,34,36,44,40,35,24,499,..,65,80,20,29,24,13,0,0,226,..,113,257,122,94,95,73,27,13,797,..,88,304,341,522,587,544,383,262,3028,87,90,106,73,68,69,46,31,11,580,8853,5468,3440,5248,6881,5526,4063,1988,898,42372,..,29,1500,4385,5520,3867,2709,1045,277,19331,..,118,777,688,593,376,133,32,11,2730,..,22,111,515,904,530,200,130,165,2573,8563,..,..,..,..,..,..,..,..,8563,..,3406,..,..,..,..,..,..,..,3406,..,927,778,131,109,86,26,0,0,2059,..,156,79,35,39,97,112,135,109,752,..,101,66,9,13,11,7,3,0,214
20802,..,85,3765,6552,6118,4775,3310,1740,686,27025,..,339,1844,1074,799,525,206,45,16,4839,..,5,23,130,284,231,86,51,56,859,13121,..,..,..,..,..,..,..,..,13121,..,4373,..,..,..,..,..,..,..,4373,..,1535,1360,445,318,152,40,0,0,3854,..,408,371,98,84,104,83,46,42,1235,..,339,403,87,46,36,13,9,3,939,..,1377,1622,333,234,212,118,59,22,3989,..,251,936,905,932,1003,819,494,350,5698,119,165,251,145,103,76,65,42,35,1006,13243,8875,10577,9772,8923,7115,4734,2489,1215,66935,..,224,4889,6811,6263,4485,2942,1376,308,27308,..,490,1902,985,799,412,146,21,3,4752,..,24,211,793,1320,702,299,251,219,3825,12578,..,..,..,..,..,..,..,..,12578,..,4222,..,..,..,..,..,..,..,4222,..,1072,1131,269,194,138,27,0,0,2831,..,375,322,83,128,229,216,212,143,1699,..,369,308,49,23,20,10,3,4,789
20803,..,32,2128,5177,4978,3900,2745,1641,498,21102,..,226,1499,1091,786,425,166,49,9,4256,..,7,25,158,305,257,93,66,37,933,10297,..,..,..,..,..,..,..,..,10297,..,2981,..,..,..,..,..,..,..,2981,..,1872,1234,422,323,137,19,0,0,4020,..,250,224,54,84,95,84,38,25,851,..,153,128,48,47,29,9,9,0,425,..,256,451,221,181,158,106,45,15,1441,..,141,638,786,962,924,759,464,296,4966,119,148,183,144,100,91,78,37,30,929,10419,6072,6508,8106,7761,6010,4060,2344,909,52199,..,87,2883,5644,5018,3634,2544,1249,223,21279,..,312,1606,1115,765,366,139,32,15,4339,..,46,279,838,1287,730,303,223,161,3861,9843,..,..,..,..,..,..,..,..,9843,..,3145,..,..,..,..,..,..,..,3145,..,1296,986,227,150,89,19,4,0,2783,..,255,195,42,88,194,189,183,107,1249,..,145,76,28,19,20,10,5,0,301
20804,..,19,820,1648,1790,1356,998,577,173,7378,..,113,621,235,175,118,61,12,0,1338,..,0,3,25,58,63,24,15,16,203,3421,..,..,..,..,..,..,..,..,3421,..,1379,..,..,..,..,..,..,..,1379,..,359,349,126,75,28,7,0,0,943,..,136,134,19,16,22,18,10,13,363,..,90,120,12,14,11,0,0,0,244,..,513,499,89,43,37,45,13,0,1256,..,147,301,211,233,238,209,122,91,1557,35,50,84,19,29,21,14,14,6,279,3458,2810,2927,2380,2436,1886,1381,777,295,18357,..,58,1039,1773,1890,1327,933,411,77,7507,..,181,549,216,171,85,35,6,0,1256,..,4,38,141,337,227,64,75,51,931,3254,..,..,..,..,..,..,..,..,3254,..,1336,..,..,..,..,..,..,..,1336,..,318,315,57,64,33,0,0,0,787,..,135,122,28,17,45,36,47,26,458,..,104,86,12,4,3,0,3,0,219
20901,..,46,2449,5226,4742,4382,3691,1869,536,22945,..,190,1404,906,659,397,173,27,5,3760,..,11,28,133,289,234,100,75,46,913,10723,..,..,..,..,..,..,..,..,10723,..,3495,..,..,..,..,..,..,..,3495,..,1849,1643,529,410,188,34,0,0,4649,..,339,278,85,89,99,76,48,43,1053,..,200,232,68,48,39,15,8,0,606,..,532,719,215,164,127,95,29,11,1893,..,128,491,665,727,828,716,420,245,4228,118,128,199,130,122,67,64,34,16,889,10845,6910,7451,7950,7250,6360,4964,2516,905,55153,..,114,3209,5553,4920,4403,3291,1396,272,23165,..,303,1484,948,611,343,124,23,0,3838,..,52,300,811,1274,767,340,301,187,4017,10153,..,..,..,..,..,..,..,..,10153,..,3536,..,..,..,..,..,..,..,3536,..,1306,1145,268,194,117,19,0,0,3048,..,303,213,88,85,197,194,181,122,1382,..,187,159,31,32,23,9,0,3,447
20902,..,68,2592,3500,2851,2206,1710,1514,410,14853,..,191,1300,903,542,250,76,12,10,3280,..,8,38,94,197,142,79,65,65,690,7169,..,..,..,..,..,..,..,..,7169,..,1953,..,..,..,..,..,..,..,1953,..,1137,1118,491,414,198,17,0,0,3381,..,408,397,104,131,133,84,50,30,1345,..,312,439,99,62,39,10,3,0,969,..,1130,1541,395,235,181,95,30,9,3621,..,158,641,653,751,717,522,370,222,4031,89,154,227,129,109,83,46,37,21,897,7257,5517,8289,6373,5307,3962,2642,2089,759,42190,..,257,3283,3456,2855,2120,1736,1047,174,14931,..,344,1363,996,537,178,48,15,4,3488,..,59,283,662,876,552,278,325,177,3212,6810,..,..,..,..,..,..,..,..,6810,..,1986,..,..,..,..,..,..,..,1986,..,825,831,267,249,113,23,0,0,2311,..,345,289,77,129,216,175,162,103,1495,..,310,320,52,41,28,6,3,0,760
20903,..,17,811,2659,3636,3333,2066,653,109,13283,..,67,507,535,482,330,115,20,0,2057,..,3,9,80,142,137,44,21,9,441,6218,..,..,..,..,..,..,..,..,6218,..,2429,..,..,..,..,..,..,..,2429,..,1621,1080,240,113,37,5,0,0,3092,..,97,70,32,39,38,28,29,22,347,..,60,57,19,26,27,11,0,0,200,..,41,68,40,51,56,24,10,0,276,..,62,150,175,287,304,241,114,54,1374,60,113,78,45,53,54,38,17,8,469,6275,4503,2823,3822,4825,4314,2575,856,201,30196,..,40,1160,3049,3815,3170,1744,422,46,13442,..,100,538,602,510,293,77,4,3,2136,..,16,96,327,632,349,117,55,39,1623,5939,..,..,..,..,..,..,..,..,5939,..,2451,..,..,..,..,..,..,..,2451,..,1165,716,114,54,33,3,0,0,2081,..,95,49,13,30,67,85,68,52,457,..,60,41,22,13,15,4,0,0,162
20904,..,195,7346,10153,8501,6949,5170,2421,399,41135,..,376,2120,1389,914,524,129,39,4,5502,..,11,96,251,499,353,152,102,55,1523,22514,..,..,..,..,..,..,..,..,22514,..,5689,..,..,..,..,..,..,..,5689,..,4443,3516,1201,647,164,17,0,0,9987,..,760,819,244,207,220,164,103,52,2575,..,420,547,208,146,75,24,5,3,1434,..,846,937,296,248,209,102,23,3,2671,..,213,928,992,1028,869,612,370,170,5189,242,294,406,254,179,125,119,62,19,1715,22761,13245,16717,15001,12356,9500,6496,3142,719,99941,..,607,9667,10127,8205,6777,4307,1575,163,41433,..,627,2181,1318,936,398,104,26,7,5594,..,205,1133,2004,2252,1150,559,363,147,7819,21147,..,..,..,..,..,..,..,..,21147,..,6007,..,..,..,..,..,..,..,6007,..,3244,2357,583,306,147,18,0,0,6652,..,591,440,160,275,512,467,395,182,3022,..,367,311,88,72,46,20,14,0,921
21001,..,18,1039,2387,2472,2083,2081,1414,363,11852,..,52,531,342,280,148,48,22,3,1430,..,3,11,53,142,109,54,57,37,448,4955,..,..,..,..,..,..,..,..,4955,..,1796,..,..,..,..,..,..,..,1796,..,1046,942,384,326,102,7,0,0,2806,..,142,125,38,65,46,28,27,29,507,..,66,63,26,21,22,16,0,0,216,..,125,222,73,63,54,37,17,6,596,..,57,211,262,330,272,248,215,146,1742,58,69,101,83,67,42,35,29,24,506,5020,3371,3243,3653,3764,2878,2554,1784,598,26856,..,44,1368,2641,2502,2177,2086,996,153,11964,..,104,538,347,249,125,47,11,0,1416,..,17,128,362,632,334,204,211,106,1997,4619,..,..,..,..,..,..,..,..,4619,..,1722,..,..,..,..,..,..,..,1722,..,705,707,188,163,91,18,0,0,1878,..,138,117,65,52,109,131,112,87,806,..,54,56,21,17,10,0,0,0,162
21002,..,4,459,1241,1447,1281,1032,366,69,5894,..,43,265,253,281,156,50,11,0,1058,..,0,3,20,64,42,23,10,12,179,3090,..,..,..,..,..,..,..,..,3090,..,850,..,..,..,..,..,..,..,850,..,600,270,86,45,18,3,0,0,1018,..,42,13,3,15,22,16,6,6,117,..,26,27,12,17,13,8,0,0,105,..,10,26,21,23,40,32,13,4,166,..,22,56,76,168,189,165,84,33,795,17,48,43,27,16,31,26,7,0,217,3104,1650,1167,1740,2075,1785,1350,486,129,13491,..,16,608,1403,1530,1291,862,241,33,5999,..,68,287,281,247,124,30,3,0,1037,..,7,64,158,253,100,53,24,19,690,2850,..,..,..,..,..,..,..,..,2850,..,873,..,..,..,..,..,..,..,873,..,400,193,48,18,20,10,0,0,682,..,30,6,3,10,38,43,37,24,196,..,30,21,13,8,3,3,0,0,74
21003,..,84,2636,3414,2418,1635,1256,1254,434,13139,..,129,904,543,364,175,63,17,7,2199,..,9,18,83,171,103,52,48,35,521,6779,..,..,..,..,..,..,..,..,6779,..,1694,..,..,..,..,..,..,..,1694,..,1169,950,353,297,158,23,3,0,2948,..,331,394,111,72,84,63,34,20,1116,..,204,309,79,33,26,5,3,0,662,..,630,1007,245,117,86,41,29,4,2150,..,70,466,424,520,519,352,272,241,2863,103,91,142,84,95,54,35,45,14,668,6878,4409,6827,5330,4087,2844,1890,1698,765,34737,..,311,3358,3222,2309,1589,1283,967,180,13220,..,182,939,554,354,147,36,13,0,2227,..,43,254,549,708,383,194,272,159,2563,6337,..,..,..,..,..,..,..,..,6337,..,1770,..,..,..,..,..,..,..,1770,..,793,635,180,179,90,7,0,0,1889,..,191,183,65,93,151,138,115,83,1026,..,143,186,26,25,10,6,3,0,398
21004,..,21,801,1466,1679,1536,964,435,100,6992,..,145,564,352,256,139,48,15,6,1524,..,4,19,61,124,82,27,20,9,333,3734,..,..,..,..,..,..,..,..,3734,..,1111,..,..,..,..,..,..,..,1111,..,1020,505,175,77,30,12,0,0,1817,..,98,58,35,32,31,20,17,6,297,..,47,64,18,25,18,7,3,0,183,..,59,100,41,38,53,31,7,3,333,..,51,174,217,256,256,199,97,43,1291,69,63,80,41,41,27,33,12,14,380,3800,2605,2362,2404,2535,2175,1336,602,178,17998,..,46,1015,1588,1805,1463,829,296,48,7090,..,216,559,335,258,127,47,12,0,1554,..,45,220,392,458,240,83,52,31,1529,3537,..,..,..,..,..,..,..,..,3537,..,1145,..,..,..,..,..,..,..,1145,..,728,374,86,44,26,0,0,0,1258,..,85,47,6,41,81,74,50,39,432,..,63,39,9,10,7,3,0,0,137
