SA3_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
20606,0,0,3,26,4,4,0,3,3,56,0,0,3,3,0,3,5,0,0,17,0,0,8,24,0,0,0,0,0,31,0,0,0,36,3,6,9,3,3,67,3,12,136,602,88,91,47,23,15,1023,0,0,0,17,3,0,7,0,0,29,0,0,0,14,0,3,0,0,0,17,0,0,0,5,3,0,0,0,0,13,0,8,12,131,12,20,10,0,0,200,0,0,3,43,14,23,39,37,61,228,3,5,5,84,15,16,12,17,3,153,3,11,27,83,10,19,10,3,0,168,3,0,32,121,26,42,27,13,9,268,0,0,0,3,4,4,7,3,3,23,0,7,7,64,17,19,20,3,5,145,3,3,12,78,9,10,4,0,0,119,0,0,24,124,7,4,4,0,0,158,0,0,0,10,3,0,0,0,0,22,0,0,0,14,5,6,6,0,0,40,3,21,52,189,34,29,18,7,5,360
20607,0,0,5,16,4,3,3,0,3,34,0,0,0,4,9,0,0,0,0,19,0,0,13,15,0,0,0,0,0,27,0,0,7,45,9,15,17,7,3,99,8,24,123,948,122,88,44,9,4,1361,0,0,0,27,4,8,0,0,0,41,0,3,3,15,0,0,0,0,0,20,0,0,0,21,4,0,3,0,0,27,0,6,21,102,19,27,17,0,0,191,0,0,3,45,3,16,5,4,7,90,0,0,13,92,21,23,29,12,3,192,3,3,24,92,10,16,3,0,0,146,0,3,32,128,18,12,7,3,0,202,0,0,0,6,3,13,12,13,0,47,0,5,7,51,12,3,10,0,0,87,0,0,20,69,3,5,3,0,0,107,0,8,30,133,24,12,3,0,0,212,0,0,3,12,12,14,10,3,0,52,0,0,0,19,25,9,11,9,0,77,13,16,48,268,34,20,18,5,0,425
20701,0,0,4,30,23,13,4,4,4,81,0,0,3,18,9,5,3,4,6,49,0,0,12,29,3,0,0,0,0,49,0,8,8,22,18,19,42,13,8,142,12,101,149,454,239,183,107,71,20,1338,0,0,0,12,17,9,11,4,10,58,0,3,16,39,16,7,0,0,0,84,0,0,0,20,19,10,5,0,0,50,3,20,23,202,42,46,17,8,3,367,0,0,0,48,23,43,38,35,34,222,0,15,8,64,51,48,61,41,26,317,13,57,73,161,69,98,46,18,11,542,0,20,58,186,96,74,47,23,8,507,0,0,0,5,17,16,7,13,3,58,0,23,52,236,108,87,58,34,17,625,0,14,35,248,58,70,39,7,0,473,0,11,49,194,44,16,4,4,0,321,0,0,0,12,12,14,14,8,4,66,0,3,5,31,31,8,3,4,3,88,21,94,77,167,103,63,25,10,9,568
20702,0,0,0,9,9,13,5,3,0,39,0,0,0,3,0,8,0,0,3,15,0,0,0,10,0,0,0,0,0,8,3,3,0,7,4,0,17,21,13,73,3,38,80,96,81,58,37,18,14,420,0,0,0,0,7,4,3,5,4,30,3,22,19,59,10,10,11,0,0,138,0,3,4,9,3,8,3,3,0,25,3,13,12,113,47,38,36,4,0,270,0,0,0,16,10,24,23,16,6,96,0,0,0,13,8,11,25,20,18,104,3,40,57,124,65,74,42,11,0,412,4,32,85,126,108,62,46,17,7,488,0,0,0,4,8,7,10,11,3,42,3,3,10,87,50,67,48,20,11,304,0,5,24,160,55,70,40,10,3,366,3,3,8,70,14,5,0,0,0,103,0,0,0,17,19,25,27,28,3,118,0,0,4,16,23,20,9,11,3,79,9,31,12,34,22,10,9,4,0,124
20703,0,0,18,23,9,11,7,0,0,72,0,3,7,15,7,6,0,6,5,48,0,0,7,23,0,0,3,0,0,37,0,5,5,10,15,15,34,28,18,136,3,52,69,157,113,76,26,20,8,524,0,0,0,5,4,12,8,5,3,36,0,3,10,31,8,3,3,3,0,62,0,0,0,11,16,7,0,0,0,27,7,23,36,207,63,38,32,3,0,399,0,0,0,27,18,30,22,26,9,130,0,0,3,16,18,30,41,43,21,177,4,45,51,124,46,34,30,12,4,352,4,3,40,74,53,20,30,17,5,253,0,0,0,4,12,6,8,11,3,51,3,19,124,248,54,100,52,35,31,668,4,20,41,214,24,45,15,0,0,363,3,12,16,122,36,13,7,3,0,210,0,0,0,3,5,9,4,13,3,36,0,0,0,9,3,3,0,4,0,24,12,32,39,42,37,16,9,6,0,198
20801,0,0,0,18,9,11,6,3,0,55,0,0,0,0,10,4,0,0,0,12,0,0,0,6,0,0,0,0,0,8,3,16,12,26,23,25,27,15,12,160,5,58,83,276,226,166,81,25,20,947,0,0,0,12,23,14,11,4,3,72,0,0,0,10,0,3,3,0,0,15,0,0,0,4,9,5,4,0,0,27,0,5,14,53,36,21,19,4,0,152,0,3,3,70,30,70,57,22,39,285,0,17,14,77,81,57,65,35,21,375,3,43,24,40,26,15,3,7,0,151,6,48,47,196,143,79,55,10,8,604,0,0,0,7,21,10,10,10,4,62,0,0,0,38,17,30,23,18,8,139,0,0,4,20,7,9,0,0,0,38,0,16,13,44,13,6,9,0,0,97,0,0,0,4,12,5,0,0,0,23,0,0,0,14,18,16,12,3,0,61,17,84,57,111,84,59,25,4,0,442
20802,0,3,4,59,26,24,15,17,4,159,3,0,6,9,6,4,0,4,0,34,0,0,36,91,5,0,0,0,0,131,3,8,4,25,14,18,25,10,7,119,12,50,113,453,200,167,80,27,14,1107,0,0,0,25,12,10,13,6,5,67,0,3,3,34,0,3,3,3,0,54,0,0,0,14,12,3,0,0,0,34,3,16,31,271,73,75,32,6,0,502,0,6,3,99,40,109,173,139,310,869,0,12,12,59,40,35,51,24,13,251,8,28,34,116,29,29,22,10,3,281,8,43,168,505,348,262,174,95,50,1653,0,0,0,7,12,25,11,17,7,76,0,8,25,206,77,76,64,47,23,529,3,5,16,104,8,6,3,0,0,153,11,11,23,163,25,18,5,3,0,254,0,0,0,6,9,4,8,5,0,39,0,0,0,16,18,17,10,3,3,63,14,73,58,191,84,57,19,11,7,513
20803,0,9,4,52,38,38,40,15,6,201,0,0,0,9,3,3,10,4,0,20,0,0,4,23,3,3,0,0,0,32,0,5,3,21,19,23,41,30,18,165,11,61,89,368,249,156,82,30,8,1061,0,0,0,23,19,13,22,16,4,90,0,5,3,18,10,3,0,0,0,37,0,0,0,9,14,6,0,0,0,34,4,26,42,209,115,110,32,8,3,552,0,4,0,73,42,62,55,25,12,274,0,20,21,96,71,77,102,63,29,487,0,13,13,45,27,15,8,0,0,116,6,40,58,199,93,68,50,15,5,542,0,0,0,8,19,16,23,6,6,74,0,4,8,126,85,90,72,41,16,434,0,3,3,24,4,12,0,0,0,42,0,9,21,130,28,16,5,0,0,212,0,0,0,10,6,0,0,7,0,19,0,5,5,25,52,44,29,19,9,179,6,39,34,78,43,24,15,0,0,243
20804,0,0,0,14,6,4,3,3,0,28,0,0,3,9,3,3,0,0,0,14,0,3,15,19,0,0,0,0,0,40,0,3,3,10,4,8,12,3,3,40,12,15,25,127,56,45,16,13,0,314,0,0,0,4,0,0,3,0,0,15,0,0,0,10,0,0,0,0,0,13,0,0,0,3,3,3,0,0,0,12,0,3,3,60,11,15,5,3,0,107,0,0,0,12,4,15,15,11,11,74,0,3,0,14,9,15,14,6,7,72,0,20,15,34,7,10,4,3,0,106,0,0,13,51,32,25,14,9,3,155,0,0,0,0,3,5,0,0,3,13,0,3,14,63,16,13,8,7,8,140,0,0,7,29,3,4,0,0,0,46,3,9,9,69,7,4,0,0,0,102,0,0,0,3,3,0,0,0,0,6,0,0,0,7,0,3,4,0,0,16,4,24,20,37,25,13,14,0,0,138
20901,0,0,7,18,12,17,10,5,3,83,0,0,7,14,4,3,3,0,0,34,0,0,4,19,0,0,0,0,0,26,0,5,3,9,7,18,31,30,3,116,16,50,55,286,128,103,52,24,10,721,0,3,0,11,5,11,13,4,6,51,0,0,4,38,10,5,0,0,0,61,0,0,0,12,17,6,3,0,0,42,3,11,34,159,57,65,28,7,3,366,0,0,0,37,22,30,18,30,22,155,0,15,16,46,39,63,58,38,17,283,0,17,21,71,15,25,12,10,0,175,3,11,23,88,50,28,13,8,3,222,0,0,0,6,12,16,25,14,8,80,0,13,32,136,75,56,50,24,8,389,0,0,15,64,14,11,4,0,0,103,3,7,27,85,29,15,3,0,0,162,0,0,3,26,34,51,60,20,4,204,0,0,0,7,10,9,5,4,0,34,11,32,29,77,39,21,29,6,0,240
20902,0,6,19,56,14,5,10,5,4,118,0,0,3,11,3,0,0,0,0,15,0,5,65,201,4,3,0,0,0,287,0,0,0,15,7,3,14,13,3,49,6,15,47,340,74,56,26,10,3,578,0,0,0,9,0,3,0,3,0,21,8,23,10,98,11,0,0,0,0,157,0,0,0,10,3,0,0,0,0,18,3,23,35,231,77,68,34,13,0,483,0,0,3,27,5,11,9,12,8,77,0,0,3,27,14,14,20,16,9,96,3,11,12,65,18,8,3,0,0,111,0,0,11,52,10,10,4,3,0,93,0,0,0,3,11,19,13,13,0,57,0,12,40,160,34,43,18,13,3,322,0,0,17,72,6,6,0,0,0,107,0,0,29,131,27,15,5,0,0,197,0,3,3,87,98,98,123,83,20,512,0,0,0,28,29,19,7,6,0,89,3,5,16,70,25,4,9,0,0,127
20903,0,0,0,6,3,10,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,25,15,19,25,13,9,104,4,16,23,104,86,56,24,6,0,329,0,0,3,9,15,3,12,4,0,45,0,0,0,4,3,3,0,0,0,15,0,0,0,5,5,0,0,0,0,13,0,3,3,37,15,6,6,0,0,80,0,0,0,23,6,11,5,0,3,51,0,3,6,24,35,41,25,19,8,168,0,3,3,11,14,6,6,0,0,40,0,14,25,62,55,19,6,3,0,183,0,0,0,0,5,11,5,0,0,23,0,0,4,22,17,19,11,3,4,80,0,0,0,4,0,0,0,0,0,4,6,3,5,22,5,6,0,0,0,52,0,0,0,13,15,20,9,0,0,63,0,5,0,7,4,4,0,0,0,18,3,10,9,38,29,26,14,3,0,134
20904,3,8,23,89,30,30,5,12,3,192,0,0,4,14,3,3,3,0,0,29,0,17,46,158,8,10,4,0,0,242,0,5,0,7,3,18,34,18,10,91,31,236,192,445,177,117,34,20,0,1252,0,0,0,4,11,14,12,14,4,59,7,38,34,228,25,23,6,6,0,375,0,3,3,17,8,5,0,0,0,35,7,66,123,588,279,224,104,26,6,1426,0,0,0,41,16,52,28,16,5,155,0,4,6,36,46,65,56,35,6,246,0,32,44,101,35,23,8,0,0,241,4,40,43,104,37,28,18,8,0,272,0,0,0,11,39,48,34,24,6,165,19,100,116,733,232,181,95,47,12,1531,0,3,3,55,9,6,0,0,0,80,6,13,30,182,36,21,3,0,0,288,0,18,71,517,533,684,573,288,52,2736,0,6,18,103,127,78,39,23,3,403,7,24,23,60,15,21,7,0,0,161
21001,0,0,0,7,5,3,3,4,3,35,0,0,0,0,3,0,0,0,0,4,0,0,4,17,0,0,0,0,0,22,0,0,0,6,0,7,12,12,4,37,4,13,21,96,62,33,16,4,3,248,0,0,0,3,0,3,6,3,3,22,0,0,3,13,0,3,0,0,0,22,0,0,0,12,0,0,0,0,0,13,0,7,20,94,46,41,29,7,3,249,0,0,0,12,11,24,22,19,17,100,0,0,0,11,9,27,21,11,10,92,0,5,8,17,4,4,3,0,0,42,0,0,8,19,9,5,4,3,0,48,0,0,0,3,12,13,11,16,6,62,0,9,3,57,26,25,19,3,7,152,0,0,0,16,0,6,0,0,0,17,0,0,3,41,4,9,0,0,0,56,0,0,0,15,30,20,36,18,4,132,0,0,0,30,38,14,7,0,0,89,4,3,8,21,12,4,4,0,0,49
21002,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,14,3,0,40,0,8,6,57,56,35,12,3,4,189,0,0,0,3,3,3,8,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,14,3,5,3,0,0,26,0,0,0,10,3,0,0,3,3,21,0,3,0,6,16,19,25,4,3,83,0,0,8,4,4,0,0,0,0,17,0,3,6,15,10,3,0,3,0,45,0,0,0,0,0,0,3,0,0,6,0,0,0,6,5,6,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,18,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,8,4,12,10,10,0,0,43
21003,0,3,4,29,6,0,3,0,0,46,0,0,4,21,9,4,3,0,0,39,0,12,129,380,9,9,3,3,0,537,0,3,3,4,3,4,14,8,3,38,7,39,53,225,86,31,15,0,8,459,0,0,0,7,3,3,4,7,3,28,56,118,81,538,36,16,8,6,0,852,0,0,0,8,3,0,0,0,0,10,12,23,34,218,77,63,31,8,3,478,0,0,0,25,16,18,26,37,46,164,0,3,0,23,12,8,13,14,11,86,0,3,8,28,15,10,0,3,0,58,3,5,4,38,3,3,3,3,0,61,0,0,0,3,4,0,6,11,8,33,9,28,33,168,78,35,18,5,6,379,0,0,10,32,3,4,0,0,0,41,0,8,8,82,16,4,3,0,0,129,0,0,0,8,4,7,8,3,0,29,6,3,9,179,187,61,49,25,0,526,0,9,11,42,9,3,4,3,3,80
21004,0,0,0,7,0,5,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,27,11,0,62,3,31,31,116,73,45,21,4,3,330,0,0,3,0,4,4,6,3,0,24,0,5,7,7,5,6,0,0,0,30,0,0,0,3,14,0,0,0,0,18,3,13,15,75,47,21,9,6,0,189,0,0,0,10,3,11,5,5,0,38,0,3,3,17,22,25,27,24,3,131,0,0,3,3,5,3,4,3,0,23,0,9,10,23,20,7,7,6,0,84,0,0,0,0,5,4,0,4,0,14,0,4,4,17,11,3,8,3,0,49,0,0,0,3,3,0,0,0,0,10,0,0,3,24,6,5,3,0,0,41,0,0,0,3,5,4,3,0,0,14,0,0,0,0,8,3,0,0,0,11,0,5,3,19,8,10,3,0,0,49
21005,0,7,10,28,20,20,11,4,5,97,0,3,8,15,3,3,3,3,3,42,4,40,75,151,7,3,3,0,0,278,0,0,3,4,3,16,24,6,0,64,59,291,277,433,151,79,28,8,0,1328,0,0,0,0,3,5,21,5,3,32,42,87,84,426,35,19,8,0,0,701,0,3,3,16,8,0,3,0,0,34,9,64,136,530,297,257,80,15,10,1397,0,0,0,39,25,38,32,9,12,152,0,3,3,15,20,50,47,26,5,167,8,27,32,49,30,20,10,0,0,180,4,14,11,33,26,14,5,6,0,106,0,0,0,8,24,19,32,12,3,111,21,104,135,609,351,140,89,36,14,1495,0,0,3,31,3,6,4,0,0,44,0,15,22,128,33,17,8,0,0,222,0,0,3,40,37,53,28,5,0,162,14,52,149,960,1016,503,290,115,26,3123,7,19,26,33,16,10,5,0,0,113
21101,0,3,0,35,37,64,39,12,4,198,0,5,8,24,0,9,4,3,3,51,0,3,17,42,12,0,0,0,0,75,0,3,0,17,25,71,134,108,59,418,10,100,134,290,188,160,81,27,13,1001,0,0,3,7,10,30,22,20,4,113,0,13,4,39,12,10,7,0,0,87,0,0,7,18,21,4,0,0,0,51,4,37,76,307,162,149,73,11,8,831,0,6,0,59,35,102,33,14,44,300,0,5,6,31,70,101,104,62,28,416,5,47,82,119,92,78,39,8,6,481,0,24,62,158,101,116,74,26,9,567,0,0,0,17,22,26,26,11,13,113,3,61,122,554,331,284,147,49,21,1563,3,5,8,86,18,34,11,0,0,163,0,16,21,131,46,22,6,0,0,250,0,0,0,4,3,7,8,3,0,24,0,0,3,4,15,17,10,0,0,52,3,23,32,71,33,20,17,3,0,211
21102,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,12,12,3,45,0,8,9,29,24,21,7,7,0,104,0,0,0,0,3,4,4,3,0,14,0,0,0,7,3,0,0,0,0,11,0,0,0,0,3,3,0,0,0,7,0,0,0,6,3,4,3,0,0,28,0,0,0,3,3,4,3,3,4,22,0,0,3,5,16,14,18,14,3,72,0,7,3,23,8,11,6,3,5,67,0,11,30,32,41,26,10,6,3,158,0,0,0,0,4,0,0,3,4,9,0,0,0,11,11,7,13,5,0,52,0,0,0,18,7,4,3,0,0,33,0,0,4,9,3,3,0,0,0,25,0,0,0,3,3,4,4,0,0,17,0,0,0,5,3,0,0,0,0,12,3,4,12,8,12,6,4,3,0,58
21103,0,6,5,19,13,11,4,3,0,66,5,93,206,421,82,37,22,4,4,876,0,0,5,11,0,0,0,0,0,21,0,0,0,14,10,45,95,73,43,286,3,30,51,229,147,111,52,21,13,652,0,0,0,7,13,11,22,11,7,66,0,0,4,24,4,7,0,0,0,44,0,0,0,14,18,6,7,0,0,41,3,19,14,152,78,54,26,14,5,360,0,0,3,25,13,40,13,17,13,132,0,8,11,48,43,66,86,62,31,351,0,10,13,37,23,20,4,3,0,121,0,16,56,135,87,53,34,22,4,403,0,0,0,4,9,13,6,7,4,41,3,6,8,151,35,52,28,22,11,307,0,3,3,62,16,11,4,0,0,98,7,28,39,119,18,10,5,3,0,236,0,0,0,3,4,7,6,3,0,22,0,0,0,5,4,0,0,0,0,17,5,20,20,66,38,22,12,0,0,181
21104,0,0,4,7,13,12,4,6,0,51,0,10,9,22,5,3,0,4,0,51,0,0,11,34,0,3,0,0,0,54,0,3,0,7,8,12,33,29,5,91,0,42,39,114,49,52,31,13,9,353,0,4,0,3,7,3,0,7,0,30,7,7,15,63,3,7,3,0,0,99,0,0,0,3,10,5,0,0,0,18,3,8,19,91,45,31,12,5,3,230,0,0,0,20,8,21,28,9,6,95,0,0,3,13,15,37,39,28,14,144,7,30,18,64,27,34,16,3,0,204,4,10,29,64,36,25,16,12,3,188,0,0,0,8,3,12,3,6,0,30,0,9,22,129,50,49,37,27,9,341,4,4,8,90,13,13,9,0,0,140,0,4,16,79,18,14,4,0,0,132,0,0,0,3,0,3,0,3,0,11,0,0,3,3,4,6,4,0,0,22,3,11,15,27,14,9,7,0,0,97
21105,0,0,0,18,10,14,11,7,0,55,0,35,96,163,35,17,9,0,0,357,0,0,0,13,5,0,0,0,0,25,0,8,7,52,54,152,262,149,99,790,7,50,76,288,224,188,74,29,7,943,0,3,3,10,31,29,37,11,3,121,0,3,0,4,4,4,0,0,0,19,0,0,0,18,24,8,0,0,0,45,0,12,26,118,82,56,26,12,0,328,0,0,5,39,19,43,33,22,5,153,0,8,9,56,69,89,110,72,17,434,0,0,8,19,16,8,5,0,0,66,0,27,43,126,81,66,34,18,7,401,0,0,0,0,5,10,6,11,0,28,0,9,5,47,30,43,19,5,3,158,0,0,3,25,7,3,0,0,0,38,3,11,9,88,30,3,3,0,0,148,0,0,0,0,7,3,7,3,0,26,0,0,0,4,5,0,3,0,0,10,0,18,22,68,45,49,41,7,0,244
21201,3,11,20,76,39,29,22,5,0,208,0,0,3,11,0,0,4,0,0,22,0,3,6,10,3,0,0,0,0,22,0,4,7,17,24,74,106,63,18,307,19,75,91,293,148,92,52,16,10,782,0,0,0,6,11,10,9,9,0,49,3,5,4,38,3,3,0,0,0,66,0,0,0,9,18,0,0,0,0,25,3,32,47,159,74,27,19,0,4,365,0,0,0,20,12,21,8,0,4,63,0,9,9,54,41,78,65,32,13,294,0,5,8,31,15,4,6,0,0,63,0,15,36,84,53,21,15,12,3,234,0,0,0,9,11,11,17,4,3,56,5,30,20,235,49,36,33,3,3,420,0,0,6,33,0,0,0,0,0,39,0,3,4,59,17,6,3,0,0,90,0,0,0,4,3,0,0,0,0,12,0,0,0,3,5,0,6,0,0,14,0,12,13,34,13,10,7,3,0,97
21202,0,13,26,134,115,130,85,49,26,578,0,3,3,23,4,5,3,0,4,45,0,0,0,16,3,0,0,0,0,32,0,0,5,20,12,63,127,86,45,350,24,201,212,398,213,124,43,20,3,1233,0,0,0,12,19,19,28,14,0,90,21,82,85,250,46,23,15,3,0,513,0,0,0,5,3,0,0,0,0,12,9,44,60,333,170,161,56,13,7,863,0,3,10,81,84,135,53,37,29,433,3,11,10,39,71,116,79,73,35,425,3,22,44,47,38,33,12,0,0,205,0,20,65,157,133,85,55,26,12,550,0,0,3,40,54,95,56,35,18,291,22,177,168,1001,464,320,191,69,30,2434,0,6,0,47,3,7,3,0,0,77,4,7,4,98,26,12,4,0,0,155,0,0,0,30,36,36,28,5,5,141,0,0,0,40,61,42,31,11,4,188,8,17,31,29,24,18,9,3,0,133
21203,0,35,73,350,189,202,94,40,15,1001,0,0,0,16,12,6,4,0,3,40,3,8,19,75,11,4,0,0,0,120,0,3,4,7,27,55,110,54,25,282,70,371,445,827,305,169,55,19,11,2274,0,0,0,16,15,13,18,5,0,76,18,133,115,292,36,25,8,3,0,621,0,0,0,10,6,3,0,0,0,21,22,155,245,739,407,220,62,23,6,1880,0,4,12,85,31,54,46,3,3,243,0,9,16,55,74,95,71,53,11,378,5,29,31,61,47,24,7,6,0,205,3,32,64,162,113,42,45,19,7,491,0,0,0,22,56,43,39,15,11,182,25,251,209,1572,473,293,154,63,16,3051,4,0,0,38,3,11,0,0,0,58,3,10,16,167,35,24,3,0,0,260,0,3,4,54,17,24,7,0,0,116,3,0,13,59,66,18,14,9,0,188,4,34,20,44,23,9,12,0,0,142
21204,0,17,34,174,112,175,166,108,63,850,9,32,120,301,88,56,15,15,6,637,0,8,11,74,4,3,0,0,0,97,0,7,4,9,3,26,60,73,48,235,35,191,283,430,131,115,42,18,7,1244,0,0,0,6,6,13,18,24,6,73,40,150,142,432,31,28,17,0,0,835,0,0,4,3,8,4,0,0,0,24,19,64,169,579,314,241,106,31,15,1542,0,0,9,64,58,121,101,64,50,469,0,4,5,17,28,41,82,64,25,269,4,9,16,67,27,34,19,3,4,171,0,12,23,66,47,49,63,27,0,294,0,0,0,52,68,97,86,75,23,407,31,163,251,1325,429,426,376,183,108,3292,0,3,22,105,14,12,3,0,0,157,14,140,109,396,87,46,11,0,0,807,0,0,16,144,103,102,77,36,13,500,0,10,10,95,138,75,68,18,3,417,4,27,16,30,16,5,12,0,3,114
21205,3,3,29,98,56,50,45,28,19,321,0,0,9,25,5,11,5,3,0,58,3,3,25,66,0,4,0,0,0,99,0,10,3,13,16,14,50,29,26,160,16,119,190,251,155,129,80,30,24,993,0,5,7,6,6,7,16,12,7,64,8,48,23,132,18,13,6,0,0,243,0,3,3,15,7,4,3,0,0,42,3,29,74,290,135,105,39,12,0,687,0,4,6,64,46,104,77,53,34,383,0,9,9,22,35,34,72,47,37,263,10,111,297,238,111,98,67,14,0,932,3,28,73,139,96,68,42,13,9,471,0,0,0,8,17,23,30,26,9,119,37,213,337,1140,577,398,252,138,53,3151,5,12,49,236,55,58,18,4,3,451,4,12,53,170,58,24,10,3,0,344,0,0,0,9,4,12,7,12,3,55,0,0,6,28,39,35,37,23,14,181,15,36,57,71,30,20,12,7,0,242
