SA3_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
20402,0,0,3,4,7,5,3,0,0,0,3,0,0,0,0,36,0,0,3,0,0,3,15,21,0,3,0,3,5,0,4,60,0,5,9,11,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,19,0,87,66,22,15,6,10,3,0,0,0,3,0,0,11,222,0,0,14,11,4,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,3,3,0,0,4,27,56,4,7,4,8,8,4,8,141,0,0,3,0,0,0,3,5,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,11,12,0,4,5,3
20403,0,0,3,20,13,9,18,11,3,4,0,4,0,3,3,90,0,3,0,0,0,15,17,27,4,0,3,8,4,3,7,98,0,5,55,66,6,3,5,0,0,0,0,0,0,0,5,150,0,0,3,4,0,0,4,3,0,0,0,0,0,0,0,16,0,0,0,0,0,10,8,8,3,0,0,0,0,0,0,38,0,209,151,62,29,21,21,16,9,4,0,0,0,0,22,541,0,4,9,10,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0,3,3,7,0,0,0,0,3,0,0,0,0,23,0,4,0,9,4,6,35,175,10,25,17,16,19,11,12,343,0,3,0,3,0,8,7,3,0,0,0,0,0,0,0,22,0,0,0,0,0,3,4,0,9,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,9,16,16,9,7
20501,0,0,3,9,13,4,7,3,0,0,0,0,0,0,0,40,0,0,3,0,3,9,9,19,0,4,3,7,4,3,11,76,0,0,5,29,3,0,0,0,0,0,0,0,0,0,0,47,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,20,0,0,3,0,0,7,9,5,0,3,0,0,0,0,0,25,0,77,68,25,21,5,8,5,0,0,0,0,0,3,5,238,0,3,11,11,3,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,3,3,3,0,0,0,0,0,0,0,9,20,0,4,3,15,3,11,22,73,3,0,8,11,10,4,4,168,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,24,8,8,7,9
20502,0,0,0,3,8,5,4,9,0,0,3,0,4,0,3,45,0,0,0,0,3,5,15,21,5,7,3,5,3,3,3,69,0,3,5,5,0,0,0,0,0,0,0,0,0,0,3,18,0,0,7,3,0,0,0,4,0,0,3,0,0,0,3,24,0,0,0,0,12,0,3,3,0,0,0,0,0,0,3,27,0,105,82,38,30,14,9,5,0,0,0,0,3,0,11,299,0,9,13,19,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,4,6,5,0,0,0,0,0,0,0,0,3,15,4,9,4,7,3,3,17,46,3,6,8,7,8,0,14,134,0,4,0,0,4,0,3,10,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,7,8,18,3,4,5,3
20503,0,0,4,12,8,10,7,4,0,3,10,0,0,4,3,69,0,7,5,0,3,13,12,40,3,7,7,7,9,0,5,116,0,3,13,17,3,0,0,0,0,0,0,0,0,0,0,35,0,7,6,3,0,3,0,3,0,0,0,0,0,0,0,31,0,0,3,4,3,11,0,0,0,0,0,3,0,0,0,25,4,110,90,43,27,7,22,11,0,7,0,3,4,0,8,336,0,17,33,24,3,0,3,0,0,0,0,0,0,0,3,87,0,0,0,3,3,9,4,3,0,0,0,0,0,0,0,26,0,9,10,19,3,9,19,80,11,8,11,18,18,4,10,229,0,3,0,0,3,3,8,0,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,21,41,12,14,13,8
20504,0,0,11,14,6,3,13,11,0,0,0,0,3,8,0,77,0,3,4,0,0,20,55,64,6,14,8,26,48,5,16,266,0,3,15,41,3,5,0,0,0,0,0,0,0,0,0,72,0,0,11,3,3,0,3,8,4,0,0,0,0,4,0,33,0,0,0,0,7,15,4,6,0,0,0,0,0,0,0,40,5,254,99,29,21,9,12,4,0,4,0,0,3,0,15,454,3,13,37,30,6,0,0,0,0,0,0,0,0,0,9,98,0,0,3,0,5,8,6,3,0,0,0,3,0,3,0,32,0,3,3,12,3,3,38,148,12,16,18,17,25,3,7,304,0,4,0,4,3,9,3,3,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,8,0,3,3,4,3,3,3,22,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,0,20,30,19,16,16,3,5
20505,0,0,3,16,3,7,9,5,0,0,0,6,0,0,4,45,0,0,3,0,0,0,11,5,3,0,6,0,4,0,25,66,0,3,8,34,3,4,0,0,0,0,0,0,0,0,0,54,0,4,3,3,0,0,0,4,3,0,0,0,0,0,0,17,0,0,3,3,0,3,0,8,3,0,0,0,0,0,3,27,0,84,32,14,9,6,10,6,0,0,0,0,4,0,15,181,0,6,7,4,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,0,0,7,0,0,0,0,0,3,0,0,14,27,0,3,3,8,3,0,10,97,10,8,7,3,11,8,12,182,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,7,7,3,6,3,6
20601,0,0,0,21,18,23,36,48,8,17,9,25,23,15,10,249,0,0,8,8,29,207,232,246,70,72,138,161,197,126,63,1555,0,3,38,77,3,16,9,0,0,3,0,0,0,0,3,155,0,20,44,44,17,32,17,3,6,5,3,5,6,8,12,220,0,0,0,3,17,18,16,8,0,0,3,5,7,0,0,81,0,38,25,25,14,22,69,65,14,12,24,17,24,10,10,369,0,109,1031,794,95,45,7,5,4,17,25,13,11,7,55,2226,0,0,4,4,38,41,30,23,7,4,9,6,15,3,3,190,0,3,6,41,27,59,123,325,44,88,74,120,113,95,30,1145,0,0,0,8,12,28,48,70,11,16,27,32,98,126,5,481,0,0,0,3,12,20,14,21,22,26,65,22,19,9,6,238,0,0,0,0,23,16,23,16,0,0,8,0,0,0,0,80,0,5,13,21,28,35,56,77
20602,0,0,4,21,15,14,23,25,10,8,4,14,16,0,3,156,0,3,0,0,19,118,121,110,19,32,47,39,31,29,24,600,0,5,25,49,5,8,11,3,0,0,0,0,0,0,7,108,0,4,27,23,3,11,0,0,0,0,0,0,0,0,6,76,0,0,0,0,6,12,9,5,4,0,0,0,0,0,0,40,0,28,8,23,24,22,39,27,3,8,8,11,6,4,12,216,4,98,971,726,63,29,12,12,9,24,6,10,9,3,101,2087,0,0,0,3,18,26,10,6,0,6,0,3,3,0,10,85,0,3,4,42,23,31,80,261,14,27,42,61,48,35,13,691,0,0,0,6,9,7,23,9,3,0,5,3,0,0,3,64,0,0,0,3,8,13,13,34,9,11,24,3,5,6,0,120,0,0,0,0,3,5,6,9,0,0,0,0,0,0,0,23,0,5,0,19,14,45,42,51
20603,0,0,3,20,14,8,16,23,8,14,7,12,16,6,8,143,0,3,8,18,49,202,214,252,61,78,65,100,97,72,44,1255,0,4,27,83,8,14,4,0,0,0,3,0,0,0,0,145,0,12,47,29,14,11,20,15,0,7,9,4,7,9,3,198,0,0,0,7,3,11,17,3,0,0,0,0,0,0,0,52,0,65,24,26,24,13,22,16,0,0,3,4,3,0,3,216,0,53,290,191,12,12,9,3,0,14,4,8,3,6,12,614,0,0,6,17,47,45,59,24,4,3,9,3,3,4,3,227,0,6,7,120,43,56,172,457,94,108,152,203,262,166,53,1891,0,0,3,3,14,12,45,34,9,6,5,12,13,17,3,184,0,0,0,0,0,9,18,35,27,18,39,18,18,6,9,211,0,0,0,0,0,11,17,9,0,0,0,0,3,7,3,52,0,7,19,35,12,34,34,66
20604,0,0,4,15,22,34,65,51,21,16,45,55,89,66,22,509,0,4,15,25,99,590,1499,3130,1075,1492,2061,3129,4370,2632,1304,21420,0,4,24,41,0,14,23,7,3,0,0,6,3,0,0,130,0,6,17,48,11,44,24,16,6,5,5,10,11,10,0,210,0,3,0,4,14,43,17,18,4,6,3,5,5,7,4,136,4,70,45,24,30,29,58,55,24,34,27,33,54,40,27,549,0,24,69,49,13,13,3,4,3,11,13,8,9,5,3,230,0,3,8,27,95,278,282,254,88,129,160,170,181,135,107,1912,0,4,3,49,43,122,347,839,302,385,503,860,1339,1070,208,6077,0,0,5,7,25,72,502,463,176,271,305,433,522,443,58,3282,0,0,0,0,22,19,37,131,43,78,67,61,59,36,15,565,0,0,0,0,6,3,24,6,4,0,0,9,10,7,3,68,0,3,12,11,4,45,49,81
20605,0,0,9,27,36,41,67,66,33,25,30,42,39,44,12,465,0,3,15,5,16,191,298,448,98,83,133,157,172,99,105,1826,0,0,25,53,4,21,20,3,3,4,0,3,0,0,0,131,0,19,43,38,6,13,9,3,3,3,3,0,3,3,7,157,0,0,3,8,17,15,20,15,0,3,3,3,0,3,3,94,5,84,63,34,47,47,91,102,22,27,30,38,51,26,18,699,7,85,511,402,30,16,12,5,10,10,6,5,5,11,46,1167,0,0,9,29,34,79,59,49,14,13,12,14,17,0,9,339,0,6,7,79,40,85,229,554,76,98,156,198,255,165,60,2019,0,8,3,11,19,28,120,76,18,27,15,33,36,25,16,424,0,0,0,5,17,16,24,51,27,27,30,15,32,17,4,263,0,0,0,9,6,14,9,7,0,3,0,0,0,0,0,44,0,7,18,41,24,60,95,289
20606,0,0,3,7,15,21,21,41,16,15,30,30,28,17,3,258,0,16,14,15,33,240,294,418,106,150,161,316,333,118,108,2321,0,0,7,20,0,17,16,0,0,0,0,0,0,0,3,65,0,16,29,19,5,10,6,4,3,0,3,0,4,0,9,109,0,0,0,3,5,18,11,7,0,6,3,3,4,8,0,77,19,77,38,26,13,16,35,33,11,0,18,15,36,13,14,369,0,42,469,300,29,17,4,7,6,11,12,9,7,3,26,943,3,3,4,27,40,86,60,31,6,16,15,20,24,3,8,347,3,8,7,51,28,64,146,276,45,77,91,140,167,134,26,1264,0,0,0,13,9,23,95,42,19,35,13,38,29,16,5,348,0,0,0,3,7,27,18,41,12,22,17,9,26,9,3,202,0,0,0,0,0,0,9,0,0,0,7,0,3,0,0,26,0,10,15,17,14,22,21,103
