SA3_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
20101,0,0,4,12,4,9,17,14,0,4,0,0,3,0,3,93,0,0,3,0,6,22,116,162,29,39,52,69,76,104,42,717,0,3,54,43,3,4,3,3,0,0,0,0,0,0,5,115,0,5,3,3,0,3,9,13,0,0,0,0,6,0,0,40,0,3,0,4,8,11,7,8,0,10,4,5,0,3,3,68,0,127,61,28,20,13,17,11,0,3,3,0,3,3,9,303,0,10,31,15,4,3,0,0,0,0,0,0,0,0,4,67,0,0,0,5,7,12,10,10,0,0,0,0,3,0,6,51,0,6,3,20,12,14,104,393,43,53,61,39,52,36,34,864,0,5,0,3,3,4,6,12,0,4,0,6,0,0,0,47,0,0,0,0,4,4,10,20,7,7,12,0,0,0,0,62,0,0,0,0,0,0,5,15,0,0,0,3,4,0,0,32,0,14,9,28,17,17,16,11
20102,0,0,0,9,7,5,10,7,0,0,0,0,0,3,0,42,0,0,5,0,0,3,9,8,0,0,7,0,0,0,3,28,0,0,14,36,3,7,0,0,0,0,0,0,0,0,3,58,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,0,57,36,21,17,10,7,10,0,0,8,0,0,0,9,173,0,6,12,11,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,8,17,3,0,4,21,0,0,0,3,3,0,8,66,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,19,11,7,5,9
20103,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,18,0,0,4,0,0,10,3,10,3,3,0,3,0,0,0,27,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,18,0,31,31,22,12,0,5,0,0,0,0,0,0,0,4,110,0,0,9,8,4,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,17,0,0,0,6,0,0,8,44,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,12,9,4,4,0
20201,0,0,3,16,8,7,21,10,3,4,0,3,11,3,0,89,0,0,0,0,4,19,55,88,20,22,10,18,21,11,14,283,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,0,7,14,9,3,0,9,3,0,0,0,52,0,3,0,0,3,7,9,16,3,0,0,7,0,8,0,58,0,72,38,19,14,7,17,11,0,0,3,0,0,0,7,188,0,5,21,13,3,0,0,0,0,0,0,0,0,0,3,46,0,0,7,0,4,6,6,6,0,0,6,0,0,0,0,43,0,0,9,14,5,3,90,296,26,34,36,49,52,34,33,675,0,0,0,0,4,3,20,13,3,0,0,0,3,3,0,61,0,0,0,0,0,0,3,9,0,0,12,6,3,9,0,47,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,22,0,12,18,19,3,18,16,17
20202,0,0,3,9,14,8,17,6,3,3,0,0,0,0,4,67,0,0,0,0,3,12,17,21,0,0,4,3,7,0,16,85,0,0,12,27,3,0,6,0,0,0,0,0,0,0,3,47,0,3,3,3,0,3,3,0,0,0,0,4,0,0,3,30,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,18,0,77,62,28,16,15,13,10,3,0,4,0,0,0,14,239,0,4,11,10,5,0,0,0,0,0,0,0,0,0,3,43,0,3,3,0,0,0,3,8,0,0,0,3,4,0,14,37,0,9,3,17,3,4,3,50,3,4,6,3,0,7,21,140,0,9,3,0,3,3,0,3,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,9,0,10,22,15,4,8,12,7
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,7,4,0,0,0,0,0,0,0,0,0,0,36,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,5,0,0,0,3,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20301,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,9,16,0,0,4,0,0,0,0,0,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,10,10,4,0,5,0,0,3,0,0,0,3,87,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,3,5,0,0,0,0,0,0,10,24,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,8,4,3
20302,0,0,9,20,18,21,54,39,3,8,3,9,7,15,13,226,3,0,85,9,14,76,183,383,72,78,69,127,150,137,62,1442,0,33,285,588,47,124,113,11,3,0,3,0,0,0,52,1257,0,7,8,17,3,7,18,18,0,3,3,8,0,3,3,95,0,0,0,7,3,21,13,22,5,10,10,6,7,0,0,101,4,531,206,77,50,33,43,36,8,4,3,4,3,7,49,1054,4,40,137,108,15,12,6,0,0,0,0,0,0,0,29,342,0,3,3,8,18,36,25,29,3,12,6,18,15,5,14,184,4,11,9,49,14,40,133,888,90,78,144,202,283,198,67,2223,0,6,11,7,7,23,53,34,7,3,14,26,6,4,3,202,0,0,0,3,14,25,42,56,23,84,107,39,42,8,6,452,0,0,0,0,0,4,31,8,6,20,24,5,45,52,17,220,0,21,51,84,29,58,36,61
20303,0,0,4,22,14,12,30,28,9,6,8,0,5,4,4,161,0,4,6,0,0,8,23,39,0,7,3,4,12,0,4,109,0,5,38,50,0,4,0,4,0,0,0,0,0,0,3,104,0,10,23,14,3,0,0,0,0,0,0,0,0,0,5,49,0,0,0,5,3,3,0,3,0,0,4,0,0,0,0,29,0,174,97,27,27,19,23,13,3,9,0,3,3,3,14,416,0,19,69,41,4,0,3,0,0,3,0,0,0,0,3,156,0,0,0,4,4,0,3,4,0,0,0,0,4,0,0,35,0,12,3,29,8,11,7,46,7,4,6,3,10,3,5,163,0,5,3,0,3,0,12,4,0,4,0,3,7,0,0,42,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,7,22,46,20,29,26,35
20401,0,0,5,10,12,8,10,4,0,0,6,8,3,0,0,63,0,0,3,3,0,4,29,29,11,7,8,6,48,53,75,272,0,0,5,14,0,0,3,0,0,0,0,0,0,0,3,34,0,5,4,4,0,3,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,118,75,39,21,14,10,8,0,5,0,3,0,0,8,300,0,11,16,16,0,3,0,0,0,0,0,0,0,0,0,56,0,0,0,0,8,3,0,4,3,0,0,0,8,4,3,29,0,4,6,16,3,4,11,84,7,15,9,4,3,10,3,173,0,3,0,0,0,0,3,7,0,0,0,3,0,3,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,5,15,15,14,9,14,13
