SA3_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
20402,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,149,13,0,3,167,0,0,0,166,5,0,175,21,3,0,0,23,0,0,0,22,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,164,14,3,6,190,0,0,3,191,7,0,200,10,4,0,0,18,0,0,0,18,5,0,15,15,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,33,0,0,0,33,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,30,0,0,0,30,5,0,37,9,0,0,0,7,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0
20403,9,4,0,11,7,0,0,0,10,3,0,3,9,3,0,17,237,26,5,0,268,3,0,7,274,16,0,285,31,7,0,0,42,0,0,0,42,14,0,56,0,0,0,0,0,0,0,0,3,0,0,3,270,27,3,5,308,3,0,7,310,32,3,347,30,3,0,0,35,0,0,0,35,0,0,33,22,6,3,0,29,0,0,0,29,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,12,3,0,66,0,0,0,66,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,12,3,0,64,0,0,0,64,3,0,71,3,0,0,0,4,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,62,12,3,0
20501,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,254,26,13,3,296,0,0,0,301,16,0,312,46,8,0,0,59,0,0,0,62,12,0,69,0,0,0,0,0,0,0,0,0,0,0,0,297,43,15,3,357,0,0,3,355,24,0,380,31,4,0,0,35,0,0,0,37,3,0,42,46,7,0,0,49,0,0,0,50,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,10,0,0,91,0,0,3,94,6,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,78,14,0,0,96,0,0,3,94,6,0,102,5,3,0,0,12,0,0,0,8,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,86,18,0,0
20502,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,89,19,3,4,115,0,0,0,115,15,0,129,8,3,0,0,15,0,0,0,13,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0,95,23,7,5,132,3,0,3,130,28,0,162,3,0,0,0,5,0,0,0,5,0,0,9,13,3,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,20,0,0,0,20,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,3,22,0,0,0,22,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,3
20503,3,0,0,3,4,0,0,0,5,0,0,0,5,0,0,5,182,33,8,0,226,0,0,0,231,10,0,241,24,9,0,0,30,0,0,0,30,11,0,43,0,0,0,0,0,0,0,0,0,0,0,0,207,40,8,4,258,0,0,0,260,21,0,282,25,0,0,0,21,0,0,0,21,0,0,21,20,3,0,3,30,0,0,0,30,3,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,3,53,0,0,0,53,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,3,53,0,0,0,53,0,0,56,9,0,0,4,10,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,57,4,4,3
20504,9,0,0,9,6,3,0,0,14,0,0,0,12,0,0,12,262,35,9,3,304,9,3,17,316,16,0,337,59,4,3,0,64,4,0,4,70,15,0,88,0,0,0,0,0,0,0,0,0,0,4,4,319,43,6,5,376,13,3,21,393,31,4,430,28,5,0,0,37,0,0,0,40,3,0,41,47,7,0,0,51,0,0,0,52,7,0,65,3,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,4,0,0,4,81,17,0,0,92,3,0,3,94,18,0,110,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,88,17,0,0,100,3,0,3,104,18,0,117,11,0,0,0,16,3,0,3,15,10,3,26,0,0,0,0,0,0,0,0,0,0,0,0,101,15,3,0
20505,7,0,0,7,7,0,0,0,9,0,0,0,8,0,0,8,142,15,3,3,162,3,0,5,171,14,0,183,29,0,6,0,31,0,3,3,32,5,0,42,0,0,0,0,0,0,0,0,0,0,0,3,167,15,7,4,196,5,3,11,205,20,0,224,11,0,0,0,17,0,0,0,17,0,0,17,17,0,0,0,14,0,0,0,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,3,36,0,0,0,36,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,3,36,0,0,0,36,0,0,32,3,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,3
20601,9,4,0,13,15,0,0,0,19,0,0,0,20,4,0,23,424,68,6,3,501,9,0,13,517,43,0,557,86,16,3,5,106,0,0,3,113,44,0,151,0,0,0,0,0,0,0,0,0,0,3,3,510,82,5,7,604,15,3,20,626,82,3,712,103,16,3,0,125,3,0,3,129,12,0,139,101,23,3,0,124,0,3,3,127,11,0,137,0,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,4,0,3,210,36,12,3,259,4,4,9,264,26,0,283,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,10,0,0,0,10,0,0,12,8,3,0,0,12,0,0,0,10,0,0,12,216,40,12,3,266,4,3,8,272,24,0,296,42,8,3,0,52,3,0,3,56,34,0,85,0,0,0,0,0,0,0,0,0,0,0,0,255,45,14,3
20602,4,0,0,6,7,0,0,0,5,0,0,0,5,0,0,12,355,60,9,10,433,3,0,3,436,26,0,469,37,9,0,3,48,4,0,5,51,19,0,76,0,0,0,0,0,0,0,0,0,0,0,0,397,67,9,9,484,9,0,13,489,47,0,540,73,11,0,0,91,4,0,7,91,12,0,103,87,12,0,0,101,0,0,0,101,11,0,113,7,0,0,0,7,0,0,0,7,0,0,9,0,0,0,4,6,0,0,0,6,0,0,6,164,26,3,10,199,4,0,7,204,27,0,225,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,3,0,0,3,164,26,3,10,201,4,0,5,203,27,0,229,34,9,0,0,41,0,0,0,45,10,0,50,0,0,0,4,4,0,0,0,4,0,0,4,201,33,3,11
20603,8,0,0,6,16,4,0,0,18,0,3,3,20,0,0,26,657,62,7,13,735,12,3,16,752,43,0,791,106,16,0,0,123,3,0,3,124,18,0,149,0,0,0,0,3,0,0,0,3,0,0,4,764,75,7,11,855,18,3,19,877,63,3,942,166,14,0,0,180,3,0,4,184,7,0,188,160,28,0,0,188,3,0,3,195,15,0,211,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,323,48,0,6,380,5,0,5,388,24,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,327,48,0,7,377,5,0,5,390,24,0,412,59,11,0,0,73,3,0,3,78,19,0,96,0,0,0,0,0,0,0,0,0,0,0,0,385,56,3,6
20604,5,3,0,6,3,0,0,0,6,3,0,3,12,3,0,12,184,33,3,7,233,3,0,4,234,28,0,265,53,14,3,0,72,3,5,5,82,17,0,101,0,0,0,0,0,0,0,0,0,0,0,6,237,54,3,15,305,10,5,10,316,42,3,367,63,12,0,0,76,3,0,3,79,3,0,80,35,17,0,0,53,0,0,0,53,3,0,54,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,103,26,0,0,129,3,0,3,130,13,0,143,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,4,105,26,0,0,130,6,0,7,137,13,0,150,18,5,3,0,34,0,0,0,34,28,0,64,0,0,0,0,0,0,0,0,0,0,0,0,124,30,3,3
20605,10,0,0,10,11,0,0,0,16,0,0,0,11,0,0,11,313,35,9,3,351,7,0,6,362,31,0,394,59,12,0,0,74,0,0,0,73,29,0,106,0,0,0,0,0,0,0,0,0,0,0,0,369,47,6,3,423,5,3,9,433,58,0,494,80,9,0,0,91,0,0,0,94,15,0,103,61,8,0,0,73,0,0,0,73,8,0,87,6,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,4,0,0,0,4,0,0,4,144,19,0,3,171,0,0,0,176,27,0,197,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,5,147,19,0,3,178,4,0,4,182,27,0,203,42,6,0,0,47,0,0,0,54,22,0,71,0,0,0,0,0,0,0,0,0,0,0,0,188,30,0,4
20606,3,3,0,5,8,0,0,0,5,0,0,0,9,3,0,9,256,24,3,6,290,3,0,3,300,24,0,319,90,13,0,5,100,7,3,5,111,23,0,134,0,0,0,0,0,0,0,0,0,0,0,0,341,37,3,8,391,13,4,13,403,44,3,450,64,15,0,0,76,0,3,3,83,3,0,89,74,18,0,0,94,0,0,0,99,7,0,109,3,0,0,0,4,0,0,0,4,0,0,4,3,0,0,3,7,0,0,0,7,0,0,10,143,36,4,3,182,0,3,3,185,16,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,4,0,0,4,144,35,4,3,185,3,3,3,194,16,0,207,57,7,0,3,65,0,0,4,68,12,0,84,0,0,0,0,0,0,0,0,0,0,0,0,201,45,4,6
20607,8,0,0,8,12,0,0,3,17,3,0,4,20,0,0,20,285,52,4,5,354,12,0,11,364,32,0,400,39,6,0,0,51,3,0,3,59,34,0,90,0,0,0,0,0,0,0,0,0,0,0,0,327,62,10,5,407,17,0,21,426,64,0,491,71,15,0,0,85,4,0,4,85,10,0,93,61,24,0,0,85,3,0,3,87,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,10,129,32,0,0,170,6,0,9,176,17,0,191,0,0,0,0,3,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,5,6,0,0,11,130,34,0,0,173,12,3,11,180,12,0,196,27,10,0,0,42,4,0,4,42,19,0,61,0,0,0,0,0,0,0,0,0,0,0,0,164,50,0,0
20701,39,3,0,45,52,6,0,0,54,12,3,13,69,4,0,70,2167,280,27,26,2499,68,15,83,2578,145,3,2732,449,65,11,6,525,14,4,17,544,102,0,644,3,0,0,0,4,0,0,0,4,0,5,14,2620,344,39,28,3029,79,21,98,3129,247,9,3391,511,64,0,7,581,18,0,20,603,46,0,653,609,108,12,5,734,18,8,25,762,37,0,792,22,3,8,0,35,0,0,0,35,7,0,40,7,3,0,7,18,0,0,0,14,4,0,22,1145,181,20,20,1368,41,8,48,1415,90,0,1511,11,0,0,0,9,3,0,3,10,0,0,14,13,0,0,0,14,0,0,4,19,0,0,17,20,3,0,0,26,4,0,7,33,3,0,35,1168,187,20,20,1395,41,12,48,1442,96,5,1539,272,51,8,0,332,15,0,15,347,105,0,446,0,0,0,0,0,0,0,0,0,0,0,3,1442,234,33,18
20702,29,4,0,32,35,3,0,0,39,8,0,12,49,4,0,55,942,173,12,12,1146,37,8,47,1192,84,4,1280,223,50,5,4,284,5,0,5,290,70,0,362,3,0,0,0,3,0,0,0,3,0,3,4,1173,229,16,19,1432,48,8,53,1486,157,9,1646,232,33,0,3,272,6,0,5,276,19,0,299,255,66,5,3,332,13,0,15,346,27,3,372,0,0,0,0,3,0,0,0,3,3,0,6,6,0,0,7,10,0,0,0,17,4,0,20,499,101,10,11,617,17,0,22,639,60,3,700,3,0,0,0,3,4,0,4,8,0,0,7,7,6,0,0,11,4,3,3,20,3,0,20,11,6,0,0,17,5,3,6,27,7,0,30,510,107,11,11,637,28,3,27,667,61,3,727,151,26,3,3,177,3,3,3,182,64,0,251,0,0,0,0,0,0,0,0,0,0,0,3,661,126,14,13
20703,24,3,0,27,24,4,0,0,31,3,4,6,38,3,0,45,959,135,11,9,1113,32,9,46,1164,72,4,1233,180,26,0,4,210,3,3,3,215,48,0,264,3,0,0,0,3,0,0,0,3,0,0,0,1141,162,11,15,1331,37,17,49,1378,118,7,1499,206,25,4,7,241,5,0,5,245,23,0,270,259,49,0,0,305,8,3,14,317,19,0,338,10,4,5,0,20,0,0,0,20,0,0,21,5,0,0,0,4,0,0,0,4,0,0,4,475,75,12,10,570,12,3,19,587,39,0,630,8,0,0,0,8,3,0,3,5,0,0,5,16,3,0,0,17,0,0,3,16,0,0,16,22,3,0,0,21,3,0,3,28,0,0,28,496,77,12,10,594,19,5,19,611,39,0,653,96,21,0,0,119,3,0,3,126,41,0,162,0,0,0,0,0,0,0,0,0,0,0,0,596,101,12,10
20801,23,0,0,27,26,11,3,0,31,7,0,4,44,0,0,43,1114,134,17,12,1278,28,6,30,1307,55,0,1362,227,37,3,3,271,6,0,8,285,47,0,330,0,0,0,0,3,0,0,0,3,0,0,3,1340,172,23,20,1552,33,4,41,1592,100,0,1692,254,35,3,0,295,9,0,8,299,13,0,319,333,68,4,0,402,9,3,7,411,31,0,441,4,0,4,0,10,0,0,0,10,0,0,10,7,0,0,3,11,0,0,0,11,0,0,10,599,100,10,5,721,12,3,20,736,48,0,782,8,0,0,0,8,0,0,0,8,0,0,7,11,0,0,0,8,0,0,0,13,0,0,10,12,0,0,0,17,0,0,0,15,3,0,21,615,107,10,5,732,18,3,18,754,50,0,802,116,24,3,4,146,3,3,9,150,42,0,191,0,0,0,0,0,0,0,0,0,0,0,0,729,124,10,12
20802,23,0,0,28,39,3,0,0,46,3,0,3,48,4,0,48,1417,173,18,26,1631,38,5,42,1670,79,0,1752,213,29,4,11,252,7,0,6,258,41,0,305,0,0,0,0,0,0,0,0,0,0,3,4,1628,195,26,33,1885,44,6,51,1933,116,7,2060,361,52,3,3,419,13,5,11,433,31,0,466,375,56,9,5,444,7,3,6,450,27,0,478,12,4,7,0,21,0,0,0,21,0,0,16,0,0,0,3,8,0,0,0,8,0,0,8,743,113,16,13,890,17,4,21,914,61,0,969,5,0,0,0,7,3,0,7,13,0,0,13,4,3,0,0,7,0,0,0,11,0,0,11,10,5,0,0,14,3,0,7,20,0,0,23,758,113,16,13,901,20,10,29,932,59,0,994,111,12,3,0,131,0,0,3,136,49,0,185,0,0,0,0,0,0,0,0,0,0,3,3,864,127,23,16
20803,22,0,0,18,19,0,0,0,23,3,0,4,26,3,0,33,964,118,18,28,1125,33,10,42,1164,61,0,1223,149,23,4,3,175,4,3,8,185,25,0,208,0,0,0,0,0,0,0,0,0,0,0,0,1109,139,24,29,1300,32,8,43,1345,89,0,1431,231,23,3,0,258,11,0,13,274,14,0,281,215,29,9,3,245,6,0,6,252,24,0,277,3,0,3,0,3,0,0,0,10,0,0,10,3,0,0,0,4,0,0,0,4,0,0,8,453,52,10,5,517,19,3,17,541,39,0,575,3,0,0,0,3,0,0,0,7,0,0,7,3,0,0,0,6,0,0,0,7,0,0,9,11,0,0,0,9,0,0,3,10,0,0,12,456,49,10,5,528,17,4,20,551,40,0,589,80,14,3,0,94,3,0,3,102,28,0,125,0,0,0,3,3,0,0,0,3,0,0,3,540,65,16,9
20804,9,0,0,9,7,0,0,0,7,0,0,0,13,0,0,13,441,51,8,5,512,9,0,12,523,26,3,551,124,9,0,0,134,3,0,3,139,14,0,151,3,0,0,0,3,0,0,0,3,0,0,3,569,59,6,5,644,13,0,16,666,38,6,711,109,11,0,0,125,3,0,3,128,4,0,134,116,15,0,0,134,4,0,4,143,11,0,147,0,5,3,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,3,0,0,3,232,30,5,0,270,7,0,10,276,10,0,290,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,6,0,0,5,239,30,5,0,272,7,0,10,282,12,0,294,58,3,0,0,60,0,0,0,60,33,0,94,0,0,0,0,0,0,0,0,0,0,0,0,294,33,4,0
20901,25,0,0,29,31,11,0,0,41,0,0,0,39,0,0,42,1154,128,9,13,1313,21,3,25,1334,63,0,1403,212,27,6,4,242,8,3,5,253,51,0,300,3,0,0,0,3,0,0,0,3,0,3,5,1365,156,19,20,1555,30,9,37,1595,113,7,1715,260,41,0,4,303,4,0,5,309,26,0,335,294,37,6,0,336,8,0,5,346,28,0,375,8,0,0,0,8,0,0,0,8,0,0,12,3,0,0,3,6,0,0,0,6,0,0,6,565,73,4,15,655,13,0,14,672,54,0,724,4,4,0,0,10,0,0,0,10,0,0,9,7,0,0,0,9,0,0,0,7,0,0,7,13,3,0,0,13,0,0,0,17,0,0,18,571,79,4,15,671,13,4,15,681,54,0,735,108,14,3,0,129,6,0,6,133,41,0,177,0,0,0,0,0,0,0,0,0,0,0,0,679,93,8,16
20902,18,3,0,19,22,6,0,0,28,6,3,15,43,3,0,45,462,90,4,18,565,25,4,30,597,48,0,645,128,36,3,10,174,3,4,10,188,70,0,259,0,0,0,0,0,0,0,0,0,0,3,5,593,126,5,24,750,29,9,37,788,120,5,906,105,15,0,0,122,4,3,3,128,16,0,148,110,21,0,4,131,9,0,9,141,16,0,159,4,0,0,0,4,0,0,0,8,0,0,8,5,0,0,3,8,0,0,0,8,0,0,12,218,40,6,6,271,11,3,13,284,37,0,323,8,0,0,0,8,0,0,0,4,0,0,4,4,0,0,0,3,0,0,0,9,0,0,9,10,0,0,0,11,0,0,3,14,0,0,14,227,44,6,6,283,9,5,17,301,37,0,333,53,18,3,6,78,0,0,3,86,45,0,129,0,0,0,0,0,0,0,0,0,0,0,3,285,60,5,15
20903,9,0,0,9,12,0,0,0,13,0,0,0,19,0,0,19,933,75,18,8,1028,10,0,11,1043,42,0,1086,130,13,4,0,149,3,0,3,154,13,0,169,0,0,0,0,0,0,0,0,0,0,3,3,1061,86,18,12,1178,15,0,19,1200,59,3,1255,150,17,4,0,167,3,0,3,171,10,0,180,244,31,3,0,280,3,0,4,282,7,0,292,7,0,4,0,14,0,0,0,14,0,0,18,3,0,0,0,3,0,0,0,3,0,0,3,408,49,8,0,462,5,0,4,468,23,0,495,4,0,0,0,4,3,0,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,3,9,0,0,9,412,49,8,0,465,6,0,12,475,23,0,498,67,12,0,0,79,3,0,3,81,23,0,109,0,0,0,0,0,0,0,0,0,0,0,0,478,58,8,0
20904,36,3,0,39,50,7,0,0,59,17,3,18,77,3,0,81,1473,210,25,39,1744,66,5,68,1814,128,3,1947,334,95,14,18,456,21,4,27,481,229,0,713,3,0,0,3,10,0,0,0,11,0,3,16,1807,303,36,59,2208,84,15,96,2308,355,11,2674,357,45,6,0,410,3,3,5,412,37,0,452,290,66,3,3,355,9,0,12,371,27,0,395,10,0,3,0,16,0,0,0,16,3,0,12,5,0,0,8,13,0,0,0,13,3,0,18,656,108,13,14,795,11,7,14,806,75,0,885,9,3,0,0,7,4,0,7,13,0,0,15,9,3,0,0,17,0,0,0,12,0,0,12,19,4,0,0,24,4,3,8,29,0,0,35,679,111,13,12,815,20,9,20,836,73,0,914,164,38,10,8,216,15,3,13,228,133,0,369,0,0,0,0,0,0,0,0,0,0,3,6,844,147,20,19
