SA3_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
20402,4,0,0,0,4,0,4,9,16,0,18,3,7,0,11,0,0,3,7,13,0,25,3,15,0,15,9,3,7,30,29,0,60,3,20,3,25,6,4,14,37,53,0,90,0,46,8,55,3,14,15,76,94,0,168,12,84,9,104,10,15,21,120,102,0,220,39,75,3,119,3,4,10,125,129,0,254,48,71,6,127,4,3,10,137,98,0,233,62,54,9,128,4,0,4,129,81,0,210,65,24,4,90,0,0,3,94,30,0,122,42,12,3,59,0,0,0,58,21,0,81,30,9,3,37,0,0,0,37,21,0,60,27,10,3,43,5,0,5,45,22,0,67,13,5,0,18,0,0,0,18,8,0,24,0,0,0,4,0,0,0,4,0,0,3,7,4,0,13,0,0,0,11,0,0,16,6,0,0,10,0,0,0,10,3,0,10,53,55,3,117,6,0,5,124,49,0,173,0,11
20403,0,3,0,3,5,0,5,8,20,0,29,0,4,0,8,0,0,3,13,24,0,33,0,25,3,27,8,3,12,38,54,0,84,8,30,3,46,4,7,12,58,88,0,145,3,47,6,56,18,13,31,87,122,0,210,27,114,15,157,16,14,28,182,161,3,344,54,131,13,193,15,4,20,212,130,3,347,80,132,12,226,3,9,8,235,110,0,349,144,84,6,231,3,10,12,244,75,3,317,112,62,10,186,4,3,7,192,70,0,262,92,30,6,124,0,0,0,124,27,0,152,63,15,3,88,3,0,5,93,10,0,97,78,25,4,103,0,0,0,109,24,0,131,21,8,0,34,0,0,0,30,12,0,43,3,0,0,3,0,0,0,6,0,0,6,3,3,0,8,0,0,0,8,5,0,15,6,3,0,10,0,0,0,10,6,0,12,94,68,8,176,9,8,13,187,85,7,279,4,6
20501,5,3,0,3,0,0,0,10,24,0,32,0,5,0,5,0,5,3,12,11,0,22,0,11,0,14,8,6,12,30,41,0,73,0,13,3,15,3,8,10,29,49,0,80,9,36,0,47,5,12,10,55,63,0,121,7,64,6,84,5,11,17,99,121,0,216,39,70,4,115,3,6,9,127,92,3,224,48,76,8,132,4,0,11,144,80,0,218,65,59,6,131,4,3,8,137,90,3,227,77,36,0,114,0,0,0,116,43,0,160,61,27,14,104,0,0,0,110,23,0,130,40,14,0,50,0,0,0,50,16,0,71,48,12,0,68,0,0,3,71,23,0,86,18,6,0,23,0,0,0,23,3,0,31,6,0,0,8,0,0,0,8,0,0,8,4,0,0,4,0,0,0,3,3,0,7,7,3,0,12,0,0,0,12,0,0,12,53,38,19,112,6,0,6,120,69,3,190,3,3
20502,0,0,0,0,0,0,0,3,13,0,18,0,3,0,3,0,0,0,4,9,0,14,0,16,4,21,3,3,5,22,30,0,54,3,26,7,29,8,7,10,44,43,0,88,9,44,3,53,9,6,19,72,73,3,145,21,80,6,102,3,15,19,118,101,3,221,37,72,5,116,4,4,8,123,114,0,233,54,62,5,120,0,5,3,118,81,0,207,48,42,10,106,3,0,4,107,75,0,186,42,35,9,83,0,0,0,81,36,5,122,32,23,0,52,0,0,0,52,14,0,65,30,4,0,43,0,0,0,44,11,0,58,24,12,0,37,0,0,0,37,11,0,47,5,3,0,6,0,0,0,6,6,0,20,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,0,0,5,3,0,0,3,0,0,0,3,9,0,12,45,54,3,105,0,4,8,109,53,3,169,3,4
20503,0,0,0,0,0,0,0,3,23,0,23,0,3,0,8,5,3,8,14,11,0,27,3,14,3,24,8,5,8,34,30,0,67,0,35,4,38,4,17,24,55,61,0,117,9,67,4,81,13,19,34,112,104,0,215,32,113,8,155,19,12,30,188,134,0,330,31,97,7,136,11,11,17,158,144,4,302,48,90,8,143,5,5,5,152,140,0,287,69,71,14,153,3,3,10,162,100,0,266,40,40,10,88,0,0,3,92,50,0,145,33,24,0,60,0,0,3,60,31,0,91,48,11,8,67,0,0,0,67,13,0,83,31,14,3,49,0,0,0,50,14,0,68,17,3,0,18,0,0,0,18,3,0,26,3,0,0,3,0,0,0,3,3,0,7,9,0,0,9,0,0,0,9,8,0,16,3,3,0,6,0,0,0,6,5,0,14,74,79,8,159,10,0,12,168,97,13,276,3,4
20504,0,0,0,3,6,4,8,14,31,0,36,3,0,0,3,3,3,4,8,14,0,24,3,14,0,16,24,4,26,46,75,3,124,4,34,4,43,17,14,28,72,142,0,217,9,55,3,71,28,29,56,130,185,0,318,26,164,13,200,31,54,86,281,269,3,558,49,125,11,185,17,20,38,222,238,0,459,85,129,8,224,14,6,18,244,160,4,406,105,92,17,211,3,13,16,229,146,0,376,89,55,3,143,3,0,3,147,56,0,209,92,31,7,127,0,0,3,133,41,0,170,61,23,5,95,0,0,0,95,26,0,116,87,21,6,109,5,0,4,112,28,0,139,38,8,0,49,0,0,0,47,22,0,69,13,0,0,16,0,0,0,16,3,0,16,11,3,0,15,0,0,0,17,6,0,23,15,0,0,15,3,0,4,20,3,0,24,105,75,8,188,17,8,24,216,117,3,336,5,4
20505,0,0,0,3,3,0,4,7,13,0,22,0,8,0,8,3,0,3,8,3,0,14,4,14,0,18,6,4,8,25,19,0,50,3,17,0,19,6,7,12,29,53,0,85,8,46,3,54,5,7,15,70,62,0,126,10,63,4,84,13,11,19,104,77,0,184,21,64,0,86,3,8,8,102,100,0,201,38,56,3,97,0,0,3,106,78,3,183,51,39,3,97,3,3,3,104,73,0,175,56,22,0,79,0,0,3,81,37,0,122,21,15,4,43,0,0,0,41,7,0,51,40,7,3,46,0,0,0,49,11,0,61,33,8,4,48,0,3,3,48,6,0,59,10,3,0,7,0,0,0,7,3,0,17,3,0,0,3,0,0,0,3,0,0,5,12,7,0,20,0,0,0,20,4,0,20,6,0,0,10,0,0,0,10,3,0,12,32,47,9,89,3,3,6,93,52,0,150,4,10
20601,0,0,0,4,5,0,7,5,43,0,53,0,3,0,3,6,3,8,12,17,0,26,3,17,0,16,0,6,5,22,41,0,68,0,15,0,16,4,6,12,27,40,0,64,6,16,0,29,8,10,14,40,63,0,109,18,49,5,73,0,18,22,90,87,0,179,21,50,10,73,4,5,8,82,132,0,212,50,79,3,135,3,6,12,143,124,0,271,68,77,3,153,3,0,4,158,170,0,328,75,54,0,125,0,3,6,132,89,0,219,97,44,5,143,3,0,4,146,54,0,200,68,13,3,79,0,0,0,79,53,0,138,119,36,0,156,3,0,3,165,67,0,229,40,11,3,59,0,0,0,59,30,0,85,22,9,0,26,0,0,0,26,8,0,37,29,3,3,40,0,0,0,43,6,0,45,15,7,0,28,0,0,0,28,7,0,41,85,41,0,124,3,3,10,139,116,4,257,8,4
20602,0,3,0,3,4,0,4,6,22,0,28,0,0,0,3,0,0,3,3,8,0,11,3,14,0,13,8,6,10,27,31,0,61,3,6,0,9,7,3,9,21,25,0,49,0,15,3,21,3,6,8,31,37,0,71,5,38,3,51,3,0,3,58,58,0,117,12,48,4,58,0,0,0,63,75,0,130,26,52,3,78,0,4,5,87,73,0,160,43,57,8,111,4,0,5,115,74,3,190,43,39,6,84,0,0,0,84,48,0,131,44,26,0,66,0,0,0,66,34,3,99,46,19,3,65,0,0,0,66,32,0,104,79,27,0,105,0,0,0,109,30,0,139,23,6,0,31,0,0,0,31,14,0,47,16,5,0,24,0,0,0,24,10,0,30,41,6,0,50,3,0,3,52,7,0,59,21,3,0,25,0,0,0,25,12,0,33,51,38,4,93,3,0,4,91,44,6,139,0,0
20603,5,0,0,3,3,3,9,9,42,0,52,0,4,0,5,3,3,4,10,23,0,36,3,10,0,19,9,11,21,41,68,0,103,0,6,0,10,3,4,14,21,63,0,86,3,22,0,30,10,7,15,43,91,0,131,9,52,7,61,11,10,22,83,75,0,154,14,69,3,88,3,9,9,99,78,0,184,26,53,4,85,3,3,3,89,94,0,178,45,49,0,101,4,3,8,112,99,0,208,72,39,8,114,5,4,9,122,58,0,186,69,30,3,103,3,0,8,105,39,0,144,53,23,4,79,0,0,0,82,24,0,113,113,23,3,139,0,0,0,139,48,0,188,35,9,0,44,0,0,0,44,29,0,79,13,8,0,22,0,0,0,23,6,0,27,43,10,0,52,0,0,0,52,3,0,55,36,6,0,47,0,0,0,47,12,0,59,79,35,3,117,3,4,9,126,78,7,207,12,3
20604,5,4,0,4,5,5,18,23,164,0,191,5,7,0,13,0,7,5,23,44,0,68,10,19,0,23,15,13,25,51,93,3,142,7,22,3,27,7,5,12,38,77,0,112,11,23,6,30,12,8,17,51,82,3,133,17,47,4,71,4,9,11,80,81,0,168,23,43,5,73,6,0,5,78,90,0,170,38,39,6,84,3,5,11,95,95,0,188,72,62,10,136,0,7,9,141,93,0,237,57,29,0,85,0,0,0,86,48,0,140,47,23,3,75,3,0,4,75,37,0,114,55,21,0,77,0,0,3,79,21,0,108,106,18,3,124,0,0,5,127,49,0,171,36,10,0,50,0,0,0,50,20,0,67,19,4,0,29,0,0,0,29,6,0,34,67,10,3,78,0,0,0,79,13,0,97,50,6,0,65,0,0,0,65,6,0,70,64,30,0,95,3,4,8,103,83,4,192,4,4
20605,4,3,0,5,3,0,4,12,49,0,57,6,0,0,3,3,0,3,13,21,0,36,3,19,3,24,7,11,17,37,44,0,82,3,20,0,21,5,10,16,37,59,0,97,6,43,0,47,3,12,12,63,61,0,122,14,73,6,89,13,11,20,106,88,0,194,19,79,4,106,3,11,12,113,100,0,215,38,62,5,111,0,9,8,116,93,0,209,69,82,5,150,3,6,6,161,103,0,263,67,52,0,121,3,3,11,127,55,0,185,84,32,5,123,0,0,0,126,30,0,161,105,23,7,137,0,0,4,137,25,0,161,150,37,7,193,8,0,8,196,35,0,240,39,7,3,51,0,0,0,53,16,0,65,20,3,0,25,0,0,0,25,6,0,34,97,19,3,120,9,0,9,129,12,0,138,60,5,0,62,0,0,0,66,11,0,74,102,52,5,160,7,6,11,168,109,9,282,9,3
20606,3,3,0,7,0,7,5,13,53,0,71,0,3,0,3,3,3,4,7,22,0,26,0,12,0,12,3,12,12,23,41,0,60,0,4,0,5,0,3,3,14,28,0,44,5,8,0,17,7,3,7,20,51,0,71,3,21,0,26,3,0,5,35,34,0,69,14,36,4,49,3,3,4,58,40,0,97,32,31,0,65,0,0,0,63,51,0,117,26,37,0,65,0,0,3,67,64,0,130,36,32,0,66,0,0,0,66,33,0,103,33,20,0,51,0,0,0,49,25,0,81,38,12,0,46,0,0,4,52,19,0,75,76,21,0,100,0,0,0,104,32,0,138,28,8,0,33,0,0,0,33,22,0,56,11,5,3,19,0,0,0,19,3,0,23,64,16,0,84,0,3,3,86,9,0,99,51,11,0,64,0,0,0,64,21,0,87,54,36,6,100,3,3,3,104,64,6,175,0,3
20607,0,3,0,4,6,7,15,19,60,0,81,0,4,0,8,7,3,12,16,36,0,56,0,16,3,20,5,20,29,44,114,0,155,5,21,3,25,4,9,14,37,87,0,122,3,24,0,28,8,6,15,48,128,0,174,30,56,0,86,7,15,17,105,114,0,222,23,48,3,70,3,4,7,82,125,0,206,32,47,0,86,7,5,17,98,121,0,218,42,51,0,95,0,3,9,96,112,0,206,51,34,6,92,3,3,4,97,57,0,154,68,20,3,90,0,0,0,92,46,0,141,47,18,3,72,0,4,4,75,46,0,115,112,27,6,141,0,0,3,147,43,0,185,45,9,0,52,0,0,0,52,23,0,75,12,10,0,21,0,0,0,21,5,0,26,53,12,5,66,0,0,0,66,13,0,81,52,8,0,59,0,0,0,59,16,0,73,72,42,7,112,10,3,14,130,123,3,257,5,3
20701,10,19,5,31,10,14,25,58,275,0,329,3,31,3,38,3,8,7,47,56,0,102,15,34,0,51,3,9,16,65,69,0,133,14,34,3,55,0,6,4,59,69,0,124,18,50,3,74,9,12,16,88,88,0,176,41,91,3,132,11,8,18,145,123,0,269,44,86,10,138,14,7,20,157,108,0,270,72,128,9,209,7,5,7,216,152,3,373,132,137,9,277,3,14,16,292,145,0,440,131,102,3,242,5,3,7,250,115,0,365,134,89,3,226,3,4,6,231,87,0,321,138,63,5,208,4,3,6,214,70,0,283,308,83,16,405,8,3,12,418,115,0,532,113,29,8,151,3,0,5,154,64,0,225,49,13,0,67,0,0,0,68,25,0,92,165,37,4,209,5,0,4,210,34,0,241,133,34,3,179,0,0,0,174,50,0,227,182,96,16,304,16,5,17,322,177,16,504,8,10
20702,4,5,0,13,15,13,25,39,167,0,208,5,7,0,13,0,7,4,18,32,0,49,7,25,0,33,6,9,15,49,48,0,95,8,31,0,40,3,5,4,46,48,0,93,8,33,0,39,6,4,10,52,72,0,128,27,81,4,114,0,13,13,121,94,0,216,37,73,3,116,0,7,11,126,131,0,255,70,85,7,163,0,4,12,168,120,0,287,125,87,4,222,4,6,6,229,132,0,361,96,52,5,160,4,3,5,170,105,0,275,88,36,4,132,3,0,9,138,81,0,220,60,31,6,94,0,0,3,96,80,0,175,124,34,10,164,3,3,5,168,82,0,249,60,19,0,84,0,0,0,82,51,0,133,41,16,4,57,0,0,0,57,14,0,72,49,10,0,66,0,0,0,66,11,0,72,46,7,3,60,0,0,0,60,30,0,92,110,69,13,186,4,7,9,193,134,8,336,3,3
20703,10,4,0,16,14,12,21,35,179,0,213,7,10,0,18,0,3,6,23,39,0,61,0,33,3,39,8,7,15,53,60,0,115,7,22,3,32,7,4,10,43,54,0,99,10,40,0,53,14,4,14,67,90,0,161,21,71,0,96,11,8,17,111,108,0,219,44,106,0,152,3,6,4,160,127,0,281,57,88,4,149,6,5,10,166,157,0,323,112,112,8,235,4,0,4,235,157,0,391,108,78,14,194,0,8,3,200,98,0,300,108,45,5,160,0,0,3,163,78,0,244,97,47,3,148,3,0,3,147,63,0,212,175,61,11,247,6,0,5,255,81,0,340,69,21,0,91,3,0,4,97,43,0,138,40,8,0,45,0,0,0,46,7,0,52,62,20,0,79,0,0,0,82,8,0,93,53,11,0,60,0,0,0,63,14,0,81,120,87,10,212,3,8,12,223,117,14,359,5,3
20801,4,8,0,6,10,4,11,19,84,0,106,4,4,3,10,3,3,4,16,12,0,24,0,21,0,23,3,7,13,31,38,0,70,8,23,0,26,4,3,8,36,38,0,74,6,23,3,34,6,11,11,51,78,0,128,14,75,8,88,8,3,8,100,90,0,195,28,71,5,100,4,0,7,111,92,0,203,55,100,3,158,0,3,4,162,94,0,259,72,84,5,163,5,5,12,169,120,0,293,81,60,6,146,3,7,12,151,84,0,238,107,49,6,155,0,0,3,157,62,0,221,85,37,3,124,0,0,0,131,40,0,171,176,56,5,244,3,0,3,245,63,0,313,51,15,3,73,0,0,0,72,29,0,107,25,14,3,40,0,0,0,40,12,0,57,101,26,3,132,3,0,3,134,11,0,147,84,19,10,113,0,0,0,113,31,0,144,151,87,9,248,4,0,9,257,98,3,364,15,3
20802,3,13,7,21,15,7,19,43,134,3,175,6,12,4,22,3,0,3,25,19,0,43,8,35,3,41,14,9,28,67,46,0,117,3,43,3,47,7,5,14,60,59,0,120,13,59,3,66,6,5,13,86,102,0,182,29,108,0,145,7,12,18,158,133,0,292,55,113,7,171,8,5,16,188,132,0,319,79,135,7,223,7,10,11,239,173,0,411,137,136,10,283,5,13,14,301,179,4,486,159,103,7,275,4,0,3,273,117,0,399,160,66,3,228,7,0,6,238,79,0,315,156,55,3,215,3,0,4,218,74,3,290,269,71,18,356,10,3,7,368,82,0,447,81,14,4,103,0,0,0,100,49,0,150,36,12,0,50,0,0,0,51,16,0,63,105,12,3,128,4,0,4,129,8,0,141,76,13,3,92,0,0,0,92,21,0,113,184,134,20,340,11,4,18,357,169,10,533,17,12
20803,3,0,0,9,9,5,14,18,62,0,85,8,8,0,14,3,4,7,20,12,0,34,3,32,0,31,6,10,14,48,58,3,105,3,31,3,41,4,3,8,45,70,0,113,16,58,4,77,5,12,22,94,119,0,214,16,137,9,159,11,14,25,191,138,0,331,49,144,9,202,3,12,16,216,162,4,383,112,179,7,296,4,10,19,317,188,0,513,172,149,12,335,4,6,12,348,182,0,532,192,110,8,306,11,3,11,320,117,0,432,218,86,7,315,3,0,3,317,84,0,402,170,56,10,228,3,0,3,235,78,0,306,282,62,3,346,0,0,4,348,82,0,437,80,21,3,102,0,0,0,99,42,0,146,49,9,3,62,0,0,0,62,11,0,64,60,9,0,69,0,0,0,74,5,0,81,51,6,3,54,3,0,3,62,10,0,67,175,119,14,301,9,8,14,313,164,8,492,10,8
20804,3,0,0,3,5,0,5,8,24,0,37,3,8,0,4,0,0,3,7,8,0,21,0,4,0,8,0,0,0,8,20,0,25,4,4,0,4,3,0,0,9,8,0,17,0,6,0,8,0,0,0,11,19,0,32,3,30,0,32,0,3,3,32,24,3,65,9,24,3,32,0,0,4,32,33,0,70,21,27,0,51,0,3,3,52,34,0,86,35,26,0,59,0,4,4,67,29,0,97,30,30,3,63,0,0,0,65,22,0,85,27,20,3,54,0,0,3,61,18,0,82,22,18,3,45,0,0,0,45,13,0,58,59,26,0,92,0,0,0,90,28,0,121,21,4,0,31,0,0,0,31,22,0,54,15,0,0,17,0,0,0,15,8,0,27,42,11,0,50,0,0,0,50,3,0,55,43,6,0,49,0,0,0,55,12,0,68,45,33,7,87,3,0,3,92,37,4,129,3,0
20901,0,0,0,3,10,3,19,21,67,0,88,4,9,0,14,4,3,11,25,28,0,51,5,27,0,35,10,10,21,50,69,0,117,7,37,0,44,5,12,20,60,80,0,138,8,57,9,79,4,10,15,93,138,0,226,29,92,14,132,11,18,27,157,175,0,330,54,140,11,204,4,16,26,233,191,0,419,89,152,9,253,3,6,10,268,193,0,462,155,154,17,321,6,5,12,338,200,3,542,168,105,8,284,3,4,8,290,153,0,447,180,83,3,265,0,3,3,268,108,0,374,140,64,0,198,3,0,3,204,77,0,277,241,65,8,311,0,3,3,317,95,0,409,96,26,0,128,0,0,0,127,35,0,165,53,9,3,65,0,0,0,69,11,0,82,60,6,4,67,0,0,0,67,5,0,75,52,9,3,62,0,0,0,62,22,0,87,223,111,24,356,7,9,9,371,162,12,539,16,8
20902,0,0,0,3,4,11,17,20,74,0,88,0,13,0,16,0,4,6,19,26,3,45,4,15,0,19,9,9,17,38,76,0,114,4,26,0,28,12,8,19,44,87,0,136,7,55,3,65,9,6,16,83,128,0,211,15,108,3,129,11,16,27,158,181,0,334,44,106,3,158,11,5,14,167,227,0,397,75,110,8,198,10,4,10,211,236,0,445,110,85,4,199,12,8,13,215,226,0,442,116,61,3,182,3,3,8,187,146,0,327,93,29,3,127,0,3,5,133,106,0,233,80,35,3,115,0,0,0,119,69,0,184,109,36,4,149,0,3,3,149,87,0,238,48,17,4,64,0,0,0,66,31,0,99,33,3,0,35,3,0,3,38,13,0,47,33,11,3,39,3,0,3,46,9,0,55,15,0,0,16,0,0,0,16,22,0,38,90,47,7,148,6,8,12,157,171,13,342,5,10
20903,3,0,0,5,4,3,8,14,20,0,30,0,3,0,3,3,0,4,4,7,0,14,0,8,0,10,0,3,6,9,20,0,37,3,14,0,17,0,3,3,26,24,0,45,0,29,3,41,0,4,3,47,37,0,79,6,65,7,82,3,6,14,93,58,0,152,18,50,4,72,0,4,10,82,42,0,123,36,71,3,114,3,4,4,114,52,0,172,69,86,3,165,0,3,3,170,49,0,222,76,63,3,144,3,3,7,153,38,0,184,97,48,3,150,0,0,0,149,32,0,181,63,33,8,107,0,0,0,109,17,0,128,126,34,5,164,0,0,0,164,26,0,192,51,14,5,71,0,0,0,71,18,0,85,39,9,0,45,0,0,0,45,6,0,50,34,0,0,42,0,0,0,41,4,0,47,32,8,0,37,0,3,3,36,3,0,39,119,60,6,186,0,4,4,195,50,3,249,3,5
20904,5,9,9,21,9,14,20,43,171,0,213,3,14,3,19,6,4,8,35,48,0,81,0,33,0,36,19,24,42,84,164,3,246,9,54,5,67,17,15,29,100,185,0,285,14,109,21,142,25,40,67,211,315,3,522,50,287,30,369,27,42,69,434,453,0,896,140,284,22,451,26,24,49,495,487,3,984,287,255,23,568,12,6,24,596,396,0,992,326,233,19,581,21,6,31,608,385,7,1001,330,175,23,526,16,12,22,553,292,4,849,279,104,20,405,6,5,14,419,198,0,620,229,87,12,327,3,3,6,330,134,3,466,344,87,11,436,5,0,5,446,160,0,607,153,44,8,204,3,0,4,207,57,0,263,58,21,3,81,0,0,0,81,23,0,97,44,5,5,55,3,3,3,62,20,0,82,44,5,4,51,0,0,3,49,18,0,74,256,170,19,448,32,15,44,496,322,22,835,30,36
21001,3,3,0,9,5,7,11,13,32,0,46,0,5,0,7,0,0,0,10,9,0,19,0,5,0,8,0,3,10,14,28,0,47,5,12,0,16,0,3,9,21,24,0,43,0,19,0,25,8,5,14,31,51,0,85,11,65,12,88,7,8,12,95,63,0,161,23,56,4,79,3,3,6,82,92,0,171,40,61,3,105,5,3,9,116,114,0,226,76,70,10,150,3,0,5,151,132,0,287,81,56,0,141,3,0,3,145,81,0,224,101,29,3,132,0,0,3,142,77,0,213,67,20,3,92,0,0,0,88,48,0,135,115,21,4,141,3,0,3,144,58,0,203,61,13,3,81,0,0,0,81,37,0,117,27,3,3,32,0,0,0,32,5,0,34,30,3,0,35,0,0,0,35,8,0,35,39,10,0,52,0,0,0,52,11,0,68,89,53,5,146,7,4,10,149,95,8,257,7,7
21002,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,3,7,0,6,0,6,0,6,3,0,3,11,8,0,22,3,6,0,10,3,0,3,13,13,0,31,4,18,0,25,0,0,0,23,13,0,39,6,26,0,31,3,0,3,28,35,0,64,8,39,0,47,0,0,3,49,19,3,74,15,37,3,57,7,0,7,66,26,0,93,27,38,0,72,0,0,3,72,35,0,104,25,15,0,43,0,0,0,42,20,0,61,38,15,0,50,0,0,0,53,14,0,62,25,16,0,44,0,0,0,44,7,0,51,38,15,3,57,0,0,0,58,10,0,72,18,3,0,23,0,0,0,23,6,0,30,12,0,0,11,0,0,0,11,3,0,12,10,0,0,9,0,0,0,9,0,0,9,4,0,3,12,0,0,0,12,0,0,12,38,23,3,64,7,0,3,72,29,0,100,5,4
