SA3_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
20904,7,22,0,0,9,3,0,0,0,38,34,251,3,3,5,9,4,6,0,316,454,979,144,122,251,155,176,117,32,2423,7,53,0,9,20,10,4,3,3,105,78,228,23,31,36,15,19,11,3,455,24,49,4,10,4,4,3,3,3,108,1136,2793,602,458,710,452,519,410,101,7187,4,0,6,6,6,3,11,9,3,45,392,373,466,237,182,162,252,169,30,2268,519,370,674,344,282,223,350,251,42,3065,1269,396,7221,654,599,577,1580,1367,223,13886,43,26,50,50,36,36,83,78,10,400,94,61,138,88,68,80,162,120,14,821,50,62,88,30,20,27,75,49,16,423,102,90,255,70,67,79,229,206,108,1218,4224,5755,9679,2117,2306,1821,3453,2801,594,32758,3,36,0,7,7,0,0,0,0,48,15,137,5,4,10,3,0,4,3,181,176,955,60,230,290,124,16,101,25,1963,12,104,0,7,11,3,0,3,4,141
21001,6,19,0,0,0,0,0,0,0,27,22,104,0,0,3,0,3,0,3,130,158,350,16,9,55,27,11,17,20,655,17,19,0,0,3,0,0,0,0,43,50,120,12,19,17,9,6,4,0,227,12,15,0,3,6,3,0,0,0,46,692,1349,167,119,238,149,66,76,31,2897,0,0,0,3,0,0,0,0,0,13,132,159,101,68,68,38,34,31,20,653,214,164,152,67,86,59,52,47,10,860,454,139,1768,149,186,146,274,305,40,3469,17,8,18,11,7,14,13,12,3,93,31,20,25,25,20,28,20,26,5,209,16,28,22,9,11,3,12,17,0,106,34,36,51,14,23,20,38,28,40,278,1849,2525,2339,501,720,514,523,559,167,9700,5,26,0,0,5,0,0,0,0,40,14,86,3,0,8,0,0,0,3,107,85,393,6,27,74,13,0,0,5,607,7,38,0,0,6,0,0,0,3,58
21002,0,3,0,0,0,0,0,0,0,8,9,41,4,0,0,0,0,0,0,55,88,139,5,4,11,3,0,3,3,261,7,10,0,0,0,0,0,0,0,13,36,76,7,9,14,3,3,0,3,147,5,15,0,6,0,0,0,0,0,32,270,522,50,68,49,43,20,24,9,1059,0,6,0,0,0,0,0,0,0,6,104,104,51,31,22,14,16,13,3,360,96,79,64,65,40,26,16,24,4,421,339,110,1391,86,108,87,229,222,34,2612,4,0,6,4,6,0,9,8,0,37,20,19,20,12,19,6,14,12,3,125,9,16,10,3,0,3,4,6,0,60,15,18,42,10,4,10,24,23,13,161,1021,1155,1651,301,277,203,336,332,70,5347,3,7,0,3,0,0,0,0,0,13,9,44,0,6,4,3,0,0,0,58,50,172,3,9,14,0,0,0,3,258,6,22,0,0,0,0,0,0,0,32
21003,3,7,3,0,0,0,0,0,0,20,12,164,7,0,6,4,0,0,3,194,250,604,90,81,114,79,106,103,26,1438,6,28,4,3,7,0,5,7,0,57,43,170,11,20,20,7,6,11,4,291,10,33,7,0,8,0,0,0,0,66,587,1629,365,211,338,192,230,268,57,3878,0,0,3,0,0,0,0,4,0,14,114,155,182,73,81,56,77,53,7,803,196,168,313,112,112,72,108,113,13,1216,309,114,1840,209,168,144,301,362,63,3508,16,10,17,12,6,3,18,26,0,110,36,19,30,22,30,27,28,22,3,221,30,41,24,14,6,12,30,4,3,173,29,35,74,20,19,25,60,51,52,371,1644,3169,2977,790,921,624,973,1015,244,12359,4,26,0,0,0,0,0,0,0,31,8,121,3,0,8,0,0,0,3,144,119,597,23,102,144,42,3,34,8,1082,4,43,3,3,11,0,0,0,3,69
21004,0,3,0,0,0,0,0,0,0,6,3,30,3,0,0,0,0,0,0,41,73,91,0,6,9,10,0,0,0,204,3,5,0,0,0,0,0,0,0,7,20,66,7,11,12,0,0,0,3,120,7,13,3,6,0,3,0,0,0,32,198,499,71,68,89,47,40,36,17,1065,0,0,0,0,0,3,0,0,0,7,76,104,69,42,48,23,21,24,6,410,124,99,88,70,55,34,37,27,5,546,409,121,1827,149,160,137,417,320,52,3602,10,10,12,8,5,4,17,20,0,88,29,14,21,21,27,18,28,14,3,176,16,15,10,8,4,3,13,3,0,68,17,18,32,18,16,7,37,26,14,173,995,1100,2150,408,427,294,606,468,94,6539,0,13,0,0,0,0,0,0,0,13,3,27,3,0,0,0,0,0,0,33,41,143,0,15,23,4,0,0,0,233,4,17,0,0,0,0,0,0,0,26
21005,0,10,6,3,8,0,3,0,0,23,14,108,3,4,7,3,0,4,3,145,228,600,84,87,153,89,164,82,25,1504,11,19,0,4,3,3,10,0,0,57,35,145,19,16,22,18,22,7,0,275,18,18,3,5,4,0,3,0,0,52,711,1591,406,325,498,266,473,346,78,4685,5,3,11,0,6,0,6,0,3,38,223,240,326,125,142,95,232,145,31,1563,319,226,452,205,217,124,318,182,37,2079,727,222,4100,433,386,337,1159,955,157,8481,26,12,58,35,17,28,76,59,7,316,67,32,82,77,54,42,137,78,10,577,36,48,61,27,32,21,68,47,9,340,64,57,187,53,42,52,168,111,80,806,2497,3322,5791,1392,1578,1067,2837,2020,438,20943,0,33,0,3,0,0,0,0,0,41,6,75,0,0,9,0,0,0,3,90,112,559,32,134,183,85,6,52,17,1182,3,32,0,6,4,3,0,0,0,50
21101,11,23,4,0,0,0,0,0,0,44,43,303,6,3,14,4,0,3,3,387,475,1011,111,52,216,103,31,43,28,2069,21,35,0,0,3,0,0,4,0,71,122,346,25,31,46,8,9,15,8,603,33,45,8,9,9,3,0,3,0,111,1426,3297,599,295,659,423,212,256,70,7239,3,3,4,0,0,3,4,3,0,23,407,452,349,125,143,145,99,95,26,1841,533,429,493,271,208,205,125,142,39,2445,1232,491,5794,401,456,492,899,910,157,10816,40,19,61,34,20,24,29,51,5,290,82,76,89,53,60,67,56,56,5,547,43,71,46,12,22,23,18,25,7,280,73,78,129,51,32,48,85,87,81,660,4558,6676,7725,1336,1882,1560,1568,1688,428,27419,8,44,0,3,5,0,0,0,0,63,23,214,12,12,14,0,3,3,0,275,224,1047,36,103,299,89,3,22,17,1843,7,83,0,3,11,4,0,0,0,111
21102,0,6,0,0,0,0,0,4,0,15,15,74,0,0,8,0,0,0,0,99,136,215,12,12,16,18,0,4,8,414,5,17,0,0,0,0,0,0,0,22,53,83,5,6,3,6,0,5,0,160,10,3,0,0,3,0,0,0,0,23,533,814,68,46,124,91,16,21,22,1745,0,0,3,0,0,3,0,0,0,10,110,99,38,26,30,24,6,12,3,350,98,74,46,28,32,27,4,17,5,333,308,81,725,49,54,59,81,105,13,1484,3,0,9,0,7,4,0,4,0,27,27,18,6,7,5,20,0,4,5,95,9,18,4,3,0,8,3,3,0,46,16,16,19,8,10,0,7,4,12,87,1325,1520,949,195,295,249,123,183,67,4913,3,7,0,3,0,3,0,0,0,15,7,67,3,0,5,0,0,0,0,83,65,241,9,9,35,19,0,3,3,377,3,22,0,0,0,0,0,0,0,25
21103,15,9,0,3,3,0,0,0,0,33,43,203,3,4,5,0,0,0,0,263,340,752,59,38,120,54,24,23,22,1441,18,40,5,3,3,0,0,0,4,76,104,341,37,31,21,18,0,7,3,567,37,55,8,14,19,3,4,0,0,140,1063,2525,370,254,437,248,105,142,56,5208,0,3,5,8,0,3,0,0,0,22,278,316,248,131,109,89,49,70,15,1305,362,364,380,212,141,138,80,77,16,1764,956,339,4025,335,330,334,484,647,94,7551,23,14,41,17,20,29,31,25,3,200,74,58,66,51,28,47,39,59,6,423,27,45,36,10,19,8,14,19,3,185,60,45,88,30,18,45,44,68,47,446,3404,5125,5365,1140,1280,1014,877,1139,286,19640,4,31,0,3,3,0,0,0,0,48,21,148,0,4,10,0,0,0,3,192,186,890,20,72,228,50,0,17,15,1482,13,61,0,0,7,4,0,0,0,87
21104,6,11,0,0,4,3,0,0,0,26,37,201,6,3,0,3,0,0,3,258,292,790,70,30,124,73,25,38,15,1461,16,32,0,0,10,0,0,0,0,57,75,228,19,12,19,10,7,3,8,374,17,24,4,6,7,0,0,0,0,62,760,2033,303,172,391,237,85,121,43,4150,3,3,3,0,0,0,4,0,0,14,127,196,131,51,49,59,32,44,8,707,176,220,168,83,79,86,54,67,11,944,353,139,1197,135,129,140,158,211,34,2485,9,9,11,9,14,3,8,12,0,70,27,24,23,25,14,21,20,23,0,176,12,38,16,5,11,10,8,11,3,107,21,31,21,12,11,12,19,10,22,163,1941,3970,1974,552,852,652,407,553,142,11048,3,24,0,3,7,0,0,0,0,38,17,141,4,3,9,3,0,0,0,174,162,732,28,60,202,60,3,19,21,1274,9,43,0,4,5,3,0,0,0,74
21105,5,9,0,0,3,0,0,3,0,20,53,190,3,6,11,0,0,3,0,267,263,491,21,20,53,22,10,13,12,909,23,24,0,4,3,0,0,0,0,53,111,318,26,30,31,15,11,14,3,562,37,45,5,20,7,5,0,3,0,131,998,2205,307,243,259,176,92,181,50,4515,3,4,7,8,0,4,3,0,0,29,360,405,266,171,109,78,69,81,22,1560,522,370,416,275,152,119,100,145,19,2125,1824,506,7592,481,432,509,1100,1273,239,13962,43,25,52,18,19,37,37,53,3,289,99,58,103,43,46,61,66,68,9,562,36,52,47,25,19,7,20,18,9,233,112,56,180,47,28,38,101,98,89,746,4482,4781,9034,1386,1169,1076,1620,1961,452,25964,9,42,0,0,6,0,0,0,0,59,24,182,0,4,8,0,0,0,3,223,176,736,21,54,108,40,0,11,7,1153,10,62,0,10,8,0,0,0,0,95
21201,4,4,0,0,0,0,0,0,0,10,12,77,6,3,3,0,0,0,0,94,129,257,25,8,46,20,24,17,9,542,13,14,3,0,3,0,0,0,0,31,40,125,8,14,10,7,15,4,4,230,14,9,3,3,4,0,4,0,0,37,408,974,170,123,184,122,95,111,34,2220,5,3,3,3,0,0,0,0,0,16,215,147,198,68,76,74,75,60,9,926,249,204,283,160,92,86,107,97,14,1291,1109,260,4562,234,290,358,971,903,120,8804,20,10,35,14,7,23,32,45,0,188,56,23,54,40,17,38,66,48,8,347,20,37,20,0,10,9,18,25,3,145,55,30,137,17,20,31,89,87,51,517,2340,2183,5510,703,755,771,1498,1398,253,15411,4,24,0,0,0,0,0,0,0,27,8,63,0,4,3,0,0,0,0,79,55,342,18,40,67,30,0,15,4,563,3,31,3,3,3,0,0,0,3,38
21202,6,24,0,0,4,0,0,0,0,30,22,173,8,0,7,3,3,4,0,223,315,663,85,46,133,77,66,38,13,1438,17,39,0,0,13,3,3,0,0,74,80,162,14,23,20,4,4,13,3,319,21,25,4,5,7,0,0,0,3,77,857,1983,427,223,432,260,255,237,53,4725,3,0,8,3,0,0,4,3,0,24,330,279,371,108,116,101,139,133,10,1589,397,301,433,183,190,139,209,178,21,2057,1011,313,4484,320,365,381,941,901,158,8877,26,17,41,29,27,34,42,39,3,248,82,28,86,58,48,59,92,69,8,531,52,54,37,11,21,12,48,25,12,271,59,67,143,33,41,60,99,102,78,679,3289,4129,6143,1045,1418,1138,1899,1738,360,21162,3,30,0,0,3,0,0,0,0,34,7,103,3,0,5,5,0,0,0,129,122,679,23,102,195,41,7,26,10,1206,8,60,0,7,12,0,0,3,0,95
21203,0,6,0,0,0,0,0,0,0,9,8,129,7,3,4,0,0,3,3,164,315,671,117,74,189,80,116,78,25,1664,18,26,3,3,10,3,8,0,0,68,56,149,19,23,30,10,15,11,0,327,21,32,6,14,8,4,4,3,0,95,766,1844,529,288,523,323,441,316,56,5093,3,8,13,3,0,0,9,4,0,44,325,287,442,131,148,128,282,178,32,1960,464,316,586,312,250,168,362,238,33,2737,1159,356,6019,487,503,500,1612,1354,187,12170,39,22,61,35,32,61,82,71,7,403,81,38,126,64,58,56,151,95,9,667,37,45,65,21,33,17,73,48,8,347,81,39,191,48,46,48,159,150,121,882,3362,3986,8189,1510,1838,1400,3319,2549,483,26633,4,19,0,0,8,0,0,0,0,31,6,73,4,4,3,0,0,0,0,90,120,635,46,196,270,105,11,48,27,1456,3,58,0,7,11,7,0,0,0,92
21204,5,20,3,0,0,0,0,0,0,25,29,207,6,12,9,3,4,8,3,279,337,892,174,105,227,182,165,156,34,2281,21,37,15,4,9,6,4,4,3,106,51,190,18,23,31,11,18,17,6,363,17,43,9,3,11,3,8,3,0,88,899,2599,799,397,782,458,594,673,101,7299,5,7,10,10,3,4,11,9,0,63,231,264,513,155,182,128,316,231,47,2061,332,267,704,288,256,190,445,370,51,2901,581,208,3799,406,345,353,1116,1016,133,7950,28,17,55,31,14,23,64,101,10,340,72,21,108,85,41,53,138,105,15,637,43,68,95,25,33,35,82,64,11,459,57,61,200,55,50,57,177,205,137,997,2701,4896,6500,1594,2002,1508,3139,2960,543,25850,3,22,0,0,4,3,0,0,0,38,18,126,6,4,15,3,0,0,0,171,160,791,55,201,334,133,8,108,27,1818,4,47,0,8,15,7,0,5,0,95
21205,16,33,0,0,7,4,0,0,3,63,117,914,21,9,22,12,4,7,10,1123,1079,2359,246,116,431,241,84,133,60,4746,44,98,9,4,13,11,4,8,3,196,134,477,43,22,67,23,8,10,8,804,42,54,11,3,19,4,3,0,3,137,2236,5555,873,456,1033,749,322,553,184,11956,7,7,14,6,3,0,5,0,0,45,390,388,351,128,156,152,110,138,32,1845,430,356,509,221,220,174,144,198,30,2282,718,284,2623,286,299,281,431,514,87,5523,31,12,30,28,14,22,16,30,3,195,91,42,68,43,50,42,41,49,12,446,81,135,61,17,28,41,26,38,7,441,85,91,94,31,35,38,62,57,82,569,5486,10820,4948,1369,2399,1803,1264,1737,539,30362,11,58,3,0,13,0,0,0,0,82,65,607,10,12,34,4,0,4,3,738,495,2040,88,211,652,203,14,67,47,3812,20,106,3,6,26,3,0,0,3,181
21301,4,17,4,3,5,0,0,0,0,26,20,98,10,0,11,0,4,5,0,151,234,649,105,99,147,113,144,121,23,1636,16,22,3,3,8,4,7,5,0,61,41,183,8,14,29,17,22,11,0,330,9,37,3,9,6,3,0,3,0,67,843,2331,696,392,782,395,580,515,138,6678,3,3,5,3,4,3,15,7,0,49,254,227,389,157,179,117,256,185,33,1800,301,268,584,257,227,169,380,338,39,2565,656,254,3968,439,432,333,1354,1161,151,8761,35,14,39,42,35,31,80,68,10,350,56,38,87,76,59,62,158,117,24,670,42,48,73,29,36,16,81,44,12,377,66,77,194,64,52,54,218,192,130,1051,2587,4258,6180,1597,2010,1324,3292,2778,562,24578,5,24,0,0,3,3,0,0,0,41,3,87,0,8,0,5,0,3,0,105,102,635,36,125,209,87,11,77,12,1291,8,55,6,6,19,3,0,0,0,95
21302,6,19,0,0,0,0,0,0,0,26,36,195,4,0,3,0,0,0,5,249,393,651,48,44,88,40,38,28,23,1341,22,28,3,3,9,3,4,3,3,75,84,213,21,21,33,7,7,7,8,404,20,38,5,0,4,3,3,5,0,79,1057,2125,298,198,416,216,128,166,60,4669,7,5,3,3,0,4,3,0,0,20,193,247,191,86,82,49,49,32,13,937,258,230,223,106,127,86,81,67,21,1199,542,215,2287,214,199,187,457,411,84,4609,16,11,20,18,8,11,16,18,0,116,54,33,63,41,23,42,58,31,6,349,29,38,19,18,12,9,25,21,5,174,41,52,72,32,16,23,57,45,42,375,2749,4088,3258,785,1033,682,912,843,267,14619,4,30,0,4,0,0,0,0,0,43,33,190,5,3,10,3,0,0,3,240,302,823,16,75,162,46,4,8,12,1452,16,68,0,3,8,5,0,0,0,108
21303,6,21,0,3,3,0,0,0,0,38,36,235,7,3,7,0,0,3,0,297,328,907,105,99,197,142,73,161,28,2047,26,46,0,3,6,7,5,4,0,99,88,327,18,24,35,8,6,10,3,520,24,48,4,8,7,5,0,3,0,97,1119,2726,438,368,557,400,221,386,95,6317,0,0,6,0,3,4,4,0,0,14,162,222,217,97,96,71,74,78,15,1033,225,248,290,179,140,104,94,121,16,1426,353,196,1309,243,188,166,290,309,40,3084,17,14,20,14,8,17,30,33,0,146,34,46,28,28,32,27,37,32,3,261,27,45,27,20,19,12,20,22,0,198,33,56,49,29,13,19,45,58,47,334,2482,5136,2516,1120,1310,973,900,1214,260,15909,4,23,0,0,4,0,0,0,0,42,29,244,0,3,8,3,0,0,5,287,307,1071,34,111,242,72,9,56,33,1927,20,66,7,7,9,4,0,3,0,107
21304,0,14,3,0,0,0,0,0,0,19,14,118,4,3,4,0,0,0,4,149,285,558,57,36,129,50,78,21,17,1238,11,26,3,7,7,3,3,3,0,61,64,180,10,15,22,13,5,9,3,335,13,31,3,3,8,0,3,0,0,64,818,1848,372,237,485,230,313,193,74,4573,4,3,8,3,3,0,3,8,0,26,272,222,277,115,147,89,149,99,17,1385,381,309,407,218,257,141,240,155,35,2153,1011,300,5214,490,485,369,1462,1125,191,10648,30,6,41,24,34,32,82,54,8,315,66,40,92,96,51,55,159,100,12,671,32,39,42,15,27,10,53,28,7,253,72,49,173,52,36,65,173,106,89,816,3091,3738,6716,1311,1708,1071,2717,1895,465,22702,0,32,0,3,5,0,0,0,0,45,6,85,4,3,5,3,0,0,0,106,122,590,20,94,173,57,4,27,18,1105,9,47,0,3,10,3,0,0,0,77
21305,8,23,4,3,0,0,0,3,0,49,35,324,10,7,10,3,3,7,3,412,999,2302,290,183,633,341,272,165,86,5262,34,76,11,13,13,17,6,8,3,182,122,320,27,39,44,30,35,13,8,645,33,79,4,11,14,3,5,3,0,151,1540,3712,862,551,988,638,780,526,156,9765,10,8,8,8,3,3,12,5,6,55,429,411,547,211,223,139,339,169,32,2497,588,459,735,370,407,229,581,294,66,3732,1131,466,5436,668,652,476,1806,1375,197,12206,37,19,56,38,37,30,91,101,3,419,107,55,102,94,81,66,230,108,15,855,95,97,73,32,59,37,88,55,16,549,106,70,197,59,59,55,258,136,122,1059,5278,8427,8377,2284,3224,2083,4495,2969,706,37843,3,31,0,3,5,0,0,0,0,39,19,177,6,6,9,0,0,0,3,229,365,1499,107,391,712,251,45,132,53,3548,20,102,0,17,26,5,0,4,0,174
21401,5,12,3,3,0,0,0,0,0,26,16,99,3,0,0,0,0,0,0,115,188,351,32,29,57,27,25,25,11,743,13,28,3,3,7,4,0,0,0,50,69,198,11,25,22,9,8,8,3,359,27,43,5,7,5,6,0,4,0,100,649,1653,296,207,253,199,123,153,41,3580,0,0,6,3,0,4,3,0,0,24,287,296,274,141,109,109,97,98,27,1443,383,323,375,255,172,148,111,133,39,1938,1153,397,5959,455,383,501,1057,1126,171,11203,25,13,53,28,26,31,57,51,3,289,80,44,84,72,53,66,75,74,16,555,37,35,37,17,7,14,33,18,4,213,70,58,158,52,28,46,105,115,72,707,3009,3543,7298,1299,1127,1165,1704,1798,397,21338,3,27,0,5,3,0,0,0,0,43,9,78,3,0,4,0,0,0,3,96,116,605,18,54,74,25,0,9,8,903,5,35,0,5,6,5,0,0,0,58
21402,11,13,0,0,0,0,0,0,0,28,32,174,7,4,7,3,0,0,3,225,317,475,30,28,27,22,0,4,11,912,21,20,0,0,0,3,0,0,0,57,125,294,18,38,19,19,10,9,9,536,24,37,10,8,7,0,0,3,4,98,1164,2162,271,227,209,233,70,120,55,4506,6,7,7,3,0,0,0,3,0,32,425,421,296,163,112,96,56,92,27,1678,479,351,377,224,133,136,75,115,31,1930,1676,412,6382,502,356,503,739,1097,157,11824,42,22,63,25,16,48,22,54,3,284,106,58,100,84,31,70,65,66,4,593,37,41,44,22,13,17,19,18,5,211,82,90,199,58,26,67,74,114,67,756,4534,4576,7800,1375,968,1209,1121,1708,368,23669,0,40,0,4,5,0,0,0,0,50,21,156,0,3,5,0,0,0,0,196,181,730,11,43,69,25,0,6,12,1073,11,52,0,8,10,6,0,0,0,88
21501,4,0,0,0,0,0,0,0,0,6,9,46,0,0,0,0,0,0,3,56,45,59,3,6,11,3,3,0,3,135,4,7,0,0,0,0,0,0,0,7,25,67,0,10,6,0,0,3,0,114,14,18,3,11,0,0,0,0,0,41,256,471,40,66,38,24,20,50,12,972,3,0,0,0,0,0,0,0,0,5,219,82,42,74,23,24,18,34,6,521,155,72,66,80,21,19,17,46,12,491,1066,138,1617,269,93,179,450,508,62,4379,36,8,21,14,5,22,20,34,3,165,71,17,21,35,3,19,22,40,3,237,24,8,6,4,3,6,7,19,0,81,119,22,69,23,0,29,49,89,26,415,2062,1005,1899,583,202,326,612,824,125,7628,0,13,0,0,0,0,0,0,0,17,4,28,0,3,0,0,0,0,0,39,39,147,0,13,10,6,0,0,0,224,7,13,0,3,0,0,0,0,0,17
