SA3_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
20101,23,5,3,0,31,0,0,0,36,6,0,38,5,0,0,10,18,0,0,0,18,0,0,24,1417,155,17,21,1615,26,10,39,1651,86,3,1740,12,3,0,0,14,0,3,3,17,0,0,22,15,0,0,0,20,0,0,0,22,0,0,22,32,4,0,0,37,0,3,3,41,0,0,37,1454,160,17,21,1645,26,16,41,1691,83,3,1775,194,26,6,10,237,8,0,10,248,66,0,317,0,0,0,0,0,0,0,0,0,0,0,0,1650,180,24,30,1886,38,15,55,1935,150,8,2094,227,27,4,0,253,3,0,3,256,13,0,268,254,30,4,0,292,4,0,4,296,12,0,309,5,0,0,0,13,0,0,0,13,0,0,13,0,0,0,5,3,0,0,0,3,0,0,3,490,54,7,9,561,8,0,8,568,28,0,599,3,0,0,0,3,3,0,3,5,0,0,5,4,0,0,0,9,0,0,0
20102,8,0,3,0,11,0,0,0,11,0,0,11,4,0,0,3,4,0,0,0,4,0,0,6,336,44,8,8,388,7,0,7,398,26,0,424,6,4,0,0,7,3,0,3,6,0,0,6,6,0,0,3,9,0,0,0,9,0,0,9,7,5,0,3,14,3,0,3,16,0,0,16,346,44,8,6,402,11,0,11,419,26,0,439,75,13,0,0,94,0,0,0,92,22,0,111,0,0,0,0,3,0,0,0,3,0,0,7,426,58,9,14,504,11,0,10,515,47,0,560,46,4,3,0,56,0,0,0,56,7,0,60,62,3,0,3,70,0,0,0,74,0,0,73,0,0,0,0,5,0,0,0,5,0,0,4,3,0,0,0,6,0,0,0,6,0,0,5,114,10,3,3,132,0,0,0,133,10,0,146,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
20103,7,0,0,0,9,0,0,0,9,0,0,7,0,0,0,3,3,0,0,0,3,0,0,7,264,44,4,7,320,8,0,8,329,26,0,359,0,0,0,0,0,0,0,0,3,0,0,3,5,0,4,0,11,0,0,0,11,0,0,7,5,0,4,0,13,0,0,0,9,4,0,14,273,43,6,6,330,8,3,7,337,31,0,369,70,13,6,3,91,0,3,5,96,44,0,139,0,0,0,0,0,0,0,0,0,0,0,0,343,57,12,9,422,9,3,14,436,68,0,508,37,7,0,0,40,0,0,0,40,8,0,48,36,3,4,0,43,0,0,0,43,3,0,42,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,5,4,0,84,0,0,0,84,10,0,93,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
20201,24,11,4,0,33,0,0,0,38,0,0,38,7,4,0,5,15,0,0,0,15,0,0,17,1229,171,21,12,1439,12,7,19,1452,63,3,1526,12,4,0,0,14,0,0,0,19,3,0,20,14,0,0,0,14,0,0,0,14,0,0,18,31,5,0,0,36,0,0,0,36,3,0,37,1256,174,21,12,1472,15,7,20,1487,72,3,1562,188,34,6,3,228,12,9,20,248,62,3,310,4,0,0,0,3,0,0,0,3,0,4,6,1455,211,27,15,1706,24,9,37,1739,132,10,1885,170,26,0,3,204,4,0,4,205,14,0,221,204,38,3,3,243,5,0,5,251,15,0,265,8,3,0,0,17,0,0,0,17,0,0,17,0,3,0,3,3,0,0,0,3,0,0,3,386,65,11,9,467,5,0,5,475,29,0,504,4,0,0,0,4,0,0,0,3,0,0,3,4,0,0,0,3,0,0,0
20202,9,4,3,0,16,0,0,0,16,0,0,16,3,0,0,12,18,0,0,0,18,0,0,18,633,113,25,19,783,13,0,12,797,32,6,837,5,0,0,0,6,0,0,0,10,0,0,10,10,3,0,0,17,3,0,3,21,0,0,23,18,3,0,0,24,4,0,4,30,0,0,32,652,115,25,19,812,14,0,17,830,37,6,863,88,24,8,4,121,6,0,6,131,26,0,151,0,0,0,0,0,0,0,0,0,0,0,6,740,144,35,23,937,28,0,26,959,56,4,1025,87,16,6,0,111,0,0,0,113,7,0,117,95,17,3,0,115,0,0,0,120,5,0,122,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,3,8,0,0,0,8,0,0,8,188,30,7,8,233,0,0,4,232,18,0,251,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0
20203,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,177,16,3,0,199,0,3,3,202,13,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,16,3,0,195,0,3,3,200,13,0,215,35,0,0,0,33,0,0,3,42,11,0,53,3,0,0,0,3,0,0,0,3,0,0,3,209,14,3,3,239,0,3,4,242,21,0,263,23,3,0,0,28,0,0,0,28,3,0,27,28,0,0,0,30,0,0,0,30,4,0,33,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,56,0,0,0,56,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20301,5,4,0,0,9,0,0,0,9,4,0,13,4,0,0,3,4,0,0,0,4,0,0,4,349,33,11,11,405,6,0,8,412,16,0,424,8,0,0,0,8,0,0,0,8,0,0,8,7,0,0,0,7,0,0,0,7,0,0,5,15,0,0,0,15,0,0,0,15,0,0,13,357,33,11,11,418,6,0,8,422,19,0,443,60,12,5,7,88,0,0,0,88,10,0,95,0,0,0,0,0,0,0,0,0,0,0,0,418,50,16,19,501,6,0,8,511,22,0,536,43,4,0,0,51,0,0,0,51,4,0,51,59,7,0,3,71,0,0,3,69,4,0,75,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,3,0,0,0,3,0,0,3,108,14,4,4,128,0,0,3,133,3,0,140,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0
20302,45,7,8,0,62,3,0,3,62,6,0,66,15,4,0,18,35,0,0,0,35,0,0,35,2426,239,45,38,2756,41,0,41,2795,126,0,2932,18,4,0,0,19,3,0,3,25,3,0,27,41,8,0,0,45,8,0,7,49,6,0,57,55,12,0,0,63,13,0,9,79,11,0,88,2486,251,44,38,2821,54,0,56,2875,139,0,3017,467,68,7,10,550,15,4,23,575,134,3,708,5,0,0,0,11,0,0,0,11,0,6,9,2960,315,53,56,3379,69,4,77,3458,278,5,3739,458,46,4,4,516,7,0,7,522,34,0,558,591,82,11,4,686,8,3,11,699,38,0,742,28,0,14,5,44,0,0,0,44,0,0,47,4,0,0,11,17,0,0,0,17,0,0,17,1084,137,22,23,1265,11,3,19,1284,79,3,1362,12,3,0,0,16,10,0,10,24,0,0,24,16,4,3,0,23,3,3,4
20303,13,0,7,0,23,0,0,0,23,3,0,22,4,3,0,7,16,0,0,0,16,0,0,16,1042,152,17,19,1241,8,0,14,1250,45,0,1296,12,4,0,0,14,0,0,0,13,0,0,13,24,0,0,0,24,0,0,3,29,0,0,30,39,4,0,0,38,3,0,0,42,0,0,45,1082,156,17,19,1282,11,0,17,1297,48,0,1343,131,10,3,0,150,5,0,5,153,27,0,180,0,0,0,0,3,0,0,0,3,0,3,8,1215,170,25,21,1431,12,0,14,1450,77,5,1535,157,31,3,3,190,3,0,3,191,6,0,195,216,41,8,3,264,3,0,3,269,9,0,280,9,0,6,0,8,0,0,0,8,0,0,13,7,0,0,0,6,0,0,0,6,0,0,6,379,68,15,3,470,5,0,5,478,13,0,496,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0
20401,13,4,6,0,21,0,0,0,21,0,0,22,7,5,0,9,19,0,0,0,19,0,0,19,619,95,19,20,750,8,0,6,756,19,0,786,16,0,0,0,18,0,0,0,18,0,0,21,12,0,0,0,18,0,0,0,18,0,0,21,29,0,0,0,33,0,0,0,33,3,0,39,649,103,19,19,787,8,0,6,795,21,0,820,117,21,0,9,141,3,0,6,152,38,0,183,0,0,0,0,0,0,0,0,0,0,0,0,768,117,16,26,929,10,3,13,940,61,7,1007,88,12,0,3,102,0,0,0,102,11,0,115,77,23,3,0,110,0,0,3,111,8,0,116,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,175,34,8,4,215,4,0,4,220,15,0,235,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
