SA3_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
20101,0,15,0,15,..,142,5,151,0,153,..,47,3,54,0,54,..,39,3,41,0,41,..,26,11,36,0,36,..,14,0,14,0,14,..,38,8,45,0,45,..,463,96,562,20,578,..,2311,344,2659,35,2693,..,139,4,148,2892,3040,44230,2453,357,2807,2925,49961,47756,..,..,..,..,47756,..,27,0,27,0,27,..,60,4,61,0,61,..,11,0,11,0,13,..,68,24,88,0,89,..,328,93,425,4,429,..,34,5,41,0,41,..,426,122,554,3,557,..,58,12,62,0,63,..,96,0,93,3,99,..,68,3,72,0,75,..,101,8,101,0,101,..,55,9,64,4,68,..,29,4,31,0,31,..,98,8,110,0,110,..,90,22,110,0,114,..,38,4,42,0,38,..,35,9,42,0,42,..,50,3,51,0,51,..,336,48,389,3,388,..,98,13,110,0,110,..,75,9,88,0,88,..,25,3,23
20102,0,0,0,0,..,13,3,17,0,17,..,19,0,23,0,23,..,3,0,3,0,3,..,11,0,11,0,11,..,3,0,3,0,3,..,9,0,9,0,9,..,84,16,103,3,103,..,498,54,547,4,550,..,31,0,32,1087,1121,12280,522,53,577,1097,13951,12559,..,..,..,..,12559,..,10,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,28,3,31,0,31,..,0,0,3,0,3,..,32,4,41,0,41,..,21,3,29,0,29,..,33,0,33,0,33,..,26,0,29,0,29,..,54,0,54,3,51,..,23,6,29,0,26,..,3,0,3,0,3,..,0,0,0,0,0,..,8,3,10,0,10,..,3,0,7,0,7,..,0,0,0,0,0,..,11,0,11,0,11,..,23,4,22,0,22,..,56,3,57,0,57,..,12,0,12,0,12,..,0,0,0
20103,0,0,0,0,..,18,3,21,0,21,..,14,3,10,0,10,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,52,10,55,3,59,..,248,33,285,5,290,..,39,3,43,1225,1269,11333,290,34,327,1233,12887,11269,..,..,..,..,11269,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,12,9,15,0,15,..,5,0,5,0,5,..,13,9,26,0,26,..,8,0,8,0,8,..,20,0,21,0,21,..,11,0,11,0,11,..,31,0,26,0,26,..,14,0,10,0,10,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,14,4,19,0,19,..,5,0,10,0,10,..,8,0,8,0,8,..,0,0,0
20201,0,7,0,7,..,107,4,110,0,112,..,25,3,32,0,32,..,28,3,29,0,33,..,13,3,16,0,22,..,6,0,11,0,11,..,36,16,49,0,46,..,554,314,863,12,878,..,1763,465,2235,25,2256,..,104,11,119,2989,3108,40103,1871,482,2348,3013,45463,43153,..,..,..,..,43153,..,31,3,30,0,30,..,61,6,66,0,66,..,4,0,4,0,4,..,56,14,63,0,63,..,172,81,246,0,248,..,10,3,15,0,15,..,229,89,321,3,328,..,10,0,18,0,18,..,27,3,27,3,33,..,43,3,46,0,46,..,56,0,51,0,51,..,47,12,59,0,59,..,28,6,31,0,32,..,77,10,84,0,86,..,75,9,80,0,86,..,50,8,56,0,56,..,35,3,37,0,37,..,57,3,66,0,66,..,311,39,347,0,347,..,73,4,77,4,80,..,24,0,26,0,29,..,24,6,27
20202,0,7,0,7,..,41,0,42,3,44,..,40,3,36,0,36,..,3,0,4,0,4,..,0,0,0,0,0,..,7,0,5,0,5,..,9,0,12,0,12,..,94,18,106,12,119,..,663,114,776,24,795,..,46,8,59,2363,2419,20183,707,126,834,2387,23406,21078,..,..,..,..,21078,..,9,0,9,0,9,..,9,0,9,0,8,..,0,0,0,0,0,..,10,6,17,0,17,..,58,52,106,0,108,..,4,3,4,0,4,..,68,62,132,0,132,..,15,0,15,0,15,..,44,0,44,0,45,..,52,0,51,0,51,..,90,4,91,0,96,..,43,0,47,0,47,..,0,0,0,0,0,..,12,0,12,0,12,..,11,4,17,0,17,..,3,0,3,0,3,..,0,0,3,0,3,..,3,0,3,0,3,..,27,10,35,0,35,..,72,6,79,0,79,..,21,0,21,0,21,..,0,0,0
20203,0,3,0,3,..,32,0,32,0,32,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,3,32,0,32,..,122,14,133,0,135,..,12,0,12,532,549,5147,138,14,149,534,5828,4945,..,..,..,..,4945,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,7,0,5,..,0,0,0,0,0,..,4,3,11,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0
20301,0,0,0,0,..,12,0,12,0,12,..,17,0,17,0,17,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,3,0,3,..,43,9,52,0,52,..,259,25,280,9,291,..,15,0,15,533,548,8773,271,25,300,536,9609,8610,..,..,..,..,8610,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,10,0,10,0,10,..,0,0,0,0,0,..,18,0,18,0,18,..,19,0,19,0,19,..,13,0,13,0,13,..,7,0,7,0,7,..,19,0,21,0,21,..,16,0,16,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,6,0,6,..,34,0,34,3,35,..,8,0,8,0,8,..,0,0,0
20302,4,68,3,66,..,499,11,507,5,515,..,178,30,209,3,211,..,115,3,118,0,118,..,57,21,77,0,74,..,125,35,155,0,160,..,266,82,347,8,353,..,1839,534,2367,56,2427,..,9438,1586,11019,156,11176,..,229,29,259,6004,6259,73887,9665,1615,11282,6156,91328,79472,..,..,..,..,79472,..,64,0,64,0,60,..,218,58,277,3,275,..,10,0,10,0,10,..,176,26,204,0,203,..,669,175,843,12,861,..,33,12,39,0,39,..,878,215,1092,16,1107,..,866,197,1067,7,1073,..,220,4,222,6,230,..,160,8,164,3,170,..,357,9,371,3,376,..,308,59,366,4,379,..,52,7,63,0,63,..,204,13,220,0,221,..,305,42,344,3,350,..,95,11,108,0,107,..,80,9,91,0,91,..,138,7,146,3,148,..,873,92,967,9,978,..,927,185,1110,16,1126,..,119,7,129,0,129,..,63,14,74
20303,0,0,0,0,..,36,0,36,0,36,..,43,3,44,0,46,..,7,0,7,0,7,..,13,3,19,0,19,..,13,3,16,0,16,..,18,7,21,0,21,..,191,35,228,0,228,..,1250,145,1399,23,1414,..,87,3,89,1917,2008,31449,1346,142,1486,1939,34873,33197,..,..,..,..,33197,..,26,0,26,0,28,..,14,3,21,0,21,..,3,0,3,0,3,..,22,0,22,0,22,..,63,21,76,3,78,..,7,4,8,0,8,..,92,24,115,3,114,..,45,3,50,0,50,..,75,3,73,4,78,..,79,3,87,0,87,..,161,3,162,7,166,..,106,21,122,0,127,..,0,0,0,0,0,..,16,0,16,0,16,..,13,0,16,0,16,..,11,0,11,0,11,..,0,0,0,0,0,..,10,3,17,0,13,..,55,8,62,0,66,..,193,18,217,3,218,..,43,3,42,0,42,..,10,0,9
20401,0,11,0,11,..,70,3,72,0,72,..,29,4,32,3,34,..,0,0,0,0,0,..,19,6,29,0,29,..,9,3,17,0,17,..,8,0,9,0,12,..,137,21,153,0,157,..,945,154,1100,15,1115,..,73,4,73,2159,2232,23605,1018,162,1178,2169,26952,23538,..,..,..,..,23538,..,3,0,3,0,3,..,16,0,16,0,16,..,0,0,0,0,0,..,16,11,25,0,25,..,89,40,129,0,124,..,14,14,26,0,26,..,119,57,173,0,174,..,15,0,15,0,13,..,34,0,34,0,34,..,37,0,42,0,43,..,102,0,105,0,106,..,39,0,37,0,38,..,3,0,5,0,5,..,19,5,27,0,27,..,34,3,40,0,40,..,10,0,10,0,10,..,0,5,8,0,8,..,3,0,3,0,3,..,75,16,88,0,88,..,106,7,114,0,113,..,32,5,35,0,35,..,11,3,12
