SA3_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
21001,0,3,4,0,4,54,1396,258,19,17,3,8,11,0,4,0,13,342,17,0,0,0,0,0,0,0,0,3,17,1555,52,27,5,16,13,5,4,6,67,1747,3,0,0,0,0,0,0,0,0,4,9,2278,78,33,4,17,16,6,4,6,93,2539,851,7,10,3,0,0,0,0,0,22,890,1851,3,3,0,0,0,0,0,0,81,1946,412,11,10,3,3,3,0,0,3,16,462,30,0,0,0,0,0,0,0,0,0,31,2288,18,10,5,5,3,0,4,5,100,2435,6,0,0,0,0,0,0,0,0,3,5,3146,20,18,7,5,4,3,4,5,125,3336,358,0,3,0,0,0,0,0,0,14,375,1296,0,0,0,0,0,0,0,0,51,1347,673,5,4,0,0,0,0,0,3,32,723,24,0,0,0,0,0,0,0,0,5,33,1995,5,4,0,0,0,0,0,3,86,2103,3,0,0,0,0,0
21002,0,0,0,0,0,8,128,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,116,0,3,0,0,0,0,0,0,8,130,4,0,0,0,0,0,0,0,0,0,4,661,25,19,3,0,0,0,0,3,24,743,567,12,0,0,3,3,0,0,0,11,591,126,0,4,0,0,0,0,0,0,3,134,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,134,0,4,0,0,0,0,0,0,6,143,4,0,0,0,0,0,0,0,0,0,4,701,7,6,0,3,3,0,0,0,14,744,224,3,3,0,0,0,0,0,0,11,233,54,0,0,0,0,0,0,0,0,0,54,11,0,0,0,0,0,0,0,0,4,11,3,0,0,0,0,0,0,0,0,0,3,69,0,0,0,0,0,0,0,0,4,71,0,0,0,0,0,0
21003,5,5,4,3,5,45,1531,336,36,33,11,11,16,26,12,13,38,535,15,0,0,0,0,0,0,0,0,3,19,1728,80,62,18,14,18,28,14,15,84,2078,0,0,0,0,0,0,0,0,0,3,0,2269,106,78,16,20,24,32,15,15,118,2696,527,10,3,6,0,0,3,0,0,19,562,1473,15,9,0,0,0,0,5,8,57,1565,486,14,21,0,4,6,8,3,11,34,596,24,0,0,0,0,0,0,0,0,0,28,1984,33,33,4,4,10,7,8,20,92,2189,0,0,0,0,0,0,0,0,0,0,0,2508,38,42,7,4,10,10,6,20,107,2754,349,3,0,0,0,3,0,0,0,28,380,1404,4,3,0,0,0,0,0,3,50,1456,895,11,23,3,0,3,0,0,0,108,1052,35,0,0,0,0,0,0,0,0,3,41,2330,15,19,3,0,3,0,0,4,165,2545,3,0,0,0,0,0
21004,4,0,0,0,0,3,248,17,3,3,3,0,0,3,0,0,0,33,3,0,0,0,0,0,0,0,0,0,3,231,24,8,3,4,0,3,0,0,6,282,0,0,0,0,0,0,0,0,0,0,0,957,61,33,5,3,3,4,4,7,33,1104,678,14,5,3,0,0,0,0,0,23,733,242,0,3,0,0,0,0,0,0,20,266,24,0,0,0,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,4,275,0,3,0,0,0,0,0,0,21,304,3,0,0,0,0,0,0,0,0,0,4,952,15,9,5,0,5,0,0,0,46,1035,339,8,3,0,0,0,0,0,0,10,359,147,0,0,0,0,0,0,0,0,3,156,32,0,0,0,0,0,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,3,179,0,0,0,0,0,0,0,0,7,192,0,0,0,0,0,0
21005,26,29,30,33,15,143,4540,1112,215,248,59,43,88,99,76,94,116,2155,43,0,0,0,0,0,0,3,0,8,57,4974,461,416,92,75,118,131,104,112,267,6756,9,3,0,0,0,0,0,0,0,16,21,6426,527,449,98,78,123,132,110,112,331,8393,1296,11,8,0,0,3,5,3,0,44,1380,2414,45,52,11,17,8,21,8,4,71,2656,1127,120,155,38,29,44,42,29,31,85,1711,30,3,3,0,0,0,0,0,0,3,37,3574,164,208,51,51,55,60,38,40,168,4405,7,0,0,0,0,0,0,0,0,5,15,4875,175,222,56,51,59,62,38,41,219,5794,516,7,0,3,0,0,0,4,0,24,548,1066,13,9,0,3,0,0,0,0,38,1143,849,55,61,14,4,25,15,10,12,50,1090,23,0,0,0,0,0,0,0,0,4,32,1942,67,72,20,8,28,14,12,12,95,2265,9,0,0,0,0,0
21101,18,13,10,12,9,44,3486,539,89,135,42,28,48,54,41,25,73,1067,16,0,0,0,3,0,0,0,0,0,20,3477,373,284,66,43,56,61,57,35,121,4577,3,0,0,0,0,0,0,0,0,3,9,6662,497,352,70,58,64,67,63,38,189,8051,2958,40,12,0,4,0,0,5,3,83,3109,1940,56,52,13,8,9,11,4,4,36,2128,394,39,110,20,21,18,26,20,24,46,707,12,0,0,0,0,0,0,0,0,4,15,2348,95,157,31,30,26,39,25,23,78,2855,9,0,0,0,0,0,0,0,0,3,14,5324,135,173,31,27,31,43,29,26,166,5972,1573,25,15,0,0,3,0,3,0,52,1674,1081,14,22,7,0,0,3,3,0,29,1159,366,34,44,7,7,8,8,3,3,14,489,6,0,0,0,0,0,0,0,0,13,14,1450,51,65,16,5,10,12,6,3,59,1667,11,0,0,0,0,0
21102,0,3,4,0,0,10,455,58,13,20,3,3,0,8,3,0,7,118,0,0,0,0,0,0,0,0,0,0,0,474,29,24,3,8,4,7,0,0,23,574,0,0,0,0,0,0,0,0,0,0,0,1020,53,36,3,8,5,8,0,0,25,1163,469,6,3,0,0,0,3,0,0,11,497,329,6,7,0,0,0,0,0,0,7,350,52,6,9,0,7,4,3,3,0,3,88,0,0,0,0,0,0,0,0,0,0,0,382,10,15,0,7,4,3,3,0,14,434,0,0,0,0,0,0,0,0,0,0,0,853,18,24,0,7,4,3,3,3,26,931,228,0,7,0,0,0,0,0,0,12,242,187,6,3,0,0,0,0,0,0,0,195,75,3,4,3,0,0,3,0,0,4,91,3,0,0,0,0,0,0,0,0,0,3,261,9,4,3,0,0,3,0,0,7,287,6,0,0,0,0,0
21103,3,11,3,4,3,18,961,152,35,77,27,40,39,35,34,27,52,515,5,0,0,0,0,0,0,0,0,0,6,946,107,131,33,39,52,35,38,29,66,1481,8,0,0,0,0,0,0,0,0,0,9,2880,177,168,35,55,51,44,42,32,110,3598,2039,13,13,0,0,0,3,0,3,33,2113,647,15,10,3,3,0,3,3,3,17,711,131,17,50,19,11,13,11,22,17,19,305,3,0,0,0,0,0,0,0,0,0,3,783,32,59,24,17,15,15,22,17,38,1025,0,0,0,0,0,0,0,0,0,0,4,2828,45,73,25,15,18,19,24,16,74,3143,1092,9,5,0,0,0,0,0,0,31,1143,469,12,3,8,0,5,0,0,0,24,517,128,20,25,4,4,3,5,7,0,12,200,7,0,0,0,0,0,0,0,0,0,7,606,26,27,8,4,5,5,8,0,32,722,9,0,0,0,0,0
21104,8,4,9,0,4,22,1267,313,63,85,18,23,30,35,37,15,66,687,0,0,0,0,0,0,0,0,0,0,5,1401,155,123,25,36,32,41,35,19,89,1960,0,0,0,0,0,0,0,0,0,0,4,2175,202,145,27,44,35,41,35,19,102,2827,986,12,5,3,0,0,5,0,0,19,1026,893,25,15,0,3,8,3,3,0,15,968,279,21,61,18,15,29,13,20,4,32,497,9,0,0,0,0,0,0,0,0,0,9,1181,43,82,21,19,28,18,25,4,48,1477,3,0,0,0,0,0,0,0,0,3,5,2174,55,81,20,19,28,21,25,10,65,2503,549,7,9,0,0,0,0,0,0,13,582,514,13,6,0,0,0,0,0,0,6,550,269,28,27,3,3,3,3,4,0,13,351,5,0,0,0,0,0,0,0,0,0,5,799,44,29,7,0,3,3,5,3,20,907,3,0,0,0,0,0
21105,3,0,0,4,0,17,799,31,8,28,12,0,5,12,7,3,20,126,8,0,0,0,0,0,0,0,0,3,14,743,52,53,16,4,6,10,12,3,38,938,4,0,0,0,0,0,0,0,0,3,5,4145,159,119,25,9,17,12,24,3,142,4666,3428,51,26,0,3,0,7,4,0,110,3630,736,14,13,0,0,4,0,0,0,19,789,65,9,18,0,12,4,4,4,3,12,120,4,0,0,0,0,0,0,0,0,3,5,802,18,31,0,7,9,7,10,4,36,917,8,0,0,0,0,0,0,0,0,3,16,4240,63,54,5,17,9,14,14,4,147,4561,1581,30,10,0,0,0,0,3,0,59,1682,598,3,5,0,0,0,0,0,0,15,618,92,0,4,0,0,3,3,0,0,10,119,3,0,0,0,0,0,0,0,0,0,3,688,3,10,0,0,3,3,0,0,26,743,3,0,0,0,0,0
21201,7,0,3,4,3,11,589,36,13,18,0,3,11,4,6,14,11,125,9,0,0,0,0,0,0,0,0,0,5,506,63,55,4,10,10,8,13,13,26,717,3,0,0,0,0,0,0,0,0,0,3,2112,139,108,12,20,14,9,22,18,69,2526,1563,30,32,3,0,3,3,5,4,37,1685,411,8,18,4,6,0,0,3,3,18,478,46,9,18,3,3,3,3,9,3,13,107,6,0,0,0,0,0,0,0,0,3,10,468,18,32,9,16,7,3,11,8,34,599,3,0,0,0,0,0,0,0,0,0,7,2034,48,60,12,13,13,6,23,11,69,2289,711,6,20,3,0,0,0,0,0,30,778,220,3,3,0,0,0,0,0,0,10,244,63,3,5,0,0,0,0,0,0,0,76,8,0,0,0,0,0,0,0,0,0,8,287,8,10,3,0,0,0,0,0,15,323,9,0,0,0,0,0
21202,18,15,16,6,4,59,3747,646,148,104,26,28,41,34,36,18,44,1134,34,3,3,0,0,0,0,0,0,4,46,3957,380,206,45,49,53,47,43,21,109,4924,14,0,0,0,0,0,0,0,0,0,11,6577,492,275,56,54,66,50,48,30,161,7813,2133,24,30,3,6,3,0,3,4,72,2284,1877,42,55,9,12,5,7,5,3,43,2065,556,53,85,25,19,23,14,26,20,40,861,34,3,0,0,0,0,0,0,0,6,37,2470,98,138,32,34,27,21,32,23,85,2960,5,0,0,0,0,0,0,0,0,5,17,4610,120,169,30,38,34,24,33,28,167,5260,1136,17,12,3,3,5,0,0,0,59,1238,853,14,28,0,0,0,6,0,0,39,943,493,34,42,5,6,8,8,0,0,29,625,20,0,0,0,0,0,0,0,0,0,17,1362,39,68,4,9,8,16,3,0,68,1583,3,0,0,0,0,0
21203,36,27,21,22,20,84,3105,458,133,163,30,53,52,59,43,65,108,1155,20,3,7,0,0,0,0,0,0,0,35,2821,463,361,61,84,85,78,62,85,197,4294,7,0,0,0,0,0,0,0,0,3,7,5333,680,458,77,106,91,86,69,90,272,7259,1994,43,46,3,11,3,9,4,0,59,2180,1193,54,69,10,21,10,17,22,9,50,1444,371,66,84,18,20,28,24,23,31,49,703,22,0,4,0,0,0,0,0,0,0,26,1580,119,155,26,38,35,38,45,37,105,2182,4,0,0,0,0,0,0,0,0,3,7,3580,164,206,34,51,38,40,49,39,167,4362,896,28,34,0,0,7,3,0,0,37,1008,483,12,27,6,3,3,0,3,0,20,553,247,30,39,5,5,4,3,4,6,17,363,7,0,0,0,0,0,0,0,0,0,14,732,43,68,7,12,7,6,3,11,33,933,3,0,0,0,0,0
21204,33,35,28,26,23,130,6186,3081,360,386,101,108,117,120,88,114,231,4697,53,0,0,0,0,0,0,0,0,6,60,8487,716,549,134,144,151,140,119,141,370,10951,15,0,0,0,0,0,0,0,0,5,27,10697,858,617,134,146,159,149,121,139,445,13477,2650,50,28,3,0,0,3,3,0,75,2812,3830,66,55,13,12,12,5,7,9,108,4117,2476,137,198,48,40,46,43,46,44,116,3186,44,3,0,0,0,0,0,0,0,8,62,6348,201,256,63,49,58,48,52,55,233,7363,16,0,0,0,0,0,0,0,0,9,30,9023,254,286,60,53,59,55,55,55,315,10202,1486,21,17,0,3,3,4,0,0,51,1581,2046,19,33,0,0,4,3,0,3,72,2188,2049,68,95,16,19,15,8,3,4,111,2389,39,0,0,0,0,0,0,0,0,4,43,4131,95,125,18,18,18,13,5,7,191,4613,18,0,0,0,0,0
21205,26,27,23,19,9,103,5425,1041,134,257,76,65,86,73,84,71,166,2061,30,3,3,0,0,0,0,0,0,6,43,5748,462,440,106,91,111,105,107,87,278,7533,9,0,0,0,0,0,0,0,0,5,16,7988,602,490,109,96,118,109,108,86,323,10025,2269,37,8,6,3,3,3,0,0,46,2374,3660,78,60,14,16,17,16,10,11,76,3964,1124,120,150,40,48,34,44,48,40,103,1755,28,0,0,0,0,0,0,0,0,6,33,4815,201,211,54,64,52,65,61,50,184,5755,12,0,0,0,0,0,0,0,0,0,13,7094,240,220,61,65,57,65,62,50,230,8142,1348,9,3,0,0,0,0,0,0,47,1412,2237,33,37,11,0,0,0,8,0,56,2390,1417,94,75,22,12,13,6,14,9,54,1717,34,0,3,0,0,0,0,0,0,10,44,3682,128,113,33,11,20,13,20,7,121,4153,12,0,0,0,0,0
21301,25,35,19,21,15,215,7215,3217,263,287,76,69,85,68,71,60,184,4372,70,5,7,0,0,0,0,0,0,12,95,9714,543,451,94,95,120,84,91,76,416,11676,7,0,3,0,0,0,0,0,0,13,20,11574,621,490,104,105,125,90,99,77,500,13773,1809,37,14,3,0,3,3,0,4,68,1932,5216,40,32,10,3,7,6,8,8,152,5488,2475,124,150,40,30,24,36,16,21,110,3021,81,3,3,0,0,0,0,0,0,3,90,7777,167,185,49,37,27,38,28,22,263,8602,12,3,0,0,0,0,0,0,0,6,19,9601,206,199,51,37,30,38,32,22,340,10559,670,8,4,0,0,0,0,0,0,39,719,2423,15,12,3,0,7,0,0,0,91,2559,2079,61,45,13,10,9,3,3,3,87,2305,48,0,0,0,0,0,0,0,0,0,47,4545,74,54,19,9,13,5,5,3,174,4910,7,0,0,0,0,0
21302,0,9,0,3,4,32,1569,395,31,26,11,11,11,6,10,13,22,533,18,0,0,0,0,0,0,0,0,0,17,1855,69,50,19,15,20,6,19,20,55,2121,3,0,0,0,0,0,0,0,0,0,4,3288,131,95,28,23,26,14,24,18,85,3740,1137,19,10,11,7,3,0,7,3,31,1229,1480,10,8,0,3,3,0,0,0,33,1534,480,17,12,3,4,6,5,4,5,18,560,17,0,0,0,0,0,0,0,0,7,28,1974,28,17,4,9,5,8,4,5,62,2123,5,0,0,0,0,0,0,0,0,3,9,3124,43,36,9,16,15,13,12,7,100,3364,510,14,3,0,0,0,0,0,3,23,553,1037,8,3,0,0,0,0,0,0,23,1076,629,7,6,3,4,0,3,0,0,40,695,14,0,0,0,0,0,0,0,0,8,19,1670,14,12,6,4,0,6,0,0,74,1787,3,0,0,0,0,0
21303,7,10,6,12,0,35,1649,966,68,82,14,17,25,21,27,22,55,1287,7,0,0,0,0,0,0,0,0,3,10,2450,119,120,22,23,34,30,31,22,90,2949,4,0,0,0,0,0,0,0,0,5,16,3155,145,138,29,27,39,44,39,22,115,3746,426,13,5,3,3,0,0,0,0,10,465,936,18,8,3,0,0,0,3,0,35,1007,818,41,34,4,7,0,4,8,10,28,953,16,0,0,0,0,0,0,0,0,5,15,1766,57,45,8,7,3,4,15,13,67,1979,3,0,0,0,0,0,0,0,0,0,4,2192,73,48,8,7,3,7,15,15,77,2443,177,0,0,0,0,0,0,0,0,6,184,538,3,7,0,0,0,0,0,0,23,574,796,28,7,4,0,0,3,0,0,40,879,6,0,0,0,0,0,0,0,0,7,11,1347,32,13,3,0,0,3,4,0,66,1473,4,0,0,0,0,0
21304,14,28,11,17,6,57,3063,489,62,81,21,22,30,30,26,16,46,818,22,3,0,0,0,0,0,0,0,3,33,3078,264,215,43,36,58,44,41,29,107,3913,4,0,0,0,0,0,0,0,0,15,16,5020,366,268,52,41,61,47,49,29,176,6127,1785,25,26,3,8,6,0,7,0,71,1920,1637,30,46,5,12,7,7,3,3,59,1815,453,32,51,15,10,21,16,7,17,31,648,19,0,0,0,0,0,0,0,0,3,19,2108,64,99,24,24,31,25,13,20,87,2488,7,0,0,0,0,0,0,0,0,8,16,3897,87,125,22,27,33,23,22,20,167,4429,668,11,8,0,0,0,0,0,0,31,717,492,7,13,3,5,0,0,3,0,26,556,282,29,23,5,9,3,3,3,3,20,369,3,0,0,0,0,0,0,0,0,0,3,779,42,39,6,10,4,4,3,3,43,928,5,0,0,0,0,0
21305,77,49,56,44,26,140,3771,498,135,292,76,91,102,107,111,106,222,1745,20,4,0,0,0,0,0,0,0,0,28,3190,491,585,133,170,145,164,148,138,364,5540,3,0,0,0,0,0,0,0,0,21,26,5803,661,742,177,195,177,183,169,142,450,8707,1900,57,48,18,9,7,9,8,5,48,2112,1656,70,101,39,38,28,26,29,28,65,2082,422,64,159,58,42,32,38,44,51,86,994,22,0,0,0,0,0,0,0,3,0,25,2098,134,261,97,79,64,66,72,83,154,3097,9,0,0,0,0,0,0,0,0,14,25,4007,192,310,117,86,68,72,77,85,211,5230,870,23,23,3,9,3,3,3,0,22,952,642,20,38,3,3,7,3,8,3,25,759,394,35,54,10,7,10,3,4,8,27,561,8,0,0,0,0,0,0,0,0,0,8,1055,55,98,16,8,15,5,6,12,48,1329,6,0,0,0,0,0
21401,11,6,3,7,4,35,1244,106,30,29,11,10,11,12,10,11,20,237,10,4,0,0,0,0,0,0,0,0,14,1133,117,85,25,22,13,16,16,10,54,1494,0,0,0,0,0,0,0,0,0,3,7,4237,236,172,32,30,24,22,26,18,133,4934,2895,49,41,0,4,3,0,3,0,84,3078,730,20,16,3,3,0,0,0,3,31,806,134,15,17,5,3,4,6,3,3,8,210,18,0,0,0,0,0,0,0,0,0,18,881,34,37,13,9,3,8,3,6,44,1032,4,0,0,0,0,0,0,0,0,3,10,3777,83,71,16,8,8,9,4,6,133,4116,1609,18,16,0,0,3,0,0,0,64,1720,561,0,3,0,3,0,0,0,0,14,592,123,18,11,3,0,0,3,0,0,15,173,7,0,0,0,0,0,0,0,0,3,9,695,17,12,3,3,0,7,0,0,34,771,8,0,0,0,0,0
21402,4,0,3,6,0,26,732,34,3,3,0,0,0,0,5,0,8,58,7,0,0,0,0,0,0,0,0,0,7,679,33,22,9,3,0,3,12,0,32,794,8,0,0,0,0,0,0,0,0,0,9,4087,209,132,29,10,10,13,12,3,137,4647,4526,75,68,15,11,16,8,18,3,133,4868,996,5,3,0,3,0,0,3,0,33,1049,93,0,0,0,0,4,0,3,0,8,110,9,0,0,0,0,0,0,0,0,0,10,1105,5,3,0,3,8,0,6,0,39,1175,20,0,0,0,0,0,0,0,0,0,19,5648,83,76,16,12,20,13,21,3,178,6059,2693,61,36,7,3,3,3,8,0,94,2908,729,3,0,0,0,0,0,0,0,26,756,144,0,0,0,0,0,0,0,0,4,152,17,0,0,0,0,0,0,0,0,3,20,888,3,4,0,0,0,0,0,0,33,931,12,0,0,0,0,0
21501,4,0,3,3,0,4,108,3,0,11,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,82,8,16,3,4,0,3,3,0,5,135,0,0,0,0,0,0,0,0,0,35,36,559,24,31,0,7,9,3,5,0,53,686,557,9,4,4,0,0,0,0,0,27,596,93,3,3,0,0,0,0,0,0,0,103,7,0,0,0,0,0,4,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,100,3,4,0,0,0,4,0,0,3,121,0,0,0,0,0,0,0,0,0,19,24,655,13,11,4,0,0,4,0,3,55,741,276,0,0,0,0,0,0,0,0,16,294,58,0,0,0,0,0,0,0,0,3,61,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,7,70,3,0,0,0,0,0
21502,4,4,0,3,3,8,226,52,14,14,9,15,3,3,6,7,10,119,3,0,0,0,0,0,0,0,0,0,3,232,24,22,8,18,8,3,10,5,18,345,0,0,0,0,0,0,0,0,0,0,0,571,28,33,8,16,11,6,12,5,45,732,432,16,4,0,0,3,3,0,0,15,466,256,4,6,0,0,0,0,0,4,17,290,73,3,4,0,7,0,0,0,4,7,109,3,0,0,0,0,0,0,0,0,0,3,339,3,10,0,10,3,0,0,7,30,399,4,0,0,0,0,0,0,0,0,3,4,771,18,14,0,5,4,8,0,7,44,872,170,10,0,0,0,0,0,0,0,11,190,216,0,0,0,0,0,0,0,0,13,231,100,0,0,0,0,0,0,0,0,8,113,4,0,0,0,0,0,0,0,0,0,4,320,4,0,0,0,0,0,0,0,17,343,8,0,0,0,0,0
21503,0,0,0,0,0,9,138,33,3,15,3,7,3,0,5,0,4,72,0,0,0,0,0,0,0,0,0,0,4,134,18,18,8,7,4,3,5,4,16,215,0,0,0,0,0,0,0,0,0,0,0,348,32,24,6,12,4,8,5,4,14,452,261,3,0,0,0,0,0,0,0,15,281,112,3,5,0,0,0,0,0,0,3,129,20,0,3,0,0,0,0,0,4,4,38,3,0,0,0,0,0,0,0,0,0,3,140,4,7,0,0,0,0,0,4,7,169,0,0,0,0,0,0,0,0,0,0,0,401,8,6,0,0,0,5,0,4,27,450,130,0,0,0,0,0,0,0,0,9,139,75,0,0,0,0,0,0,0,0,6,79,32,0,0,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,0,4,106,0,0,0,0,0,0,0,0,5,121,3,0,0,0,0,0
