SA2_MAINCODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
204031068,717,304,323,536,644,721,554,294,108,4199,3,0,0,0,0,0,0,0,0,7,0,4,0,0,0,14,5,0,0,35,14,15,17,19,31,31,31,13,4,160,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,26,28,19,39,45,36,13,4,212,19,26,27,19,39,47,34,13,3,218,736,326,346,553,681,768,595,299,114,4419
204031069,1254,661,640,899,1041,1212,1012,466,176,7365,3,0,5,4,0,6,5,0,0,22,183,113,132,161,150,130,72,14,0,957,895,510,508,671,561,459,322,48,16,3994,197,123,129,155,97,70,45,5,0,830,99,171,160,106,86,64,46,10,0,730,15,39,43,32,39,37,13,0,0,215,17,9,26,6,21,17,8,0,0,98,26,16,17,3,3,0,0,0,0,71,8,11,22,8,7,5,5,0,0,59,0,0,0,0,0,0,0,0,0,0,1435,991,1036,1141,968,784,503,89,19,6963,1435,991,1042,1140,969,787,502,89,19,6977,2691,1656,1680,2045,2008,1997,1516,556,193,14345
204031070,555,296,252,346,490,494,300,132,42,2909,0,0,0,0,0,0,0,0,0,6,3,8,9,0,4,0,0,0,0,28,5,7,3,7,8,10,8,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,14,10,13,16,8,0,3,87,7,26,14,7,13,19,9,0,3,96,562,317,264,356,504,512,307,138,46,3003
204031071,707,418,335,436,666,737,505,367,172,4341,0,3,0,0,0,0,0,0,0,9,0,3,0,3,0,4,0,0,0,12,4,16,12,6,14,21,5,4,4,90,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,12,11,18,32,10,4,4,120,5,19,18,11,24,32,10,3,4,121,716,441,352,450,688,771,511,374,169,4460
204031072,916,492,419,522,809,946,784,389,177,5457,0,3,0,0,3,0,0,0,0,10,5,6,15,3,4,14,3,0,3,65,14,17,13,8,23,19,16,7,6,127,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,29,12,37,48,24,15,7,216,17,35,29,8,39,52,24,15,9,232,935,521,451,536,849,997,815,405,186,5683
204031073,3133,1780,1787,1783,1895,1733,1145,534,264,14067,0,0,0,4,3,0,0,0,0,11,14,54,15,4,16,10,9,12,0,144,58,86,74,32,37,38,18,17,6,370,5,7,0,5,5,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,19,10,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,91,155,99,44,63,58,32,25,12,579,91,155,99,49,69,53,36,29,10,588,3226,1934,1888,1832,1956,1791,1177,562,277,14655
204031074,4755,3186,3242,2819,2878,2580,1882,1018,433,22798,4,7,5,5,0,5,3,3,0,29,34,69,62,40,29,20,16,13,10,281,98,177,149,101,100,75,69,27,28,828,8,53,60,21,10,10,0,0,0,160,0,6,5,7,0,7,0,0,0,20,0,5,11,0,4,4,0,0,0,23,0,0,0,3,3,0,0,0,0,4,0,7,11,3,3,0,0,0,0,26,0,9,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,144,317,290,173,152,113,86,42,40,1355,148,324,296,178,150,115,84,45,42,1392,4899,3509,3540,2999,3034,2696,1970,1064,476,24188
204031075,871,427,282,528,680,662,455,198,85,4195,0,0,0,0,0,0,4,3,0,8,0,4,0,0,0,3,8,0,3,22,12,17,10,7,6,17,11,3,3,88,4,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,15,10,14,23,25,3,3,135,14,27,18,10,14,26,28,3,3,145,884,459,301,535,691,690,478,204,93,4338
205011076,3201,1714,1912,1731,1944,1923,1641,929,365,15355,4,8,7,0,4,0,3,0,0,25,0,0,0,0,3,0,4,0,0,9,55,72,60,28,39,49,37,10,12,370,3,3,4,0,0,6,4,0,0,22,0,0,0,0,0,3,3,0,0,6,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,76,73,33,55,54,46,15,12,415,66,80,74,33,56,60,49,14,11,440,3269,1789,1991,1760,1998,1978,1688,946,373,15793
205011077,996,612,387,628,856,1018,737,294,83,5612,0,0,0,0,5,0,8,0,0,9,0,0,0,0,0,0,0,0,0,3,48,64,64,32,58,31,26,21,12,353,0,0,0,4,0,0,0,0,0,10,5,0,0,4,0,0,0,0,0,13,5,3,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,61,67,64,51,60,43,29,21,12,392,61,67,64,46,60,43,28,22,12,401,1062,670,449,676,919,1057,773,314,99,6016
205011078,1438,749,776,868,937,1094,789,387,162,7207,0,0,0,0,0,0,3,0,0,8,0,0,3,0,3,0,0,0,0,9,20,39,32,27,23,23,13,8,3,180,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,39,27,26,21,15,8,3,198,20,37,36,28,26,20,20,9,3,207,1458,789,816,894,964,1115,810,396,168,7411
205011079,3414,2162,1891,2000,2456,2245,1941,1072,428,17600,8,3,3,0,0,3,3,0,0,20,0,0,3,0,0,0,8,0,0,14,54,109,90,32,66,46,47,37,15,497,3,3,3,3,9,3,3,0,0,34,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,115,96,42,78,55,49,39,16,565,69,123,100,42,81,60,57,43,16,587,3480,2285,1990,2040,2534,2305,1997,1116,444,18188
205021080,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
205021081,2540,1538,1535,1429,1669,1774,1577,1102,540,13701,0,0,0,0,0,6,4,0,0,13,0,0,8,0,8,3,6,0,0,26,52,117,98,68,92,71,44,40,20,593,0,0,4,3,0,7,4,0,0,20,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,119,103,71,97,88,55,41,20,651,52,119,103,71,102,94,59,39,17,667,2594,1654,1643,1506,1768,1868,1635,1142,560,14365
205021082,1282,659,603,757,1063,1216,1043,451,89,7167,3,0,3,0,0,0,7,0,0,17,0,0,3,3,0,0,0,0,0,11,34,38,35,40,23,52,49,10,6,296,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,7,3,3,0,3,3,0,0,0,24,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,45,45,46,30,55,57,14,7,348,48,47,48,51,32,60,60,12,5,363,1333,709,651,808,1098,1270,1107,460,95,7532
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,1417,710,681,864,1142,1493,1623,771,285,8985,0,3,0,0,5,0,5,0,0,17,0,0,0,5,3,20,8,6,0,48,43,50,60,74,67,140,128,56,16,639,0,0,3,0,5,3,0,4,0,12,0,0,0,0,3,14,8,0,0,31,0,0,0,0,3,3,0,0,0,4,3,0,0,3,0,6,10,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,48,56,59,87,87,182,153,67,16,764,47,55,59,87,93,186,158,67,16,782,1464,766,747,950,1227,1677,1781,838,304,9760
205021085,961,440,395,514,838,1063,986,477,157,5836,0,3,0,0,3,3,3,3,0,17,0,3,0,0,3,7,11,9,0,37,32,23,34,24,33,71,63,16,7,302,0,0,5,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,33,40,26,51,83,81,19,7,369,32,34,40,28,52,87,82,23,7,381,993,473,436,537,896,1155,1066,499,167,6217
205021086,748,406,351,459,672,986,1235,632,221,5706,0,0,4,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,6,14,12,16,19,20,54,44,8,0,189,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,20,14,26,56,61,14,4,223,13,12,24,14,26,62,62,15,4,239,757,421,376,474,698,1049,1291,646,225,5944
205031087,1237,670,617,758,1124,1398,1324,623,234,7976,0,0,0,0,5,0,3,3,0,13,3,0,4,0,4,3,7,0,0,23,30,49,57,36,44,74,88,22,18,417,0,0,0,3,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,10,3,0,0,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,47,62,46,51,91,94,31,18,473,35,47,61,43,56,89,95,35,18,482,1276,720,676,804,1179,1487,1423,656,247,8458
205031088,19,0,3,11,15,28,14,5,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,19,0,3,13,15,28,14,5,0,98
205031089,1677,838,792,991,1234,1320,998,470,240,8555,0,0,0,0,0,3,3,5,3,16,0,3,0,0,3,0,0,0,0,8,24,44,44,16,16,33,28,11,9,224,0,0,0,0,0,3,0,0,0,5,3,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,50,45,19,26,37,28,13,9,256,33,50,49,21,29,40,33,15,13,269,1711,889,837,1015,1260,1363,1024,481,252,8827
205031090,2082,1067,992,1119,1415,1440,1245,673,286,10312,0,4,0,0,3,3,0,0,0,10,0,0,3,0,0,0,0,3,0,4,25,58,37,22,22,39,31,16,11,258,3,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,24,68,49,27,22,40,33,23,7,299,28,72,49,28,29,42,35,23,7,305,2105,1138,1041,1142,1438,1483,1284,688,299,10617
205031091,1659,733,811,1038,1240,1423,1423,710,350,9383,5,4,0,0,3,0,0,4,0,18,3,0,0,3,3,5,7,0,0,20,53,55,88,51,80,125,139,39,15,645,0,3,4,0,7,5,8,0,0,31,0,3,0,3,0,0,0,0,0,12,0,3,0,0,0,3,3,0,0,12,0,0,3,0,0,0,3,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,70,93,62,97,140,157,48,15,731,57,69,95,65,94,140,157,50,16,752,1715,799,909,1095,1335,1563,1581,760,368,10133
205031092,3,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,3,3,0,0,0,0,0,0,10,3,3,3,3,3,0,3,0,0,20
205031093,3466,1778,1837,2089,2707,3153,3118,1665,702,20520,3,3,5,0,3,3,7,0,3,38,6,0,4,3,3,5,8,0,0,36,121,119,127,108,121,161,134,52,34,988,8,4,5,3,12,9,6,0,0,48,0,0,0,0,0,3,0,0,0,3,6,0,4,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,137,124,148,113,140,185,158,54,34,1102,140,133,150,120,147,192,161,63,43,1138,3611,1906,1994,2204,2853,3338,3281,1725,740,21660
205041094,1984,1422,1155,1237,1526,1708,1136,412,109,10696,5,3,3,0,0,3,4,0,0,19,0,3,3,0,0,0,0,0,0,9,44,128,50,18,26,24,22,8,7,319,7,3,6,0,0,3,0,0,0,19,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,138,59,18,31,34,23,8,7,360,52,139,63,23,28,34,31,8,7,376,2034,1566,1215,1261,1555,1740,1164,425,118,11077
205041095,2642,1938,1769,1682,2037,2189,1747,1073,504,15585,0,3,3,0,0,3,8,5,3,22,0,0,4,0,0,0,0,0,0,6,77,140,100,56,54,39,37,16,13,526,4,7,0,0,7,0,0,0,0,22,0,0,3,0,3,4,0,3,0,11,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,79,148,107,58,66,42,42,19,12,575,79,155,113,56,66,50,47,24,14,595,2716,2092,1883,1736,2097,2237,1789,1098,523,16179
205041096,2269,1585,1571,1354,1709,1776,1434,950,424,13065,7,3,3,3,3,0,0,3,0,19,0,0,6,4,4,0,6,0,0,17,71,99,96,66,61,55,30,21,15,520,0,0,4,4,4,4,0,0,0,14,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,102,101,82,68,67,31,29,15,576,82,108,105,85,75,67,34,28,15,597,2349,1688,1673,1438,1776,1843,1474,977,439,13660
205041097,5080,3077,3487,3111,3260,3008,2157,1336,596,25111,5,5,0,3,7,3,0,3,0,27,3,3,7,3,12,10,4,3,0,49,96,190,200,132,117,131,98,100,59,1128,0,0,12,0,3,8,3,0,0,27,0,0,0,5,0,3,0,0,0,16,0,0,3,3,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,197,221,142,142,150,116,108,59,1237,108,204,222,147,144,149,114,109,62,1266,5184,3280,3706,3261,3407,3164,2274,1449,659,26372
205041098,874,532,488,531,646,680,347,146,40,4278,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,17,23,24,6,7,12,4,3,7,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,26,9,10,11,4,3,7,114,22,23,26,9,13,11,4,3,7,117,893,561,512,539,660,690,352,146,47,4398
205051099,0,3,0,0,10,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,21
205051100,671,346,306,402,610,738,621,211,48,3947,0,0,0,0,0,0,0,0,0,4,0,8,29,6,3,6,3,0,0,50,11,23,34,21,20,39,28,8,4,194,0,6,22,3,3,3,0,0,0,39,0,3,4,0,0,0,0,0,0,10,0,3,6,0,0,3,0,4,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,11,46,114,35,24,49,33,7,4,327,11,44,114,35,31,51,33,10,4,330,683,389,413,436,635,793,654,222,55,4280
205051101,2555,1441,1365,1451,1632,1970,1440,773,286,12917,3,4,0,3,3,0,3,0,0,25,0,0,0,0,0,4,0,0,0,4,41,72,64,35,36,45,24,23,14,355,0,0,3,0,0,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,76,74,35,42,57,36,23,14,395,46,85,74,38,46,57,38,23,14,415,2604,1528,1439,1488,1679,2025,1485,797,298,13334
205051102,735,478,736,712,634,621,402,151,47,4524,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,12,14,20,16,15,12,8,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,21,18,17,12,11,4,0,105,16,18,21,18,17,12,11,4,0,105,752,496,762,731,647,631,413,152,49,4635
205051103,2741,1579,1714,1631,1755,1683,1270,792,427,13598,4,0,3,0,3,6,7,3,0,30,3,5,11,3,14,11,11,4,0,54,47,120,104,72,87,95,47,37,16,627,5,5,15,8,8,4,0,0,0,52,0,0,0,0,0,0,4,0,0,8,0,0,3,4,3,4,4,0,0,17,0,0,0,3,3,3,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,50,137,135,89,120,126,65,42,15,781,55,133,136,92,127,128,70,48,20,807,2800,1716,1849,1726,1881,1815,1337,841,440,14412
205051104,725,452,404,437,693,944,750,365,164,4928,6,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,23,22,29,17,25,29,30,21,5,186,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,25,17,25,27,37,21,5,198,29,20,28,17,24,31,37,23,5,211,752,473,432,455,718,974,785,386,166,5139
206011105,2573,3436,7313,4116,2460,1849,1186,908,361,24200,5,3,4,3,0,3,3,0,0,21,0,16,8,7,7,13,10,0,0,65,40,116,180,81,87,58,53,33,34,693,0,9,3,4,8,9,3,4,0,36,0,3,9,0,3,5,7,0,0,32,0,3,0,0,5,12,4,0,0,25,0,4,0,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,45,149,210,99,115,102,84,39,40,875,47,153,210,102,115,99,88,40,37,893,2620,3589,7525,4223,2567,1950,1270,946,401,25095
