SA2_MAINCODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
206031114,8,12,0,3,4,5,4,124,0,175,312,129,8,10,8,8,9,3,6,11,14,5,32,727,0,0,0,0,3,8,7,7,3,3,0,0,3,3,0,43,0,0,0,0,3,3,23,33,0,4,15,6,3,3,3,103,0,0,11,25,3,6,0,5,0,0,0,0,0,0,0,61,0,0,3,14,16,20,29,14,3,5,3,0,3,4,3,123,0,24,27,13,8,0,0,0,0,0,0,0,0,0,0,80,0,5,8,0,4,3,0,0,0,0,0,0,0,3,0,27,0,3,4,21,40,41,63,41,17,21,19,16,20,11,9,325,0,0,0,3,0,3,5,3,8,3,6,3,11,6,0,57,0,0,0,0,12,17,15,26,3,3,3,16,13,3,0,103,0,12,18,6,14,13,4,0,0,0,0,0,3,0,0,70,0,0,0,4,9,4,9,14,0,0,0,3,0,0,3,44
206031115,9,0,0,3,0,3,0,27,0,18,23,14,0,0,7,4,3,3,5,0,0,3,3,81,0,0,0,0,0,5,12,8,6,0,3,4,3,3,0,44,0,0,0,0,0,3,12,15,3,3,4,3,5,3,3,44,0,0,0,10,9,3,0,0,0,0,0,0,0,0,0,16,0,0,0,5,11,13,31,43,6,10,15,6,8,5,0,160,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,20,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,7,11,13,48,37,14,6,15,13,10,0,9,188,0,0,0,0,0,0,4,9,3,0,0,7,3,4,0,32,0,0,0,0,0,12,7,8,3,9,3,5,4,0,0,47,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,6,11,12,0,0,3,3,0,0,0,33
206031116,10,3,5,3,0,7,0,82,5,146,276,139,16,6,8,13,4,4,6,0,5,0,7,640,0,0,0,0,3,6,7,4,3,0,3,3,0,0,0,33,0,0,0,0,3,4,3,12,0,8,3,0,0,3,0,29,0,0,0,9,10,0,3,0,0,0,0,0,0,0,0,21,0,0,0,7,13,15,15,11,3,0,0,6,8,3,8,74,0,15,15,14,4,3,0,0,0,0,0,0,0,0,3,49,0,6,7,3,0,0,0,3,0,5,0,0,0,0,0,22,0,0,0,11,27,25,45,61,15,25,8,14,10,4,3,253,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,3,6,15,6,9,4,0,4,14,0,4,0,70,0,3,3,4,4,7,3,3,5,0,0,0,3,0,0,36,0,0,0,3,3,5,4,10,3,0,3,0,3,0,0,32
206041117,3,3,0,0,5,0,0,39,3,63,50,23,4,3,5,14,6,8,20,24,16,12,4,255,0,0,0,3,0,7,12,14,8,5,8,3,15,14,8,96,0,0,0,0,0,8,39,67,13,10,21,39,35,17,31,270,0,0,0,7,4,3,0,3,0,0,0,0,0,0,0,18,0,0,0,8,16,28,90,136,29,73,91,213,231,279,24,1218,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,4,0,0,3,3,0,3,0,3,0,6,7,33,0,0,5,7,14,31,42,47,14,26,17,34,39,26,18,319,0,0,0,0,0,0,9,7,0,0,6,9,14,22,0,75,0,0,0,0,0,15,9,26,7,4,8,12,20,14,0,119,0,0,4,0,7,8,0,0,0,0,0,0,3,4,0,30,0,0,3,0,3,5,35,37,9,27,48,55,85,120,20,445
206041118,0,7,0,3,0,0,0,23,0,7,13,9,0,0,0,3,7,12,14,11,13,5,6,104,0,0,0,0,3,3,14,3,0,6,3,7,17,9,10,79,0,0,0,0,0,8,54,52,13,24,26,47,45,42,30,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,16,23,62,57,17,12,24,26,14,23,9,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,3,0,3,0,3,19,0,0,0,9,18,15,39,49,21,19,13,14,18,16,14,242,0,0,0,0,0,0,5,3,0,0,0,5,0,5,0,20,0,0,0,5,5,24,8,12,10,7,0,6,7,14,3,101,0,0,0,0,5,3,0,3,0,0,0,0,0,3,0,18,0,0,0,3,7,4,19,14,10,0,4,10,5,6,3,84
206041119,0,3,0,0,9,0,0,29,0,4,15,3,0,0,0,0,3,0,3,0,0,0,6,37,0,0,0,0,0,0,3,4,0,0,0,3,3,0,0,16,0,0,0,0,0,3,3,3,4,0,0,0,3,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,9,12,17,5,0,0,3,3,3,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,4,0,0,0,0,3,0,0,0,18,4,0,5,3,17,27,22,24,15,8,7,11,9,9,6,149,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,4,4,7,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,6,7,4,7,0,0,0,3,3,0,37
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,3,3,0,3,9,0,0,67,0,10,43,17,3,0,0,4,3,8,3,5,7,0,3,110,0,0,0,0,0,10,14,7,0,0,0,8,0,3,5,53,0,0,0,0,0,3,4,16,0,3,0,3,3,0,0,36,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,12,0,3,0,7,15,32,37,41,4,7,4,7,10,0,9,165,0,4,9,3,0,0,0,0,0,0,0,0,0,0,3,21,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,16,0,0,0,5,21,23,68,56,17,24,20,9,19,13,3,285,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,0,0,0,4,7,12,10,14,3,3,3,0,3,0,0,67,0,0,3,0,3,4,0,0,0,3,0,0,0,0,0,17,0,0,0,3,3,13,21,15,0,3,3,3,3,0,3,64
206041122,3,0,4,4,9,6,3,53,0,8,13,4,3,0,8,17,7,13,30,40,47,31,10,238,0,0,0,0,3,13,41,37,9,19,20,47,70,88,74,412,0,0,0,0,8,16,149,230,74,102,151,166,217,244,159,1509,0,0,0,8,0,3,4,4,0,0,0,0,0,0,0,19,0,0,4,20,30,82,287,406,140,243,266,433,572,460,170,3115,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,12,0,3,3,3,3,3,0,3,0,3,0,0,3,0,7,35,0,0,3,19,32,35,59,61,32,30,33,39,54,32,21,453,0,0,0,0,4,0,4,6,4,5,4,6,10,4,0,51,0,0,0,0,5,38,29,41,10,24,37,34,63,47,10,342,3,3,3,0,4,8,3,7,0,0,0,5,8,0,0,39,0,0,0,0,11,20,95,105,48,54,59,106,108,101,32,730
206041123,11,6,0,6,3,0,0,62,0,21,37,17,3,0,3,5,7,13,13,15,32,13,11,196,0,0,0,0,3,10,22,22,10,15,9,12,20,6,20,146,0,0,0,0,3,6,23,86,22,34,19,40,46,40,50,382,0,0,0,6,7,5,0,0,0,0,0,0,0,0,3,22,0,0,0,8,23,63,96,114,26,34,50,75,73,82,11,654,0,10,12,6,3,3,0,0,0,0,0,0,0,0,0,31,0,13,3,0,3,0,4,3,0,3,3,3,0,5,3,36,3,0,3,9,27,52,101,63,35,26,36,22,31,31,19,463,0,0,0,0,0,0,3,6,0,4,0,4,4,3,0,24,0,0,0,0,8,39,18,15,6,11,9,25,12,22,9,177,0,0,3,0,3,9,0,0,0,0,0,0,3,0,0,27,0,0,0,3,4,12,44,34,9,8,12,16,20,28,3,204
206041124,3,3,0,0,8,0,0,29,0,15,9,3,0,0,0,4,0,0,5,5,4,3,12,66,0,0,0,0,0,6,9,3,0,0,3,3,3,8,3,34,0,0,0,0,0,3,8,6,0,0,3,5,4,12,0,47,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,14,50,51,9,11,21,25,35,34,5,273,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,4,3,0,0,0,0,0,0,0,0,3,3,5,0,18,0,0,0,7,6,9,28,16,4,11,9,17,35,33,3,168,0,0,0,0,0,0,0,3,0,7,0,4,6,6,0,24,0,0,0,0,4,11,11,6,3,3,4,6,4,6,3,54,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,6,20,17,4,3,5,11,20,19,0,103
206041125,10,3,3,0,0,0,0,37,0,4,3,3,0,0,0,4,0,3,3,0,0,0,0,26,0,0,0,4,0,4,3,5,0,6,3,4,6,3,3,48,0,0,0,0,0,0,9,7,0,5,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,16,13,0,0,3,0,6,5,3,71,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,14,15,21,38,33,8,11,19,5,11,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,10,3,3,4,9,0,11,4,3,0,39,5,10,5,0,0,3,3,0,4,0,3,0,0,0,0,30,0,0,0,0,4,6,3,7,0,3,0,0,4,4,0,42
206041126,17,14,8,14,27,5,4,117,0,15,15,9,0,3,14,23,4,18,33,26,33,21,8,221,0,0,0,0,4,8,29,15,9,17,10,29,32,32,31,220,0,0,0,0,3,17,60,114,33,26,37,55,45,59,44,489,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,19,0,0,0,16,31,73,160,189,39,32,47,54,70,48,25,775,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,3,0,0,0,4,4,3,0,0,3,0,3,30,0,3,0,14,39,39,70,94,28,64,52,57,55,36,17,570,0,0,0,0,0,3,3,3,3,3,0,3,10,5,3,40,0,0,0,0,12,34,21,44,14,15,14,10,13,22,13,210,0,3,4,0,5,4,3,0,0,0,0,6,4,3,0,38,0,0,0,4,7,25,55,60,12,23,14,19,32,8,5,255
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,13,11,4,6,5,5,3,114,0,27,29,17,4,0,5,7,7,7,15,5,9,5,5,154,0,0,0,0,0,8,4,9,3,0,6,3,23,3,0,63,0,0,0,0,0,9,20,9,3,0,4,5,7,4,5,61,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,9,21,16,40,31,3,11,5,3,7,9,5,168,0,11,4,0,3,0,0,0,0,0,0,0,0,0,0,20,0,8,4,3,3,3,5,5,0,3,0,0,0,5,0,52,3,0,12,25,33,48,67,55,19,9,26,21,34,13,9,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,13,8,12,0,0,3,3,4,3,5,63,0,8,12,6,11,3,3,3,0,0,0,0,0,0,0,55,0,0,5,0,8,9,12,18,0,0,6,0,4,3,3,67
206051129,13,22,15,16,3,0,3,168,0,18,15,19,3,8,3,6,4,10,4,7,7,5,4,107,0,0,0,0,7,3,9,4,0,0,3,3,4,4,0,42,0,0,0,0,0,4,6,0,3,0,0,3,0,3,0,21,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,12,0,0,0,10,12,11,7,0,0,0,4,0,0,0,3,55,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,0,0,4,4,9,3,3,4,3,4,0,0,44,0,0,3,29,34,51,97,56,28,34,27,26,26,13,10,435,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,4,6,4,10,0,0,0,0,3,0,0,35,0,3,23,3,23,15,8,7,0,0,0,0,0,0,0,87,0,0,0,3,0,5,4,3,3,0,3,0,4,0,0,27
206051130,19,7,4,3,8,5,0,125,3,28,48,21,4,3,3,12,5,6,3,8,14,3,3,159,0,0,0,0,0,3,5,3,0,0,4,3,4,3,9,38,0,0,0,0,0,3,3,4,0,0,0,0,0,3,0,15,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,17,0,0,0,12,17,22,30,11,11,0,0,11,3,0,4,120,0,21,12,3,6,0,0,0,0,0,0,0,0,0,0,39,0,5,6,3,5,12,5,7,0,0,3,0,9,0,0,54,0,3,5,25,55,47,76,86,23,32,12,21,27,8,8,426,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,12,12,3,3,0,0,0,0,10,3,3,45,0,4,10,3,22,15,14,3,0,0,0,0,0,0,0,67,0,0,0,0,5,9,5,4,0,5,0,0,0,0,3,38
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051132,5,7,8,5,5,5,0,81,0,15,11,11,0,0,0,7,0,10,3,7,3,0,0,75,0,0,0,0,0,7,14,3,7,3,4,9,6,3,5,56,0,0,0,0,4,4,6,22,0,3,3,8,3,0,3,60,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,12,0,0,3,5,17,26,38,41,5,6,7,8,17,5,3,170,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,3,3,0,0,3,3,0,0,4,0,3,4,0,29,0,0,3,20,37,34,55,46,31,24,12,27,18,18,5,332,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,0,0,0,0,11,12,10,7,0,3,4,5,3,3,3,55,0,3,9,0,12,3,4,7,0,0,0,0,0,0,0,36,0,0,0,0,4,11,17,10,0,7,10,10,3,4,0,67
206051133,63,47,59,37,43,42,6,478,0,26,19,20,5,0,12,24,8,29,39,27,22,17,14,256,0,0,0,0,3,14,19,26,3,0,4,14,9,4,3,94,0,0,0,0,3,4,24,28,4,8,11,3,3,8,3,96,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,16,0,0,4,12,24,27,41,37,8,6,11,17,19,16,5,224,0,7,3,3,3,0,0,0,0,0,0,0,0,0,0,20,0,4,6,3,5,10,9,13,0,0,5,6,15,3,0,77,0,0,10,43,90,92,167,151,73,64,67,59,67,46,32,964,0,0,0,0,0,0,10,3,0,5,0,3,4,3,3,39,0,0,0,3,14,34,20,20,3,0,7,15,13,8,8,153,5,21,26,9,43,22,6,7,3,0,0,5,7,4,9,162,0,0,0,0,8,10,21,18,0,7,5,3,0,3,3,80
206051134,22,24,17,20,31,17,4,223,0,14,22,10,0,0,3,3,3,13,7,8,11,4,3,103,0,0,0,0,0,9,15,16,4,0,6,3,4,0,4,66,0,0,0,0,3,3,5,11,0,3,3,3,4,0,0,28,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,16,15,14,10,4,4,11,7,3,4,0,93,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,5,5,3,4,0,3,7,4,0,3,0,0,0,0,37,0,0,3,17,43,52,99,81,33,39,40,22,28,21,14,490,0,0,0,0,0,0,0,7,5,0,4,0,3,0,0,19,0,0,0,4,10,27,12,17,3,4,7,3,10,3,0,103,0,13,16,11,24,21,3,3,0,6,0,3,0,0,0,104,0,0,0,0,11,4,20,3,0,0,0,0,0,0,0,47
206061135,5,3,0,0,0,0,0,39,4,5,12,7,3,0,5,3,0,0,0,0,0,0,4,47,0,0,0,0,5,6,13,8,0,0,3,6,6,3,0,47,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,11,13,18,3,3,4,3,0,0,0,0,65,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,4,3,3,0,3,0,0,0,0,0,22,0,5,8,8,18,21,42,25,3,13,9,6,9,8,4,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,10,8,0,10,8,12,3,3,63,9,13,11,4,10,12,4,0,0,0,0,0,0,0,0,65,0,0,3,4,4,3,12,0,0,0,0,0,0,0,0,27
206061136,25,26,15,14,8,5,4,186,0,11,21,8,5,3,3,11,5,12,17,11,6,0,8,119,0,0,0,0,9,10,15,9,0,0,3,7,4,0,4,62,0,0,0,0,3,5,7,20,0,7,4,7,9,7,7,73,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,14,0,0,0,15,29,32,31,21,4,6,8,3,4,10,0,165,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,3,0,5,4,3,7,0,3,3,0,3,3,40,0,0,3,20,43,56,129,152,66,50,66,54,71,40,13,746,0,0,0,0,0,0,3,4,0,0,6,6,0,0,0,23,0,0,0,0,12,31,11,17,6,11,8,11,7,9,7,121,3,3,10,3,18,13,11,6,0,0,0,0,3,0,7,81,0,0,3,3,6,15,16,22,0,3,4,0,3,6,0,79
206061137,21,30,29,15,24,14,3,207,0,11,12,5,0,3,6,10,4,11,21,21,9,9,7,130,0,0,0,0,0,10,23,17,6,17,8,8,20,14,8,131,0,0,0,0,6,9,15,19,3,9,7,13,9,0,5,96,0,0,0,5,4,4,3,0,3,0,0,0,0,0,0,18,0,0,3,15,34,50,58,57,9,13,23,23,36,18,14,361,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,9,3,3,0,0,6,4,0,4,3,7,4,0,56,0,4,10,20,44,45,100,154,59,63,61,63,57,44,23,734,0,0,0,0,0,3,3,3,0,0,0,0,5,0,0,24,0,0,0,0,12,24,10,23,10,3,10,6,7,10,10,125,3,11,10,3,9,10,3,6,0,3,0,3,3,3,3,65,0,0,0,3,11,11,41,31,6,5,11,11,12,7,3,147
206061138,12,7,0,0,3,0,0,57,3,39,26,13,3,0,3,3,0,5,3,3,0,0,0,114,0,0,0,0,3,7,10,8,0,3,0,5,3,0,0,34,0,0,0,0,0,3,12,0,0,0,0,3,0,3,0,19,0,3,0,3,3,4,0,0,0,0,0,0,0,0,0,9,0,0,5,27,38,33,28,5,7,9,7,3,3,4,5,161,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,5,0,0,3,0,3,0,0,3,0,0,0,29,6,6,16,23,41,28,66,29,4,10,12,4,21,11,7,282,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,13,0,0,0,0,0,5,8,13,0,0,0,0,3,3,0,32,23,75,23,6,16,0,0,0,0,0,0,0,0,0,0,139,0,0,3,11,6,7,26,6,0,4,0,0,3,0,0,68
206071139,7,11,6,0,9,3,0,56,0,7,9,5,0,0,3,0,0,0,3,3,0,0,0,44,0,0,0,0,0,0,5,9,0,0,0,5,4,0,6,33,0,0,0,0,0,3,8,8,0,0,4,4,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,28,33,6,7,10,10,13,7,7,145,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,10,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,17,0,0,4,9,6,27,36,60,28,24,23,31,24,15,3,295,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,9,0,0,0,0,0,7,8,8,3,3,3,0,0,3,3,43,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,18,0,0,0,0,4,4,10,10,0,0,4,7,7,3,0,48
206071140,3,8,3,0,0,0,0,45,3,44,91,16,3,3,3,6,0,3,3,0,3,4,11,193,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0,4,3,0,0,0,0,0,3,3,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11,6,11,10,4,0,3,3,4,3,4,0,72,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,5,0,0,0,6,3,0,0,0,3,0,3,0,22,0,0,6,0,21,23,34,53,19,19,20,16,17,18,7,244,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,16,0,3,0,0,3,3,3,0,0,0,0,0,0,0,0,12,0,0,0,3,3,0,9,8,3,0,0,4,0,0,0,31
206071141,5,4,0,4,3,3,3,36,0,4,4,3,0,0,4,4,3,0,3,3,3,0,0,43,0,0,0,0,0,3,3,5,0,0,0,0,5,3,0,24,0,0,0,0,0,3,0,4,0,0,4,0,0,3,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15,14,15,14,0,7,0,0,4,3,3,78,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,3,0,0,3,0,5,0,0,21,0,0,0,10,14,30,60,44,27,24,18,18,18,19,11,297,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,4,9,10,5,0,3,0,3,3,0,5,40,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,7,13,3,0,0,0,3,5,0,6,41
206071142,4,7,9,6,12,0,3,65,0,12,15,3,0,0,5,7,0,3,7,0,4,0,3,63,0,0,0,3,3,3,11,7,3,3,0,0,0,0,3,30,0,0,0,0,0,0,6,3,0,0,0,0,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,17,11,21,15,3,8,0,3,4,0,0,98,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,9,0,0,0,5,4,0,3,3,0,0,3,3,3,5,0,33,0,0,4,5,27,18,54,54,19,15,17,28,26,15,14,301,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,11,0,0,0,0,0,9,3,7,0,0,0,0,0,3,0,33,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,8,10,3,0,0,0,0,0,0,0,19
