SA2_MAINCODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
216011410,0,3,0,12,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0,0,0,0,0,0,0,4,5,9,83,35,8,80,9,46,3,33,5,229,32,568
216021411,0,3,0,17,0,0,0,0,0,0,0,4,0,3,35,49,0,0,3,0,0,0,0,0,0,7,13,28,109,21,14,86,10,67,4,49,6,354,60,778
216021412,0,0,0,4,0,0,0,0,0,4,0,0,0,0,11,17,0,0,0,3,0,4,0,0,0,3,5,12,50,18,9,58,4,28,3,29,5,103,16,332
216021413,0,5,0,31,7,0,0,5,0,3,0,0,3,18,66,105,7,0,3,0,0,3,0,3,0,20,8,45,283,72,26,209,29,108,13,76,19,508,92,1443
216021414,0,3,0,16,0,0,0,0,0,0,0,0,0,16,33,56,0,0,0,0,0,3,0,0,0,26,9,41,109,36,8,122,13,59,7,63,12,540,61,1027
216031415,0,0,0,14,0,0,0,6,0,0,0,0,0,14,24,44,0,0,3,3,0,0,0,0,0,9,14,32,134,37,10,116,8,77,4,52,9,312,45,805
216031416,0,3,0,70,5,0,0,6,0,7,0,0,0,12,74,108,3,0,3,4,0,0,0,0,0,26,7,37,362,64,12,277,28,171,8,108,12,547,92,1684
216031417,0,7,0,55,6,0,3,0,0,5,0,3,0,19,90,123,3,0,4,3,0,0,0,0,3,30,25,66,395,89,22,292,31,180,17,158,32,849,135,2196
216031418,0,0,0,17,3,0,0,0,0,0,0,0,0,3,18,29,3,0,0,3,0,0,0,0,0,4,0,7,110,23,7,67,6,36,10,32,8,88,27,409
216031419,0,3,0,25,0,5,0,4,0,6,0,6,0,10,60,94,0,0,3,3,0,0,0,0,0,13,7,26,198,46,18,149,18,96,12,72,18,385,71,1082
217011420,0,0,0,33,5,0,0,0,0,0,0,0,0,14,40,62,5,0,0,0,0,0,0,3,0,17,14,44,214,59,17,175,16,112,6,93,19,369,69,1155
217011421,0,3,0,32,4,5,0,3,0,3,3,0,0,13,49,80,0,0,0,4,0,0,0,0,0,12,14,28,201,58,11,192,23,94,19,87,12,432,70,1194
217011422,0,3,0,34,3,0,0,9,0,3,0,0,0,16,35,64,3,0,4,0,0,0,0,0,3,15,13,46,164,59,14,177,25,139,15,93,13,445,62,1212
217011423,0,3,0,30,3,0,0,4,0,0,0,0,0,0,31,44,8,0,0,0,0,0,0,0,0,10,4,25,156,47,13,143,6,69,10,55,10,207,49,761
217031471,0,5,0,11,0,0,0,0,0,0,0,0,0,3,17,26,0,0,0,0,0,0,0,0,0,4,7,11,47,25,8,60,8,34,3,28,3,181,25,428
217031472,0,9,0,21,7,0,0,7,0,0,0,3,0,17,38,72,0,0,5,5,0,0,0,0,0,16,12,33,211,65,12,179,22,92,7,85,19,465,64,1221
217031473,0,5,0,22,3,3,0,0,0,0,0,0,0,0,30,39,0,0,3,0,0,0,0,0,0,0,3,13,127,57,18,101,13,63,6,55,8,172,36,649
217031474,0,3,0,26,4,0,0,0,0,0,0,0,0,8,31,41,3,0,0,0,0,0,0,0,0,7,3,14,139,25,7,85,10,40,3,40,9,215,36,609
217031475,0,3,0,36,4,0,0,0,0,0,0,0,0,11,35,58,3,3,0,0,0,0,0,0,0,12,7,35,185,52,10,136,16,57,6,60,3,238,54,818
217031476,0,3,0,9,0,0,0,0,0,0,0,0,0,0,25,36,0,0,0,0,0,0,0,0,0,0,4,10,44,49,6,82,7,27,3,42,7,135,33,442
217041477,0,4,0,28,0,0,0,3,0,0,0,0,0,10,43,55,3,0,0,3,0,0,0,0,0,7,10,22,186,35,11,127,18,75,4,52,9,184,59,748
217041478,0,8,4,44,8,3,0,7,0,0,0,0,3,6,36,57,0,0,0,0,3,0,0,0,0,12,9,28,221,68,17,167,29,93,16,79,18,374,56,1130
217041479,3,13,0,65,0,0,0,3,0,0,0,0,0,31,71,113,0,0,0,3,0,3,0,0,0,27,15,48,409,83,14,361,25,163,9,155,31,763,105,2120
217041480,0,5,0,50,7,0,0,4,0,0,0,7,0,8,61,82,3,0,0,0,0,0,0,0,0,11,9,35,239,85,10,210,19,99,13,108,15,485,81,1370
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
