SA2_MAINCODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
210031438,..,74,105,53,31,17,8,5,3,301,..,22,115,125,107,149,190,268,177,1156,27,16,33,25,18,19,11,21,13,188,1760,1162,2122,1430,1139,838,692,659,284,10096,..,187,2189,1798,1184,834,746,569,148,7649,..,81,461,222,172,66,29,10,3,1048,..,20,95,210,251,144,70,102,50,944,3642,..,..,..,..,..,..,..,..,3642,..,930,..,..,..,..,..,..,..,930,..,583,451,156,143,66,8,3,0,1407,..,202,205,73,63,84,68,39,26,758,..,162,240,33,18,10,3,0,0,469,..,294,458,130,86,52,23,8,3,1060,..,43,271,247,267,303,307,354,234,2024,54,38,82,50,45,39,26,38,14,380,3693,2535,4447,2935,2243,1603,1276,1115,479,20324
210031439,..,0,7,0,0,3,0,0,0,14,..,3,6,11,10,26,36,40,26,159,7,0,8,0,4,3,4,0,0,22,317,118,189,267,197,113,111,88,31,1430,..,0,158,376,276,151,101,96,18,1168,..,6,71,56,40,12,5,3,0,191,..,0,11,25,36,9,5,3,0,100,617,..,..,..,..,..,..,..,..,617,..,156,..,..,..,..,..,..,..,156,..,76,56,12,3,6,0,0,0,153,..,10,15,8,3,6,4,5,0,47,..,3,4,3,4,3,0,0,0,15,..,3,14,7,3,4,0,0,0,35,..,6,20,19,18,31,48,54,28,220,5,7,7,3,6,3,4,0,0,33,624,269,355,506,391,219,172,158,53,2738
210031440,..,4,13,6,4,4,7,3,0,37,..,3,18,21,30,47,55,131,39,348,4,9,6,5,5,3,5,7,8,42,457,315,391,353,331,253,251,304,82,2735,..,29,348,440,361,275,301,278,58,2092,..,27,99,73,52,28,11,3,0,292,..,3,32,49,76,40,17,37,15,274,958,..,..,..,..,..,..,..,..,958,..,279,..,..,..,..,..,..,..,279,..,205,137,54,46,26,0,0,0,469,..,34,31,7,5,16,11,15,4,137,..,16,24,6,9,0,0,0,0,52,..,24,38,13,5,12,5,3,3,105,..,9,52,46,77,85,85,151,65,574,15,12,16,14,13,4,5,10,5,92,973,642,790,703,648,482,439,497,157,5325
210041240,..,6,4,9,8,16,8,0,0,48,..,7,25,32,38,83,89,64,19,354,10,23,11,8,0,7,14,3,4,92,1200,822,660,842,979,834,426,187,65,6015,..,16,511,1043,1329,1190,599,216,44,4954,..,95,251,203,153,93,29,10,0,830,..,15,59,129,164,92,30,20,10,515,2410,..,..,..,..,..,..,..,..,2410,..,823,..,..,..,..,..,..,..,823,..,575,308,82,31,17,3,0,0,1023,..,53,30,13,25,27,23,19,22,219,..,33,23,3,15,7,4,0,0,88,..,21,23,19,24,22,8,0,3,126,..,23,70,88,111,140,129,91,28,677,28,41,38,20,15,14,18,5,10,200,2441,1696,1315,1605,1868,1608,850,361,125,11869
210041241,..,43,64,22,24,39,14,3,3,205,..,36,98,85,147,237,269,211,107,1191,57,57,37,23,34,40,31,16,11,299,2407,1671,1837,1751,1890,1529,1029,531,206,12853,..,47,1300,2005,2155,1812,1192,520,103,9136,..,264,875,486,354,178,68,14,7,2243,..,31,183,321,411,235,80,51,29,1341,4858,..,..,..,..,..,..,..,..,4858,..,1428,..,..,..,..,..,..,..,1428,..,1171,570,180,92,34,7,0,0,2054,..,125,69,28,46,89,72,49,31,509,..,74,78,30,26,19,6,5,0,230,..,91,143,45,49,78,40,8,3,463,..,72,231,244,331,430,425,282,145,2162,102,104,92,52,63,63,45,28,16,566,4966,3407,3549,3384,3530,2931,1939,955,332,24998
210051242,..,21,50,18,19,11,4,4,0,129,..,19,31,34,59,105,107,103,44,506,22,18,34,12,16,19,13,11,3,146,1238,818,1020,709,675,546,389,281,109,5790,..,161,990,808,671,573,371,220,48,3835,..,31,100,98,77,26,4,4,0,344,..,28,134,156,189,103,72,56,37,785,2569,..,..,..,..,..,..,..,..,2569,..,666,..,..,..,..,..,..,..,666,..,450,378,106,126,36,5,0,0,1112,..,101,129,41,55,67,40,16,18,477,..,70,84,29,18,14,0,0,0,218,..,172,258,71,56,38,13,10,0,631,..,47,104,114,177,211,182,150,67,1042,39,44,76,39,33,31,14,18,4,296,2601,1765,2266,1464,1402,1110,708,482,178,11978
210051243,..,10,12,8,17,18,8,6,0,81,..,7,16,25,46,65,101,139,44,451,20,19,25,4,7,9,12,13,6,123,1690,1108,1080,869,878,685,662,442,101,7505,..,147,1016,1101,1042,798,818,443,59,5430,..,31,99,48,63,36,17,0,0,291,..,25,108,163,221,158,102,86,31,895,3337,..,..,..,..,..,..,..,..,3337,..,1076,..,..,..,..,..,..,..,1076,..,667,629,218,158,71,3,0,0,1755,..,131,98,48,50,63,67,64,26,538,..,38,47,27,17,17,9,0,0,156,..,77,141,37,48,32,24,9,3,369,..,20,87,105,158,150,172,190,60,933,54,49,61,41,26,21,20,22,10,304,3392,2256,2283,1793,1796,1343,1235,808,187,15088
210051245,..,9,28,11,15,17,13,3,0,102,..,3,33,54,51,150,164,129,43,629,17,25,32,17,15,19,22,11,3,165,1357,1102,1049,1093,1181,1224,946,407,112,8463,..,29,741,1201,1434,1530,1269,474,67,6751,..,60,295,179,174,102,36,4,0,859,..,18,71,201,281,191,98,62,27,938,2781,..,..,..,..,..,..,..,..,2781,..,1125,..,..,..,..,..,..,..,1125,..,723,680,247,109,41,5,0,0,1801,..,89,80,27,36,54,67,48,25,423,..,35,26,15,14,13,3,0,0,106,..,32,76,40,39,37,32,6,0,258,..,29,96,144,171,257,273,179,74,1217,38,50,70,30,32,32,34,17,3,311,2819,2187,2132,2088,2282,2256,1804,803,194,16563
210051246,..,9,11,3,3,3,6,0,0,42,..,3,25,18,15,30,40,24,12,171,9,20,17,7,7,8,19,0,0,98,1521,1223,1085,1012,1336,921,475,157,45,7774,..,48,947,1499,2046,1580,805,234,31,7193,..,47,180,123,133,49,23,3,3,557,..,4,51,89,189,106,34,17,6,505,3064,..,..,..,..,..,..,..,..,3064,..,1418,..,..,..,..,..,..,..,1418,..,845,738,139,49,9,3,0,0,1788,..,67,52,13,18,35,42,48,21,296,..,15,21,15,14,5,0,0,0,77,..,23,27,18,7,9,6,5,0,88,..,21,60,57,53,72,58,34,17,364,21,45,42,15,11,21,31,7,4,193,3087,2526,2114,1970,2526,1887,1001,354,72,15538
210051247,..,6,11,11,17,9,5,4,0,64,..,12,13,27,57,82,66,18,0,278,16,29,23,23,19,15,17,4,0,139,1588,1158,999,929,1013,735,413,142,39,7007,..,133,934,1177,1298,917,499,154,7,5123,..,26,85,42,71,47,15,0,0,281,..,16,116,199,245,146,72,43,14,850,3195,..,..,..,..,..,..,..,..,3195,..,1209,..,..,..,..,..,..,..,1209,..,742,598,163,75,28,3,0,0,1605,..,111,87,39,39,84,62,40,20,479,..,25,32,29,18,13,6,0,0,119,..,34,71,37,37,23,18,3,0,225,..,29,51,80,124,132,104,37,6,554,45,58,68,45,41,19,21,8,0,300,3240,2366,2050,1795,1943,1409,795,289,51,13950
210051248,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,8,3,0,3,10,6,0,0,0,32,..,0,9,3,8,9,0,0,0,24,..,0,0,0,4,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,11,6,8,4,15,10,5,0,0,60
210051249,..,6,16,10,5,12,8,0,0,61,..,5,15,29,43,60,57,22,9,252,28,24,25,10,12,6,6,6,0,125,2713,1822,1433,1588,1576,772,421,159,44,10538,..,129,1350,2262,2446,1216,507,158,23,8096,..,26,100,120,107,45,15,0,0,422,..,24,99,195,293,125,51,29,8,833,5389,..,..,..,..,..,..,..,..,5389,..,2140,..,..,..,..,..,..,..,2140,..,1078,855,159,61,16,3,0,0,2183,..,99,109,56,64,74,112,53,22,596,..,39,47,21,25,13,5,0,0,149,..,30,65,25,15,22,14,3,0,176,..,19,52,84,105,106,76,36,9,480,56,51,51,37,22,14,18,10,0,265,5448,3648,2721,2975,3145,1629,794,289,76,20724
210051250,..,12,28,14,14,12,4,3,0,79,..,13,47,36,42,71,96,71,29,405,5,18,8,9,12,5,0,7,3,72,437,297,552,407,368,380,367,189,54,3046,..,18,404,406,284,419,436,174,27,2171,..,46,180,98,65,13,10,0,3,420,..,8,39,74,113,67,36,17,17,373,896,..,..,..,..,..,..,..,..,896,..,237,..,..,..,..,..,..,..,237,..,189,196,79,45,19,3,0,0,526,..,38,42,17,11,22,18,15,4,170,..,13,21,8,10,0,3,0,0,54,..,41,70,28,33,28,18,5,0,215,..,23,103,103,140,138,151,101,38,807,16,25,31,23,22,13,4,13,3,144,903,636,1089,833,727,721,682,329,98,6016
210051441,..,11,9,4,9,9,3,0,0,42,..,3,19,20,30,39,48,31,7,196,12,17,15,4,13,4,8,4,0,73,859,542,649,522,582,418,230,95,23,3916,..,30,592,667,686,548,311,82,10,2927,..,41,143,110,94,54,10,3,0,455,..,11,54,105,116,91,28,24,10,434,1723,..,..,..,..,..,..,..,..,1723,..,494,..,..,..,..,..,..,..,494,..,425,266,84,33,15,3,0,0,825,..,60,60,19,24,35,18,18,11,244,..,32,45,6,13,7,3,0,0,109,..,31,46,17,24,22,5,0,0,151,..,11,43,45,84,87,86,44,7,414,26,31,36,13,20,8,11,7,0,165,1753,1179,1279,1070,1102,854,478,174,40,7940
210051442,..,13,13,4,3,8,4,0,0,33,..,3,18,36,28,43,19,9,5,155,7,9,13,7,6,6,8,0,0,54,1555,719,967,1041,631,356,151,48,13,5478,..,62,1134,1606,936,481,164,54,3,4444,..,38,136,147,80,33,6,0,0,437,..,12,85,128,129,50,18,5,3,428,3227,..,..,..,..,..,..,..,..,3227,..,727,..,..,..,..,..,..,..,727,..,439,233,49,9,3,0,0,0,736,..,97,84,24,30,52,40,24,3,345,..,33,49,12,7,5,0,0,0,98,..,33,37,12,12,10,6,0,0,110,..,5,53,71,52,62,29,12,5,304,21,19,22,17,6,14,5,0,0,118,3249,1483,1830,2062,1266,708,272,99,10,10980
210051443,..,22,20,11,11,16,0,0,0,89,..,6,32,20,53,54,49,33,5,252,20,29,33,9,7,14,10,3,6,133,1711,1201,1442,1134,1079,687,282,110,31,7676,..,102,1607,1612,1480,935,355,91,10,6196,..,76,261,171,136,66,15,4,0,716,..,30,97,194,220,109,38,19,10,719,3640,..,..,..,..,..,..,..,..,3640,..,1139,..,..,..,..,..,..,..,1139,..,768,467,84,41,21,0,0,0,1372,..,129,117,24,42,70,56,38,15,494,..,61,63,24,25,12,0,0,0,180,..,58,75,29,29,35,5,0,0,233,..,13,93,85,136,118,86,47,10,592,51,64,65,37,18,24,10,6,6,286,3685,2435,2834,2262,2137,1397,566,210,41,15577
210051444,..,15,42,3,12,3,3,0,0,80,..,15,51,36,33,38,49,26,5,253,19,9,28,8,10,4,0,0,0,75,1856,758,1855,1085,541,364,200,83,10,6754,..,109,2278,1737,696,431,222,79,13,5564,..,96,307,162,62,25,8,7,0,657,..,19,111,151,145,62,20,0,4,516,3888,..,..,..,..,..,..,..,..,3888,..,608,..,..,..,..,..,..,..,608,..,343,250,56,7,0,0,0,0,661,..,144,160,40,36,66,48,25,3,521,..,57,85,17,12,5,0,0,0,175,..,48,102,17,15,9,4,0,0,192,..,24,139,106,73,62,59,34,3,508,31,21,47,31,16,6,6,0,0,165,3921,1475,3474,2324,1063,667,368,144,23,13461
210051445,..,3,0,4,5,0,0,0,0,9,..,3,9,6,4,9,8,0,0,50,6,0,7,3,3,0,0,0,0,19,350,219,357,222,218,134,76,21,10,1597,..,28,367,331,301,179,115,27,3,1354,..,42,138,37,38,10,4,3,0,276,..,4,17,24,37,14,11,5,0,115,695,..,..,..,..,..,..,..,..,695,..,160,..,..,..,..,..,..,..,160,..,145,91,17,16,3,0,0,0,275,..,27,22,6,3,12,10,12,7,103,..,3,10,7,3,0,0,0,0,31,..,11,6,9,9,3,3,0,0,42,..,7,32,24,10,17,16,0,0,115,9,3,9,7,3,4,0,0,0,32,705,429,702,460,430,247,160,54,12,3195
211011251,..,41,50,20,17,9,12,4,0,152,..,13,74,87,81,112,153,138,58,702,16,17,15,4,4,11,13,3,4,96,977,634,962,806,741,638,553,328,97,5733,..,25,820,943,757,679,657,309,50,4244,..,81,344,164,123,71,23,10,0,820,..,7,75,115,219,98,44,44,9,619,1940,..,..,..,..,..,..,..,..,1940,..,565,..,..,..,..,..,..,..,565,..,349,269,89,59,23,0,0,0,796,..,64,76,15,20,41,34,30,12,293,..,33,62,18,17,5,10,0,0,138,..,96,124,55,31,27,16,14,4,360,..,20,146,176,200,205,239,193,78,1262,33,35,37,13,27,29,20,9,3,211,1974,1283,1941,1601,1447,1180,1049,608,159,11239
211011254,..,26,26,6,9,20,15,3,0,112,..,14,28,34,37,99,161,86,30,494,13,25,29,12,6,11,16,9,4,121,1299,902,978,1020,1059,907,735,291,65,7255,..,29,828,1478,1360,1188,943,384,40,6243,..,79,306,140,139,86,32,3,0,784,..,13,48,125,234,125,52,26,7,633,2689,..,..,..,..,..,..,..,..,2689,..,1033,..,..,..,..,..,..,..,1033,..,490,415,106,50,15,4,0,0,1087,..,94,70,23,32,57,45,25,9,362,..,38,50,26,15,12,3,0,0,139,..,54,66,34,40,32,19,7,3,255,..,24,82,112,133,158,213,117,44,877,31,51,54,23,16,16,30,12,4,240,2718,1907,1917,2065,2027,1683,1337,576,111,14342
211011255,..,0,0,0,0,6,0,0,0,11,..,3,7,8,15,14,24,13,0,86,7,24,7,3,3,5,3,0,0,48,601,559,266,449,661,372,158,51,13,3140,..,5,186,645,1055,682,228,67,5,2875,..,13,68,63,84,37,4,4,0,272,..,0,10,41,60,32,14,3,0,161,1217,..,..,..,..,..,..,..,..,1217,..,667,..,..,..,..,..,..,..,667,..,372,194,34,6,3,0,0,0,603,..,25,17,3,8,15,19,10,17,111,..,7,14,8,0,0,0,0,0,31,..,3,6,6,0,9,3,0,0,28,..,6,10,14,31,36,37,19,3,164,14,29,13,4,4,9,8,4,3,82,1230,1125,512,817,1254,824,301,110,28,6203
211011256,..,12,34,9,5,9,6,3,0,80,..,14,43,41,47,76,75,103,61,452,10,22,23,3,14,11,11,6,3,96,1260,1094,1004,979,1208,1030,478,290,113,7453,..,16,749,1330,1643,1566,708,304,62,6366,..,62,258,173,133,91,25,9,0,750,..,6,42,113,234,129,41,28,13,603,2539,..,..,..,..,..,..,..,..,2539,..,1219,..,..,..,..,..,..,..,1219,..,736,562,86,57,18,0,0,0,1462,..,94,65,8,20,60,48,34,19,347,..,39,58,10,16,5,6,0,0,128,..,20,75,31,21,29,14,7,0,199,..,36,98,102,121,133,113,120,76,796,22,48,34,12,21,18,17,12,3,193,2558,2273,1944,1864,2271,2055,959,505,181,14609
211011257,..,0,6,0,9,4,3,0,0,22,..,3,7,9,27,27,57,56,23,204,6,14,10,3,5,7,7,0,3,53,799,558,403,606,726,402,253,162,50,3962,..,9,375,917,1032,667,335,193,43,3570,..,28,70,77,91,37,6,0,0,309,..,4,16,52,116,36,15,10,6,254,1633,..,..,..,..,..,..,..,..,1633,..,700,..,..,..,..,..,..,..,700,..,359,211,33,20,10,0,0,0,621,..,35,27,12,8,19,23,14,9,142,..,13,20,6,3,0,3,3,0,43,..,0,13,8,8,9,3,0,3,47,..,10,18,27,50,58,67,61,33,327,14,21,14,5,13,9,11,0,3,97,1645,1178,770,1137,1343,843,464,287,90,7749
211011258,..,0,12,0,11,6,11,3,0,41,..,3,14,8,20,35,58,45,14,200,19,14,17,3,3,11,3,9,0,79,940,779,548,737,922,645,348,183,39,5145,..,13,475,1088,1388,1095,542,230,30,4863,..,36,79,95,118,52,12,0,0,386,..,6,14,57,110,51,23,13,6,275,1917,..,..,..,..,..,..,..,..,1917,..,947,..,..,..,..,..,..,..,947,..,476,341,62,24,14,0,0,0,916,..,35,36,16,16,26,34,21,13,194,..,24,31,5,14,6,6,0,0,86,..,11,28,7,11,12,17,5,0,94,..,7,31,31,53,63,89,67,21,364,25,29,30,23,4,14,6,9,0,149,1940,1573,1072,1378,1741,1321,723,360,78,10182
211011259,..,29,36,7,14,10,3,3,0,110,..,3,27,26,32,119,118,98,72,499,7,28,29,4,4,17,15,10,6,122,1105,777,859,906,876,1071,676,293,150,6709,..,14,642,1223,1176,1485,1000,329,80,5954,..,39,195,127,120,80,30,0,3,588,..,5,48,118,151,124,44,24,15,535,2233,..,..,..,..,..,..,..,..,2233,..,862,..,..,..,..,..,..,..,862,..,430,478,133,48,14,3,0,0,1109,..,74,58,16,30,46,41,33,32,324,..,49,43,28,11,8,5,0,0,141,..,58,75,16,34,25,16,3,0,228,..,14,66,74,92,196,195,142,94,873,16,47,41,18,11,28,18,16,8,205,2248,1595,1647,1745,1670,2004,1357,551,242,13056
211011260,..,16,40,5,17,15,11,3,3,118,..,14,39,38,51,114,186,209,166,816,10,21,19,13,13,20,10,11,0,112,1212,1199,995,1025,1266,1349,850,508,283,8693,..,30,722,1310,1803,1996,1173,483,155,7671,..,49,201,122,104,61,18,4,3,564,..,8,56,131,178,147,48,37,26,634,2547,..,..,..,..,..,..,..,..,2547,..,1415,..,..,..,..,..,..,..,1415,..,662,694,147,64,27,4,0,0,1603,..,108,67,27,30,67,67,63,30,473,..,81,81,22,14,4,6,0,0,208,..,52,106,23,26,35,27,12,7,286,..,40,82,85,95,166,240,260,208,1176,20,42,36,24,25,30,22,15,3,217,2568,2486,2044,1895,2338,2534,1607,875,439,16787
211011446,..,48,76,34,33,39,14,9,3,258,..,36,112,129,153,261,301,227,119,1335,24,41,38,19,18,31,21,13,4,205,1713,1136,1645,1485,1357,1350,1029,593,192,10496,..,40,1351,1659,1251,1418,1195,564,105,7597,..,169,694,349,278,142,71,9,0,1719,..,21,123,231,368,203,87,64,32,1138,3556,..,..,..,..,..,..,..,..,3556,..,918,..,..,..,..,..,..,..,918,..,739,442,155,117,49,3,0,0,1506,..,83,91,50,51,62,39,54,19,443,..,62,78,30,30,14,9,0,0,233,..,99,184,82,90,87,37,9,5,594,..,55,254,303,355,467,445,322,159,2368,49,82,84,50,35,45,33,17,4,409,3611,2270,3300,2919,2588,2489,1924,1054,331,20480
211011447,..,17,47,11,22,24,12,3,0,140,..,10,70,56,93,155,172,162,98,816,10,26,27,13,12,10,18,9,0,122,1108,704,977,892,912,800,680,365,142,6589,..,13,753,1053,898,864,801,346,62,4787,..,80,381,276,222,87,34,4,0,1084,..,18,55,139,241,121,60,36,16,690,2260,..,..,..,..,..,..,..,..,2260,..,651,..,..,..,..,..,..,..,651,..,489,329,112,72,23,3,0,0,1023,..,45,47,18,31,37,34,31,12,263,..,49,38,21,17,7,8,0,0,147,..,39,100,37,62,57,25,11,0,329,..,22,140,141,223,285,281,234,125,1428,38,42,51,30,29,19,33,17,3,252,2295,1452,1883,1833,1792,1508,1269,673,216,12921
211011448,..,11,24,13,13,14,12,6,0,96,..,7,38,40,48,133,133,69,28,497,21,34,17,9,8,12,10,13,5,131,1246,898,929,1023,1030,942,622,236,72,7000,..,15,742,1259,1271,1204,793,286,47,5611,..,90,368,226,211,123,27,8,0,1052,..,12,63,146,210,129,61,24,12,656,2576,..,..,..,..,..,..,..,..,2576,..,883,..,..,..,..,..,..,..,883,..,629,371,142,58,13,7,0,0,1216,..,55,45,23,20,55,52,20,13,292,..,47,55,17,12,8,4,3,0,145,..,27,73,31,30,23,17,7,0,217,..,21,88,115,164,226,197,116,44,966,35,57,45,23,22,19,23,17,5,232,2606,1843,1852,1989,1987,1791,1180,480,122,13857
211011449,..,6,6,3,6,3,0,4,0,31,..,4,6,12,21,31,37,13,3,124,8,7,5,4,6,0,3,0,0,36,411,232,258,299,317,268,161,52,13,2012,..,5,189,379,375,327,215,67,10,1557,..,24,132,105,103,47,15,4,0,429,..,7,12,22,54,44,15,6,4,174,819,..,..,..,..,..,..,..,..,819,..,235,..,..,..,..,..,..,..,235,..,140,107,35,10,8,0,0,0,296,..,12,12,4,4,11,9,8,3,56,..,11,10,9,9,3,0,0,0,48,..,17,12,7,12,14,0,3,0,74,..,4,17,27,52,66,52,25,10,257,9,16,15,7,6,7,6,3,0,67,829,475,515,600,622,515,316,112,28,4005
211021261,..,5,14,7,3,14,8,3,0,50,..,12,37,34,48,85,128,142,96,574,12,29,13,7,5,8,17,11,4,104,1295,999,657,971,1241,988,781,448,163,7538,..,9,453,1299,1891,1515,1146,529,100,6952,..,26,153,132,126,60,22,5,0,526,..,7,13,94,151,98,47,38,20,469,2733,..,..,..,..,..,..,..,..,2733,..,1363,..,..,..,..,..,..,..,1363,..,507,470,118,76,18,3,0,0,1186,..,77,42,13,21,36,32,37,24,278,..,43,26,19,9,8,3,4,0,111,..,14,29,19,14,21,18,11,0,129,..,25,64,72,93,152,179,191,124,901,29,38,24,11,12,21,21,11,9,183,2763,2108,1280,1770,2399,1930,1482,826,281,14837
211021262,..,7,6,3,8,5,7,3,0,46,..,9,10,5,20,45,51,33,16,187,10,15,14,3,3,5,11,0,0,70,847,705,317,570,892,697,411,143,38,4609,..,8,189,758,1371,1133,642,212,25,4330,..,18,64,108,129,62,24,7,0,413,..,3,18,41,94,67,19,13,4,249,1743,..,..,..,..,..,..,..,..,1743,..,918,..,..,..,..,..,..,..,918,..,436,301,42,28,5,0,0,0,808,..,36,15,9,3,13,21,20,8,120,..,34,13,9,6,8,8,3,0,77,..,13,23,10,6,22,11,6,0,87,..,17,21,22,62,74,83,56,23,366,19,32,22,13,17,9,13,3,0,138,1762,1506,667,1004,1715,1388,819,321,68,9255
211031263,..,17,26,10,19,15,3,0,0,96,..,18,48,65,64,102,139,59,30,532,15,21,23,12,6,14,9,9,0,100,1002,713,848,772,867,677,422,157,56,5503,..,20,709,971,1013,835,445,151,29,4168,..,72,281,157,158,85,33,7,0,788,..,16,56,111,191,94,44,22,13,542,2066,..,..,..,..,..,..,..,..,2066,..,674,..,..,..,..,..,..,..,674,..,481,322,58,34,14,0,0,0,911,..,55,48,15,24,32,32,13,7,224,..,42,39,10,10,9,0,3,0,114,..,42,60,29,48,37,8,0,0,219,..,35,115,156,162,195,206,76,40,989,30,43,42,28,18,22,6,9,3,208,2102,1478,1665,1543,1651,1320,775,285,88,10909
211031265,..,14,24,7,14,15,3,0,3,84,..,11,37,33,67,102,121,77,30,478,16,27,26,3,18,20,10,7,0,119,1685,1193,905,1133,1589,1161,629,259,72,8631,..,8,729,1619,2164,1736,931,323,56,7574,..,54,279,195,211,102,45,8,3,906,..,8,42,115,269,130,30,18,12,622,3371,..,..,..,..,..,..,..,..,3371,..,1472,..,..,..,..,..,..,..,1472,..,847,484,74,45,21,0,0,0,1478,..,73,45,3,21,26,33,29,19,244,..,38,33,12,14,4,3,0,0,108,..,28,60,21,28,32,10,3,3,184,..,36,67,77,145,160,174,117,38,805,29,57,60,17,23,27,11,14,3,233,3393,2619,1795,2132,2920,2236,1240,511,139,16993
