SA2_MAINCODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,0,0,0,0,0,0,0,0,0,0,82,217,166,336,254,311,263,87,16,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,29,32,12,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051101,0,0,0,0,0,0,0,0,0,0,389,845,739,1231,706,844,634,302,77,5763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,3,0,5,0,4,0,11,28,38,46,27,3,169,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,11,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051102,0,0,0,3,0,0,0,0,0,3,119,238,254,784,267,248,165,62,23,2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,20,5,0,49,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,3,10,3,0,0,0,0,10,0,0,0,8,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4
205051103,0,0,0,0,0,0,0,0,0,0,456,845,792,1307,688,682,477,261,114,5615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,4,0,4,3,0,13,0,0,0,3,0,0,3,0,0,9,0,3,9,28,38,28,50,27,18,190,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,15,5,0,36,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,3,0,8,0,56,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051104,0,0,0,0,0,0,0,0,0,0,114,259,231,359,290,399,313,135,54,2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,22,28,10,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,3,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206011105,0,0,0,3,0,0,0,0,0,4,540,638,1108,3624,835,555,212,64,26,7598,0,0,0,15,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,3,24,0,3,0,0,0,37,0,0,0,18,0,0,0,0,0,26,0,3,105,97,12,12,8,3,6,244,0,0,0,4,3,3,3,8,0,21,0,3,0,9,3,10,7,5,0,28,3,13,35,231,69,48,26,7,0,428,0,0,0,4,0,0,0,0,0,8,0,0,9,28,3,0,0,0,0,43,3,0,0,39,10,5,4,5,0,64,0,0,0,6,15,32,81,132,36,303,0,0,3,18,3,0,0,0,0,29,0,3,26,123,9,7,3,0,0,169,6,6,8,58,3,0,0,0,0,87,0,0,3,34,5,0,0,0,0,45,0,0,0,5,4,0,0,0,0,12
206011106,0,0,0,0,0,0,0,0,0,0,230,296,427,1606,360,183,87,28,9,3226,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,18,3,0,0,0,0,22,0,0,0,8,0,0,4,0,0,10,0,6,40,43,0,4,0,0,0,85,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,9,0,5,13,117,35,14,15,6,0,203,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,0,22,0,0,0,16,3,0,0,0,0,25,0,0,0,4,9,16,18,28,7,81,0,0,8,8,0,3,0,0,0,18,0,0,11,38,0,0,0,0,0,52,0,0,3,12,0,0,0,0,0,14,0,0,0,18,0,0,0,0,0,19,0,0,4,0,0,5,0,0,0,10
206011107,0,0,0,0,0,0,0,0,0,4,331,472,596,1649,507,335,149,47,27,4103,0,0,0,23,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,15,0,0,0,6,4,3,0,0,0,21,0,3,24,41,9,12,4,3,0,92,0,0,0,0,3,0,0,3,0,7,0,0,0,3,6,3,9,0,0,18,0,8,9,87,28,23,14,3,0,172,0,0,0,9,0,0,3,0,0,8,0,0,0,3,0,3,0,0,0,12,3,0,0,15,4,0,4,0,0,27,0,0,3,10,10,19,39,64,15,156,0,0,3,8,0,0,3,0,0,13,3,6,7,120,4,0,7,3,0,159,13,9,0,26,0,0,0,0,0,52,0,0,0,30,0,3,0,0,0,37,0,0,0,4,3,3,0,0,0,13
206011108,0,0,0,0,0,0,0,0,0,3,726,1136,1142,2876,1024,563,198,67,40,7765,0,3,9,31,0,0,0,0,0,41,0,0,0,6,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,19,0,4,0,0,0,29,0,0,0,9,8,3,0,0,0,18,0,0,47,78,21,34,0,4,0,184,0,0,0,3,6,9,8,14,4,35,0,0,3,15,3,7,4,3,5,44,3,15,17,132,80,41,19,3,5,313,0,0,0,0,0,0,0,0,0,6,0,0,0,20,3,7,0,0,0,28,0,3,0,19,8,3,3,3,0,47,4,4,3,12,35,46,108,112,28,338,0,0,3,6,0,0,0,0,0,12,12,14,28,171,8,14,5,0,0,245,7,3,7,31,6,3,0,0,0,55,0,0,7,28,0,0,0,0,0,38,0,0,0,6,3,4,0,0,0,14
206011109,0,0,0,0,0,0,0,0,0,0,291,634,528,959,573,285,110,56,55,3489,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,9,7,10,6,3,0,0,35,0,0,0,0,3,0,3,0,0,8,0,0,0,0,4,0,3,0,4,15,0,3,0,32,13,11,6,0,0,74,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,5,3,0,5,0,0,14,0,0,3,7,13,27,43,30,6,129,0,0,0,3,0,0,0,0,0,5,0,0,3,30,5,3,0,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4
206021110,0,0,0,0,0,0,0,0,0,0,214,439,471,931,459,334,123,28,13,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,22,17,8,14,3,0,0,67,0,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,3,0,10,3,5,5,58,30,35,16,3,0,160,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,0,0,6,3,0,5,0,0,13,0,0,0,6,6,16,35,50,6,121,0,0,0,5,3,0,0,0,0,9,0,5,6,42,5,0,0,3,0,65,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
206021111,0,0,0,0,0,0,0,0,0,0,654,1184,966,2903,1173,655,282,94,37,7954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,22,3,0,0,0,0,27,0,0,0,4,3,3,4,0,0,7,0,7,29,30,14,10,3,11,4,104,0,0,0,0,3,7,4,8,0,27,0,0,0,0,0,4,0,3,0,12,7,26,21,202,92,50,30,7,5,441,0,0,0,0,0,0,0,0,0,6,0,0,0,18,3,6,0,0,0,24,3,3,3,24,14,3,6,0,0,52,0,0,0,22,32,58,111,171,42,432,0,0,3,7,0,0,0,0,0,16,3,0,3,65,10,6,4,3,3,100,0,0,0,5,0,0,0,0,0,13,0,0,3,9,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,5
206021112,0,0,0,0,0,0,0,0,0,0,529,839,741,2160,764,397,138,62,34,5664,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,3,0,0,0,19,0,0,0,6,0,0,0,0,0,10,0,3,14,27,9,25,0,3,0,85,0,0,0,0,3,3,5,7,0,20,0,3,0,0,0,3,5,3,3,19,4,9,14,111,73,31,8,3,3,247,0,0,0,5,3,0,0,0,0,12,0,0,0,11,3,0,0,0,0,12,0,3,0,17,8,0,3,0,0,35,0,3,3,16,33,47,105,140,35,384,0,0,0,9,0,0,0,0,0,15,0,14,30,162,10,3,0,3,0,220,0,0,0,4,0,0,0,0,0,7,0,0,8,22,3,3,0,0,0,36,0,0,0,5,0,3,0,0,0,7
206031113,0,0,0,0,0,0,0,0,0,7,484,675,649,1566,628,439,213,51,18,4733,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,10,0,0,0,7,3,3,5,0,0,15,3,0,13,25,5,13,9,6,9,89,0,0,0,0,9,0,0,3,0,16,0,3,0,3,4,8,0,5,0,24,3,4,6,73,39,27,12,4,0,178,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,3,0,3,0,14,0,0,0,7,3,0,3,0,0,18,0,0,0,0,8,12,18,34,9,79,0,0,0,11,3,5,3,0,0,21,0,7,17,68,3,4,0,3,0,105,0,0,0,19,3,0,6,0,0,27,0,0,0,18,0,0,0,0,0,26,0,0,0,0,7,3,0,0,0,17
206031114,0,0,0,3,0,0,0,0,0,3,590,1374,1564,2363,1372,1118,506,213,128,9230,0,0,0,11,0,0,0,0,0,18,0,0,0,7,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,16,0,0,0,3,4,0,0,0,0,14,0,5,18,60,26,17,9,4,3,140,0,0,0,3,12,6,8,3,0,40,0,4,0,14,3,0,7,4,3,35,4,15,16,64,58,42,34,20,11,252,0,0,0,4,0,0,0,0,0,17,0,0,0,7,0,3,3,0,0,14,0,0,0,9,0,9,16,7,0,42,0,0,0,4,17,33,25,26,4,102,0,0,0,11,12,6,6,0,0,45,22,30,67,392,31,28,26,12,3,597,0,0,0,11,0,0,0,0,0,11,0,0,4,32,3,0,0,0,0,45,0,0,0,3,4,0,0,0,0,5
206031115,0,0,0,3,0,0,0,0,0,3,240,365,378,888,262,188,84,33,19,2455,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,7,0,0,0,11,4,0,0,0,0,10,0,0,70,81,18,7,9,10,3,191,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,3,3,0,13,0,3,9,34,10,9,19,3,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,7,5,5,6,24,0,0,5,6,0,0,0,0,0,20,7,10,28,117,0,0,3,0,0,167,0,3,10,15,3,0,0,0,0,31,0,0,5,34,4,3,0,0,0,47,0,0,0,0,4,0,0,0,0,4
206031116,0,0,0,0,0,0,0,0,0,0,372,655,675,1375,727,491,252,87,46,4687,0,0,3,5,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,3,0,0,17,0,0,0,0,3,5,0,0,0,10,0,4,19,40,6,6,8,3,3,90,0,0,0,0,3,8,5,5,3,14,0,0,0,3,4,4,4,3,0,19,3,10,4,50,37,26,27,4,3,167,0,0,0,6,0,0,3,0,0,10,0,0,0,7,3,0,3,0,0,13,0,0,0,8,3,6,4,0,0,29,0,3,8,3,5,15,27,31,8,98,0,0,3,6,0,3,0,0,0,18,5,11,17,130,7,4,4,3,0,183,0,0,3,0,0,0,0,0,0,13,0,0,0,11,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,3
206041117,0,0,3,0,0,0,0,0,0,4,172,239,578,1035,199,165,135,53,28,2595,0,0,7,8,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,6,0,0,5,4,0,0,0,0,0,13,0,0,15,15,3,0,0,0,0,39,0,0,0,13,0,3,0,0,0,24,0,16,1194,370,17,12,5,11,4,1628,0,0,0,0,0,0,0,3,0,5,0,3,3,8,5,3,7,3,3,38,0,6,37,77,22,19,14,10,0,184,0,0,3,0,0,0,0,0,0,8,0,0,11,17,0,0,0,0,0,28,0,0,11,15,0,0,4,0,0,30,0,0,0,0,4,3,3,5,4,18,0,0,88,41,3,0,0,0,0,142,4,7,89,154,6,0,8,0,0,271,0,0,200,42,0,0,0,0,0,256,0,0,4,17,4,0,0,0,0,35,0,0,0,0,4,3,0,0,0,6
206041118,0,0,0,0,0,0,0,0,0,3,158,43,144,655,249,210,129,31,7,1621,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,7,0,15,377,310,34,26,8,0,0,772,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,13,0,3,10,59,32,22,15,3,0,149,0,0,0,6,0,0,0,0,0,6,0,0,3,19,5,0,0,0,0,22,0,0,4,13,10,4,3,0,0,33,0,0,0,0,4,3,0,0,0,11,0,0,21,32,0,5,0,0,0,63,56,16,24,715,0,14,0,0,0,822,0,0,15,37,3,0,3,0,0,60,0,0,3,23,3,0,0,0,0,28,0,0,3,4,0,0,0,0,0,9
206041119,0,0,0,0,0,0,0,0,0,0,65,54,128,590,164,219,198,54,34,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,10,10,6,6,0,4,0,33,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,5,38,21,16,20,3,4,109,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,13,0,0,0,5,0,3,4,3,3,17,0,0,0,0,0,0,0,0,0,4,0,0,3,12,0,0,0,0,0,12,0,0,0,15,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
206041120,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,0,0,0,0,0,0,0,0,0,0,328,362,408,1407,338,249,103,41,5,3236,0,0,0,8,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,20,0,0,0,9,0,0,0,0,0,10,0,0,30,63,15,19,3,20,6,158,0,0,0,0,8,0,3,0,0,11,0,3,0,3,0,0,3,0,0,15,0,4,5,107,32,26,16,4,4,205,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,3,0,0,12,0,0,0,15,3,3,3,0,3,26,0,0,0,0,0,0,3,4,3,18,0,0,0,15,5,0,0,0,0,23,4,3,3,63,3,3,3,0,0,79,0,0,0,11,0,0,0,0,0,17,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3
206041122,0,0,10,3,0,0,0,0,0,10,214,90,446,1445,316,286,162,45,28,3020,0,0,16,15,0,0,0,0,0,28,0,0,0,9,0,0,0,0,0,6,0,0,31,14,0,0,0,0,0,42,0,0,9,29,4,0,0,0,0,49,0,0,3,26,0,3,0,0,0,29,8,27,2429,1097,77,41,20,6,3,3710,0,0,0,4,0,3,0,0,0,8,0,0,5,9,0,3,0,0,0,24,0,0,53,150,30,16,19,6,0,278,0,0,3,8,0,3,4,0,0,14,0,0,35,63,3,0,0,0,0,98,0,0,12,33,3,0,15,5,0,62,0,0,3,8,0,7,0,0,0,17,3,3,169,176,13,10,5,4,0,375,53,46,166,1059,18,7,11,0,0,1361,0,0,556,197,3,4,7,0,0,775,0,0,7,45,0,0,3,0,0,54,0,0,0,4,0,0,0,0,0,9
206041123,0,0,0,0,0,0,0,0,0,3,285,424,802,1929,437,298,180,58,7,4412,0,0,4,0,0,0,0,0,0,5,0,0,0,9,6,0,0,3,0,18,0,0,5,3,0,0,0,0,0,12,0,0,3,26,4,0,0,0,0,39,0,0,0,22,4,4,3,3,0,32,4,16,532,339,43,34,21,19,13,1018,0,0,0,4,3,4,0,3,0,11,0,0,0,10,0,0,0,0,0,15,3,5,32,116,44,21,25,4,0,261,0,0,0,7,0,0,0,0,0,8,0,0,5,36,0,0,0,0,0,49,0,0,4,26,4,0,0,3,0,41,0,0,0,4,0,0,3,0,0,13,0,0,40,46,7,6,0,0,3,114,15,17,60,216,19,8,0,0,0,332,0,0,42,42,0,0,0,0,0,85,0,0,3,33,3,3,0,0,0,46,0,0,0,5,0,0,0,0,0,5
206041124,0,3,6,0,0,0,0,0,0,12,84,90,742,471,113,94,89,42,27,1753,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,6,0,3,106,98,12,6,3,6,4,235,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,38,22,11,12,11,7,0,95,0,0,0,0,0,0,0,0,0,5,0,0,9,3,0,0,0,0,0,11,0,0,8,9,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,5,0,0,16,12,4,5,0,0,0,36,0,0,41,48,0,4,3,0,0,96,0,0,13,7,0,0,0,0,0,20,0,0,0,26,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,4
206041125,0,0,0,0,0,0,0,0,0,0,80,86,207,560,164,183,179,88,40,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,4,15,24,6,4,4,0,0,55,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,14,55,29,17,18,12,3,157,0,0,0,3,0,0,0,0,0,3,0,0,0,17,0,3,0,0,0,26,0,0,0,11,0,0,6,3,0,27,0,0,0,3,0,0,4,0,0,5,0,0,10,6,0,0,0,0,0,18,3,5,0,52,7,0,3,4,0,74,0,0,3,6,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3
206041126,0,0,3,3,0,0,0,0,0,6,195,87,384,1513,315,251,144,63,12,2972,0,0,3,8,0,0,0,0,0,12,0,0,0,7,0,4,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,3,29,3,3,0,0,0,35,0,0,0,14,0,0,0,0,0,18,8,17,500,353,34,35,17,6,0,969,0,0,0,6,3,3,0,0,0,16,0,0,0,0,3,0,3,0,0,7,0,7,34,191,51,38,16,7,3,348,0,0,0,15,0,3,0,0,0,20,0,0,13,44,0,0,0,0,0,68,0,0,6,22,4,7,3,0,0,46,0,0,0,8,0,0,3,0,0,12,3,0,27,72,7,3,3,0,0,116,12,6,50,418,16,12,4,0,0,513,0,0,110,137,4,0,6,0,0,264,0,0,4,61,5,0,0,0,0,72,0,0,0,3,0,0,0,0,0,3
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
