SA2_MAINCODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
214011370,1200,252,3,73,3,1537,2986,451,11,9,4,3454,864,505,14,3,0,1386,61,26,7,0,0,90,287,99,7,3,0,394,14,51,4,0,0,68,11,7,0,101,0,122,13,12,0,3,0,32,1252,692,27,113,0,2085,20,30,0,0,0,52,126,77,4,8,3,216,5583,1510,43,203,12,7347
214011371,1827,382,60,0,3,2275,2177,363,81,4,4,2632,1326,1031,492,3,7,2866,155,147,16,0,0,322,381,225,61,3,6,677,26,16,0,0,0,43,28,9,6,0,0,50,24,16,11,0,0,47,1940,1447,595,13,17,4004,19,16,9,0,0,44,169,68,36,0,5,276,6132,2277,781,20,26,9228
214011372,1931,137,14,0,3,2081,2170,139,10,3,0,2321,1444,254,55,5,3,1752,270,109,19,0,0,396,377,56,9,3,0,438,27,3,0,0,0,35,27,4,0,0,0,32,30,0,0,0,0,32,2171,422,81,10,4,2685,49,10,0,0,0,55,212,31,9,0,0,255,6532,732,114,11,12,7401
214011373,2085,140,6,21,3,2263,2590,106,5,0,6,2705,547,167,9,0,3,729,26,10,0,0,0,38,156,28,0,0,0,190,0,34,3,0,0,37,3,21,0,9,0,37,14,12,0,0,0,21,750,264,14,14,3,1046,11,297,18,0,0,323,123,53,6,3,0,181,5565,855,46,37,10,6522
214011374,2020,281,5,26,0,2321,3866,320,19,3,0,4217,600,382,44,4,0,1025,40,6,0,0,0,52,243,73,4,4,0,324,8,4,0,0,0,12,14,7,0,71,0,93,10,11,0,0,0,25,917,474,51,86,0,1530,22,15,0,0,0,38,143,31,3,5,0,183,6967,1126,73,119,0,8285
214011375,1545,281,17,0,0,1849,1966,364,46,3,0,2375,824,497,128,5,0,1458,119,92,29,0,0,244,243,93,13,0,0,356,18,8,0,0,0,30,23,14,10,35,0,79,13,3,4,0,0,20,1240,709,187,43,0,2183,33,100,5,0,0,135,134,51,22,4,0,214,4920,1496,276,53,6,6751
214011376,713,117,0,0,0,832,2219,268,0,0,0,2493,464,121,0,0,0,579,0,3,0,0,0,3,109,8,0,0,0,123,7,3,0,0,0,5,10,4,0,0,0,13,4,0,0,0,0,4,594,139,0,0,0,726,12,18,0,0,0,25,60,14,0,0,0,75,3596,551,3,0,0,4151
214021377,1503,191,15,62,8,1777,1117,138,5,6,5,1273,519,249,18,0,4,787,31,10,0,0,0,42,162,42,0,8,0,223,3,5,0,0,0,12,7,3,0,18,0,32,22,6,0,0,0,31,743,321,20,35,10,1122,56,6,0,0,0,63,101,27,22,14,0,161,3513,682,57,116,23,4389
214021378,974,0,9,4,4,985,536,3,0,4,0,545,93,0,3,0,0,94,0,0,0,0,0,0,114,0,0,0,0,117,3,0,0,0,0,3,37,0,0,0,0,37,25,0,0,0,0,27,269,0,6,0,0,281,17,0,0,0,0,24,43,0,0,0,0,42,1846,4,9,8,8,1876
214021379,2424,192,5,24,3,2651,2632,208,7,0,4,2852,774,471,18,0,3,1264,166,115,0,0,0,280,271,64,3,4,0,344,10,12,0,0,0,25,177,14,0,9,0,206,39,8,0,0,0,44,1430,689,18,15,9,2162,49,6,0,0,0,50,200,39,0,3,0,248,6734,1140,30,49,11,7961
214021380,2522,395,693,90,3,3704,2612,140,350,0,5,3110,747,110,552,0,3,1416,157,3,158,0,0,323,237,23,128,0,3,387,17,0,6,0,0,20,21,0,3,20,0,45,18,3,9,0,0,33,1195,144,860,22,4,2228,139,18,48,0,0,199,152,30,84,8,0,269,6614,721,2033,120,15,9510
214021381,2348,122,105,0,4,2581,2550,48,51,0,5,2656,290,64,71,0,3,432,3,0,3,0,0,3,99,5,12,0,0,117,0,0,0,0,0,0,9,0,0,0,0,13,18,0,3,0,0,18,418,72,86,0,8,581,20,3,3,0,0,25,97,7,11,0,0,117,5435,251,250,3,11,5951
214021382,2083,345,25,0,9,2460,2580,213,0,0,5,2800,474,179,0,0,0,650,12,0,0,0,0,12,137,43,0,0,0,184,3,0,0,0,0,5,10,0,0,0,0,13,15,4,0,0,0,24,656,231,3,0,0,894,78,22,0,0,0,100,112,19,7,0,3,138,5510,827,32,0,15,6385
214021383,2834,86,9,28,10,2971,1964,27,0,3,4,1996,918,91,3,3,3,1014,4,3,0,0,0,10,313,13,3,0,0,335,0,0,0,0,0,6,24,3,0,0,3,33,47,3,0,0,0,49,1304,113,10,10,6,1436,47,5,0,0,0,52,222,11,0,7,0,235,6378,239,20,43,15,6696
214021384,3039,413,105,35,13,3611,2131,66,9,0,4,2214,1238,177,84,0,7,1513,82,64,11,0,0,160,375,34,14,6,3,435,23,19,0,0,0,40,21,9,4,39,0,73,38,6,8,3,0,54,1775,316,120,50,13,2271,48,178,8,0,12,244,298,62,19,5,4,390,7293,1039,263,92,41,8727
214021385,1724,194,3,36,7,1959,2798,205,5,0,7,3014,389,276,0,0,3,662,41,18,0,0,0,51,222,63,0,0,0,289,0,9,0,0,0,7,21,3,0,0,0,26,19,5,0,0,0,25,687,376,0,3,5,1070,27,73,0,0,0,106,111,36,0,0,7,147,5350,878,4,38,16,6288
215011386,1133,25,18,9,8,1188,886,3,9,4,3,908,355,35,47,5,0,443,88,32,4,0,0,116,169,0,13,7,0,192,11,3,0,0,0,10,32,0,3,6,0,45,18,3,0,0,0,26,668,70,76,22,0,832,20,8,0,0,0,30,89,11,5,3,3,115,2802,118,110,38,15,3076
215011387,601,0,3,3,3,612,280,0,0,3,0,289,22,0,0,0,0,18,0,0,0,0,0,0,99,0,0,0,0,98,0,0,0,0,0,0,42,0,0,0,0,43,25,0,0,0,0,26,187,3,3,0,0,187,11,0,0,0,0,17,37,0,0,3,3,40,1120,4,6,11,11,1144
215011388,2088,115,68,4,5,2283,2100,31,23,0,0,2159,770,116,204,0,3,1097,157,76,41,0,3,275,260,18,25,0,4,310,17,24,5,0,0,42,18,12,0,0,3,40,19,13,3,0,0,36,1242,259,280,3,11,1796,29,23,3,0,0,54,148,19,13,0,3,190,5606,446,392,9,26,6481
215011389,642,0,0,3,5,649,395,0,0,4,0,400,30,0,6,0,0,37,3,0,0,0,0,3,83,0,0,0,0,90,0,0,0,0,0,0,17,0,0,0,0,19,13,0,0,0,0,13,148,0,6,3,0,164,6,0,0,0,0,6,29,0,0,3,0,31,1220,0,7,17,6,1246
215011390,1397,57,18,10,8,1492,654,17,3,3,9,682,135,7,12,0,3,159,12,3,8,0,0,22,159,17,8,3,0,181,6,0,6,0,0,20,44,0,9,0,0,58,36,0,3,0,0,36,390,31,55,3,6,479,31,0,0,0,0,27,75,9,7,0,3,88,2540,111,80,17,27,2769
215011391,730,9,0,15,3,759,382,0,0,3,4,387,48,7,0,0,0,55,23,10,7,0,0,34,113,4,0,0,0,117,16,0,7,0,0,21,17,0,3,0,0,23,16,0,0,0,3,20,226,20,14,0,3,267,9,0,0,0,0,9,41,3,0,3,0,50,1383,32,15,23,7,1464
215011392,1340,5,26,16,11,1390,909,0,0,0,9,924,276,12,64,0,4,359,72,3,33,0,0,107,180,4,11,3,7,204,0,13,3,0,0,20,41,5,0,7,6,65,17,3,0,0,3,28,588,42,114,10,22,780,27,3,0,3,0,33,88,3,11,3,3,105,2954,58,150,36,38,3231
215011393,563,3,3,4,0,578,285,0,0,3,0,289,20,0,3,0,0,22,0,12,3,0,0,13,84,3,0,0,0,91,0,6,0,0,0,4,43,0,0,0,0,47,35,3,0,0,0,41,183,22,4,0,5,214,13,0,0,0,0,18,36,3,0,0,0,39,1081,23,10,13,4,1139
215011394,1420,0,3,14,8,1446,635,0,0,3,7,643,140,0,16,0,5,163,14,0,13,0,0,31,158,0,5,3,6,169,3,3,5,0,0,9,39,0,3,0,4,44,28,0,3,0,0,27,379,8,45,7,13,452,16,5,0,0,0,22,92,3,5,3,3,101,2538,15,50,29,32,2664
215021395,857,0,9,17,4,886,1000,0,6,0,3,1016,142,9,21,0,0,166,5,0,0,0,0,5,135,0,6,0,0,147,3,0,8,0,0,10,13,0,0,5,0,23,15,0,0,0,0,18,318,9,34,5,0,364,6,0,3,0,0,11,65,0,5,0,8,75,2243,7,62,25,12,2351
215021396,546,5,10,4,0,569,708,8,4,0,8,721,87,7,14,0,0,109,21,0,3,0,0,27,103,0,4,3,0,112,8,0,0,0,0,8,20,0,0,7,0,25,12,0,0,0,0,12,250,9,21,13,3,295,13,0,0,0,0,11,57,0,0,3,0,65,1579,22,32,22,13,1662
215021398,658,0,3,22,6,688,350,0,0,0,0,354,42,0,3,0,0,47,3,0,8,0,0,11,118,0,3,3,0,125,3,0,3,0,0,9,83,0,6,13,0,97,28,0,0,0,0,25,271,0,20,20,5,315,17,0,0,0,0,19,42,0,4,0,3,44,1335,0,27,42,17,1417
215021399,668,3,13,11,3,697,776,0,3,3,6,792,188,0,26,0,0,207,32,0,14,0,0,46,141,3,15,4,0,156,3,0,17,0,0,15,28,0,0,4,0,34,23,0,3,0,0,26,409,3,71,6,3,489,4,0,0,0,0,4,72,0,11,0,0,89,1931,7,100,23,13,2069
215021469,1537,216,44,11,17,1823,1707,88,25,0,3,1828,1018,414,244,8,5,1684,230,150,115,0,0,498,378,70,33,0,0,482,17,10,31,0,0,61,46,8,9,5,0,76,23,10,3,0,0,35,1720,668,435,17,7,2844,33,42,0,0,0,77,161,65,36,3,4,270,5158,1076,539,27,27,6830
215021470,1464,181,44,44,7,1743,1666,68,19,3,4,1754,670,185,170,0,0,1029,121,21,46,0,0,189,241,51,36,3,0,331,15,5,17,0,0,41,26,6,15,30,0,72,16,4,5,0,0,28,1094,268,290,32,9,1692,29,52,5,3,4,83,135,27,34,3,5,205,4388,593,385,84,24,5481
215031400,1327,7,8,13,3,1360,555,4,0,3,4,562,56,7,6,3,0,65,17,14,20,0,0,49,205,0,0,4,0,212,4,0,11,0,0,11,43,5,0,0,0,50,34,0,0,0,0,39,363,17,38,8,0,427,25,0,4,0,0,22,60,3,13,0,3,82,2330,35,56,30,12,2455
215031401,1282,0,4,9,3,1305,699,0,0,4,3,709,137,0,11,0,0,150,16,0,20,0,0,38,225,5,4,0,0,234,0,0,4,0,0,3,61,0,0,5,0,60,20,0,0,0,0,21,455,5,43,3,3,510,28,0,0,0,0,35,83,0,4,4,0,90,2557,4,53,21,6,2649
215031402,691,0,20,10,0,722,388,0,3,3,0,399,167,0,12,0,0,186,50,0,7,0,0,57,90,0,4,0,0,95,3,0,0,0,0,3,10,0,0,3,0,18,17,0,3,3,0,23,338,0,32,4,0,373,15,0,0,0,0,18,51,0,8,0,0,59,1487,0,57,24,0,1572
215031403,338,0,3,11,0,349,239,0,0,3,0,241,68,0,0,0,0,68,75,3,11,0,0,92,87,3,4,3,0,95,20,3,0,0,0,27,39,0,3,19,0,61,12,3,0,0,0,17,304,11,18,22,4,366,4,0,0,0,0,4,57,4,5,4,0,65,933,20,30,42,3,1027
215031404,1210,52,57,9,6,1335,1123,23,18,0,15,1177,413,100,182,4,6,703,154,19,40,0,0,215,227,32,27,0,6,298,18,15,7,0,0,40,30,3,3,11,3,47,22,0,3,0,0,29,869,169,266,19,20,1342,23,0,0,0,0,25,106,12,21,0,10,148,3326,259,360,26,54,4026
215031405,928,0,3,20,13,963,706,0,0,7,19,731,70,0,4,0,0,77,13,5,3,0,0,20,152,0,0,3,4,158,0,0,0,0,0,0,54,0,7,12,3,79,36,0,0,0,0,37,328,7,12,16,10,372,21,0,0,0,0,21,50,0,4,4,0,54,2034,7,21,41,40,2145
216011406,1747,136,6,18,3,1906,1647,58,3,0,3,1716,590,229,20,0,0,843,200,137,6,0,0,344,252,40,3,8,3,300,12,4,0,0,0,19,20,5,0,3,0,30,22,13,0,0,0,32,1090,428,35,7,5,1566,30,15,0,0,0,45,162,45,3,0,5,211,4678,679,42,27,23,5442
216011407,1446,30,67,13,6,1561,1358,4,15,0,6,1383,276,9,125,0,0,413,47,0,33,0,0,82,235,5,26,3,0,278,18,0,18,0,0,32,52,0,5,22,0,89,32,0,3,0,0,38,657,15,220,26,8,929,14,3,16,0,0,32,103,0,22,3,0,132,3583,53,336,36,19,4031
216011408,525,0,0,3,4,532,492,0,0,3,0,491,38,0,0,0,0,38,0,0,6,0,0,6,99,0,0,3,0,104,0,7,0,0,0,9,54,0,0,0,0,54,12,0,0,0,0,12,205,7,6,3,4,226,21,0,0,0,0,21,33,0,0,0,0,31,1266,4,9,6,6,1296
216011409,663,7,8,14,0,688,454,0,0,0,0,459,77,7,27,3,0,106,29,4,13,0,0,46,102,3,3,0,0,107,0,7,0,0,0,7,6,0,0,0,0,9,12,0,0,0,0,12,228,22,38,7,0,291,9,3,0,0,0,15,31,3,3,3,0,37,1390,28,51,25,0,1497
216011410,762,3,0,13,0,775,511,0,0,6,0,517,70,0,8,0,3,81,7,3,0,0,0,15,96,3,0,0,3,111,0,0,0,0,0,0,19,0,0,11,0,35,26,0,0,0,0,26,226,9,5,12,4,260,19,0,0,0,0,17,58,0,0,5,0,69,1569,14,5,32,7,1634
216021411,947,20,11,14,3,1003,601,3,3,0,6,610,243,59,36,0,0,334,86,6,40,0,0,127,132,17,10,0,0,156,0,0,5,0,0,11,26,0,0,0,0,32,12,0,11,0,0,21,503,82,96,4,3,678,12,5,5,0,0,18,90,6,8,0,3,113,2154,112,124,22,14,2425
216021412,403,0,0,3,4,409,326,0,0,0,3,334,24,0,4,0,0,30,0,0,0,0,0,0,68,0,0,0,0,63,0,0,0,0,0,0,25,0,0,3,0,30,14,0,0,0,0,17,135,0,6,4,0,143,6,0,0,0,0,6,29,0,0,0,0,32,902,0,9,4,9,924
216021413,1718,37,46,29,9,1841,1558,15,8,8,8,1602,267,39,66,3,0,379,39,3,13,0,0,59,318,8,21,6,3,360,0,3,0,0,0,3,84,3,9,17,0,110,55,3,0,0,0,61,767,57,116,30,7,970,44,3,0,0,0,44,130,7,3,4,3,148,4217,121,175,68,27,4607
216021414,1119,32,62,3,42,1254,775,11,4,0,0,797,340,37,65,0,3,448,59,9,22,0,0,89,143,12,17,3,4,171,11,3,0,0,0,10,8,0,5,0,12,25,26,0,0,0,0,29,586,57,104,3,18,764,7,3,3,0,0,12,94,0,13,0,4,110,2578,100,191,4,61,2940
216031415,769,99,3,84,0,959,981,25,0,0,0,1006,300,165,3,3,0,472,113,55,23,0,0,182,154,34,0,4,0,194,12,9,3,0,0,29,15,8,0,52,0,81,16,9,0,0,0,24,609,268,25,64,3,975,8,17,0,0,0,27,86,36,3,19,0,144,2457,447,29,165,4,3109
216031416,1803,173,0,22,0,2000,1953,86,0,4,0,2046,915,481,7,3,3,1407,281,98,12,0,0,400,287,86,0,0,4,380,22,16,14,0,0,58,41,13,3,6,3,62,26,10,0,0,0,39,1576,702,41,12,8,2334,21,32,0,0,0,49,160,72,3,3,0,231,5515,1059,46,36,9,6670
216031417,2548,58,3,20,0,2627,2572,47,4,3,7,2629,971,219,28,3,7,1227,185,60,9,0,0,258,459,47,9,3,3,518,73,11,3,0,0,85,97,16,3,3,0,113,42,6,0,0,0,54,1835,352,48,13,9,2249,117,0,0,0,0,117,247,25,11,0,3,290,7313,492,69,35,16,7917
216031418,530,0,0,9,5,539,544,0,0,3,0,551,40,0,0,0,0,42,4,0,0,0,0,4,84,0,0,0,0,89,0,0,0,0,0,0,23,0,0,11,0,34,14,0,0,0,0,14,168,0,0,15,0,180,3,0,0,0,0,4,25,0,0,0,0,27,1271,0,0,24,3,1303
216031419,1305,34,0,17,4,1364,1251,8,0,4,6,1267,238,59,14,3,3,313,24,8,0,0,0,37,215,17,0,0,3,237,0,5,0,0,0,14,85,3,0,16,0,104,29,3,0,0,0,39,603,101,19,16,4,746,30,7,0,0,0,32,92,5,3,4,3,114,3279,156,23,43,17,3521
217011420,1627,0,11,15,15,1672,1045,0,0,3,0,1053,126,3,20,0,0,146,10,0,6,0,0,20,241,3,4,3,3,250,10,5,0,0,0,10,50,0,0,8,0,59,40,0,0,0,0,40,471,7,25,10,6,531,28,0,0,4,0,32,114,3,3,0,5,134,3296,16,40,39,20,3416
217011421,1638,18,18,3,0,1679,1184,4,3,5,3,1197,391,45,42,0,3,488,116,12,29,0,0,156,245,14,8,0,3,265,11,24,0,0,0,35,17,3,0,9,0,34,19,0,0,0,0,24,806,104,79,10,6,1001,21,0,0,0,0,21,119,11,3,0,0,131,3757,140,103,20,20,4035
217011422,1435,32,35,11,4,1521,1288,10,13,0,5,1313,498,80,78,4,0,658,134,26,63,0,0,218,241,16,16,7,4,284,3,0,0,0,0,9,25,3,4,3,0,29,20,0,0,0,0,18,916,128,161,12,10,1219,11,0,0,0,3,12,120,16,15,4,0,154,3761,192,225,27,19,4220
217011423,1141,10,0,6,18,1176,637,10,0,3,9,660,56,0,0,0,0,57,6,8,0,0,0,15,165,0,0,3,6,171,3,3,0,0,3,12,77,0,0,0,3,81,36,0,0,0,5,43,344,13,0,3,20,381,41,0,0,0,3,47,55,0,0,0,9,58,2211,33,3,12,55,2317
217031471,610,18,3,0,6,635,392,0,4,0,0,398,118,20,9,0,0,150,30,14,6,0,0,59,73,13,0,3,0,91,3,0,0,0,0,7,3,0,3,0,0,6,9,0,0,0,0,7,237,56,23,5,0,312,4,0,0,0,0,6,44,4,0,0,3,55,1286,79,30,7,10,1406
217031472,1689,121,0,12,6,1830,1444,28,0,3,3,1478,412,155,0,4,0,574,135,60,19,0,0,218,229,56,0,3,0,286,25,20,0,0,0,46,18,6,0,15,0,47,18,12,0,0,3,25,837,309,20,23,5,1196,16,15,0,0,0,30,132,32,0,3,3,170,4120,501,23,42,10,4697
217031473,846,0,0,0,8,851,723,0,0,4,0,727,92,0,0,0,3,92,0,0,0,0,0,0,145,0,0,0,0,147,0,0,0,0,0,0,40,0,0,0,0,40,28,0,0,0,0,28,297,0,0,0,3,302,26,0,0,0,0,26,50,0,0,0,4,55,1947,3,0,3,9,1965
217031474,908,0,16,0,7,933,563,0,7,3,4,575,111,0,11,0,0,117,11,0,23,0,0,42,167,0,10,3,0,172,3,0,0,0,0,3,48,0,3,0,3,57,27,0,0,0,0,27,370,0,42,3,4,425,25,0,0,0,0,23,64,0,12,0,3,79,1925,0,78,6,16,2031
217031475,1057,3,5,3,10,1078,787,3,0,3,18,804,151,0,13,3,0,170,8,13,3,0,0,25,209,0,3,4,3,220,0,0,0,0,0,0,105,3,0,3,0,109,57,0,0,0,0,55,531,18,21,9,4,582,37,0,0,0,0,35,72,0,0,0,8,77,2476,24,28,15,37,2582
217031476,561,11,4,10,13,598,355,3,5,3,5,369,116,21,15,3,0,152,6,0,0,0,0,9,81,8,3,0,0,93,10,5,0,0,0,13,27,5,0,4,4,40,16,0,0,0,0,16,248,37,19,11,5,326,8,0,0,3,0,9,33,0,5,6,0,46,1205,58,31,30,26,1353
217041477,946,5,0,7,8,965,792,0,0,3,7,802,102,3,0,0,0,106,4,0,0,0,0,4,216,0,0,0,5,223,11,0,0,0,0,11,101,0,0,0,0,104,44,0,0,0,0,44,482,3,0,3,9,493,34,0,0,0,0,34,56,0,0,0,0,60,2309,11,0,14,15,2345
217041478,1391,20,11,11,8,1444,1151,11,3,11,5,1179,248,17,8,7,0,273,30,21,0,0,0,52,211,6,6,3,3,233,0,0,0,0,0,0,69,0,0,3,0,75,36,0,0,0,0,32,593,44,13,14,7,667,28,0,0,0,0,27,97,4,3,0,0,105,3266,78,26,34,26,3420
217041479,2441,192,20,0,3,2653,2480,89,11,0,4,2579,941,366,58,0,5,1370,315,58,24,0,0,396,340,63,3,0,5,412,21,8,3,0,0,29,26,7,0,0,0,32,25,7,0,0,0,31,1667,505,89,0,13,2271,26,17,0,0,0,37,155,29,48,0,3,241,6768,824,172,3,26,7786
217041480,1427,183,47,30,3,1693,1258,98,32,17,5,1407,513,244,184,10,13,964,68,71,56,0,0,199,220,51,38,4,12,323,11,11,53,0,0,75,28,7,8,6,0,60,11,0,3,0,0,18,853,389,349,17,24,1635,25,20,29,3,0,78,90,27,26,3,3,147,3655,710,479,74,39,4963
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
