SA2_MAINCODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
209011199,3116,3427,6539,403,440,840,51,48,101,1425,1460,2886,42,49,88,16,19,28,25,23,48,6,5,13,3,3,3,10,8,21,0,0,0,1579,1619,3194,542,454,996,58,67,128,2580,2584,5160,662,762,1422,6355,6763,13118
209011200,2929,3271,6200,271,292,566,65,69,134,1131,1280,2408,45,46,91,16,21,36,21,24,44,4,4,8,3,0,3,12,3,19,0,0,0,1294,1452,2749,329,392,724,28,37,62,1919,2173,4094,247,260,513,5097,5704,10804
209011201,2313,2453,4765,159,143,307,23,26,42,781,772,1549,9,11,20,10,10,20,10,15,23,3,0,3,0,0,0,0,0,5,0,0,0,832,830,1663,136,174,307,9,11,17,1140,1158,2300,143,146,285,3590,3756,7351
209011202,4549,4938,9490,353,397,747,38,45,82,1647,1787,3434,30,46,80,14,15,35,8,14,22,10,10,15,14,12,24,4,11,16,0,0,0,1770,1939,3710,186,228,418,24,33,54,2334,2594,4932,276,317,586,7161,7848,15008
209011203,5253,5524,10779,336,325,661,116,79,191,1624,1724,3350,166,88,252,34,23,52,26,35,56,18,11,23,35,32,62,28,17,41,0,0,0,2039,1997,4036,363,389,753,43,30,70,2774,2741,5517,394,414,806,8423,8680,17103
209011204,2741,2897,5641,113,104,214,30,20,52,899,873,1770,23,20,43,9,7,18,4,11,18,6,3,5,0,7,3,0,0,3,0,0,0,973,937,1915,147,171,313,17,15,28,1243,1226,2473,190,206,405,4171,4335,8511
209021205,2350,2521,4873,139,141,275,75,103,181,1001,1150,2146,45,50,86,23,18,42,24,20,45,17,33,49,13,11,21,18,20,35,0,0,0,1209,1406,2612,1153,1152,2303,25,12,34,2519,2708,5228,363,391,753,5238,5615,10853
209021207,6077,6757,12831,564,571,1134,112,116,228,2754,2769,5523,80,67,146,38,41,74,37,39,79,10,27,37,22,21,42,8,12,21,0,0,0,3056,3089,6146,1351,1268,2614,78,92,175,5051,5016,10064,1159,1243,2400,12281,13013,25300
209021208,6424,6753,13175,506,488,995,98,78,168,2097,2052,4148,60,61,124,21,26,51,30,21,46,11,15,23,9,6,16,11,13,32,0,0,0,2328,2277,4608,974,971,1944,55,45,95,3861,3780,7641,769,794,1564,11061,11320,22382
209021428,4499,4869,9373,306,288,593,109,125,233,2076,2119,4195,106,107,217,60,40,97,59,46,102,21,22,45,8,13,25,22,26,47,0,0,0,2463,2496,4967,1040,1015,2056,72,67,141,3885,3866,7755,857,894,1752,9247,9631,18875
209021429,3083,3359,6440,178,157,330,60,85,144,1204,1259,2465,66,68,133,26,34,62,21,25,46,11,18,27,10,12,18,10,19,27,3,0,3,1410,1519,2922,484,456,939,41,46,91,2109,2172,4285,341,331,667,5525,5863,11393
209031209,7342,7662,15002,514,525,1040,59,62,121,1761,1892,3652,53,56,110,22,30,51,34,38,75,11,10,23,10,7,17,17,22,35,0,0,0,1964,2120,4084,302,322,626,23,25,47,2803,2997,5801,391,450,844,10539,11110,21648
209031210,1151,1152,2299,52,52,107,3,6,9,318,328,647,8,10,16,0,0,0,4,3,10,0,0,3,0,0,0,0,0,0,0,0,0,337,349,687,14,19,38,0,0,3,402,427,830,57,69,124,1611,1645,3254
209031211,1166,1091,2259,76,70,143,15,15,26,413,382,794,7,11,17,0,3,4,0,10,10,0,0,3,0,3,4,0,0,0,0,0,0,438,420,859,16,20,33,6,3,10,535,508,1045,156,170,321,1862,1769,3625
209031212,1738,1690,3433,68,55,117,5,11,18,424,447,874,7,8,9,4,3,5,0,0,4,3,3,3,0,3,3,3,3,6,0,0,0,451,470,920,26,32,56,8,11,16,551,565,1118,210,206,417,2500,2466,4966
209031213,3024,2985,6012,127,137,267,13,18,36,946,1011,1953,18,16,34,9,8,17,10,8,21,5,9,14,0,0,0,3,0,3,0,0,0,1003,1074,2079,82,88,172,10,8,26,1222,1313,2541,187,164,349,4438,4460,8898
209031214,2093,2103,4191,76,67,144,22,25,45,689,684,1366,21,32,50,3,6,8,5,3,9,4,3,9,3,3,8,0,0,0,0,0,0,748,752,1498,55,74,136,5,7,10,886,902,1788,179,158,338,3156,3161,6320
209031215,4367,4391,8754,358,384,745,18,27,45,1182,1263,2446,39,46,85,0,3,4,11,14,24,3,5,12,3,8,11,8,12,17,0,0,0,1269,1375,2647,121,130,251,15,15,32,1769,1905,3675,244,254,492,6377,6540,12924
209041216,1657,1739,3399,70,67,140,32,35,63,912,1014,1928,23,31,55,10,12,20,9,7,25,7,21,24,3,0,3,8,11,18,0,0,0,1005,1125,2135,505,497,1001,23,10,35,1604,1709,3309,169,171,335,3429,3615,7045
209041217,1670,1763,3433,59,67,124,16,18,41,526,523,1046,15,16,30,9,5,17,3,3,3,11,6,22,7,5,9,3,0,3,0,0,0,589,586,1173,408,323,734,10,6,22,1070,976,2049,191,193,390,2934,2937,5869
209041219,6060,6225,12284,554,523,1077,74,62,135,2078,2072,4149,42,39,76,24,26,55,19,16,35,5,11,19,3,0,3,7,5,9,0,0,0,2254,2235,4480,925,917,1841,47,36,88,3773,3711,7483,723,724,1449,10560,10650,21209
209041220,5771,5899,11672,203,199,407,49,48,88,1390,1533,2927,43,32,77,31,13,41,11,15,24,10,9,14,4,3,7,5,3,9,0,0,0,1542,1657,3196,449,444,885,29,27,56,2222,2328,4549,325,367,689,8311,8597,16910
209041221,3659,3841,7508,122,96,218,35,26,61,941,957,1897,22,19,46,10,20,30,8,9,17,8,6,11,0,4,3,0,0,3,0,0,0,1027,1041,2067,342,337,675,14,21,38,1502,1496,2999,296,342,635,5464,5679,11142
209041223,5966,6153,12126,377,344,719,52,39,88,1559,1454,3010,31,33,58,19,18,36,11,15,25,0,0,0,3,4,11,0,3,3,0,0,0,1668,1558,3235,891,881,1772,33,22,53,2964,2807,5776,599,593,1187,9531,9553,19087
209041224,3815,3664,7477,606,647,1252,51,62,109,2083,2099,4184,61,66,129,11,14,27,15,10,28,7,10,16,19,10,27,13,11,24,0,0,0,2259,2284,4549,115,143,254,27,21,50,3009,3099,6102,634,669,1303,7455,7423,14884
209041225,2427,2341,4767,231,282,517,13,22,31,812,803,1615,33,33,69,4,3,6,8,5,17,3,4,9,3,3,3,0,0,0,0,0,0,868,881,1751,38,32,65,16,4,19,1152,1206,2355,285,284,569,3864,3825,7693
209041430,3670,3755,7428,618,657,1279,73,104,168,3745,4142,7883,103,124,222,18,23,44,23,31,61,14,12,31,16,9,28,3,8,14,0,0,0,3997,4457,8452,275,296,567,43,32,76,4933,5438,10371,336,380,713,8939,9573,18517
209041431,3676,3807,7482,149,154,302,39,42,78,1289,1275,2563,25,31,59,23,24,40,28,19,45,9,5,11,0,3,6,5,8,11,0,0,0,1414,1397,2813,410,446,861,37,19,58,2013,2016,4034,328,376,706,6018,6195,12222
209041432,2288,2388,4678,93,100,194,26,28,55,768,711,1478,19,17,34,10,10,18,12,9,19,3,0,4,0,0,3,3,3,7,0,0,0,841,778,1614,359,386,744,9,6,13,1299,1272,2569,237,270,510,3823,3933,7756
209041433,2120,2116,4233,137,111,248,72,55,128,1657,1651,3307,22,39,66,19,11,24,20,15,38,8,4,8,7,5,15,5,6,7,0,0,0,1809,1790,3596,417,524,943,7,10,20,2373,2436,4804,265,279,541,4754,4834,9585
209041434,2181,2212,4390,268,294,557,106,107,205,3256,3502,6762,75,93,168,48,44,89,27,38,72,12,11,18,25,20,41,8,15,21,3,0,3,3554,3824,7376,498,568,1064,32,32,64,4349,4712,9067,435,475,911,6966,7394,14364
209041435,2928,3006,5940,168,198,366,48,45,90,1651,1679,3330,40,40,79,17,10,23,13,20,32,15,16,28,8,7,18,4,8,12,0,0,0,1789,1819,3617,239,303,543,22,21,48,2219,2348,4571,229,227,458,5377,5585,10969
209041436,3301,3429,6733,140,182,319,62,55,114,1251,1364,2617,38,51,94,19,19,33,15,9,23,9,3,12,7,3,8,4,3,6,0,0,0,1401,1505,2911,305,317,619,31,42,71,1869,2051,3922,259,300,557,5434,5779,11211
209041437,447,442,888,24,30,54,42,45,90,2564,2509,5072,25,30,61,23,22,43,5,3,9,3,0,8,6,3,11,5,7,17,0,0,0,2679,2625,5305,427,528,951,13,18,27,3141,3199,6337,269,284,551,3856,3924,7773
210011226,2001,2220,4226,158,159,317,25,25,50,812,872,1684,18,24,46,3,0,3,5,5,15,5,0,3,6,4,9,4,5,3,0,0,0,882,937,1817,139,124,262,18,14,34,1193,1233,2424,225,221,447,3421,3678,7102
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,2795,2901,5695,151,150,305,8,13,23,683,707,1387,8,12,21,0,3,7,16,11,26,3,4,5,9,3,10,3,3,3,0,0,0,734,753,1483,57,64,121,17,17,30,958,981,1936,218,221,442,3969,4107,8077
210011229,7747,8347,16097,715,750,1461,55,66,126,2086,2107,4187,50,60,107,25,26,50,19,17,40,6,6,14,7,5,21,12,8,15,0,0,0,2262,2294,4556,481,499,975,35,34,72,3492,3575,7068,723,795,1515,11963,12720,24677
210011230,1809,1997,3805,108,108,209,13,22,35,859,942,1802,26,27,52,12,5,22,9,10,21,5,3,10,4,6,7,0,6,6,0,0,0,937,1016,1956,123,120,241,18,8,26,1177,1252,2431,115,164,276,3097,3412,6510
210011231,2886,2953,5832,184,187,372,22,18,42,971,980,1946,25,34,61,6,9,13,10,10,24,0,3,7,3,3,6,12,3,12,0,0,0,1049,1061,2115,100,105,210,10,5,13,1343,1357,2701,198,217,413,4424,4528,8951
210021232,3453,3500,6959,607,649,1259,53,57,105,1186,1293,2487,57,45,103,20,12,32,20,11,34,4,4,13,7,7,15,6,3,17,0,0,0,1351,1439,2793,65,84,151,31,38,70,2058,2210,4274,315,354,669,5826,6068,11895
210021233,1054,983,2039,71,58,132,9,10,24,330,320,652,7,8,14,5,3,7,6,3,12,4,0,3,3,0,3,0,0,3,0,0,0,370,354,724,18,24,41,10,10,22,475,450,921,119,108,234,1650,1540,3190
210021234,1261,1325,2584,92,111,203,18,15,37,350,379,726,16,14,31,4,4,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,388,418,805,13,15,32,6,4,7,502,551,1051,86,77,160,1848,1949,3797
210021235,2749,2712,5461,352,352,707,42,43,81,824,813,1634,27,21,44,10,16,26,10,7,24,3,3,8,10,5,10,0,0,0,0,0,0,922,908,1833,38,42,84,11,6,16,1327,1308,2633,342,341,683,4416,4367,8780
210031236,1696,1900,3594,67,71,137,54,47,100,850,895,1748,38,36,74,15,17,35,23,17,39,3,10,13,6,9,13,8,5,13,0,0,0,997,1037,2038,377,282,662,31,19,54,1477,1413,2882,281,331,613,3452,3646,7092
210031237,3442,3601,7040,543,499,1044,61,58,116,984,897,1876,27,24,55,17,17,35,7,10,17,4,0,4,10,3,10,13,8,23,0,0,0,1118,1018,2134,807,579,1385,23,16,34,2489,2108,4598,478,518,988,6405,6226,12630
210031239,5364,5862,11229,588,623,1207,108,133,234,2553,2604,5164,114,99,208,42,53,94,58,60,121,18,28,45,7,11,16,22,30,52,0,0,0,2921,3010,5929,961,930,1889,53,50,107,4523,4612,9137,711,741,1456,10595,11217,21815
210031438,4839,5160,9999,671,593,1268,81,89,171,2138,2118,4258,47,41,91,19,31,53,24,30,54,17,16,33,13,0,15,3,16,17,0,0,0,2349,2340,4687,1473,1231,2711,79,110,191,4575,4279,8850,824,802,1627,10236,10240,20476
210031439,823,904,1729,37,44,78,3,3,5,291,333,620,6,9,13,0,3,3,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,300,348,649,36,32,66,3,0,6,381,422,804,73,77,147,1280,1402,2681
210031440,1573,1733,3302,69,80,147,11,5,18,523,539,1058,9,7,15,3,5,5,7,3,11,0,0,0,3,0,4,0,0,0,0,0,0,557,562,1113,155,125,280,3,8,15,776,775,1556,176,180,364,2528,2695,5222
210041240,3957,4039,7995,265,273,536,33,38,72,1077,1157,2236,32,36,64,13,19,35,21,21,39,3,0,3,10,6,19,3,0,4,0,0,0,1192,1275,2473,107,114,225,24,17,46,1593,1688,3275,345,334,676,5893,6056,11950
210041241,7013,7259,14272,1442,1619,3068,73,79,154,2233,2543,4777,96,105,205,34,23,59,37,60,95,17,17,29,8,9,15,6,4,14,0,0,0,2504,2842,5345,266,301,568,73,59,130,4285,4825,9111,672,723,1395,11971,12808,24775
210051242,3142,3095,6241,308,288,597,39,32,68,995,926,1926,22,19,36,18,24,40,12,11,19,8,13,20,3,0,7,0,0,0,0,0,0,1103,1017,2123,951,752,1701,29,23,53,2391,2084,4475,814,680,1494,6353,5859,12207
210051243,4583,4732,9313,381,390,770,50,51,102,1007,920,1926,19,24,41,12,13,28,3,10,13,0,0,0,3,0,3,0,0,0,0,0,0,1098,1018,2116,700,586,1288,26,17,42,2205,2017,4225,673,657,1335,7463,7405,14870
210051245,5395,5716,11117,479,518,995,24,32,63,1311,1333,2639,33,26,60,10,20,31,16,17,29,10,3,6,13,4,20,0,4,12,0,0,0,1414,1443,2859,307,310,608,30,25,53,2221,2292,4518,472,549,1015,8093,8560,16654
210051246,4735,4656,9396,377,389,765,53,53,100,1857,1877,3729,30,38,68,14,9,24,16,9,26,3,4,9,7,4,10,7,3,12,0,0,0,1983,2000,3984,215,236,449,13,6,22,2582,2630,5216,342,329,669,7668,7614,15284
210051247,4390,4526,8924,318,313,631,40,39,73,871,905,1780,22,13,37,8,12,21,12,20,29,4,10,13,3,0,4,0,0,0,0,0,0,959,996,1961,602,557,1163,31,20,51,1918,1886,3804,527,485,1010,6837,6901,13734
210051248,32,35,67,0,0,0,0,0,5,8,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,24,0,0,3,0,0,0,18,15,31,44,40,91,93,91,184
210051249,5906,6193,12102,627,608,1234,70,98,171,1732,1820,3556,31,37,72,16,20,35,15,9,29,0,0,3,3,4,6,3,3,5,0,0,0,1877,1989,3868,859,902,1762,31,20,53,3397,3522,6917,532,568,1096,9831,10277,20115
210051250,1671,1786,3452,116,116,234,18,16,38,729,688,1416,20,21,40,4,7,10,5,6,12,0,9,9,6,3,5,0,0,0,0,0,0,784,757,1539,163,154,319,10,14,25,1080,1047,2124,255,232,488,3009,3058,6067
210051441,2387,2433,4816,104,93,192,27,29,60,738,676,1416,20,16,37,8,0,7,10,6,16,3,4,6,0,3,3,0,0,0,0,0,0,815,736,1553,329,331,665,23,16,36,1267,1181,2452,239,238,475,3896,3848,7747
210051442,2743,2704,5449,177,181,362,76,75,149,1325,1337,2657,28,38,69,13,11,26,16,11,28,3,0,5,3,4,12,3,5,9,0,0,0,1471,1480,2958,442,458,896,25,19,45,2115,2142,4254,260,276,541,5119,5124,10238
210051443,3684,3644,7330,286,281,568,110,92,202,2158,1994,4152,35,34,71,25,20,52,17,22,41,11,5,14,6,10,16,0,0,4,0,0,0,2358,2186,4548,753,818,1568,30,46,79,3433,3328,6761,365,388,757,7484,7370,14853
210051444,1528,1534,3068,149,144,285,119,117,242,2860,2930,5791,66,57,119,34,26,60,20,19,39,5,9,11,3,3,13,7,3,11,0,0,0,3115,3174,6289,909,1022,1935,42,35,69,4208,4373,8581,308,300,606,6049,6210,12258
210051445,558,509,1068,14,7,21,17,17,43,729,758,1493,4,13,19,5,0,5,9,13,17,0,3,0,4,3,7,0,8,6,0,0,0,774,811,1584,100,117,216,11,5,14,889,943,1832,95,93,183,1545,1542,3087
211011251,3091,3185,6275,212,212,424,19,35,55,1446,1499,2948,28,36,62,6,21,27,9,9,19,10,9,21,4,0,4,3,3,9,0,0,0,1530,1619,3152,280,366,641,36,29,60,2050,2222,4277,338,366,706,5485,5778,11261
211011254,4083,4209,8295,237,238,474,42,53,96,1813,1846,3656,34,50,83,21,23,50,11,10,25,9,4,13,0,0,0,0,5,6,0,0,0,1939,1996,3933,384,445,826,25,23,48,2582,2704,5280,293,288,578,6958,7196,14153
211011255,2211,2251,4456,57,67,121,8,6,15,591,616,1210,6,3,7,3,6,10,8,9,14,0,0,3,0,0,0,0,0,0,0,0,0,618,639,1258,72,61,134,3,3,7,748,770,1513,158,136,293,3116,3152,6273
211011256,4841,5043,9886,214,225,440,40,28,67,1287,1399,2682,31,32,60,11,17,29,10,15,23,10,3,6,0,0,0,7,4,13,0,0,0,1399,1497,2889,278,313,592,24,11,37,1911,2046,3959,264,261,524,7017,7345,14363
211011257,2664,2714,5378,64,68,135,17,19,30,705,769,1474,11,7,16,12,18,25,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,739,815,1559,120,148,268,4,11,13,938,1039,1977,91,85,176,3690,3843,7530
211011258,3633,3689,7318,110,105,215,22,24,39,834,841,1676,20,25,42,11,15,24,20,12,28,5,11,17,3,0,6,3,0,0,0,0,0,916,926,1834,131,175,304,10,15,22,1169,1211,2381,162,162,324,4962,5057,10017
211011259,4216,4416,8634,167,214,382,28,34,62,1256,1387,2646,26,24,49,18,17,33,15,16,31,0,6,4,0,0,0,3,4,9,0,0,0,1350,1488,2831,354,425,785,19,25,40,1892,2148,4040,259,264,525,6366,6832,13204
211011260,5233,5663,10892,252,266,521,42,44,90,1721,1901,3620,37,35,77,21,19,44,19,23,37,6,7,14,6,4,7,0,4,7,0,0,0,1856,2045,3905,507,574,1075,16,28,48,2630,2914,5547,259,321,578,8123,8898,17018
211011446,5797,6173,11972,421,489,915,57,48,109,2616,2652,5268,66,73,141,19,20,38,22,26,49,9,16,23,7,12,14,0,6,6,0,0,3,2799,2851,5652,300,400,702,46,66,116,3576,3803,7375,598,670,1264,9972,10651,20616
211011447,4026,4143,8166,200,201,401,27,27,51,1500,1544,3046,29,29,57,17,18,33,15,8,28,6,15,22,7,4,14,0,4,4,0,0,0,1600,1647,3252,172,227,397,43,28,72,2016,2104,4124,322,404,726,6359,6649,13014
211011448,4548,4689,9240,221,212,427,24,20,41,1413,1526,2937,18,19,38,8,13,22,8,17,26,4,8,12,0,0,3,3,4,9,0,0,0,1487,1607,3087,177,183,363,31,32,61,1912,2030,3942,259,277,538,6716,6996,13715
211011449,1335,1367,2701,42,52,92,8,9,12,434,434,861,16,18,32,0,0,3,3,3,6,3,0,3,3,0,3,0,0,0,0,0,0,462,463,926,21,28,47,12,6,13,529,552,1083,97,94,187,1968,2010,3972
211021261,4923,5127,10057,203,213,417,37,38,70,1516,1617,3131,32,35,66,8,7,16,14,12,34,4,4,9,4,7,6,6,9,17,0,0,0,1619,1726,3348,327,344,670,25,26,52,2171,2315,4483,309,337,645,7404,7779,15183
211021262,3314,3329,6644,159,153,314,18,16,36,942,984,1928,9,16,26,4,4,13,4,6,15,4,3,7,0,0,0,0,3,0,0,0,0,988,1040,2027,97,84,181,17,16,31,1266,1287,2551,253,231,481,4830,4845,9673
211031263,3512,3555,7066,166,144,313,21,22,40,1176,1275,2451,13,23,34,14,8,21,3,3,10,4,3,11,0,0,0,0,5,3,0,0,0,1234,1341,2578,120,127,246,19,37,60,1535,1655,3191,317,401,719,5364,5606,10971
211031265,5729,5792,11521,280,302,581,40,40,78,1662,1913,3574,42,41,82,9,9,24,15,16,29,4,6,10,0,0,0,3,6,12,0,0,0,1779,2027,3805,188,192,375,33,22,50,2278,2540,4814,307,314,615,8309,8648,16956
211031266,4032,4429,8463,275,324,604,53,49,96,2124,2161,4288,69,57,124,26,20,44,16,13,27,9,7,15,7,4,16,6,6,13,0,0,0,2314,2324,4633,649,741,1391,45,38,79,3284,3432,6710,364,425,788,7683,8283,15964
211031267,5420,5731,11150,360,414,778,63,54,112,2200,2320,4515,42,29,73,15,23,39,26,20,49,15,17,32,5,10,12,7,3,11,0,0,0,2371,2469,4840,547,578,1126,47,47,94,3323,3514,6836,426,452,876,9163,9697,18861
211031268,3022,3027,6049,123,123,244,13,15,32,961,977,1936,24,21,48,4,13,18,7,7,9,4,8,11,5,7,15,0,0,0,0,0,0,1024,1049,2073,129,143,266,15,18,35,1287,1334,2617,152,162,315,4467,4517,8983
211031450,3319,3888,7206,224,250,477,51,47,100,2051,2242,4299,32,27,58,17,21,40,18,18,36,8,12,16,9,12,18,5,3,12,0,0,0,2190,2386,4573,360,416,775,18,34,51,2793,3082,5873,416,538,949,6524,7509,14033
211031451,3057,3498,6551,147,168,312,36,38,76,1938,2207,4152,25,43,63,9,13,16,11,20,29,8,10,18,6,6,10,8,9,18,0,0,0,2045,2336,4380,269,289,553,45,69,106,2497,2857,5359,265,331,597,5815,6692,12505
211031452,1320,1455,2777,22,32,56,7,14,21,543,586,1126,9,10,26,3,0,7,0,0,0,0,0,0,4,0,3,12,7,11,0,0,0,584,614,1196,45,75,121,12,17,28,665,731,1395,84,105,180,2066,2284,4350
211041269,2751,3196,5941,138,127,269,24,20,48,1129,1138,2265,25,34,53,16,11,25,17,10,28,8,8,17,3,3,11,9,6,14,0,0,0,1228,1232,2462,431,474,905,19,15,35,1819,1846,3668,184,227,411,4751,5267,10019
211041270,4240,4544,8783,245,257,500,55,67,122,1713,1791,3508,32,38,68,25,21,50,23,25,49,10,6,21,6,4,10,11,10,22,0,0,0,1874,1965,3834,541,639,1181,43,26,73,2698,2890,5588,314,354,664,7254,7780,15033
211041271,3139,3430,6563,149,145,291,38,27,63,1170,1179,2348,31,30,63,17,11,29,11,9,20,9,5,17,4,3,8,11,9,19,0,0,0,1287,1279,2563,471,491,966,25,13,45,1934,1926,3858,285,378,666,5359,5733,11086
211041272,3041,3186,6231,135,149,288,32,31,64,1033,1073,2106,20,21,46,6,8,20,13,21,36,10,12,17,0,0,0,3,5,5,0,0,0,1128,1165,2292,326,347,671,18,14,29,1602,1677,3284,129,170,300,4773,5036,9813
211041273,3602,3858,7460,138,163,298,15,30,48,958,1107,2064,25,22,46,18,17,30,11,19,28,3,7,8,3,3,8,3,6,5,0,0,0,1035,1207,2240,408,467,874,14,16,27,1592,1848,3440,148,157,311,5343,5867,11205
211051274,3194,3138,6327,179,164,343,31,26,54,853,922,1777,26,27,54,8,14,18,14,10,21,4,5,13,0,0,0,6,6,6,3,3,3,945,1008,1954,96,110,209,17,19,40,1242,1303,2545,259,273,535,4693,4714,9408
211051275,2849,2906,5755,111,106,215,19,22,40,1249,1284,2534,26,48,76,5,3,11,18,15,38,0,3,4,8,6,11,0,0,0,0,0,0,1328,1377,2708,85,103,188,16,15,28,1542,1600,3144,193,198,390,4589,4699,9291
211051276,3808,3950,7760,706,828,1539,28,39,64,1039,1159,2193,46,43,88,18,15,26,24,17,34,7,4,9,5,14,18,9,4,13,0,0,0,1161,1297,2456,84,86,161,17,36,56,1970,2248,4210,471,468,938,6242,6669,12906
211051277,2373,2587,4958,134,136,267,25,30,57,1166,1324,2484,30,25,54,9,13,20,7,6,16,7,6,11,0,3,4,5,5,10,0,0,0,1246,1418,2658,75,76,150,21,27,51,1472,1657,3128,234,253,488,4080,4493,8577
211051278,5262,5501,10768,447,516,964,43,55,95,2060,2321,4379,57,57,117,16,7,21,24,13,41,3,10,15,8,12,21,0,3,3,0,0,0,2209,2488,4695,133,161,289,31,39,70,2819,3195,6017,428,428,857,8514,9129,17642
211051279,1790,1824,3620,124,137,263,15,14,32,489,483,969,5,4,9,5,0,11,12,11,19,3,5,6,0,0,0,3,3,3,0,0,0,533,515,1050,46,51,94,21,12,31,720,716,1434,130,137,265,2642,2683,5319
211051280,2039,2142,4183,72,90,161,6,13,21,699,723,1430,20,20,46,3,7,10,10,10,23,3,3,3,0,0,4,0,3,3,0,0,0,745,778,1529,35,34,72,28,39,72,889,939,1830,178,198,378,3106,3280,6387
211051281,6167,6221,12386,544,527,1076,44,42,89,2419,2587,5011,41,51,93,16,22,32,10,11,25,4,7,9,7,5,7,3,0,6,0,0,0,2546,2724,5276,362,374,735,35,37,73,3494,3667,7162,448,515,963,10110,10404,20510
211051282,2998,2914,5914,203,181,379,32,33,62,920,951,1872,19,29,52,6,4,8,12,20,37,8,8,15,0,3,5,5,11,15,0,0,0,1008,1060,2067,98,120,220,24,20,38,1331,1376,2707,272,280,554,4597,4572,9175
211051283,3039,2997,6038,133,140,275,27,29,53,999,1041,2037,19,13,35,3,9,14,5,4,17,3,3,11,0,3,0,3,0,4,0,0,0,1066,1103,2170,51,58,112,17,16,28,1266,1320,2586,213,225,440,4520,4543,9061
211051284,3122,3062,6185,150,176,333,23,32,52,859,891,1749,17,15,32,8,8,12,20,22,34,6,11,19,0,3,4,3,3,4,0,0,0,932,982,1911,90,110,202,18,12,31,1190,1285,2474,211,180,386,4522,4525,9040
211051285,2351,2373,4716,144,145,292,15,11,30,778,822,1601,21,23,39,3,5,5,3,7,11,0,4,7,0,4,6,0,0,0,0,0,0,820,879,1703,24,28,51,9,0,6,1004,1049,2055,182,191,373,3533,3616,7144
211051286,4664,4559,9220,843,915,1761,38,37,74,1338,1361,2692,53,42,99,16,9,27,18,15,28,3,4,12,8,4,8,5,6,10,0,0,0,1473,1480,2951,64,78,139,28,29,56,2411,2494,4908,541,519,1061,7608,7574,15184
212011287,2596,2583,5181,228,241,474,60,53,110,2445,2644,5090,45,38,88,10,12,26,29,21,52,13,12,24,0,3,4,0,4,3,0,0,0,2607,2786,5390,204,206,408,28,22,46,3061,3254,6319,284,249,536,5942,6086,12034
