SA2_MAINCODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
213011331,0,3,25,121,100,41,14,5,3,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,113,128,89,38,23,46,479,7,24,42,72,47,46,19,6,4,267,223,488,684,1141,706,550,301,118,81,4297,0,0,3,3,0,0,0,0,0,5,427,823,984,1004,383,207,72,19,5,3930,0,0,3,12,0,0,0,0,0,19,0,0,4,22,13,14,11,4,0,62,0,0,0,3,7,0,0,0,0,9,0,3,3,0,0,0,0,0,0,10,0,0,0,5,7,14,7,0,0,36,0,0,8,14,7,8,3,3,3,41,0,0,0,8,21,31,22,28,7,109,3,4,0,10,6,11,3,0,0,36,0,0,0,6,13,14,10,0,0,45,0,0,3,11,4,3,9,3,0,33,0,0,0,0,3,0,3,0,0,9,0,0,6,4,0,3,14,4,0,31
213011332,0,11,23,145,114,70,20,11,3,387,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,27,87,60,94,84,35,8,407,16,28,29,94,45,61,53,18,8,345,375,712,845,1688,900,1088,622,300,109,6635,0,0,0,0,0,0,0,0,0,0,694,1222,1424,2092,766,755,206,49,31,7226,0,0,0,4,0,0,0,0,0,3,0,0,8,20,18,3,7,0,0,58,0,0,3,0,0,4,0,0,0,12,0,3,0,3,5,3,0,0,0,14,0,3,0,17,17,15,20,10,0,79,0,3,3,31,17,17,11,0,3,84,0,0,0,5,29,80,89,79,9,292,0,3,6,18,15,21,31,9,0,114,0,10,0,27,17,34,28,16,3,133,0,0,0,13,5,0,4,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,3,12,5,12,31,4,3,68
213011333,9,23,75,482,253,148,66,22,3,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,63,179,108,93,80,29,4,582,29,50,63,146,77,102,77,28,4,583,435,830,868,1929,867,988,718,246,58,6947,0,3,10,12,0,0,0,0,0,22,769,1283,1141,1305,359,426,233,49,10,5567,0,0,0,14,5,3,0,0,0,28,0,0,27,53,52,30,11,9,0,185,0,0,0,3,4,7,7,0,4,21,0,0,0,4,0,0,0,0,0,4,0,0,0,16,12,15,16,3,0,67,0,3,6,39,25,13,10,3,3,99,0,0,3,11,19,37,39,36,3,150,0,15,0,14,5,10,24,12,4,97,0,3,0,10,19,23,32,12,4,103,0,3,3,17,6,6,7,0,0,57,0,0,3,0,0,3,0,3,0,9,0,0,12,4,0,18,45,10,3,85
213011334,12,46,181,751,342,235,71,38,6,1679,0,0,0,0,0,5,0,0,0,5,0,0,0,4,0,0,0,0,0,4,9,39,94,255,118,99,94,68,25,800,66,89,113,271,99,110,105,78,26,960,646,1050,1351,3004,1103,1103,922,610,204,10000,0,0,4,18,0,0,0,0,0,26,1084,1416,1396,1518,543,463,244,70,24,6759,0,0,5,18,4,3,3,0,0,36,0,0,16,75,41,51,34,25,4,242,0,0,0,3,3,3,0,4,0,15,0,0,0,8,0,0,0,0,0,9,0,0,0,10,17,12,31,4,0,73,5,10,17,71,24,14,9,7,3,158,0,0,3,27,38,48,90,112,16,334,3,8,12,22,16,25,26,16,8,136,3,3,0,10,24,27,34,14,6,116,0,4,4,16,5,11,6,0,0,47,0,0,4,0,5,3,3,3,0,18,0,0,3,5,0,10,86,38,29,168
213011335,3,29,209,777,429,331,103,57,20,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,28,64,144,68,73,66,58,23,534,53,80,91,196,93,91,76,43,23,749,518,861,1208,2405,1031,1055,763,475,184,8502,0,0,9,19,6,3,3,0,0,38,859,1278,1260,1120,353,299,167,50,22,5412,0,0,3,5,3,0,0,0,0,13,0,0,21,51,35,39,18,3,0,169,0,0,0,3,7,6,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,11,6,3,0,41,4,23,24,104,61,56,21,13,4,310,0,0,0,12,31,57,97,92,18,309,0,0,4,9,5,7,9,15,3,57,0,9,3,13,16,17,20,10,5,93,3,0,3,18,10,0,6,0,0,39,0,0,0,3,0,0,0,3,0,12,0,0,8,3,4,12,54,19,9,110
213011336,4,13,73,278,97,134,27,20,8,661,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,12,35,76,28,25,21,22,14,245,23,33,54,102,45,40,31,19,27,368,336,464,584,1617,513,507,287,220,152,4670,3,0,15,43,4,0,0,0,0,71,598,626,570,1067,464,378,179,110,91,4076,0,0,14,71,4,0,0,0,0,94,0,0,0,3,0,0,4,4,0,9,0,0,0,3,0,0,3,0,0,15,0,0,0,7,0,0,3,0,0,9,0,0,0,13,3,9,4,0,0,26,0,3,24,78,26,23,13,6,13,182,0,0,0,3,3,8,22,17,0,54,0,0,3,0,0,0,4,0,0,9,0,3,0,18,19,18,8,8,5,87,0,0,0,15,10,8,0,0,0,32,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,14,0,0,18
213011337,9,26,147,686,382,288,82,29,19,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,33,101,40,33,28,30,31,320,32,41,43,115,43,41,49,31,16,418,412,598,829,1695,726,617,440,344,208,5876,0,0,10,17,3,0,0,0,0,31,663,947,1024,906,322,252,128,99,57,4394,0,0,3,18,0,0,0,0,0,21,0,0,3,5,3,3,0,3,0,14,0,0,0,3,20,6,3,5,0,40,0,0,0,3,0,0,0,0,0,6,0,0,3,11,8,6,15,4,0,40,0,3,9,45,29,18,5,5,5,119,0,0,0,8,12,14,23,28,4,83,0,0,0,3,0,0,3,3,0,21,0,0,0,5,11,15,10,3,8,51,0,0,3,11,8,3,3,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,14,3,4,33
213011338,6,33,116,561,329,252,57,26,5,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,13,43,85,243,122,94,93,62,26,781,58,61,76,189,95,74,92,47,15,703,610,1052,1210,2682,1096,969,942,562,183,9308,0,14,26,63,9,0,0,0,0,111,1032,1513,1499,1922,653,380,279,123,45,7440,0,0,3,36,9,0,0,0,0,46,0,3,0,15,3,4,8,0,0,37,0,0,0,4,3,8,3,0,0,19,0,0,0,4,3,0,0,0,0,12,0,0,4,21,15,10,24,5,0,77,5,13,40,158,49,29,14,6,3,317,0,0,0,11,20,25,51,33,3,143,0,10,0,3,3,8,18,10,10,62,0,6,0,21,24,32,35,25,3,155,0,0,0,28,9,11,8,4,0,58,0,0,0,0,0,0,3,0,0,10,0,0,4,3,4,3,46,14,3,77
213011339,0,0,4,42,32,13,3,4,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,16,32,113,70,56,30,22,6,340,22,36,35,124,60,34,36,34,42,433,344,782,838,1910,900,600,319,223,174,6086,0,0,0,6,0,0,0,0,0,10,635,1208,1232,1669,810,375,119,64,66,6177,0,3,0,7,3,0,0,0,0,19,0,0,0,14,12,13,11,4,0,56,0,0,0,0,3,4,0,3,0,15,0,6,0,0,0,0,0,0,0,4,0,3,3,10,12,6,8,0,0,36,3,9,19,52,18,18,8,0,0,128,0,3,0,18,33,42,41,27,10,171,0,4,6,31,18,19,20,13,0,118,0,8,9,19,26,35,23,4,7,127,0,0,5,15,4,0,3,0,0,30,0,0,0,3,4,0,0,0,0,8,0,0,3,8,9,3,12,4,13,53
213011340,0,9,4,53,64,33,3,11,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,22,74,93,84,44,29,9,359,16,38,50,84,85,98,55,16,5,449,332,1026,1371,1900,1659,1340,646,280,107,8667,0,0,0,0,0,0,0,0,0,0,648,1866,2548,2719,1750,1053,290,100,72,11050,0,0,4,0,3,0,0,0,0,11,0,0,0,21,23,9,13,9,0,73,0,0,0,4,0,5,3,0,0,13,0,0,0,3,7,0,0,0,0,10,0,0,0,5,10,11,5,0,0,36,0,3,8,41,38,20,7,8,0,123,0,0,3,6,63,79,90,43,11,299,0,8,10,32,41,74,19,15,3,209,0,9,12,35,51,62,24,12,9,220,0,0,0,6,26,14,0,6,0,51,0,0,0,5,3,3,3,3,0,19,0,0,0,8,3,0,35,10,0,60
213021341,0,0,3,32,21,8,6,5,0,77,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,7,13,83,29,22,26,13,8,210,20,36,37,114,55,44,39,37,27,405,405,670,585,1854,917,778,667,470,236,6583,0,0,0,0,0,0,0,0,0,0,705,1109,944,2226,1185,958,619,356,201,8280,0,0,3,23,0,0,0,0,0,23,0,0,0,6,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,3,0,11,3,0,0,0,0,26,0,0,0,6,3,0,4,0,0,10,3,3,12,83,22,13,4,7,0,159,0,0,0,12,11,18,19,18,0,71,0,0,0,3,0,0,5,6,0,16,0,21,15,141,82,113,121,83,30,610,0,0,0,4,3,0,0,0,0,14,0,0,0,11,3,0,3,3,0,23,3,6,0,30,16,11,38,22,10,131
213021342,0,3,16,94,61,58,11,5,0,254,0,0,0,0,3,3,3,0,4,10,0,0,0,3,0,0,0,0,0,7,3,9,20,128,75,60,32,41,11,389,24,54,53,149,87,98,67,37,16,578,571,1012,1078,2879,1454,1295,854,456,207,9800,0,0,0,3,0,0,0,0,0,3,1063,1734,1808,3214,1576,1087,506,233,116,11336,0,0,0,18,0,0,0,0,0,24,0,0,0,23,12,15,3,0,4,49,0,0,3,22,16,13,11,8,4,73,0,0,0,4,4,5,0,0,0,16,0,0,3,5,11,3,7,0,0,33,0,10,13,135,45,43,23,17,4,292,0,0,0,14,22,32,36,28,3,139,0,3,0,8,8,11,8,10,5,50,7,16,3,81,86,122,116,44,27,503,0,0,0,8,20,6,0,3,0,44,0,0,0,8,3,0,0,0,0,20,0,0,3,9,7,8,35,9,6,78
213021343,0,4,13,86,62,74,14,5,0,268,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,3,13,88,38,44,28,44,31,297,36,51,42,163,70,50,66,74,45,586,484,723,722,2118,750,639,647,696,325,7103,0,0,0,3,0,0,0,0,0,7,948,1237,1155,2381,749,478,253,265,136,7610,0,0,0,17,0,0,0,0,0,17,0,0,3,0,3,0,3,3,0,17,0,0,0,3,3,5,0,0,0,13,0,0,0,14,3,0,0,0,0,23,0,0,0,10,4,0,0,0,0,19,0,6,17,61,18,19,4,6,4,133,0,0,0,3,8,10,38,48,13,126,0,0,0,3,0,3,3,7,3,19,0,13,3,64,46,37,31,24,13,243,0,0,0,6,0,0,0,0,0,9,0,0,3,6,4,0,0,7,0,23,0,3,0,15,8,0,33,20,10,89
213021344,0,0,0,42,4,5,5,0,0,66,0,0,0,4,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,5,3,7,21,92,37,24,21,17,11,237,28,39,41,155,60,52,38,21,16,444,706,1117,811,3116,1281,931,497,316,192,8976,0,0,0,3,0,0,0,0,0,3,1355,2005,1393,4093,1764,1219,451,189,143,12611,0,0,0,9,0,0,0,0,0,9,0,0,0,5,5,6,5,5,0,32,0,0,0,4,3,0,4,0,0,9,0,3,4,31,9,3,0,0,0,44,0,0,0,10,3,0,0,0,0,14,0,7,25,50,18,10,10,3,0,115,0,0,3,8,11,17,11,10,0,64,0,0,0,3,3,3,8,3,0,18,3,32,16,228,138,85,64,26,14,615,0,3,0,9,0,0,0,0,0,16,0,0,8,18,7,0,0,0,0,33,0,5,7,23,17,8,16,9,4,85
213021345,0,0,3,11,9,11,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,32,21,17,5,3,0,91,8,15,16,50,31,24,15,6,0,165,200,394,305,795,419,298,147,62,18,2633,0,0,0,0,0,0,0,0,0,0,338,606,519,763,462,239,88,23,9,3051,0,3,0,10,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,0,0,0,9,0,0,0,4,0,0,0,3,0,5,0,0,0,5,0,7,3,3,0,17,3,6,14,112,18,22,10,3,3,191,0,0,0,3,10,13,14,10,0,39,0,0,0,3,0,3,0,0,0,11,0,0,0,30,22,32,23,7,4,115,0,0,0,8,3,3,0,0,0,17,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,3,3,0,5
213021346,0,0,0,27,8,10,10,0,0,49,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,11,5,60,43,39,25,17,12,212,17,31,42,116,75,73,50,26,20,454,401,951,888,1838,1429,1120,660,351,216,7851,0,0,0,0,0,0,0,0,0,0,776,1809,1637,2328,1919,1440,799,342,208,11263,0,0,4,4,0,0,0,0,0,7,0,0,0,3,6,7,0,0,0,21,0,0,0,0,0,4,0,0,0,6,0,0,5,17,10,5,3,0,0,44,0,0,0,6,8,4,0,0,0,17,0,0,12,28,14,10,3,6,0,72,0,0,0,9,5,18,19,14,9,75,0,0,0,0,3,10,9,0,0,28,12,64,45,182,183,164,107,46,15,812,0,0,0,5,3,0,0,5,0,13,0,0,0,13,3,0,0,0,0,20,3,4,3,24,14,6,31,4,3,84
213031347,9,22,184,707,379,336,136,65,21,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,27,83,238,78,48,46,22,4,549,44,52,81,237,86,71,51,27,13,673,578,926,1325,3265,1027,891,516,340,176,9043,0,0,12,29,5,0,0,0,0,50,1022,1445,1420,2072,555,454,211,169,114,7464,3,4,14,64,4,3,0,0,0,93,0,0,5,19,6,12,11,9,0,63,0,3,0,16,6,12,3,0,0,37,0,0,4,9,4,0,0,0,0,14,0,0,0,15,3,13,26,3,0,58,3,10,136,285,68,74,27,17,17,640,3,0,0,5,5,17,17,11,0,60,0,3,4,8,6,8,3,3,0,39,0,6,7,64,21,31,21,15,10,179,0,3,3,29,9,8,0,0,0,51,0,0,0,8,0,0,0,0,0,10,0,0,0,8,3,4,19,3,6,41
213031348,3,11,133,313,123,150,63,38,20,858,0,0,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,0,0,3,6,11,61,190,43,27,18,11,8,374,55,38,107,290,81,65,42,49,33,774,456,448,1224,3480,727,602,362,287,220,7800,0,0,3,8,3,0,0,0,0,17,731,653,1197,3037,648,456,205,105,106,7144,3,4,26,164,11,0,0,0,0,216,0,0,3,7,3,6,4,7,0,34,0,0,0,7,7,8,3,0,0,28,0,0,4,32,5,0,0,0,0,45,0,0,0,6,0,3,5,0,3,27,4,3,228,252,54,42,19,23,12,633,0,0,0,4,8,7,27,22,6,73,0,0,0,3,0,7,3,3,3,21,3,3,21,143,50,42,18,7,8,304,0,0,0,5,7,3,0,0,0,21,0,0,0,24,4,0,0,0,0,31,0,0,3,31,4,9,12,5,3,62
213031349,3,3,37,249,170,136,48,21,4,675,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,10,30,141,43,28,17,11,3,295,20,37,57,186,62,48,24,9,5,443,303,560,953,2334,828,642,305,149,75,6154,0,0,0,3,0,0,0,0,0,5,598,950,1216,1960,651,454,183,59,42,6105,0,3,3,14,0,0,0,0,0,21,0,3,3,15,3,3,4,0,0,32,0,0,0,3,3,6,3,0,0,20,0,0,3,11,0,0,0,0,0,23,0,0,0,14,16,3,8,7,0,55,0,11,195,259,93,79,36,20,12,706,0,0,0,14,9,10,24,21,0,77,0,4,0,20,5,6,3,0,0,37,0,8,21,62,33,31,20,7,3,178,0,0,0,14,8,3,0,0,0,25,0,0,0,3,4,0,0,0,0,8,0,0,4,9,0,0,12,3,0,31
213031350,0,7,11,67,41,35,20,11,3,195,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,3,24,69,26,14,15,14,6,163,12,27,30,123,53,22,13,19,27,319,367,453,378,1978,647,342,224,171,100,4668,0,0,3,0,0,0,0,0,0,6,735,797,584,2414,787,375,147,63,58,5975,0,4,3,54,3,0,0,0,0,68,0,0,0,9,0,0,3,3,0,11,0,0,0,0,3,4,0,0,0,13,0,0,0,22,0,0,3,0,0,31,0,0,0,4,0,4,4,0,0,15,0,0,12,23,22,12,5,10,7,85,0,0,0,4,8,6,3,14,5,31,0,0,0,3,0,0,0,0,0,10,5,10,13,142,65,28,13,0,3,278,0,0,0,3,0,3,0,0,0,7,0,0,0,11,5,0,0,0,0,15,0,0,0,9,5,4,5,3,0,26
213031351,0,3,47,155,95,93,28,24,5,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,22,120,33,24,15,6,6,245,29,26,31,143,42,37,22,20,11,365,457,496,630,2225,694,502,275,197,94,5567,0,0,6,7,0,0,0,0,0,8,777,881,828,2286,724,422,184,87,64,6252,4,0,19,126,0,3,0,0,0,161,0,0,0,7,6,9,12,4,0,39,0,0,0,3,3,3,0,0,0,13,0,0,0,11,0,0,0,0,0,11,0,0,0,9,3,5,3,0,0,25,0,5,19,65,20,12,8,9,0,148,0,0,0,7,6,11,20,18,3,64,0,0,3,3,0,3,6,3,0,16,3,6,8,105,33,36,16,3,3,215,0,0,0,12,9,9,0,0,0,31,0,0,0,8,0,0,0,0,0,8,0,0,0,8,0,7,12,4,0,37
213031352,0,0,6,47,33,41,29,11,5,179,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,7,16,91,28,22,24,20,3,208,26,28,31,183,60,39,40,43,38,492,575,830,668,2924,1071,655,394,342,199,7650,0,0,0,0,0,0,0,0,0,0,1075,1515,1147,3759,1415,759,259,144,131,10192,0,0,0,16,3,0,0,0,0,17,0,0,0,3,0,3,0,0,0,10,0,0,0,0,3,4,0,0,0,8,3,0,3,27,11,7,0,0,0,49,0,0,0,9,9,6,3,0,0,29,0,0,19,51,19,15,0,3,5,115,0,0,0,4,6,9,9,11,6,46,0,0,0,0,0,0,3,3,0,12,12,16,13,248,114,55,24,13,10,498,0,0,0,13,0,0,0,0,0,17,0,0,0,17,3,0,4,0,0,27,0,0,5,27,10,3,6,0,4,54
213041353,0,0,0,7,4,4,0,0,0,15,0,0,0,0,3,0,3,3,3,18,0,0,7,5,0,0,0,0,0,13,0,3,3,36,24,23,9,10,3,113,32,55,56,163,89,77,90,56,22,642,658,1436,1234,2751,1423,1235,990,451,216,10407,0,0,0,0,0,0,0,0,0,0,1334,2649,2317,4355,2180,1733,1224,490,206,16487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,18,0,0,0,8,9,0,0,0,0,21,0,0,5,6,12,0,0,0,0,24,0,0,0,10,6,3,13,3,0,34,0,0,0,0,0,3,0,3,0,4,0,26,15,94,143,143,174,86,34,708,0,0,0,12,0,0,3,0,0,16,0,0,0,0,4,0,0,0,0,6,0,0,0,8,10,16,45,14,7,111
213041355,0,3,8,56,28,16,0,0,3,104,0,0,0,0,0,3,0,0,0,9,0,0,3,8,0,0,0,0,0,9,8,15,38,158,104,83,41,9,3,463,33,83,67,203,84,53,28,10,3,559,749,1655,1358,3552,1436,895,423,139,32,10247,0,0,0,5,4,0,0,0,0,9,1422,2790,2203,4097,1480,609,187,54,10,12845,0,3,4,11,4,0,0,0,0,26,0,3,6,23,23,11,6,0,0,79,0,0,0,3,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,9,0,3,3,28,23,13,17,4,0,90,0,4,4,46,9,11,7,3,0,86,0,0,3,22,62,57,32,15,0,198,0,12,12,83,27,28,23,6,0,195,0,26,13,58,59,53,33,18,4,264,0,3,3,46,10,8,5,0,0,77,0,0,0,3,5,3,0,0,0,12,0,0,4,4,9,13,15,3,0,53
213041356,0,0,6,41,7,11,4,0,0,64,0,0,0,0,0,0,3,3,0,10,0,0,3,4,0,0,0,0,0,8,4,26,46,146,70,56,33,23,3,401,53,79,93,194,95,91,90,41,12,756,698,1220,1242,2697,1219,1197,862,310,128,9573,0,0,0,0,0,0,0,0,0,0,1255,2187,1934,3706,1581,1378,846,266,103,13258,0,0,0,7,0,4,3,0,0,12,0,0,6,16,12,3,6,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,15,0,3,5,15,11,9,9,0,0,50,0,0,4,40,9,5,8,0,0,67,0,0,3,11,20,31,14,11,0,93,0,8,9,4,5,14,10,6,0,54,0,3,10,60,111,133,141,85,17,562,0,0,3,17,10,9,0,0,0,35,0,0,0,0,3,0,0,0,0,9,0,0,7,11,9,13,59,11,4,109
213041357,4,0,3,38,12,6,0,0,0,59,0,0,0,0,3,4,0,0,0,10,0,0,7,10,0,0,0,0,0,27,3,40,77,217,76,50,35,19,3,527,68,114,89,287,107,108,84,30,24,913,1097,1703,1409,3756,1347,1285,827,350,174,11945,0,0,0,3,0,0,0,0,0,3,2007,2731,2117,4620,1551,1463,885,289,126,15785,0,3,0,42,8,5,0,0,0,59,0,0,0,14,3,6,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,6,3,0,0,26,0,0,0,6,6,6,3,0,0,29,0,0,3,26,13,6,0,4,0,59,0,0,0,9,8,15,19,9,6,61,0,11,0,7,8,11,5,3,3,50,0,14,13,85,129,148,138,100,40,665,0,5,0,39,8,3,0,0,0,58,0,0,0,4,0,0,0,0,0,12,0,0,3,10,10,19,45,14,10,105
213041358,0,0,0,22,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,9,3,46,76,171,63,32,27,8,0,430,68,108,69,216,84,92,38,13,4,690,834,1418,1150,2888,1019,972,531,147,41,9001,0,0,0,0,0,0,0,0,0,0,1474,2264,1819,3666,1207,1055,527,142,40,12194,0,3,4,19,5,0,0,0,0,37,0,0,0,24,8,4,4,0,0,53,0,0,0,8,0,0,0,0,0,9,0,3,3,7,3,0,0,0,0,15,0,0,4,13,15,0,11,3,0,43,0,0,6,23,12,3,3,0,0,54,0,0,3,4,10,8,6,3,0,39,0,14,9,8,0,4,9,3,0,47,0,7,15,54,108,115,103,42,13,469,0,3,8,30,11,8,4,0,0,62,0,0,0,0,0,4,3,0,0,8,0,0,4,3,10,12,20,7,0,51
213041359,0,0,5,22,21,6,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,5,0,0,19,11,22,25,46,37,30,23,5,4,197,41,107,168,457,209,149,99,23,3,1272,0,0,0,3,0,0,0,0,0,5,80,171,337,907,262,131,50,18,3,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,3,14,3,0,0,0,0,20,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,4,9,10,4,3,0,32,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10
