SA2_MAINCODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
201021011,0,0,..,3,0,7,0,7,..,9,0,9,0,9,..,0,0,0,0,0,..,7,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,18,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,11,0,11,0,11,..,10,0,10,0,10,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,29,8,40,0,40,..,247,25,269,0,273,..,14,0,14,375,387,3994,262,25,284,374,4657,7688,..,..,..,..,7688,..,0,0,0,0,0,..,3,0,7,0,7,..,0,0,3,0,3,..,3,0,5,0,5,..,24,4,31,0,31,..,3,0,3,0,3,..,33,11,43,0,43,..,28,0,30,0,30,..,23,0,23,0,23,..,25,0,26,0,26,..,47,0,47,0,48
201021012,0,0,..,0,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,3,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,0,0,0,..,8,3,13,0,16,..,72,7,81,0,79,..,4,0,4,216,218,2494,78,7,82,217,2795,5047,..,..,..,..,5047,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,10,0,10,..,10,0,8,0,8,..,5,0,5,0,5,..,11,0,11,0,11
201031013,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,30,4,34,0,34,..,13,0,11,130,142,1463,39,3,41,130,1642,2947,..,..,..,..,2947,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,3,0,3,..,0,0,0,0,0,..,0,4,9,0,9,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,4,0,4,..,6,0,6,0,6
201031014,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,8,0,8,..,6,0,11,0,11,..,48,9,56,0,56,..,6,0,11,149,160,1774,51,10,60,149,1984,3595,..,..,..,..,3595,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,4,0,4,..,0,0,0,0,0,..,6,0,4,0,4,..,4,0,4,0,4,..,5,0,5,0,5,..,7,0,7,0,7,..,8,0,8,0,8
201031015,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,40,9,45,0,46,..,6,0,6,119,129,2019,48,9,52,127,2197,4133,..,..,..,..,4133,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,4,3,3,0,3,..,6,0,6,0,6,..,7,0,8,0,8,..,6,0,6,0,6,..,10,0,15,0,15
201031016,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,23,0,23,0,23,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,5,14,3,17,..,84,10,97,3,102,..,12,3,19,284,302,3727,102,17,115,291,4129,7169,..,..,..,..,7169,..,3,0,3,0,3,..,3,0,3,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,8,4,18,0,18,..,3,0,3,0,3,..,17,4,24,0,24,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,5,0,5,0,5
201031017,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,15,0,16,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,18,0,18,..,63,3,66,0,66,..,12,0,12,166,179,2285,69,3,76,167,2528,4755,..,..,..,..,4755,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,3,6,0,9,..,0,0,0,0,0,..,9,3,10,0,11,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,12,0,12,0,12
202011018,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,8,0,8,0,8,..,21,0,21,0,21,..,4,0,4,0,4,..,48,0,48,0,48,..,13,3,10,0,10,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,5,0,5,..,133,85,216,4,219,..,375,109,484,9,490,..,21,3,25,641,665,6279,397,114,507,647,7433,12194,..,..,..,..,12194,..,8,0,8,0,8,..,20,0,26,0,26,..,3,0,3,0,3,..,22,0,20,0,20,..,44,19,67,0,67,..,0,0,0,0,0,..,71,25,90,0,90,..,9,0,10,0,10,..,3,0,3,0,8,..,9,0,9,0,9,..,16,0,16,0,16
202011019,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,5,0,5,0,5,..,6,0,6,0,6,..,3,0,3,0,3,..,16,0,16,0,16,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,42,37,80,0,85,..,111,48,163,0,167,..,13,0,18,507,523,5495,131,52,179,510,6180,10614,..,..,..,..,10614,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,14,9,20,0,24,..,0,0,0,0,0,..,18,9,20,0,27,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,7,0,7,0,7
202011020,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,10,0,10,0,10,..,9,0,9,0,9,..,0,0,0,0,0,..,25,0,30,0,30,..,5,5,10,0,10,..,11,3,10,0,10,..,4,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,58,49,111,0,111,..,359,97,459,3,458,..,20,0,20,364,387,6242,382,97,476,367,7090,11913,..,..,..,..,11913,..,11,0,11,0,11,..,38,3,39,0,39,..,0,0,0,0,0,..,24,0,31,0,31,..,90,49,138,0,138,..,9,0,9,0,9,..,122,52,175,0,175,..,6,0,6,0,6,..,11,0,8,0,12,..,12,0,12,0,12,..,18,0,18,0,21
202011021,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,3,..,23,0,23,0,26,..,0,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,9,0,9,..,45,24,73,5,78,..,252,53,311,7,316,..,11,0,11,250,267,4355,269,53,323,259,4932,8168,..,..,..,..,8168,..,7,3,7,0,7,..,29,6,37,0,37,..,0,0,0,0,0,..,29,4,38,0,38,..,50,12,61,0,64,..,0,0,0,0,0,..,81,17,96,0,97,..,0,0,0,0,0,..,8,0,8,0,8,..,20,0,20,0,20,..,18,0,18,0,18
202011022,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,23,0,24,0,26,..,11,0,11,0,11,..,32,0,32,0,32,..,7,0,7,0,7,..,74,0,76,0,75,..,4,0,3,0,3,..,9,0,9,0,9,..,7,3,13,3,18,..,0,0,3,0,3,..,11,4,15,0,15,..,120,98,213,11,225,..,410,151,560,11,580,..,54,0,54,754,805,8966,462,151,616,765,10351,17114,..,..,..,..,17114,..,5,0,5,0,5,..,5,0,9,0,9,..,0,0,0,0,0,..,13,10,21,0,21,..,53,34,87,0,87,..,14,0,14,0,14,..,74,44,120,0,120,..,5,0,5,0,5,..,9,0,9,0,9,..,14,0,12,0,12,..,12,0,12,0,12
202011023,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,7,0,8,..,44,0,48,0,48,..,5,0,5,108,117,2366,50,0,52,107,2524,4761,..,..,..,..,4761,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3
202011024,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,5,28,0,28,..,106,8,116,3,115,..,7,0,7,154,159,4057,116,8,121,154,4334,8067,..,..,..,..,8067,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,24,5,30,0,30,..,0,0,0,0,0,..,21,5,35,0,35,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,8,0,8,0,8
202011025,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,11,0,11,0,11,..,15,0,15,0,15,..,0,0,0,0,0,..,32,0,32,0,32,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,96,39,143,7,146,..,252,55,308,7,319,..,7,0,8,343,355,5399,255,62,315,352,6067,10436,..,..,..,..,10436,..,11,0,11,0,11,..,17,0,17,0,17,..,6,0,6,0,6,..,0,0,0,0,0,..,31,7,33,0,35,..,0,0,0,0,0,..,36,9,44,0,41,..,0,0,0,0,0,..,5,3,3,0,3,..,12,0,12,0,12,..,11,0,10,0,10
202021026,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,12,3,13,..,63,14,77,3,76,..,7,0,7,205,209,3284,69,16,83,206,3569,6604,..,..,..,..,6604,..,3,0,3,0,3,..,0,0,0,0,3,..,0,0,0,0,0,..,9,0,5,0,5,..,21,9,25,0,25,..,0,0,0,0,0,..,25,6,33,0,33,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,10,0,10,0,7
202021027,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,11,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,16,0,16,0,14,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,8,28,3,24,..,166,33,197,7,206,..,12,0,12,465,476,4620,181,33,216,467,5296,8623,..,..,..,..,8623,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,7,8,10,0,10,..,19,44,71,0,71,..,3,3,3,0,3,..,28,55,86,0,86,..,6,0,6,0,6,..,20,0,20,0,20,..,19,3,26,0,26,..,43,0,43,0,43
202021028,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,8,0,8,0,8,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,24,3,25,0,25,..,129,9,136,0,137,..,10,0,10,320,331,3743,136,9,146,322,4212,7588,..,..,..,..,7588,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,8,3,13,0,13,..,3,0,3,0,3,..,21,4,18,0,18,..,24,0,21,0,21,..,16,0,17,0,23
202021029,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,4,0,4,..,0,0,0,0,0,..,15,0,18,0,18,..,61,16,69,4,74,..,9,0,9,210,218,1957,68,16,83,211,2250,3945,..,..,..,..,3945,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,4,0,4,..,3,5,3,0,6,..,0,3,0,0,0,..,6,8,12,0,16,..,3,0,3,0,3,..,10,0,10,3,8,..,0,0,0,0,0,..,20,0,20,0,20
202021030,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,11,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,4,0,6,..,6,0,6,0,6,..,5,0,5,0,5,..,9,0,9,0,9,..,3,0,0,0,0,..,19,0,23,0,23,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,3,0,3,..,23,0,21,3,28,..,197,40,240,5,242,..,13,0,10,346,360,4364,204,43,250,350,4968,8467,..,..,..,..,8467,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,9,0,9,..,40,46,81,0,83,..,0,0,0,0,0,..,40,53,89,0,89,..,4,0,4,0,4,..,16,0,16,0,16,..,21,0,21,0,21,..,39,0,39,0,39
202021031,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,12,0,12,0,12,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,19,0,19,..,140,9,145,0,145,..,5,0,5,325,330,3104,147,9,152,325,3590,6039,..,..,..,..,6039,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,11,3,15,0,15,..,8,0,9,0,9,..,18,0,18,0,18,..,17,0,17,0,17,..,44,0,49,0,49
202031032,0,0,..,0,0,0,0,0,..,3,0,3,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,36,3,38,0,44,..,0,0,3,123,125,1970,40,3,44,127,2137,4017,..,..,..,..,4017,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4
202031033,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,3,25,0,25,..,3,0,3,0,3,..,6,0,9,0,9,..,5,0,5,0,5,..,30,3,39,0,39,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,19,3,15,0,15,..,94,8,106,0,104,..,6,0,6,359,371,2977,100,8,114,365,3457,6075,..,..,..,..,6075,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,10,0,8,..,0,0,0,0,0,..,11,0,10,0,8,..,3,4,3,0,3,..,3,0,3,0,7,..,5,0,5,0,5,..,19,0,18,0,18
203011034,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,3,0,3,..,21,5,27,0,27,..,124,9,133,0,140,..,4,0,4,148,149,2899,131,9,139,151,3189,5837,..,..,..,..,5837,..,3,0,3,0,4,..,12,3,18,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,25,0,32,0,32,..,10,0,10,0,10,..,7,0,7,0,7,..,10,0,13,0,13
203011035,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,3,12,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,17,3,22,0,22,..,85,7,88,3,91,..,4,0,4,160,168,3119,87,4,96,164,3377,6321,..,..,..,..,6321,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,8,0,8,0,8,..,4,0,4,0,4,..,13,0,13,0,13
203011036,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,61,0,63,4,68,..,4,0,4,183,185,2586,62,0,65,189,2839,5232,..,..,..,..,5232,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,4,..,0,0,0,0,0,..,5,0,5,0,6,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,11,0,17,0,17
