SA2_MAINCODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
206041120,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,16,0,16,..,0,0,0,16,16,10,11,0,16,16,45,31,..,..,..,..,31,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
206041121,0,22,..,4,0,10,0,10,..,9,0,11,0,11,..,3,0,3,0,3,..,12,0,16,0,16,..,11,0,12,0,12,..,0,0,0,0,0,..,8,0,8,0,8,..,12,0,12,0,12,..,12,0,12,0,12,..,13,0,13,0,13,..,17,0,17,0,17,..,45,0,45,0,50,..,69,7,79,0,78,..,7,0,7,0,10,..,13,3,15,0,15,..,6,7,14,0,14,..,115,62,180,6,187,..,182,51,234,3,240,..,1177,294,1471,17,1491,..,14,3,16,391,401,3706,1195,297,1491,404,5599,7249,..,..,..,..,7249,..,11,0,11,0,11,..,87,14,104,0,107,..,0,0,0,0,0,..,245,79,329,0,327,..,347,109,451,3,455,..,43,26,65,0,65,..,635,213,845,3,848,..,32,4,36,0,36,..,19,4,20,0,20,..,53,5,56,0,58,..,53,3,55,0,55
206041122,7,701,..,9,0,8,0,10,..,3,0,3,0,3,..,35,3,39,0,39,..,18,0,18,0,18,..,34,5,37,0,37,..,3,0,3,0,3,..,11,3,16,0,16,..,75,0,73,0,73,..,784,23,810,3,815,..,66,0,66,0,66,..,124,0,122,0,123,..,1047,21,1073,6,1079,..,276,36,313,0,313,..,118,13,131,0,135,..,496,162,655,8,662,..,20,0,26,0,26,..,268,47,313,0,318,..,534,90,628,7,629,..,11262,2147,13414,79,13494,..,22,15,33,2027,2060,3581,11287,2161,13445,2103,19134,8096,..,..,..,..,8096,..,18,0,18,0,18,..,321,46,369,0,373,..,0,0,0,0,0,..,1700,334,2036,16,2047,..,9422,1991,11413,47,11464,..,541,257,797,11,807,..,11661,2587,14243,75,14318,..,16,0,16,0,16,..,29,0,30,0,30,..,224,14,232,6,234,..,91,3,100,0,100
206041123,0,162,..,13,0,13,0,13,..,7,0,8,0,8,..,36,7,43,0,43,..,15,0,13,0,13,..,30,0,30,0,27,..,0,0,0,0,0,..,17,3,25,0,22,..,27,0,27,0,27,..,86,0,85,0,85,..,35,0,40,0,40,..,53,0,53,0,53,..,207,0,211,0,211,..,134,27,161,0,161,..,33,0,34,0,34,..,65,23,83,0,83,..,23,8,35,0,34,..,158,66,220,0,223,..,491,100,592,14,603,..,3766,744,4510,46,4560,..,27,6,35,1099,1133,4667,3789,752,4547,1148,10360,9456,..,..,..,..,9456,..,9,0,9,0,9,..,274,53,330,4,336,..,0,0,0,0,0,..,554,225,773,15,790,..,2393,380,2772,18,2794,..,152,30,183,0,183,..,3095,637,3733,30,3760,..,32,7,42,0,45,..,31,0,33,0,34,..,112,3,116,0,116,..,95,0,95,0,95
206041124,0,21,..,3,0,3,0,6,..,3,0,6,0,6,..,31,0,28,0,28,..,3,0,5,0,5,..,14,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,15,0,15,..,18,0,20,0,20,..,10,0,14,0,14,..,26,0,26,0,26,..,66,4,68,0,68,..,53,0,55,0,55,..,12,0,12,0,12,..,7,0,11,0,11,..,11,0,11,0,11,..,42,5,42,0,42,..,98,8,109,0,108,..,1018,120,1138,6,1145,..,0,9,7,515,523,2286,1019,123,1140,525,3950,4312,..,..,..,..,4312,..,13,0,13,0,20,..,60,6,70,0,70,..,0,0,0,0,0,..,164,43,209,0,210,..,591,78,668,4,671,..,38,9,45,0,47,..,789,134,925,11,928,..,6,0,8,0,8,..,10,0,10,0,10,..,61,0,56,0,58,..,45,0,45,0,45
206041125,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,10,0,10,..,12,0,12,0,12,..,11,7,17,0,17,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,6,0,6,..,14,0,12,0,12,..,8,0,8,0,8,..,7,0,7,0,7,..,40,0,38,0,38,..,36,3,38,0,38,..,10,0,10,0,10,..,11,3,12,0,12,..,3,0,3,0,3,..,19,0,14,0,14,..,63,6,69,0,68,..,536,47,583,3,592,..,0,4,6,401,408,2270,537,52,591,402,3265,4275,..,..,..,..,4275,..,6,0,9,0,9,..,8,0,8,0,8,..,0,0,0,0,0,..,58,3,60,5,64,..,159,31,191,3,191,..,11,3,15,0,15,..,227,34,260,4,268,..,4,0,4,0,4,..,4,0,4,0,4,..,61,0,64,0,64,..,52,0,52,0,48
206041126,0,246,..,12,0,12,0,12,..,5,0,5,0,6,..,49,0,49,0,49,..,10,3,14,0,14,..,60,10,69,0,69,..,0,0,0,0,0,..,19,0,21,0,21,..,42,0,42,0,42,..,267,12,276,3,281,..,44,0,42,0,47,..,29,0,30,0,30,..,376,15,391,3,398,..,217,32,249,3,249,..,41,0,38,0,38,..,71,18,83,0,83,..,13,4,16,0,17,..,87,11,99,0,101,..,234,29,263,4,270,..,3932,600,4528,30,4564,..,12,0,13,1144,1163,3551,3951,597,4549,1179,9274,7675,..,..,..,..,7675,..,17,0,17,0,17,..,223,31,257,0,256,..,0,0,0,0,0,..,572,63,636,3,641,..,2408,454,2868,11,2878,..,184,55,237,0,237,..,3164,576,3743,18,3761,..,26,0,26,0,26,..,18,0,18,0,18,..,140,3,143,0,146,..,75,0,75,0,75
206041127,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
206051128,0,30,..,7,0,10,0,10,..,5,0,5,0,12,..,22,0,25,0,25,..,15,3,22,0,22,..,41,4,48,0,48,..,3,0,3,0,3,..,13,0,13,0,13,..,16,0,16,0,16,..,42,3,49,0,49,..,13,0,13,0,13,..,10,0,10,0,10,..,86,3,86,0,86,..,75,0,75,0,75,..,24,0,24,0,24,..,16,3,23,0,23,..,14,0,14,0,14,..,32,0,35,0,35,..,133,15,146,10,147,..,1632,244,1874,26,1903,..,17,5,23,601,622,5321,1652,247,1899,619,7843,10580,..,..,..,..,10580,..,9,0,9,0,9,..,49,4,54,0,53,..,0,0,0,0,0,..,152,7,163,0,163,..,538,103,639,4,637,..,13,9,26,4,30,..,702,115,820,5,828,..,14,0,14,0,14,..,35,0,35,0,35,..,158,7,164,9,170,..,80,3,87,5,86
206051129,0,9,..,8,0,13,0,13,..,4,0,4,0,4,..,11,0,10,0,10,..,40,5,38,0,38,..,72,25,96,0,96,..,0,0,0,0,0,..,13,0,16,0,16,..,5,0,5,0,5,..,10,0,10,0,10,..,3,0,3,0,3,..,4,0,4,0,4,..,20,0,22,0,22,..,85,3,90,0,90,..,5,0,9,0,9,..,11,4,17,0,17,..,7,0,7,0,7,..,16,0,16,0,16,..,158,22,183,0,185,..,1056,124,1184,15,1191,..,10,0,10,698,709,6165,1072,124,1194,707,8072,11678,..,..,..,..,11678,..,14,0,14,0,14,..,22,3,24,0,25,..,0,0,0,0,0,..,41,4,39,0,46,..,90,23,114,0,118,..,12,0,12,0,12,..,139,28,169,0,168,..,27,0,27,3,29,..,36,0,36,0,36,..,160,3,162,0,162,..,130,10,140,4,143
206051130,0,12,..,20,0,25,0,25,..,12,0,15,0,15,..,8,0,14,0,14,..,28,3,28,0,28,..,56,22,81,0,81,..,0,0,0,0,0,..,24,5,26,0,26,..,7,0,7,0,7,..,15,0,15,0,15,..,16,0,16,0,16,..,13,0,13,0,13,..,49,0,49,0,49,..,59,4,69,0,69,..,4,0,4,0,4,..,9,0,16,0,16,..,28,7,39,0,39,..,37,10,51,0,51,..,185,36,220,3,227,..,1431,246,1681,13,1695,..,10,0,10,726,736,6007,1444,246,1694,736,8431,11666,..,..,..,..,11666,..,36,0,36,0,36,..,77,11,88,0,88,..,0,0,0,0,0,..,87,7,97,3,99,..,164,36,198,5,207,..,21,4,27,0,27,..,278,47,323,7,336,..,45,0,42,0,42,..,54,0,52,0,52,..,128,5,131,3,135,..,112,7,119,3,120
206051131,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,3,3,0,3,0,9,11,..,..,..,..,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
206051132,0,25,..,6,0,12,0,8,..,0,0,0,0,0,..,32,0,29,0,29,..,16,3,14,0,14,..,58,70,125,3,130,..,3,0,3,0,3,..,9,0,12,0,12,..,11,0,11,0,11,..,64,3,74,0,74,..,11,0,11,0,11,..,3,0,3,0,3,..,91,3,96,0,96,..,56,6,61,0,61,..,10,0,10,0,10,..,34,0,32,4,31,..,16,3,17,0,17,..,46,12,61,0,61,..,140,35,175,3,174,..,1257,287,1544,17,1560,..,10,5,16,511,528,3842,1266,288,1562,525,5933,7677,..,..,..,..,7677,..,13,0,13,0,13,..,60,3,62,4,66,..,0,0,0,0,0,..,129,23,154,0,154,..,377,76,456,0,463,..,23,3,27,0,27,..,535,105,635,0,641,..,10,4,17,0,17,..,19,0,19,0,19,..,93,6,93,0,93,..,65,0,71,0,73
206051133,0,43,..,4,0,11,0,11,..,8,0,8,0,4,..,36,0,36,0,36,..,55,12,70,3,72,..,123,124,250,0,258,..,10,0,10,0,10,..,38,3,36,0,39,..,25,0,25,0,25,..,44,3,48,0,48,..,32,0,32,0,32,..,15,0,15,0,15,..,121,3,123,0,123,..,186,14,198,0,198,..,25,3,29,0,29,..,34,4,43,0,43,..,34,6,35,0,35,..,61,4,65,0,65,..,379,48,427,12,434,..,2437,364,2801,33,2836,..,24,4,33,1725,1760,8368,2462,371,2833,1759,12960,16983,..,..,..,..,16983,..,31,0,31,0,28,..,74,15,87,0,87,..,9,0,9,0,9,..,162,27,189,0,189,..,475,89,567,3,571,..,33,8,42,0,42,..,670,124,800,3,801,..,44,7,54,0,54,..,76,3,75,0,75,..,310,10,317,0,320,..,182,3,190,0,192
206051134,0,10,..,8,0,8,0,8,..,4,0,4,0,4,..,13,0,13,0,10,..,44,3,47,0,47,..,121,64,183,3,187,..,0,0,0,0,0,..,21,4,25,0,25,..,13,0,13,0,13,..,17,0,17,0,17,..,25,0,25,0,25,..,3,0,3,0,3,..,61,0,61,0,61,..,114,8,119,0,119,..,10,0,10,0,10,..,37,3,34,0,34,..,13,0,17,0,17,..,26,4,29,0,29,..,366,42,410,6,419,..,1588,227,1807,16,1826,..,19,0,21,698,716,5774,1607,229,1832,713,8318,11364,..,..,..,..,11364,..,8,0,8,0,8,..,33,0,29,0,29,..,0,0,0,0,0,..,80,16,96,0,96,..,186,45,224,0,224,..,13,3,12,0,12,..,275,62,334,0,334,..,27,3,32,0,33,..,34,0,34,0,34,..,139,0,147,0,146,..,88,7,95,0,92
206061135,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,27,3,32,0,32,..,25,9,38,0,38,..,0,0,0,0,0,..,11,0,10,0,10,..,10,0,11,0,11,..,11,0,7,0,7,..,21,0,23,0,23,..,3,0,3,0,3,..,44,3,45,0,45,..,41,6,48,0,46,..,3,0,3,0,3,..,18,5,32,0,32,..,6,0,6,0,6,..,21,0,21,0,21,..,76,7,85,3,89,..,813,132,946,13,954,..,14,0,15,308,323,3584,827,132,961,316,4867,6603,..,..,..,..,6603,..,4,0,4,0,4,..,12,0,12,0,12,..,0,0,0,0,0,..,83,8,88,0,88,..,168,40,210,6,213,..,11,3,11,0,11,..,259,50,308,6,310,..,16,0,16,0,16,..,17,0,17,0,17,..,70,3,74,3,81,..,27,0,27,0,27
206061136,0,37,..,12,3,12,0,12,..,0,0,0,0,0,..,22,0,22,0,28,..,45,12,57,0,57,..,67,63,127,0,126,..,0,0,0,0,0,..,13,0,14,0,14,..,12,0,12,0,12,..,24,0,29,0,29,..,26,0,27,0,27,..,11,0,11,0,11,..,79,3,79,0,79,..,104,10,109,0,109,..,5,0,5,0,5,..,30,4,33,0,33,..,42,23,68,0,71,..,61,11,76,0,76,..,184,29,205,4,211,..,1796,465,2261,18,2279,..,20,0,26,935,956,6887,1813,469,2285,947,10123,13531,..,..,..,..,13531,..,18,0,18,0,18,..,78,5,79,0,78,..,3,0,3,0,3,..,156,29,193,3,192,..,339,83,424,0,424,..,21,7,34,0,34,..,523,129,648,3,648,..,24,4,30,0,30,..,33,0,33,0,33,..,200,9,208,0,208,..,110,0,111,0,113
206061137,0,51,..,11,0,11,0,11,..,3,0,3,0,3,..,42,3,52,0,52,..,29,0,36,0,36,..,86,105,191,0,198,..,3,0,3,0,3,..,27,0,27,0,27,..,19,0,19,0,19,..,99,3,102,0,100,..,19,0,19,0,19,..,22,0,22,0,22,..,158,3,161,0,160,..,130,11,141,0,141,..,29,0,29,0,32,..,46,13,60,0,60,..,36,8,39,0,39,..,70,24,88,0,90,..,255,29,285,6,287,..,2677,507,3180,20,3199,..,15,0,19,1039,1061,6626,2689,502,3196,1057,10884,12811,..,..,..,..,12811,..,32,0,30,0,35,..,116,17,137,0,136,..,0,0,0,0,0,..,316,70,379,0,379,..,1182,262,1447,7,1449,..,93,21,115,0,120,..,1589,351,1942,10,1947,..,28,0,26,0,26,..,50,0,50,0,51,..,238,12,248,3,250,..,125,0,126,0,126
206061138,0,10,..,4,0,4,0,4,..,8,0,8,0,8,..,20,0,23,0,23,..,36,7,39,0,39,..,39,6,42,0,42,..,0,0,0,0,0,..,16,0,16,0,16,..,3,0,3,0,3,..,13,0,13,0,13,..,9,0,9,0,9,..,3,0,3,0,3,..,26,0,26,0,26,..,44,3,48,0,47,..,10,3,12,0,12,..,18,0,18,0,15,..,0,0,4,0,4,..,32,0,32,0,32,..,142,5,152,3,156,..,1263,138,1403,16,1418,..,18,0,18,498,518,5115,1281,138,1423,512,7048,9606,..,..,..,..,9606,..,15,0,15,0,15,..,32,5,39,0,39,..,0,0,0,0,0,..,205,27,228,3,235,..,471,111,578,6,586,..,29,6,42,0,42,..,708,144,849,9,863,..,12,0,12,0,9,..,17,0,15,0,15,..,106,4,110,0,111,..,51,0,51,0,54
206071139,0,18,..,3,0,4,0,4,..,5,0,7,0,7,..,11,0,9,0,9,..,5,0,5,0,5,..,7,0,7,0,7,..,0,0,0,0,0,..,8,0,8,0,8,..,8,0,8,0,8,..,8,0,8,0,8,..,14,0,14,0,10,..,9,0,9,0,9,..,39,0,39,0,40,..,49,4,53,0,53,..,11,0,16,0,16,..,29,9,40,0,40,..,3,0,4,0,4,..,176,72,253,0,251,..,79,5,80,0,80,..,911,215,1123,15,1136,..,11,3,9,336,350,2590,918,220,1135,347,4081,5324,..,..,..,..,5324,..,4,0,4,0,4,..,31,6,41,0,41,..,0,0,0,0,0,..,128,38,167,8,173,..,282,68,347,3,355,..,39,8,53,0,52,..,453,113,563,10,575,..,9,0,7,0,7,..,13,0,12,0,12,..,58,3,58,3,62,..,39,0,39,0,38
206071140,0,10,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,12,0,12,0,12,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,9,0,9,0,9,..,4,0,4,0,4,..,3,0,3,0,3,..,17,0,20,0,20,..,45,0,45,0,45,..,0,0,0,0,0,..,8,5,12,0,12,..,13,0,15,0,15,..,10,7,12,0,12,..,90,9,101,0,101,..,694,119,805,11,819,..,5,0,5,265,274,3372,697,119,816,271,4458,6420,..,..,..,..,6420,..,3,0,3,0,3,..,40,7,44,0,44,..,0,0,0,0,0,..,46,11,57,0,57,..,97,11,109,0,112,..,7,0,13,0,13,..,157,28,177,0,182,..,25,0,25,0,25,..,27,3,31,0,31,..,79,0,81,0,81,..,57,0,59,0,59
206071141,0,4,..,4,0,6,0,6,..,3,3,4,0,4,..,12,0,16,0,16,..,3,0,4,0,4,..,10,0,13,0,13,..,0,0,0,0,0,..,4,6,8,0,9,..,4,0,7,0,7,..,7,0,7,0,7,..,12,0,12,0,12,..,0,0,0,0,0,..,23,0,25,0,25,..,40,3,46,0,46,..,0,0,0,0,0,..,18,9,25,0,25,..,16,15,29,0,29,..,140,112,254,4,257,..,211,61,268,7,281,..,866,335,1206,20,1223,..,10,3,14,527,546,2517,877,338,1222,550,4287,5139,..,..,..,..,5139,..,0,0,0,0,0,..,91,32,125,0,126,..,0,0,0,0,0,..,92,55,144,0,144,..,184,68,254,3,260,..,16,17,32,0,32,..,293,138,431,3,434,..,13,0,13,0,12,..,15,0,15,0,15,..,48,3,52,0,52,..,26,0,22,0,30
206071142,0,10,..,24,5,25,0,25,..,0,0,0,0,0,..,5,4,6,0,6,..,18,3,18,0,18,..,5,0,5,0,5,..,0,0,0,0,0,..,6,4,14,0,14,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,5,0,5,0,5,..,17,0,17,0,17,..,48,5,51,0,51,..,3,0,3,0,3,..,12,7,18,0,18,..,22,6,23,0,23,..,106,138,247,0,251,..,241,59,303,9,312,..,993,457,1443,21,1466,..,23,3,24,655,681,3176,1015,460,1467,675,5320,6367,..,..,..,..,6367,..,13,0,13,0,13,..,161,41,200,10,206,..,0,0,0,0,0,..,105,121,224,4,224,..,128,126,256,0,256,..,13,12,27,0,27,..,252,258,503,4,510,..,11,3,20,0,20,..,23,0,23,0,23,..,89,5,90,0,90,..,47,0,47,0,51
206071143,0,9,..,16,0,15,0,15,..,6,0,11,0,11,..,0,0,0,0,0,..,9,0,11,0,11,..,12,0,9,0,9,..,0,0,0,0,0,..,9,4,11,0,11,..,3,0,3,0,3,..,6,0,6,0,6,..,4,0,4,0,3,..,5,0,5,0,5,..,11,0,11,0,11,..,73,9,88,0,88,..,6,0,6,0,6,..,11,0,14,0,11,..,7,0,8,0,8,..,36,39,79,0,79,..,119,22,142,3,143,..,949,258,1210,4,1218,..,16,0,11,485,497,4913,963,262,1227,491,6633,9247,..,..,..,..,9247,..,3,0,3,0,3,..,87,11,98,0,98,..,0,0,0,0,0,..,48,27,79,0,79,..,85,58,138,0,138,..,15,3,19,0,19,..,145,94,238,0,239,..,23,0,23,0,23,..,32,0,32,0,32,..,114,3,119,0,117,..,81,0,81,0,81
206071144,0,31,..,24,4,27,0,27,..,4,0,4,0,4,..,24,0,20,0,20,..,35,3,39,0,39,..,21,5,28,0,28,..,0,0,0,0,0,..,25,6,30,0,30,..,24,0,24,0,24,..,49,0,54,0,54,..,20,0,20,0,20,..,28,5,36,4,41,..,131,9,140,4,141,..,145,12,156,0,155,..,14,0,14,4,16,..,47,11,53,0,53,..,34,9,37,0,38,..,545,497,1048,10,1059,..,326,74,401,8,409,..,2807,1294,4105,38,4145,..,22,5,26,1200,1230,10241,2835,1305,4136,1246,15619,20508,..,..,..,..,20508,..,10,0,17,0,17,..,120,22,137,3,143,..,8,0,8,0,8,..,288,177,466,3,468,..,427,246,674,10,678,..,206,211,414,3,416,..,920,637,1553,11,1566,..,54,12,67,0,71,..,29,0,29,0,29,..,171,0,176,0,173,..,110,3,114,5,118
