SA2_MAINCODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
210021235,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,3,0,0,14,0,0,0,3,0,0,0,0,0,11,0,0,0,5,7,10,11,3,0,41,0,0,0,3,0,0,0,0,0,3,0,0,0,9,5,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,16,14,15,19,5,0,74,28,75,79,157,163,156,98,40,8,804,577,1297,1069,2061,1524,1396,975,357,107,9360
210031236,0,0,0,0,0,0,0,0,0,0,0,5,6,43,10,10,4,0,0,76,0,0,0,4,0,3,4,0,3,14,0,0,0,11,4,0,0,0,0,22,3,0,5,13,4,0,0,0,0,28,0,0,0,9,4,0,0,0,0,19,0,0,0,3,0,0,0,0,0,7,0,0,3,17,6,5,3,0,0,34,0,0,0,11,3,0,0,0,0,8,0,0,3,19,4,0,0,0,0,30,0,0,0,4,0,0,0,0,0,3,0,0,0,17,15,10,9,5,0,63,0,6,8,11,3,0,0,0,0,33,0,0,3,27,12,14,6,0,4,64,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,6,21,3,110,43,24,19,15,15,257,46,51,59,198,86,45,60,48,16,613,586,777,810,2635,1006,665,462,448,286,7678
210031237,0,0,0,0,0,0,0,0,0,0,0,12,8,71,23,33,10,0,0,154,0,0,0,0,0,3,8,4,9,24,0,0,0,6,3,0,3,3,0,20,0,3,4,5,3,3,0,0,0,21,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,7,3,15,17,68,23,19,0,0,0,136,0,0,0,0,0,0,0,0,0,0,3,12,8,6,3,0,0,0,0,39,0,0,0,3,3,0,0,0,0,8,3,0,3,40,79,25,21,7,0,178,0,3,3,9,0,0,3,0,0,17,0,0,7,42,22,30,9,0,0,116,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,10,19,34,29,155,58,49,44,45,14,444,67,117,91,313,121,92,69,90,48,1007,1134,1832,1642,4166,1456,1128,841,1058,518,13768
210031239,0,0,0,3,3,0,0,0,0,8,13,13,17,117,20,12,7,4,0,212,0,0,0,17,5,12,6,12,14,73,0,0,0,14,7,8,13,11,4,57,0,0,4,15,6,9,3,0,0,40,0,0,3,33,5,3,4,3,0,53,0,0,0,3,3,0,3,3,3,15,3,25,17,98,42,25,9,7,0,235,0,0,14,30,0,0,0,0,0,43,0,3,8,45,10,0,3,0,0,69,0,0,0,4,8,0,6,0,0,25,0,0,7,110,99,41,13,8,0,286,0,5,8,31,5,3,3,0,0,63,0,3,9,61,21,27,3,0,5,128,0,0,0,3,4,0,0,0,0,10,0,0,0,16,0,3,0,0,0,19,23,38,30,359,80,55,40,54,28,710,115,145,140,578,185,151,127,110,81,1632,1628,2527,2625,8292,2892,2119,1312,1236,809,23447
210031438,0,0,0,3,0,0,3,0,0,8,6,16,23,137,38,21,17,5,0,264,0,0,0,13,9,18,10,23,30,108,0,0,0,7,4,6,7,12,6,49,0,0,3,11,3,0,0,0,0,27,0,0,3,5,5,0,0,3,0,18,0,0,3,3,4,9,6,6,7,38,13,15,19,126,58,23,16,3,0,276,0,0,3,9,0,3,0,0,0,13,0,3,7,35,5,3,0,0,0,60,0,0,0,10,0,3,3,0,0,18,6,7,14,202,146,61,30,16,3,485,4,5,3,15,7,3,0,0,0,35,0,3,14,103,41,49,17,0,3,243,0,0,0,0,0,0,3,0,0,7,0,0,0,4,0,3,0,0,0,4,14,57,86,301,120,77,92,56,37,840,120,144,188,549,204,136,132,158,78,1706,1626,2263,2693,7837,2397,1730,1411,1339,791,22107
210031439,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,16,0,0,0,4,3,3,0,0,0,16,0,0,0,3,4,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,13,18,3,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,11,9,0,0,0,0,25,0,0,0,3,0,0,0,0,0,10,0,3,0,7,7,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,30,18,10,4,8,0,73,16,8,20,57,12,15,17,17,0,168,225,425,287,905,406,234,202,169,49,2904
210031440,0,0,0,0,0,0,0,0,0,0,0,3,0,16,4,6,5,0,0,35,0,0,0,4,4,8,0,0,3,22,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,10,0,0,0,4,9,3,0,0,0,21,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,8,0,0,0,21,34,12,9,8,0,88,0,0,0,3,0,0,0,0,0,6,0,0,0,9,4,8,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,10,0,7,13,66,26,15,20,23,11,182,21,43,31,118,55,49,46,40,22,427,384,643,656,1577,682,505,467,522,171,5604
210041240,0,0,0,0,8,0,0,0,0,10,0,6,8,27,17,7,3,5,0,75,0,0,0,9,0,0,3,7,3,20,0,0,3,12,9,29,22,11,3,83,0,0,3,0,0,3,0,0,0,8,0,11,4,18,6,4,7,3,0,51,0,0,0,0,3,9,3,0,0,18,0,0,3,5,5,0,3,3,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,9,8,3,0,0,0,12,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,11,0,0,9,8,4,3,0,0,0,32,0,0,0,9,0,3,0,0,0,13,0,0,0,3,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,12,7,44,39,25,32,10,5,189,30,79,111,192,119,108,69,20,9,744,764,1805,1796,3110,1975,1730,942,413,178,12715
210041241,0,0,0,11,13,3,0,0,0,23,3,14,28,77,45,26,12,3,0,205,0,0,0,12,3,17,8,6,3,40,0,6,4,27,37,33,38,36,3,181,0,0,6,9,3,7,3,3,0,33,0,9,20,26,30,20,9,5,0,114,0,0,0,0,6,8,3,5,0,19,4,8,0,24,11,8,8,0,0,64,0,0,0,3,3,0,0,0,0,6,0,3,10,26,8,0,3,0,0,47,0,0,0,3,9,4,4,0,0,19,0,0,0,0,6,3,0,0,0,14,0,5,3,14,6,10,0,0,0,41,0,7,3,30,8,4,3,0,0,52,0,0,4,6,9,5,4,3,0,27,0,0,0,3,0,0,0,0,0,8,7,18,5,102,65,54,45,42,15,348,92,122,150,391,209,221,180,84,44,1500,1875,3304,3554,7319,3721,3177,2167,1084,443,26655
210051242,0,0,4,9,4,0,0,0,0,13,0,15,23,97,21,39,17,6,3,213,0,0,0,4,0,8,7,5,6,28,0,0,0,0,5,8,9,6,7,35,0,0,3,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,3,3,5,0,22,0,13,19,86,26,10,13,8,4,181,0,0,0,9,0,0,0,0,0,9,0,0,4,17,3,3,3,0,0,29,0,0,0,0,9,3,0,0,0,18,6,3,27,162,112,93,55,34,7,506,0,0,3,4,4,0,3,0,0,18,0,3,15,71,67,38,16,5,8,224,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,0,0,0,0,6,21,83,115,369,157,125,70,40,20,1003,125,203,180,397,172,147,108,81,24,1434,1096,1769,1923,4173,1557,1222,795,556,210,13305
210051243,0,0,0,0,0,0,0,0,0,0,0,8,13,39,25,22,10,3,0,123,0,0,0,0,3,3,0,3,4,8,0,0,0,0,3,5,6,9,3,31,0,0,8,0,3,5,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,3,3,0,17,0,0,8,22,9,7,3,4,3,58,0,0,0,0,0,0,0,0,0,5,0,0,7,7,5,0,3,0,0,20,0,0,0,0,7,9,0,0,0,20,9,27,60,334,354,253,164,57,4,1250,0,0,3,0,0,0,0,0,0,12,0,8,15,68,62,35,20,12,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,105,118,311,155,132,87,59,18,1001,97,206,216,404,234,162,150,98,26,1590,1255,2340,2406,4327,1946,1429,1320,877,226,16122
210051245,0,0,0,0,0,0,0,0,0,5,4,16,21,74,38,46,21,3,3,214,0,0,0,7,4,6,11,0,5,35,0,0,6,13,9,18,22,14,4,75,0,3,0,9,4,6,7,0,0,26,0,0,0,4,3,4,4,3,0,15,0,0,0,0,16,10,16,12,3,55,3,16,29,61,68,51,41,15,3,286,0,0,0,0,0,3,0,0,0,4,0,6,3,14,7,4,0,0,0,33,0,0,0,0,3,3,7,0,0,17,3,0,10,46,89,46,27,14,0,232,0,3,3,11,3,5,0,0,0,27,0,3,6,21,27,11,5,4,0,76,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,24,57,146,110,105,86,63,15,623,48,78,120,277,140,168,180,83,31,1119,950,1972,2293,4461,2392,2415,1981,883,248,17608
210051246,0,0,0,0,0,0,0,0,0,3,0,4,14,57,32,23,12,3,0,144,0,0,0,7,3,11,9,0,0,28,0,0,0,3,8,9,6,5,0,33,0,4,7,14,4,5,3,0,0,36,0,0,0,15,3,6,0,0,0,26,0,0,0,3,7,13,14,0,0,34,0,14,27,96,66,39,14,5,0,265,0,0,0,10,3,0,0,0,0,12,0,3,0,10,7,3,0,0,0,28,0,0,0,8,21,11,8,5,0,64,0,0,16,129,178,73,35,8,0,443,0,8,3,16,5,0,0,0,0,29,0,0,3,21,9,3,0,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,0,0,18,3,22,43,132,143,143,80,35,8,604,37,79,75,222,128,107,94,23,10,773,1009,2183,2597,4300,2635,2018,1087,383,78,16292
210051247,0,0,0,0,0,0,0,0,0,0,3,3,15,51,37,38,15,4,0,164,0,0,0,0,5,12,11,0,0,32,0,0,0,0,4,4,7,0,0,7,0,3,3,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,9,5,3,0,27,0,0,7,26,19,17,8,7,0,92,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,18,0,4,0,9,3,10,5,0,0,29,3,24,69,467,512,275,164,68,9,1600,0,4,10,0,0,0,3,0,0,14,0,3,12,101,102,116,24,15,8,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,94,96,373,194,167,97,40,5,1090,75,192,161,339,177,131,90,31,3,1195,1104,2323,2499,4081,2057,1503,863,336,72,14842
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,21,33,12,8,4,0,0,91,0,13,36,62,35,17,10,3,0,181
210051249,0,0,0,0,0,0,0,0,0,4,3,15,50,134,131,97,24,3,3,453,0,0,0,6,10,14,0,3,0,40,0,0,0,0,7,3,3,0,0,10,0,0,6,3,5,0,0,0,0,30,0,4,8,3,3,4,0,0,0,15,0,0,0,3,0,3,0,0,0,11,3,24,50,143,175,67,35,10,3,508,0,0,0,0,0,0,0,0,0,4,0,0,0,10,4,0,0,0,0,22,0,0,0,3,7,9,3,0,0,30,8,23,68,365,433,180,72,27,10,1181,0,5,6,8,0,0,0,0,0,26,0,0,8,73,57,20,12,3,0,177,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,20,143,155,441,293,185,82,32,11,1360,95,237,199,363,209,110,59,33,8,1312,1702,4001,3791,5992,3289,1708,855,357,124,21817
210051250,0,0,0,5,0,0,0,0,0,5,0,8,6,25,11,13,4,3,0,76,0,0,0,7,0,4,3,4,3,20,0,0,0,0,5,5,14,3,0,28,0,0,0,3,0,0,0,0,0,7,0,3,0,7,0,0,3,0,0,10,0,0,0,0,0,0,13,8,0,22,0,0,3,28,11,16,21,0,0,88,0,0,0,4,0,0,0,0,0,4,0,4,0,11,0,0,0,0,0,20,0,0,0,3,0,3,5,0,0,9,0,0,0,8,10,19,0,0,0,39,0,0,0,3,0,0,0,0,0,6,0,0,0,7,4,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,12,14,77,52,59,41,25,6,281,27,37,60,177,91,71,61,36,15,577,390,568,688,2082,788,774,711,347,104,6458
210051441,0,0,0,0,0,0,0,0,0,4,0,4,3,29,18,23,3,0,0,86,0,0,0,0,3,6,0,0,0,10,0,0,0,0,8,9,7,9,0,27,0,3,8,3,4,0,0,0,0,18,0,0,0,3,6,4,6,0,0,18,0,0,0,0,6,0,4,0,0,12,0,7,16,54,48,18,10,3,3,157,0,0,0,0,0,0,0,0,0,0,0,5,9,33,0,0,0,0,0,45,0,0,0,11,0,7,5,0,0,22,0,3,3,26,21,13,4,3,0,71,0,0,0,4,0,3,0,0,0,10,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,7,29,27,138,76,58,36,24,7,401,36,67,68,168,65,52,44,10,4,511,645,1190,1236,2510,1151,901,514,185,50,8390
210051442,0,3,0,3,0,0,0,0,0,7,0,13,60,101,61,22,9,0,0,260,0,0,0,3,0,3,3,0,0,12,0,0,0,0,0,5,3,0,0,9,0,4,14,11,12,5,0,0,0,42,0,9,3,12,8,3,0,0,0,29,0,0,0,0,0,0,0,0,0,3,3,13,13,131,65,25,6,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,4,18,7,3,0,0,0,30,0,0,3,26,11,23,0,3,0,71,0,3,11,66,50,25,10,3,0,176,0,0,3,9,7,3,0,0,0,20,0,0,0,17,0,4,0,0,0,19,0,0,0,0,0,0,3,0,0,3,0,3,3,11,0,0,0,0,0,26,7,56,68,220,138,78,27,8,3,613,67,105,79,225,68,48,16,14,3,628,1283,2123,1546,4088,1326,745,295,106,12,11524
210051443,0,0,7,4,3,0,0,0,0,6,3,26,40,114,68,51,8,3,0,306,0,0,0,9,4,9,3,3,0,33,0,3,0,7,4,12,7,3,0,30,0,8,11,13,12,6,0,0,0,49,0,0,0,9,3,6,0,0,0,17,0,0,0,0,0,0,3,0,0,10,8,33,59,210,135,32,17,3,0,491,0,0,0,6,0,0,0,0,0,6,0,4,10,46,3,3,0,0,0,74,0,0,0,10,7,3,5,0,0,30,3,12,23,117,90,47,15,3,0,299,3,6,5,5,0,3,0,0,0,25,0,0,0,17,6,6,3,0,0,45,0,0,0,0,0,0,0,0,0,5,0,3,3,9,3,0,0,0,0,20,12,62,93,257,155,84,42,16,7,731,83,90,91,274,120,106,52,10,7,832,1436,2413,2524,5338,2220,1479,609,223,53,16288
210051444,0,0,0,4,0,0,0,0,0,4,3,31,37,155,52,12,4,0,0,298,0,0,0,9,0,0,0,0,0,11,0,0,0,3,3,0,9,6,0,17,3,10,13,23,9,7,3,0,0,66,0,0,0,6,4,3,0,0,0,25,0,0,0,0,5,0,3,0,0,9,9,77,39,314,84,20,16,4,0,560,0,0,0,6,0,0,0,0,0,8,0,0,0,25,0,3,3,0,0,30,0,0,0,3,5,3,3,0,0,19,0,9,18,155,89,46,21,3,3,353,3,12,3,12,0,0,0,0,0,33,0,0,3,18,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,9,15,7,0,0,0,0,30,23,58,56,304,109,62,12,6,0,635,83,87,74,254,75,22,23,11,8,639,1890,2187,1550,6040,1124,685,410,181,86,14152
210051445,0,0,0,0,0,0,0,0,0,0,0,3,3,26,9,3,0,0,0,43,0,0,0,4,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,6,0,3,0,5,3,0,0,0,0,8,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,3,6,3,48,6,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,12,0,0,0,16,11,3,4,0,0,36,0,0,0,6,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,6,7,8,51,18,10,6,3,0,120,16,25,31,78,34,45,21,3,0,244,304,437,453,1226,453,275,171,62,12,3385
211011251,0,0,0,0,3,0,0,0,0,3,0,15,21,88,26,21,7,3,0,186,0,0,0,4,4,11,10,5,24,61,0,3,5,9,10,15,15,15,3,70,0,0,3,17,5,12,0,0,0,42,3,0,6,22,8,12,10,10,3,72,0,0,0,3,0,0,3,3,0,7,0,3,13,65,24,15,14,3,0,148,0,0,0,16,0,0,0,0,0,17,0,3,9,27,6,4,0,0,0,47,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,3,3,0,0,10,0,3,4,13,6,3,3,0,0,31,0,6,9,49,24,19,10,0,0,117,0,0,0,0,3,0,4,5,3,12,0,0,0,7,0,0,3,0,0,11,4,12,15,84,41,45,43,61,35,345,35,40,60,183,73,90,88,77,47,684,820,1239,1349,3743,1528,1272,1158,706,258,12078
211011254,0,0,5,3,0,0,0,0,0,9,0,13,26,59,39,24,10,0,3,175,0,0,0,8,4,6,9,3,0,31,0,3,4,7,11,13,24,16,3,77,3,31,23,37,24,6,11,3,0,135,0,9,20,28,23,26,15,5,0,129,0,0,0,0,4,5,6,0,0,21,0,30,68,177,111,73,32,8,7,510,3,3,5,20,3,8,3,0,0,46,0,0,3,14,4,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,8,14,3,10,0,3,0,46,0,3,5,47,48,31,6,0,0,134,0,0,3,0,0,6,5,9,0,18,0,0,3,7,3,4,0,0,0,12,0,12,29,87,62,52,44,29,6,327,31,52,71,164,84,83,74,42,10,609,934,1868,1990,4156,2112,1791,1444,643,150,15088
211011255,0,0,0,0,3,0,0,0,0,4,0,0,3,16,12,6,5,0,0,40,0,0,0,3,5,14,3,0,0,32,0,0,0,0,3,14,3,3,0,22,0,3,0,4,4,8,3,0,0,23,0,0,7,6,13,8,3,0,0,40,0,0,0,3,4,4,3,0,0,11,0,3,7,27,33,13,9,7,0,94,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,10,0,0,4,3,8,0,0,0,0,18,0,0,0,4,8,3,0,0,0,19,0,0,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,5,7,29,31,32,14,13,0,135,15,29,58,62,79,64,23,8,6,338,312,964,1186,1401,1337,889,326,127,32,6580
211011256,0,0,3,4,3,0,0,0,0,7,0,8,16,61,30,45,18,4,0,181,0,0,0,16,3,22,10,0,3,57,0,0,3,4,6,18,17,5,0,52,0,8,7,18,18,25,7,0,0,78,0,3,13,37,29,16,12,3,0,120,0,0,0,0,3,5,6,4,0,26,3,19,40,112,107,74,49,16,0,419,0,0,0,17,3,12,3,0,0,35,0,0,3,16,6,0,0,0,0,24,0,0,0,0,3,3,0,0,0,4,0,0,0,0,8,5,5,0,0,28,0,4,4,7,5,3,0,0,0,27,0,0,8,24,40,63,11,10,3,147,0,0,0,0,0,5,4,0,0,15,0,0,0,4,0,0,0,0,0,8,0,12,27,105,67,69,61,36,4,370,28,44,73,144,97,85,50,46,9,580,854,1776,2343,3950,2371,2159,1015,548,200,15215
211011257,0,0,0,0,3,0,0,0,0,3,0,0,7,21,23,10,0,0,0,55,0,0,0,0,10,11,7,0,0,31,0,0,0,4,11,9,3,3,0,24,0,3,14,12,15,4,4,0,0,50,0,10,6,29,8,17,9,4,0,83,0,0,0,3,13,5,6,3,0,24,0,11,10,62,54,45,22,5,0,204,0,0,0,12,0,3,0,0,0,12,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,4,3,3,0,0,0,19,0,0,4,40,27,14,0,0,0,89,0,0,0,0,4,3,3,0,0,7,0,0,0,8,0,0,0,0,0,8,0,5,11,48,39,20,18,7,0,157,4,14,20,66,30,35,17,10,3,206,473,1192,1195,1972,1379,878,499,320,102,8005
211011258,0,0,0,0,3,0,0,0,0,4,0,0,3,24,20,12,14,0,0,83,0,0,3,22,15,24,11,0,3,74,0,0,3,3,10,13,15,9,4,56,0,3,5,12,11,19,4,0,0,52,0,12,15,22,23,25,12,4,0,113,0,0,0,0,5,9,3,3,0,19,0,7,24,122,103,105,46,9,4,424,0,0,0,0,3,7,0,0,0,10,0,0,3,8,3,0,4,0,0,16,0,0,0,5,9,3,0,0,0,21,0,0,0,5,3,3,0,3,0,22,0,8,3,5,7,3,0,0,0,22,0,0,0,38,39,18,4,3,0,108,0,0,0,0,5,0,0,0,0,5,0,0,3,3,0,0,0,0,0,4,0,0,22,75,96,63,37,32,4,326,15,29,37,84,76,61,46,23,3,380,548,1428,1609,2538,1810,1374,784,393,82,10573
211011259,0,0,0,0,4,0,0,0,0,11,0,9,7,44,22,11,20,3,0,128,0,0,0,3,3,11,5,0,4,30,0,3,3,6,8,26,27,18,10,97,0,18,24,24,24,16,8,3,0,116,0,0,7,23,20,16,11,4,0,88,0,0,0,3,3,3,3,0,8,24,3,10,20,89,41,49,30,6,3,245,0,0,0,27,0,8,9,0,0,39,0,0,3,18,3,0,0,0,0,23,0,0,0,0,0,0,3,3,0,10,0,0,0,4,0,3,0,0,0,10,0,5,7,5,7,3,3,0,0,29,0,0,5,73,49,58,22,8,3,224,0,0,0,0,5,3,3,0,0,16,0,0,0,7,3,0,0,0,0,10,0,10,28,79,40,61,57,42,62,379,26,46,44,127,70,104,81,66,15,573,724,1598,1637,3538,1751,2117,1470,664,427,13926
211011260,0,0,0,0,7,0,0,0,0,12,0,3,9,35,11,28,24,3,0,114,0,0,0,3,3,9,10,0,3,32,0,0,0,7,7,21,22,22,8,105,3,36,53,47,48,37,18,3,4,242,0,12,16,30,16,29,19,7,0,125,0,0,0,0,3,9,9,7,3,28,3,18,66,146,96,134,86,18,8,583,0,4,3,27,14,10,6,0,0,62,0,0,6,26,8,0,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,4,0,11,0,8,10,12,9,6,0,0,3,44,0,3,3,56,69,66,30,0,3,232,0,0,0,3,3,0,0,0,3,14,0,0,0,6,0,4,3,0,0,16,4,9,30,93,63,91,69,58,81,494,16,25,48,108,80,84,78,66,80,596,789,1828,2554,4083,2439,2657,1728,1021,712,17805
