SA2_MAINCODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
202011022,120,312,242,325,977,886,550,661,81,4168,0,7,0,7,3,0,4,3,0,29,0,0,0,3,0,0,0,0,0,8,6,24,25,32,91,60,27,27,3,292,0,3,0,3,9,11,4,0,0,29,4,5,6,11,22,14,3,4,0,72,3,4,7,12,3,8,3,0,0,39,12,178,111,110,102,41,29,14,3,606,9,113,55,50,41,23,8,17,6,325,3,16,10,7,5,7,0,7,0,60,3,4,4,4,13,3,4,3,0,36,9,12,28,18,63,26,15,10,0,184,0,4,5,3,8,11,4,0,0,42,4,19,13,29,47,26,15,12,3,171,4,33,24,16,22,10,9,5,0,136,17,23,30,30,68,41,17,18,0,236,16,72,64,59,79,58,39,43,3,433,69,89,209,276,206,118,37,39,5,1055,0,20,10,5,3,3,3,4,0,42,3,35,24,31,33,14,5,10,0,160
202011023,54,96,68,72,251,290,199,305,14,1343,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,11,6,3,15,9,5,3,0,53,0,0,0,3,3,3,0,0,0,8,0,6,3,5,7,6,3,3,0,38,0,5,0,0,7,0,0,0,0,14,13,56,24,25,6,10,4,8,0,154,4,32,12,14,3,7,3,3,0,77,0,6,0,0,0,5,0,4,0,19,0,0,0,0,5,0,0,0,0,8,3,5,20,15,17,9,3,3,0,63,0,0,3,3,0,7,0,0,0,13,3,18,4,7,12,6,3,3,0,58,3,13,8,3,8,3,0,0,0,39,12,3,15,16,14,12,11,0,3,79,4,21,23,28,37,16,9,14,0,155,31,40,57,77,39,36,16,13,0,304,0,3,0,3,0,3,0,0,0,12,0,19,10,9,8,11,0,0,0,54
202011024,77,181,109,135,386,469,294,470,38,2162,0,5,0,0,3,3,0,3,0,18,0,0,3,0,3,3,0,3,0,19,3,27,11,14,22,6,3,3,0,82,3,0,0,5,7,4,0,0,0,14,0,13,6,7,6,6,0,0,0,45,0,5,3,0,3,4,0,0,0,16,11,89,39,34,35,15,6,14,7,249,6,69,27,19,9,11,8,3,0,144,0,3,3,7,4,3,0,4,0,22,0,3,0,0,6,3,0,0,0,13,11,14,21,16,31,17,8,9,3,127,0,3,3,6,11,4,0,0,0,23,3,19,17,14,11,15,3,11,0,111,3,14,10,3,6,9,0,3,0,47,14,6,21,22,21,13,16,12,0,131,26,53,65,53,42,37,24,35,3,350,31,53,118,143,68,48,19,28,9,514,3,5,3,8,0,4,3,0,0,24,6,20,14,20,4,0,3,0,0,73
202011025,101,216,113,194,646,607,402,525,58,2850,0,3,5,8,8,6,0,4,0,41,3,0,0,0,0,3,0,0,0,9,10,24,10,21,35,16,11,9,7,127,0,0,0,9,7,4,3,0,0,29,0,15,5,6,9,5,3,3,3,49,3,12,0,3,4,3,3,0,0,27,26,111,82,60,71,24,23,12,3,402,12,89,37,38,22,11,4,11,4,221,0,6,7,3,4,6,3,4,0,38,0,4,4,8,7,3,0,0,0,27,10,7,12,19,45,18,9,10,0,130,0,4,6,3,10,4,0,4,0,39,12,11,7,17,31,8,5,3,0,98,3,15,14,19,18,6,4,0,3,89,15,11,17,27,45,19,5,14,3,157,22,36,50,56,56,44,12,32,7,308,62,79,127,194,133,87,31,30,10,763,4,15,10,10,7,3,0,3,0,49,7,22,12,12,22,10,8,8,0,95
202021026,75,154,92,128,313,393,209,419,39,1819,0,6,7,14,4,5,7,6,3,47,0,0,4,0,0,0,3,0,0,8,7,16,17,18,21,10,8,7,0,98,0,0,0,0,3,7,3,0,0,19,0,10,3,11,4,6,0,0,0,34,3,7,0,0,5,3,0,0,0,22,5,64,40,25,36,14,10,5,0,205,10,40,15,22,6,10,3,10,6,113,3,3,3,7,0,5,3,3,0,32,0,0,4,8,3,0,0,0,0,17,4,3,17,13,25,8,3,4,0,80,0,0,3,0,6,7,0,0,0,18,3,17,18,13,9,12,8,4,0,85,3,10,13,7,11,6,4,3,0,53,8,8,7,20,21,18,12,7,3,100,11,24,35,32,44,27,12,24,0,215,43,52,100,110,59,39,15,23,3,445,0,7,0,4,0,3,0,3,0,22,0,13,11,14,8,5,5,4,0,56
202021027,54,231,150,243,308,415,226,318,31,1990,4,0,3,4,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,6,14,19,19,24,44,18,4,0,148,0,0,0,0,0,0,0,0,0,5,0,11,9,3,3,3,4,3,0,37,0,7,0,0,3,3,3,0,0,19,7,73,52,34,28,17,3,7,3,219,0,50,28,26,20,10,8,11,0,148,0,4,5,0,4,3,0,3,0,23,5,5,12,7,6,0,3,5,0,45,4,0,4,0,10,4,3,0,0,24,0,3,3,6,7,4,0,0,0,25,0,32,20,18,20,14,5,8,0,117,0,16,10,7,8,7,0,0,3,52,6,13,15,23,37,29,7,11,0,144,16,52,60,58,40,23,16,40,0,308,37,67,118,140,58,59,25,19,3,525,3,4,12,13,6,3,9,6,0,47,3,12,7,13,5,3,5,3,4,49
202021028,73,196,179,188,277,408,185,380,37,1921,3,17,11,17,3,19,7,20,0,98,0,0,0,0,3,0,0,0,0,11,0,18,18,10,12,17,10,8,0,98,0,0,0,4,0,3,0,0,0,11,0,7,4,0,3,3,0,0,0,24,0,5,6,0,9,3,4,4,0,23,10,59,25,45,27,18,7,12,3,196,3,32,23,18,12,0,3,12,0,113,4,3,4,3,3,3,0,0,0,25,0,6,3,0,0,0,3,0,0,24,0,0,10,8,8,5,0,3,0,37,3,4,4,0,3,0,3,0,0,17,3,23,23,16,8,3,4,15,0,102,3,16,12,5,9,7,0,0,0,47,14,10,9,22,34,19,8,11,3,123,15,29,38,35,24,16,14,35,3,209,24,49,104,107,41,46,15,27,7,422,0,13,8,3,8,3,3,10,0,45,0,7,7,6,12,9,0,4,0,47
202021029,38,72,64,64,134,185,94,184,26,856,0,7,7,0,6,3,0,10,0,33,0,3,3,4,5,3,0,7,0,20,0,20,11,6,6,7,6,4,0,55,0,0,0,0,3,0,0,0,0,9,0,3,0,0,0,3,0,3,0,15,0,0,0,0,3,0,5,0,0,7,4,23,11,12,21,4,3,8,0,89,0,27,14,4,3,6,0,8,0,62,0,3,3,3,0,0,0,3,0,16,0,3,0,3,0,0,3,0,0,7,3,0,5,6,8,3,0,0,0,18,0,3,0,0,4,0,0,0,0,7,5,3,3,7,7,3,0,3,0,31,0,3,4,0,7,3,0,0,0,25,3,8,0,7,17,3,3,3,0,44,3,5,9,13,13,10,4,3,0,68,12,11,39,58,19,17,8,15,3,170,0,0,0,0,0,0,0,0,0,10,0,5,6,4,5,3,0,0,0,17
202021030,61,200,158,203,323,513,240,466,49,2219,0,10,9,10,4,11,3,7,3,62,0,0,0,3,0,0,0,0,0,4,3,22,26,12,22,20,7,3,4,117,0,0,0,0,0,0,0,0,0,4,0,6,8,10,3,4,6,3,0,44,0,0,6,4,3,9,3,3,0,27,11,61,48,35,30,17,10,19,3,238,4,61,35,28,10,7,9,11,4,160,3,3,8,11,6,9,0,4,0,52,3,4,5,0,0,5,0,3,0,22,0,0,6,9,20,11,9,3,0,61,0,7,6,8,3,5,4,0,0,28,5,15,26,26,19,19,6,14,3,134,0,23,15,19,6,9,0,5,3,80,9,15,17,20,24,33,12,6,0,135,10,46,47,54,23,36,17,39,0,269,27,78,79,106,61,38,18,13,3,429,3,12,7,14,3,7,3,7,0,54,0,18,8,10,11,8,6,6,0,72
202021031,50,143,96,133,237,384,215,345,27,1632,0,11,0,3,3,5,3,0,0,26,0,0,0,0,0,0,0,0,0,4,8,18,11,6,8,7,3,7,0,60,0,0,0,0,3,3,0,0,0,13,0,9,0,4,3,4,3,3,0,25,0,3,3,0,0,3,3,0,0,17,9,40,19,28,15,7,5,14,0,137,3,43,17,10,7,7,4,14,0,102,0,5,4,3,3,10,3,7,0,26,0,3,3,3,6,3,7,0,0,28,8,4,3,10,7,9,3,6,0,43,0,8,3,3,8,4,0,3,0,33,4,23,27,22,11,23,13,15,0,146,0,11,10,6,0,9,3,3,0,42,8,18,20,17,16,26,8,5,0,116,15,46,43,25,43,35,18,34,0,260,25,49,80,79,41,30,8,22,0,345,0,4,7,3,0,3,0,3,0,28,0,9,3,14,7,8,4,5,0,50
202031032,40,89,46,60,170,233,105,284,30,1066,3,17,9,17,13,7,9,16,3,92,0,0,0,0,0,0,0,0,0,4,0,6,13,3,16,3,4,3,4,52,0,0,0,0,0,3,0,0,0,3,0,7,8,0,5,3,0,3,0,36,0,3,4,3,3,4,0,0,0,17,4,32,19,20,16,10,5,3,0,107,0,24,7,11,0,0,0,5,3,47,0,7,0,3,3,0,0,5,0,23,0,0,0,0,6,0,0,0,0,8,4,0,8,6,13,4,0,0,0,32,0,0,0,3,3,3,0,0,0,8,0,6,13,4,0,7,0,4,0,30,3,4,4,9,5,0,0,0,0,29,3,3,9,3,16,4,0,0,0,39,6,18,22,27,15,5,10,12,0,112,9,18,46,54,35,16,8,5,4,197,0,4,0,0,3,3,0,4,0,18,0,7,0,4,7,0,0,6,0,25
202031033,62,104,62,99,165,262,139,501,49,1452,7,37,29,49,18,43,15,72,7,275,0,0,0,0,0,0,0,0,0,3,3,18,4,4,13,8,4,3,0,60,0,0,0,0,0,0,0,3,0,5,0,7,6,0,0,3,0,0,0,15,0,4,5,3,0,3,0,5,0,17,4,36,12,31,6,10,4,6,0,113,0,28,8,3,4,5,3,9,0,55,0,7,5,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,3,0,3,4,4,8,3,0,0,0,25,0,0,0,0,3,0,0,0,0,4,3,7,3,4,7,6,0,3,0,28,0,7,0,7,0,3,0,3,0,24,3,12,12,14,11,13,0,0,0,65,4,15,19,19,18,11,7,23,4,128,23,28,43,62,33,34,10,18,4,256,0,5,3,0,0,0,0,0,0,8,0,8,4,9,3,3,0,0,0,27
203011034,50,95,75,100,257,437,227,350,33,1627,0,0,4,4,3,3,0,11,0,27,0,0,0,0,0,0,0,0,0,0,7,9,10,16,5,7,3,3,0,64,0,5,3,0,3,0,0,0,0,11,0,11,7,4,0,11,0,0,0,35,3,5,4,6,8,4,3,4,0,26,7,56,40,33,28,22,11,10,0,210,0,53,14,10,8,0,0,8,5,103,0,0,0,4,3,0,0,3,0,20,0,3,0,3,4,3,3,0,0,23,4,0,9,7,12,4,5,0,0,45,0,0,0,0,4,3,0,0,0,15,0,6,14,7,10,6,3,4,4,61,0,7,7,0,5,6,3,0,0,40,15,12,11,21,22,14,4,0,0,102,6,33,31,32,32,20,19,20,0,194,22,30,77,75,51,40,10,19,3,329,0,6,7,3,0,4,0,0,0,17,3,8,3,8,8,5,4,4,0,48
203011035,49,101,97,118,307,418,188,467,56,1800,7,25,18,16,6,19,0,30,4,130,0,0,0,0,0,0,0,3,0,3,3,16,15,15,20,10,5,4,0,83,0,0,0,0,3,0,0,3,0,7,0,12,4,4,3,0,3,0,0,26,0,6,9,3,8,3,0,0,0,27,5,39,25,32,27,12,3,9,0,152,3,31,13,7,5,3,3,11,0,80,3,11,0,0,3,9,4,4,0,35,0,4,3,4,0,0,3,0,0,16,6,5,4,8,6,8,4,4,0,35,0,0,4,3,4,3,3,0,0,20,4,4,18,13,17,12,6,8,0,82,3,12,8,5,5,3,0,0,3,39,17,15,20,11,26,14,0,10,0,115,12,32,33,28,26,22,14,18,0,184,23,51,84,101,52,26,10,17,5,365,0,7,0,0,3,0,0,3,0,14,3,12,9,5,10,8,0,0,0,41
203011036,53,118,108,126,197,331,155,406,34,1528,3,24,20,14,3,23,4,23,0,111,0,0,0,0,0,0,0,0,0,0,3,6,8,3,3,0,0,4,0,34,0,0,0,4,3,0,0,0,0,10,0,13,4,3,6,0,0,0,0,37,0,3,3,0,0,8,0,0,0,22,8,35,28,23,21,11,9,9,0,140,7,39,24,15,4,7,3,12,0,106,0,4,0,3,0,5,0,3,0,17,0,3,0,3,0,0,0,0,0,10,0,0,0,3,6,4,0,5,0,22,0,0,0,3,0,5,0,0,0,16,0,15,16,15,10,10,4,8,0,87,3,19,9,9,4,0,3,4,4,41,7,12,7,9,16,14,3,0,0,64,9,27,35,22,15,20,19,23,0,162,21,33,81,58,30,42,11,13,3,286,0,10,3,5,4,3,3,0,0,31,4,4,9,11,10,3,0,0,0,46
203021037,87,356,226,251,613,789,395,522,64,3301,0,4,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,22,15,16,16,17,7,6,0,108,0,3,3,0,9,6,0,0,0,22,3,8,10,4,8,11,0,0,0,48,0,9,3,11,4,11,3,3,0,39,16,109,83,87,61,55,36,25,7,476,10,116,55,38,26,25,10,23,6,312,0,3,8,9,7,7,4,3,0,42,3,7,9,3,9,4,3,3,0,47,3,5,21,5,26,19,17,3,0,108,3,8,3,3,8,9,4,3,0,40,3,25,12,23,35,29,13,10,3,152,10,30,18,22,11,5,0,3,0,102,14,17,26,26,34,37,10,6,0,178,27,72,83,72,88,67,45,61,3,510,53,89,138,179,159,99,33,22,3,772,3,16,3,8,10,3,3,3,0,45,3,22,12,14,16,3,5,5,3,86
203021038,146,375,274,397,1138,1155,419,661,156,4721,3,6,11,7,7,9,0,0,0,43,4,0,0,0,0,0,0,0,0,3,7,13,27,26,57,62,11,8,5,207,3,0,0,7,10,3,3,3,0,33,6,15,6,10,11,16,0,3,0,61,0,12,4,16,15,12,4,0,0,59,30,188,129,116,141,69,15,18,6,703,19,149,77,66,54,18,10,24,12,421,5,11,15,21,14,18,10,9,3,109,3,10,4,3,9,3,0,0,0,36,10,3,8,8,35,21,4,4,0,99,3,0,4,3,19,3,3,3,0,41,3,17,7,8,17,18,9,8,0,96,4,74,44,28,30,14,8,7,5,219,16,46,26,29,51,44,23,16,3,254,7,63,61,72,81,48,19,36,3,397,56,125,184,251,180,77,38,35,11,955,0,15,8,5,8,3,3,3,4,52,8,23,6,28,25,13,8,3,0,122
203021039,75,286,221,266,567,690,380,583,69,3142,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,11,13,13,12,29,10,10,3,101,0,0,3,0,11,3,4,0,0,27,0,15,6,10,7,7,0,6,0,57,0,5,6,15,9,7,3,3,0,40,14,95,72,44,56,29,32,39,3,376,13,101,55,35,27,13,15,19,4,295,0,7,4,5,3,10,0,0,0,33,0,6,3,4,9,10,5,0,0,34,12,6,11,17,29,20,17,7,0,126,0,0,3,3,12,13,0,5,0,33,4,24,27,15,45,21,14,24,3,174,0,20,22,6,17,7,5,5,3,82,13,9,23,21,56,34,21,21,0,204,18,63,62,72,65,50,25,43,4,405,59,86,155,200,158,136,68,63,3,925,4,17,7,5,4,0,3,3,0,53,4,30,19,11,22,19,10,4,0,118
203021040,150,420,276,314,895,1183,639,916,78,4865,3,6,0,3,0,6,4,6,0,19,0,0,0,0,0,0,0,0,0,3,11,27,23,14,22,26,11,9,0,141,4,3,5,3,22,9,0,0,0,49,3,12,5,18,12,15,5,3,0,77,4,7,5,3,22,13,6,3,0,68,36,163,83,103,90,67,36,39,9,624,17,143,70,53,35,30,19,21,4,390,3,11,8,6,14,10,3,7,0,54,0,7,3,9,11,4,6,5,0,62,12,9,26,21,40,35,18,14,0,179,3,3,10,9,20,13,14,3,0,64,13,40,40,43,63,53,20,16,0,288,7,38,23,21,16,13,4,12,0,135,27,36,57,40,61,56,30,16,3,330,43,103,115,102,118,76,71,96,4,725,79,157,222,300,213,162,63,55,13,1268,0,24,8,12,8,0,3,10,0,65,5,30,40,35,30,15,7,7,4,171
203021041,171,493,325,371,1059,1377,753,951,99,5611,4,6,4,3,3,3,0,3,0,35,0,0,0,0,0,0,0,0,0,3,3,26,20,27,29,35,16,9,0,172,0,0,3,0,8,6,0,0,0,29,3,15,17,9,15,20,5,5,0,100,3,14,10,6,19,10,7,3,0,74,46,240,150,142,122,78,31,25,8,848,21,204,82,65,39,24,14,10,3,467,0,10,11,5,15,7,9,9,0,64,0,9,9,6,7,7,0,6,0,52,13,15,30,25,35,35,10,9,0,173,4,10,6,12,22,4,3,4,0,59,13,25,42,37,61,42,26,20,3,261,3,33,32,33,32,15,10,5,0,158,24,34,40,50,73,62,24,19,0,317,32,108,114,97,142,87,61,60,3,700,72,179,289,342,263,142,52,57,12,1417,3,35,18,8,12,8,5,6,0,103,6,53,36,32,37,23,9,5,0,208
203021042,155,640,339,350,802,1226,652,1178,75,5418,3,10,3,0,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,4,3,30,23,17,21,25,9,11,3,137,0,3,0,3,10,5,3,3,0,29,0,27,12,11,9,20,0,8,3,88,3,11,6,10,18,5,0,6,0,66,38,268,137,90,77,57,34,29,7,739,20,214,61,47,29,18,12,18,6,423,10,3,8,10,7,7,4,4,0,52,0,11,7,7,16,9,0,3,0,61,16,12,22,30,44,27,18,15,0,179,0,6,11,11,14,10,8,16,0,73,7,52,46,52,61,38,19,37,0,315,6,34,25,26,23,7,3,4,4,136,22,28,49,47,58,45,17,19,0,283,44,153,153,150,168,97,68,112,12,946,85,201,331,271,184,120,60,37,10,1299,8,40,13,7,3,8,0,3,3,89,6,50,23,35,25,13,4,10,0,158
203021043,138,327,181,229,804,1147,538,941,82,4387,0,16,12,6,10,11,0,5,0,64,0,0,0,0,0,0,0,0,0,7,9,20,18,25,33,40,10,11,0,175,3,0,6,0,10,4,4,5,0,37,4,15,17,11,13,14,0,7,0,76,3,16,3,3,10,10,7,4,0,64,32,148,103,78,103,54,20,24,4,555,9,141,43,33,29,15,8,8,3,286,4,13,18,17,33,25,11,11,3,133,0,3,9,3,11,6,0,5,0,39,13,8,28,23,44,25,7,7,0,164,3,4,8,4,18,13,8,5,0,64,7,33,30,22,39,31,13,8,0,200,3,32,29,23,31,13,3,7,7,144,20,24,37,34,71,63,26,23,0,298,18,65,66,87,82,54,32,43,4,450,48,111,175,224,139,77,26,42,6,851,4,13,7,13,3,10,3,11,0,70,6,34,19,29,33,10,3,14,4,148
203021044,91,242,139,192,597,762,370,536,55,2986,0,0,0,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,8,24,21,18,15,22,3,3,0,115,0,3,0,0,9,3,0,0,0,23,5,13,14,13,9,9,3,3,0,79,0,5,4,9,7,9,3,0,0,38,19,97,81,74,73,51,28,14,4,449,9,89,44,46,21,12,4,9,3,245,0,9,6,8,3,6,4,0,0,50,0,6,0,3,7,4,4,0,0,24,8,3,15,23,24,19,7,4,0,97,3,3,8,8,15,7,5,0,0,53,5,19,24,17,32,20,8,4,0,132,0,22,17,24,7,9,4,5,0,86,19,19,26,20,39,25,5,13,0,162,16,53,67,63,62,38,29,19,3,347,50,86,173,195,147,87,28,24,3,801,0,11,7,6,6,3,3,0,0,38,3,32,25,15,28,5,3,11,0,124
203021045,91,309,169,233,682,716,367,432,83,3082,0,0,3,0,0,3,5,3,0,17,0,0,0,0,0,0,0,0,0,0,8,22,22,13,26,27,13,5,0,130,0,0,0,4,10,0,0,3,0,24,0,20,7,7,13,3,3,3,0,52,0,6,8,3,12,6,3,4,0,53,21,105,79,88,74,34,16,13,4,446,8,129,47,44,26,8,16,6,3,290,0,15,3,11,11,6,0,0,0,45,0,4,7,0,9,3,0,3,0,18,5,6,5,8,22,19,7,0,0,73,0,0,0,4,5,7,3,3,0,33,3,14,11,21,27,14,7,4,0,100,5,42,34,15,24,10,5,8,5,137,14,28,14,23,47,23,6,7,3,182,9,27,60,42,60,20,15,20,0,249,46,87,139,202,144,89,37,38,8,791,0,15,0,5,3,3,0,0,0,33,3,22,21,25,20,10,6,5,4,108
203021046,74,232,160,168,321,520,300,662,39,2480,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,12,13,7,11,7,0,8,0,58,0,4,3,3,7,5,0,3,0,24,3,13,16,5,9,11,8,3,0,63,0,4,3,0,0,5,0,0,0,20,10,93,35,49,25,34,23,22,0,289,12,82,37,29,10,12,5,10,3,197,0,5,3,7,3,0,0,0,0,22,0,5,4,3,0,4,0,0,0,15,3,3,18,11,16,17,11,15,0,93,0,7,6,5,8,12,3,7,0,47,3,28,21,16,21,26,12,12,0,139,4,15,17,4,9,10,3,3,3,66,11,8,3,20,35,30,9,15,0,127,9,69,77,57,65,59,40,79,4,454,30,79,142,141,74,92,41,21,3,626,0,10,7,11,4,4,3,3,0,42,0,18,17,16,7,15,5,6,3,76
203021047,94,246,191,231,701,817,343,488,68,3186,0,3,5,3,0,4,0,7,0,29,0,0,0,0,0,0,0,0,0,0,9,26,8,7,23,23,3,5,0,112,0,0,6,0,10,7,3,3,0,28,0,15,0,11,9,10,10,3,3,58,0,12,6,6,4,5,3,0,0,41,11,113,87,86,86,53,20,26,3,495,9,107,48,40,22,17,10,19,4,273,0,7,9,3,11,16,4,3,0,49,0,3,0,5,4,3,0,0,0,24,3,3,10,14,39,20,8,3,0,104,0,10,5,7,14,6,0,0,0,38,7,15,17,16,36,29,6,14,0,139,0,38,27,16,25,9,4,6,0,123,15,25,12,12,50,29,19,8,6,169,16,52,47,53,82,40,7,42,3,341,28,63,133,197,111,73,28,28,5,672,0,16,4,4,3,4,0,0,0,36,8,23,12,21,17,12,7,8,0,107
203031048,100,261,170,203,548,657,334,536,60,2869,3,4,3,6,5,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,17,21,8,10,19,0,4,3,88,0,0,3,3,5,7,0,0,0,16,0,21,10,8,3,14,10,3,0,65,0,8,7,0,5,3,0,0,0,21,24,83,75,90,49,29,8,19,4,381,7,106,45,33,19,9,8,16,4,249,0,9,6,11,7,7,0,3,0,52,0,0,3,0,3,0,0,6,0,18,6,4,16,9,26,15,4,7,0,88,0,3,8,3,18,6,3,3,0,41,4,25,25,22,21,26,3,6,3,134,3,28,26,22,10,9,3,4,0,100,6,15,26,30,47,29,16,8,0,178,4,45,59,57,67,36,33,30,0,328,25,102,186,186,130,87,23,29,3,769,3,25,9,4,7,8,0,3,0,51,4,26,20,15,20,6,3,4,0,103
203031049,43,125,91,132,170,256,128,211,20,1174,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,4,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,3,0,0,0,30,0,0,3,4,0,0,0,0,0,7,5,46,25,20,10,14,4,9,0,137,9,39,25,29,22,19,3,17,7,176,0,4,6,0,0,0,0,3,0,14,0,0,4,0,0,6,0,0,0,9,0,3,8,5,0,3,0,0,0,24,0,6,6,0,7,3,0,0,0,28,6,6,19,17,8,3,0,5,0,67,3,14,9,4,3,3,0,3,0,43,3,4,12,12,12,11,3,9,0,73,10,30,25,22,10,23,11,27,0,159,12,29,46,53,19,12,8,7,4,191,4,4,6,9,6,5,3,4,0,47,0,13,5,3,7,3,0,3,0,40
