POA_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA3847,895,896,1794,403,213,619,62,209,271,34,43,76,48,28,75,548,490,1040,274,334,612,8.8,5.7,7.2,61.2,54.7,58,55.8,51.9,53.8,4,13,16,4,23,28,39,70,114,41,83,124,304,143,446,4,24,30,15,16,29,316,189,505,874,856,1731,115,116,230,623,622,1243,322,310,632
POA3850,5646,6310,11951,2398,1226,3626,613,1586,2203,188,206,390,233,209,444,3442,3227,6667,1743,2614,4360,6.8,6.5,6.7,61,51.1,55.8,56.7,47.8,52,115,144,264,84,175,264,461,774,1240,431,599,1030,1543,779,2322,48,84,133,62,136,201,1654,995,2656,5333,5749,11082,1006,1170,2173,3452,3760,7211,2572,2833,5399
POA3851,2917,1954,4869,777,341,1111,203,494,696,63,68,131,89,48,140,1132,954,2080,1556,813,2373,7.9,5,6.7,38.8,48.8,42.7,35.8,46.2,39.8,11,15,25,18,37,56,94,192,289,150,183,335,679,218,901,10,34,43,31,46,75,719,296,1017,1947,1854,3804,284,228,510,1417,1335,2752,751,694,1445
POA3852,67,14,83,55,11,66,3,0,3,3,0,3,0,0,0,57,11,70,7,3,8,0,0,0,85.1,78.6,84.3,91,78.6,86.7,3,0,3,0,0,3,30,3,35,10,0,10,15,3,15,0,0,0,0,0,0,15,5,19,24,14,34,40,7,49,7,12,17,55,15,69
POA3854,540,548,1088,292,121,414,62,193,252,27,22,42,27,23,49,409,350,759,110,174,287,6.6,6.6,6.5,75.7,63.9,69.8,70.6,61.3,65.1,3,9,13,6,13,18,32,75,113,28,51,79,206,79,283,5,13,19,10,23,27,219,111,325,613,598,1218,47,50,96,476,461,933,157,172,325
POA3856,377,385,768,198,80,271,37,122,156,16,20,38,18,22,39,273,235,506,87,136,225,6.6,9.4,7.7,72.4,61,65.9,66.6,57.7,60.5,4,4,6,3,14,15,22,36,56,22,45,65,150,50,197,0,5,10,3,10,12,153,67,221,404,405,811,59,53,105,298,288,582,137,142,278
POA3857,159,146,304,81,42,122,20,47,62,5,0,6,4,3,3,104,89,196,42,49,94,3.8,3.4,1.5,65.4,61,64.5,66.7,61,62.5,3,8,8,0,0,0,9,18,30,11,22,33,50,18,66,0,3,3,3,0,3,54,20,73,150,141,295,24,20,46,127,118,238,42,37,83
POA3858,1218,1233,2450,537,249,784,118,289,414,40,41,77,45,30,73,740,606,1345,388,537,919,6.1,5,5.4,60.8,49.1,54.9,57.1,47,52,3,10,18,5,14,17,44,107,152,53,113,166,348,165,511,16,17,34,16,28,42,378,204,587,1231,1204,2433,149,165,312,875,824,1697,439,486,922
POA3859,345,332,677,161,84,244,50,94,142,18,20,37,11,11,22,238,208,446,81,107,194,4.6,5.3,4.9,69,62.7,65.9,66.4,59.6,62.5,4,7,9,0,7,12,22,30,51,16,26,41,102,48,153,3,11,9,4,10,14,115,66,177,346,324,671,48,47,95,271,249,517,110,107,216
POA3860,2828,3009,5837,1182,566,1753,305,795,1095,123,119,244,108,73,178,1718,1556,3266,907,1241,2145,6.3,4.7,5.5,60.7,51.7,56,56.9,49.2,53,33,45,82,36,82,119,145,354,492,153,284,436,930,365,1297,20,51,73,23,62,89,977,484,1459,2750,2864,5611,419,488,913,2003,2047,4045,1007,1138,2146
POA3862,1268,1284,2554,546,269,819,155,356,509,62,59,115,48,29,83,811,712,1520,361,477,838,5.9,4.1,5.5,64,55.5,59.5,60.2,53.3,56.5,12,18,31,7,42,50,66,150,215,82,146,225,418,181,591,15,28,49,20,39,61,457,251,706,1272,1288,2563,145,149,294,948,924,1867,411,446,855
POA3864,91,86,178,40,16,59,13,28,38,4,4,8,3,0,4,60,53,115,25,29,54,5,0,3.5,65.9,61.6,64.6,62.6,55.8,59,0,0,0,0,8,8,7,6,15,9,12,16,26,8,34,0,0,4,4,0,4,25,12,43,88,82,174,14,13,26,60,56,113,40,37,78
POA3865,194,173,367,79,41,116,21,46,67,5,6,8,4,0,9,110,94,205,67,70,137,3.6,0,4.4,56.7,54.3,55.9,54.1,53.8,52,0,4,4,0,3,4,3,21,25,10,18,26,54,24,82,4,4,7,7,5,13,58,36,96,184,170,362,25,18,47,137,120,258,60,62,119
POA3869,642,676,1325,302,114,415,72,215,293,22,44,69,30,15,45,427,395,823,175,252,427,7,3.8,5.5,66.5,58.4,62.1,61.7,55.2,58.6,15,10,27,9,19,30,30,97,126,43,63,111,247,85,332,3,15,19,9,16,22,262,114,380,670,676,1350,65,73,137,531,510,1038,174,218,393
POA3870,537,535,1068,205,91,293,57,160,220,19,21,37,23,14,42,302,285,594,198,217,415,7.6,4.9,7.1,56.2,53.3,55.6,52.3,50.8,51.5,12,15,22,9,20,31,34,62,96,37,64,99,183,70,250,5,9,19,10,9,13,193,90,286,524,543,1072,55,57,109,406,404,811,156,166,323
POA3871,1158,1229,2384,420,225,636,168,318,485,56,30,82,36,31,66,670,597,1272,389,512,903,5.4,5.2,5.2,57.9,48.6,53.4,55.6,46.6,50.5,16,14,28,16,32,49,95,168,264,92,127,220,336,168,503,9,13,19,17,32,48,359,209,570,1155,1182,2337,125,127,256,865,840,1707,366,419,782
POA3873,132,128,266,58,30,85,10,35,44,9,3,6,11,6,18,91,69,160,34,51,84,12.1,8.7,11.3,68.9,53.9,60.2,58.3,53.1,50.8,0,0,3,0,0,0,4,13,19,10,21,27,50,16,62,0,0,3,3,3,3,56,22,72,152,130,280,3,5,11,113,107,224,30,26,55
POA3874,252,235,494,94,47,145,28,68,95,8,10,18,15,8,20,144,128,270,98,86,187,10.4,6.3,7.4,57.1,54.5,54.7,51.6,53.2,52.2,3,3,10,3,9,11,7,21,32,5,11,17,88,32,119,0,3,7,6,4,14,98,44,139,253,229,477,27,22,46,203,164,367,70,77,144
POA3875,7240,8070,15311,2664,1403,4067,903,1974,2874,248,285,534,242,202,447,4058,3860,7917,2504,3412,5922,6,5.2,5.6,56,47.8,51.7,52.7,45.4,48.8,94,115,207,78,179,258,429,812,1243,447,846,1297,2063,972,3030,58,152,210,108,177,285,2226,1301,3526,6719,7289,14009,1123,1281,2402,4540,4826,9372,2879,3322,6204
POA3878,486,474,961,139,93,227,60,99,157,24,20,43,11,8,18,240,217,450,212,225,437,4.6,3.7,4,49.4,45.8,46.8,45.9,44.7,44.4,5,8,14,7,8,19,37,65,102,45,48,95,140,59,201,5,8,19,4,9,16,156,74,235,437,417,857,68,72,145,294,276,573,205,193,399
POA3880,1761,1838,3595,373,230,611,175,316,493,37,46,82,37,35,75,632,627,1261,985,1066,2052,5.9,5.6,5.9,35.9,34.1,35.1,33.2,32.2,33,28,25,57,25,52,78,124,180,307,136,197,333,545,190,734,8,24,31,39,48,84,590,263,851,1526,1567,3092,271,288,556,996,994,1990,746,787,1535
POA3882,469,452,925,157,67,226,66,136,202,18,20,31,14,15,27,254,235,489,185,186,373,5.5,6.4,5.5,54.2,52,52.9,51.4,49.3,49.6,4,10,10,4,5,9,27,38,68,28,55,82,165,56,222,4,14,16,19,9,28,183,83,267,458,433,892,67,57,127,321,302,619,180,165,349
POA3885,789,761,1545,301,149,454,90,222,311,37,29,68,32,23,57,462,423,887,269,276,552,6.9,5.4,6.4,58.6,55.6,57.4,54.2,52.6,53.9,7,10,15,11,28,37,40,76,112,53,82,137,233,100,337,10,20,25,14,9,27,253,132,384,796,738,1529,80,93,171,615,543,1163,224,253,475
POA3886,150,158,306,56,17,74,21,50,69,4,5,9,11,3,11,90,74,160,55,68,122,12.2,4.1,6.9,60,46.8,52.3,54,45.6,49.7,3,0,3,0,5,6,8,20,25,10,7,16,44,16,60,0,3,3,3,10,11,48,25,72,178,166,346,6,20,21,138,128,267,41,46,87
POA3887,161,139,298,34,13,51,17,37,54,4,4,11,7,3,15,65,64,129,82,70,153,10.8,4.7,11.6,40.4,46,43.3,34.2,38.8,38.9,0,3,3,3,3,3,7,11,20,6,9,17,34,13,43,0,0,0,0,0,0,31,14,54,154,140,292,6,7,17,127,116,245,25,29,57
POA3888,1420,1428,2850,404,209,613,160,346,505,56,46,96,62,46,101,681,642,1318,615,659,1272,9.1,7.2,7.7,48,45,46.2,43.7,42.1,42.6,19,14,36,9,30,38,71,136,206,90,122,216,324,148,469,9,27,35,32,34,63,364,209,570,1345,1365,2709,170,168,341,1032,1031,2063,436,437,875
POA3889,91,62,160,14,12,22,9,7,19,4,3,7,8,4,16,32,27,61,46,32,75,25,14.8,26.2,35.2,43.5,38.1,29.7,35.5,30,0,0,0,0,3,3,0,9,9,9,12,19,28,3,31,0,0,0,4,0,7,33,11,35,87,55,143,7,3,17,68,41,109,13,22,35
POA3890,157,114,274,33,12,45,16,26,46,0,4,11,19,11,27,71,58,128,65,47,109,26.8,19,21.1,45.2,50.9,46.7,31.2,36.8,37.2,0,0,0,4,3,5,4,10,13,5,14,19,33,18,48,0,0,3,0,0,4,35,21,52,129,109,240,19,21,41,91,74,166,59,49,106
POA3891,60,45,104,15,5,23,11,13,17,0,0,0,8,4,8,31,17,48,26,17,44,25.8,23.5,16.7,51.7,37.8,46.2,43.3,40,38.5,0,6,4,0,0,0,4,4,9,6,8,8,17,0,25,0,0,0,0,0,4,24,4,25,51,40,85,6,3,9,41,34,78,13,7,19
POA3892,463,473,936,89,61,148,73,112,187,23,12,36,20,17,37,206,198,406,228,238,466,9.7,8.6,9.1,44.5,41.9,43.4,40,39.1,39.6,18,16,34,8,21,31,46,68,119,27,53,80,118,43,168,4,11,16,13,19,35,136,72,212,433,455,897,46,45,91,340,344,680,139,143,286
POA3893,9,6,16,3,3,8,0,3,3,0,0,0,0,0,0,10,4,15,3,0,3,0,0,0,111.1,66.7,93.8,33.3,100,68.8,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,9,17,0,0,0,9,5,12,0,0,7
POA3895,83,83,163,40,16,59,16,23,31,0,0,0,3,0,4,62,40,96,16,36,56,4.8,0,4.2,74.7,48.2,58.9,67.5,47,55.2,4,3,8,0,0,0,4,5,13,6,10,16,18,14,29,3,3,3,3,0,3,22,15,36,84,78,165,3,5,6,65,56,122,18,26,48
POA3896,189,145,331,70,25,96,20,42,64,8,4,13,5,4,10,100,77,177,57,58,115,5,5.2,5.6,52.9,53.1,53.5,51.9,49,52.3,3,0,3,0,10,9,17,21,35,10,20,29,39,16,51,0,4,3,3,0,6,45,20,65,173,141,313,16,21,40,138,117,247,47,42,92
POA3898,317,323,639,112,76,189,37,82,115,17,13,29,8,8,19,175,174,354,88,92,179,4.6,4.6,5.4,55.2,53.9,55.4,52.4,52.9,52.1,6,11,14,3,11,13,18,31,52,21,35,58,68,38,105,7,6,15,3,3,3,77,51,126,259,263,522,51,56,111,188,166,350,113,132,249
POA3900,74,53,128,33,11,47,10,12,24,3,0,9,0,0,0,48,27,76,19,19,40,0,0,0,64.9,50.9,59.4,62.2,43.4,62.5,0,0,0,0,0,0,3,3,4,0,0,0,9,8,13,0,0,3,0,0,0,8,9,20,66,48,114,7,4,15,63,44,100,10,14,24
POA3902,175,172,352,51,29,84,27,35,67,7,11,20,3,6,10,93,88,181,80,77,153,3.2,6.8,5.5,53.1,51.2,51.4,48.6,43.6,48.6,0,3,3,0,3,4,10,12,22,14,15,24,60,19,81,0,3,3,4,3,5,64,18,85,168,169,343,19,25,42,121,126,246,66,69,135
POA3903,329,297,634,107,49,153,38,75,114,17,8,22,7,3,12,161,131,296,127,140,266,4.3,2.3,4.1,48.9,44.1,46.7,49.2,44.4,45.6,3,0,4,3,7,12,17,29,49,20,33,57,105,48,150,7,11,15,6,4,6,115,59,177,300,280,580,40,39,81,203,183,387,116,119,235
POA3904,624,636,1259,161,107,263,84,139,227,18,19,33,17,16,35,280,280,558,302,304,607,6.1,5.7,6.3,44.9,44,44.3,42.1,41.7,41.5,20,23,41,12,27,32,70,78,148,57,90,144,200,70,275,3,20,21,11,12,28,216,109,323,546,524,1071,109,123,231,346,349,694,289,284,573
POA3909,3245,3485,6726,872,465,1336,346,759,1108,119,140,258,123,101,220,1455,1472,2929,1457,1667,3122,8.5,6.9,7.5,44.8,42.2,43.5,41.2,39.1,40.2,32,41,70,34,70,101,138,296,437,210,314,519,975,422,1394,36,58,93,72,82,159,1080,566,1651,2911,3065,5977,510,545,1048,2105,2195,4300,1170,1274,2442
POA3910,8731,9439,18173,4905,2516,7426,1028,2999,4024,241,339,583,283,305,585,6456,6156,12612,1870,2862,4734,4.4,5,4.6,73.9,65.2,69.4,70.7,62,66.2,100,137,238,101,244,342,611,1086,1694,697,1141,1838,3074,1408,4484,60,149,212,137,212,345,3269,1771,5043,8919,9433,18349,1186,1283,2469,6218,6565,12781,3428,3780,7203
POA3911,1391,1432,2823,714,336,1050,183,425,605,47,53,99,39,56,95,981,877,1852,322,464,786,4,6.4,5.1,70.5,61.2,65.6,67.9,56.8,62.1,15,30,39,11,26,37,99,149,251,94,164,261,463,187,659,10,18,26,21,30,53,491,240,738,1381,1377,2754,162,178,333,1034,1013,2048,458,505,959
POA3912,5869,6451,12317,3037,1568,4603,738,1971,2709,199,242,439,174,187,363,4145,3958,8105,1411,2139,3547,4.2,4.7,4.5,70.6,61.4,65.8,67.7,58.6,62.9,65,109,180,77,131,208,334,678,1014,428,808,1239,1995,867,2859,36,93,124,96,164,261,2123,1126,3244,6021,6303,12323,744,852,1599,4363,4555,8926,2156,2408,4565
POA3913,1316,1428,2750,710,337,1046,170,496,662,19,29,49,33,44,78,932,899,1831,337,458,797,3.5,4.9,4.3,70.8,63,66.6,68.3,60.4,63.9,19,23,43,17,39,51,77,164,238,112,199,314,484,206,692,6,24,31,25,40,65,513,270,780,1327,1401,2723,178,191,371,961,958,1914,506,597,1104
POA3915,3852,4227,8076,1532,686,2215,415,960,1367,99,128,222,163,159,326,2202,1929,4129,1369,1971,3334,7.4,8.2,7.9,57.2,45.6,51.1,53.1,42,47.1,32,54,85,27,61,86,157,279,441,282,401,680,1164,673,1840,26,64,93,63,118,187,1254,858,2109,3593,3880,7476,701,761,1457,2226,2360,4582,1852,2106,3961
POA3916,412,419,825,138,61,200,72,94,164,17,7,27,9,7,15,236,173,403,138,206,344,3.8,4,3.7,57.3,41.3,48.8,55.1,38.7,47.4,39,26,64,14,22,37,82,104,182,37,47,83,81,24,101,3,4,6,4,7,7,84,36,117,352,369,717,58,56,110,276,268,546,128,144,278
POA3918,1489,1481,2972,741,318,1059,187,448,635,50,58,105,54,43,96,1028,872,1899,373,528,894,5.3,4.9,5.1,69,58.9,63.9,65.7,55.6,60.5,20,25,47,23,37,61,87,175,262,128,161,288,510,216,722,9,27,36,16,34,51,538,273,813,1523,1463,2981,195,189,381,1045,995,2039,622,621,1238
POA3919,1232,1300,2536,562,274,836,162,352,512,44,43,88,58,57,112,821,724,1543,346,507,848,7.1,7.9,7.3,66.6,55.7,60.8,62.3,51.5,56.6,6,20,25,6,23,31,47,88,141,82,152,237,437,256,698,10,26,35,26,24,53,476,310,783,1239,1243,2488,204,210,416,852,813,1663,512,604,1113
POA3920,716,256,968,614,176,789,51,31,77,22,11,34,0,4,7,690,219,909,4,29,33,0,1.8,0.8,96.4,85.5,93.9,95.9,85.2,93,7,0,8,7,3,10,28,23,52,47,31,77,206,62,264,24,19,40,7,7,18,238,82,323,168,55,223,568,214,785,20,11,25,705,250,954
POA3921,52,42,96,15,4,22,9,18,27,0,0,0,0,0,0,26,25,46,23,17,39,0,0,0,50,59.5,47.9,46.2,52.4,51,4,3,9,0,0,3,4,6,17,10,0,6,6,3,13,0,0,0,4,3,8,8,7,19,48,40,88,5,9,13,37,33,77,17,17,35
POA3922,3052,3457,6505,912,470,1380,432,827,1254,118,130,249,108,89,191,1566,1509,3079,1243,1683,2930,6.9,5.9,6.2,51.3,43.7,47.3,47.9,41.3,44.3,65,63,125,48,102,153,240,383,622,243,406,649,918,345,1265,20,42,66,63,102,158,1001,488,1488,2760,3026,5788,574,638,1211,1695,1792,3488,1492,1752,3242
POA3923,224,234,456,60,37,98,36,62,97,7,8,11,3,8,13,111,109,222,97,116,212,2.7,7.3,5.9,49.6,46.6,48.7,46,45.7,45.2,6,9,12,4,14,17,24,34,56,14,30,47,82,24,102,4,3,8,5,7,17,87,33,121,208,234,438,26,24,52,140,159,296,97,91,188
POA3925,1363,1418,2781,490,241,733,209,392,594,58,71,130,45,21,72,799,724,1527,474,615,1083,5.6,2.9,4.7,58.6,51.1,54.9,55.5,49.6,52.4,30,38,63,17,46,72,144,209,350,125,193,317,421,162,591,12,24,36,26,42,66,459,228,692,1241,1281,2524,286,310,594,859,869,1725,583,649,1232
POA3926,1289,1391,2683,511,262,772,194,435,624,44,52,96,23,24,47,781,767,1546,413,523,941,2.9,3.1,3,60.6,55.1,57.6,58.1,53.8,55.6,61,56,117,38,65,106,203,280,481,145,198,344,324,121,447,7,13,18,16,33,50,350,161,511,1276,1353,2628,147,166,310,896,948,1849,481,519,1000
POA3927,678,720,1395,236,124,357,103,200,305,29,22,48,20,23,43,384,376,762,236,288,525,5.2,6.1,5.6,56.6,52.2,54.6,54.3,48.1,50.9,33,41,79,30,33,61,121,176,301,80,99,183,149,48,199,3,7,14,9,20,37,161,83,242,630,658,1295,102,120,228,465,460,922,260,304,563
POA3928,166,186,352,62,26,90,28,65,89,8,5,10,0,0,0,99,104,197,63,70,132,0,0,0,59.6,55.9,56,59,51.6,53.7,12,4,16,11,7,20,42,41,87,14,16,37,29,16,45,0,0,4,3,7,11,30,25,56,161,175,335,16,21,39,121,136,255,51,64,116
POA3929,379,412,790,122,68,186,71,98,169,14,11,30,3,5,7,215,178,397,140,202,345,1.4,2.8,1.8,56.7,43.2,50.3,54.6,43,48.7,29,23,59,8,17,23,66,101,169,51,62,108,64,24,82,3,7,11,9,9,17,72,36,108,336,349,689,72,75,139,239,246,483,165,174,342
POA3930,6748,7357,14109,3212,1538,4746,954,2257,3208,142,189,334,190,174,370,4496,4156,8661,1947,2887,4831,4.2,4.2,4.3,66.6,56.5,61.4,63.8,54.2,58.7,441,399,842,168,325,485,1356,1581,2939,754,969,1724,1303,511,1822,30,59,95,90,182,275,1425,761,2185,7045,7503,14546,1006,1078,2084,4945,5210,10154,2878,3152,6026
POA3931,9177,10986,20165,3760,2074,5838,1055,2708,3758,266,312,573,278,262,543,5351,5360,10712,3324,5043,8369,5.2,4.9,5.1,58.3,48.8,53.1,55.4,46.4,50.4,276,276,556,174,329,503,979,1540,2515,875,1308,2184,2449,1147,3595,66,146,215,159,276,433,2672,1571,4243,8756,10029,18788,1536,1720,3254,5755,6629,12386,4132,4791,8926
POA3933,464,454,923,216,115,339,76,148,222,22,9,29,8,3,13,322,277,603,90,132,221,2.5,1.1,2.2,69.4,61,65.3,67.7,59.9,63.9,18,20,34,6,4,9,51,62,110,40,43,85,112,39,155,0,4,8,5,8,17,118,55,176,437,428,863,47,53,96,350,332,685,126,133,257
POA3934,6911,7664,14578,3321,1543,4863,900,2412,3317,184,224,406,180,169,350,4583,4351,8932,2021,2973,4993,3.9,3.9,3.9,66.3,56.8,61.3,63.7,54.5,58.9,240,269,515,145,302,444,962,1304,2269,814,1053,1866,1822,714,2538,42,92,128,107,199,302,1963,998,2967,7282,7718,15004,1073,1145,2217,4890,5154,10048,3112,3453,6566
POA3936,4510,4927,9434,1723,844,2566,574,1240,1815,126,159,281,132,116,246,2556,2364,4916,1679,2202,3885,5.2,4.9,5,56.7,48,52.1,53.7,45.5,49.4,84,110,192,74,132,201,405,604,1008,371,538,911,1268,544,1821,25,61,87,93,131,220,1389,740,2127,3928,4194,8121,923,958,1878,2416,2525,4939,2336,2496,4834
POA3937,630,636,1262,256,112,365,101,206,306,20,25,46,18,13,32,393,355,743,187,233,415,4.6,3.7,4.3,62.4,55.8,58.9,59.8,53.9,56.8,43,42,85,12,32,44,139,159,292,60,72,138,109,44,153,6,4,12,4,12,18,121,59,183,633,612,1247,59,70,127,480,476,954,190,187,378
POA3938,1186,1242,2431,416,201,617,165,317,479,36,41,80,31,38,65,646,596,1239,475,572,1047,4.8,6.4,5.2,54.5,48,51,52,45,48.4,24,37,59,21,41,59,126,179,306,108,176,281,359,124,483,6,24,32,24,29,51,396,178,572,1104,1145,2246,174,164,341,787,768,1558,466,513,978
POA3939,5757,6553,12306,1949,949,2900,772,1562,2340,170,199,369,166,168,337,3060,2885,5949,2312,3215,5523,5.4,5.8,5.7,53.2,44,48.3,50.2,41.4,45.6,74,98,177,58,150,206,367,584,949,406,681,1085,1774,773,2545,54,103,157,97,150,243,1930,1027,2950,5346,5922,11268,918,1031,1946,3435,3834,7264,2576,2892,5465
POA3940,1933,2405,4335,433,280,706,198,380,574,53,55,103,55,42,101,734,755,1483,1020,1434,2451,7.5,5.6,6.8,38,31.4,34.2,35.4,29.7,31.9,23,17,44,16,34,51,108,158,264,141,232,370,506,256,762,17,23,36,46,61,107,567,338,907,1624,1995,3619,340,385,722,1026,1233,2256,850,1050,1901
POA3941,4963,5085,10049,1763,796,2555,649,1407,2053,151,152,304,166,130,299,2725,2483,5205,1855,2224,4084,6.1,5.2,5.7,54.9,48.8,51.8,51.6,46.3,48.9,78,103,178,75,135,213,378,558,937,371,610,976,1546,586,2134,48,82,134,77,107,186,1669,779,2448,4631,4646,9283,801,845,1642,3160,3086,6245,2070,2219,4292
POA3942,1003,1049,2054,273,158,429,157,208,365,27,41,62,16,18,34,472,414,889,433,527,958,3.4,4.3,3.8,47.1,39.5,43.3,45.6,38.8,41.7,39,35,76,17,26,49,111,143,262,119,160,279,247,65,312,8,12,24,23,26,47,280,101,381,859,896,1753,129,140,266,582,603,1185,389,408,797
POA3943,723,761,1481,158,76,233,113,148,263,20,20,43,18,11,26,314,250,565,336,441,785,5.7,4.4,4.6,43.4,32.9,38.1,40.2,32.1,36.4,41,18,54,14,21,38,146,139,286,80,98,181,123,44,169,3,12,10,20,26,43,143,81,218,574,626,1203,113,101,214,423,441,866,269,285,556
POA3944,234,244,481,56,23,73,47,41,89,7,7,16,4,3,8,112,76,186,109,150,263,3.6,3.9,4.3,47.9,31.1,38.7,47,29.1,37,17,15,29,3,11,13,79,56,131,25,31,52,28,8,33,0,0,3,9,5,16,40,14,53,194,192,382,37,36,74,147,141,284,93,93,182
POA3945,401,411,813,184,95,276,62,117,184,18,18,40,12,12,15,273,241,519,111,146,249,4.4,5,2.9,68.1,58.6,63.8,65.8,56,61.5,7,14,24,7,10,15,33,46,83,40,51,84,130,49,177,8,5,9,5,16,13,139,67,202,412,397,813,48,54,109,311,297,609,126,144,273
POA3946,91,87,176,44,15,59,8,27,37,3,4,6,0,0,0,63,49,107,27,32,60,0,0,0,69.2,56.3,60.8,60.4,52.9,58,0,3,3,0,3,4,0,10,5,3,12,15,25,14,40,0,0,0,3,0,8,28,15,40,84,86,169,11,8,21,68,65,130,23,24,51
POA3950,1829,2081,3912,703,327,1028,209,531,738,77,77,156,75,66,133,1064,1000,2063,656,944,1604,7,6.6,6.4,58.2,48.1,52.7,54.1,44.9,49.1,18,23,41,21,56,79,120,176,297,90,186,282,565,276,842,27,40,59,37,45,82,623,360,987,1817,1938,3761,276,345,617,1257,1321,2580,746,873,1620
POA3951,412,394,810,187,77,262,61,124,189,13,22,32,9,10,20,268,230,501,112,136,250,3.4,4.3,4,65,58.4,61.9,63.3,56.6,59.6,12,8,17,10,10,17,32,59,89,31,44,73,118,52,164,4,6,7,4,11,14,122,67,188,426,395,826,36,45,81,338,309,653,104,119,225
POA3953,3001,3276,6277,1306,605,1908,398,883,1277,110,105,213,83,58,143,1901,1648,3550,890,1376,2262,4.4,3.5,4,63.3,50.3,56.6,60.4,48.6,54.1,40,68,105,37,84,120,193,366,552,185,318,502,867,386,1254,23,55,79,43,79,126,937,519,1449,2951,3138,6088,468,522,994,2058,2164,4223,1190,1337,2527
POA3954,154,175,333,71,41,112,22,62,87,4,3,4,3,3,10,99,115,216,45,53,102,3,2.6,4.6,64.3,65.7,64.9,63,60.6,61,0,3,7,3,6,13,22,35,56,10,20,34,44,15,58,0,7,7,3,4,3,49,20,70,162,177,342,18,24,45,135,155,289,37,47,82
POA3956,1232,1166,2398,392,152,548,139,294,436,36,43,75,43,34,78,610,526,1133,422,474,904,7,6.5,6.9,49.5,45.1,47.2,46,41.9,44.2,21,24,44,12,35,43,76,133,213,66,124,191,330,108,439,13,23,34,15,21,34,355,153,504,1031,1004,2033,146,156,303,749,704,1455,374,399,772
POA3957,114,107,219,55,17,73,17,34,56,4,3,4,3,3,3,77,62,138,28,37,65,3.9,4.8,2.2,67.5,57.9,63,66.7,50.5,60.7,3,0,4,3,3,6,3,13,16,9,13,24,38,21,61,0,0,0,0,3,3,43,23,63,115,116,233,16,15,29,87,91,181,29,30,61
POA3958,116,107,227,50,16,64,14,35,55,5,8,12,3,3,4,78,62,136,31,34,65,3.8,4.8,2.9,67.2,57.9,59.9,59.5,55.1,57.7,0,0,0,0,5,5,12,12,21,9,11,17,28,11,42,0,0,0,0,3,3,28,19,43,108,106,215,12,13,28,91,81,176,27,28,51
