POA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
POA3186,0,9,..,7,0,6,0,6,..,3,0,3,0,3,..,10,0,10,0,10,..,43,3,50,0,50,..,148,32,183,0,183,..,0,0,0,0,0,..,24,4,28,0,28,..,5,0,5,0,5,..,10,0,10,0,10,..,11,0,11,0,11,..,3,3,3,0,3,..,28,3,26,0,26,..,53,0,60,0,58,..,6,0,6,0,6,..,24,0,24,0,24,..,6,0,6,0,6,..,27,3,32,0,32,..,165,16,184,0,180,..,1671,294,1965,12,1973,..,34,0,31,686,715,9678,1702,300,1996,698,12373,18361,..,..,..,..,18361,..,33,0,33,0,36,..,55,0,61,0,61,..,0,0,0,0,0,..,124,19,141,0,140,..,530,207,739,3,742,..,37,12,44,0,44,..,680,236,920,4,929,..,27,3,32,0,32,..,53,0,53,0,53,..,169,4,175,0,176,..,165,0,168,0,169
POA3187,0,18,..,8,0,8,0,8,..,0,0,0,0,0,..,7,3,10,0,10,..,68,8,75,0,75,..,186,15,199,0,199,..,0,0,0,0,0,..,19,3,21,0,21,..,5,0,6,0,6,..,12,0,10,0,10,..,12,0,12,0,12,..,10,0,7,0,7,..,39,3,44,0,44,..,33,0,28,0,28,..,8,0,11,0,11,..,12,3,12,0,12,..,11,4,14,0,14,..,21,3,22,0,22,..,213,19,233,6,234,..,1476,193,1675,14,1685,..,21,3,21,408,426,6301,1495,201,1690,422,8412,12097,..,..,..,..,12097,..,23,0,20,0,20,..,32,0,34,0,34,..,0,0,0,0,0,..,71,10,83,0,83,..,339,118,458,3,463,..,32,8,44,0,46,..,445,142,586,3,588,..,23,3,29,0,26,..,24,0,24,0,24,..,100,5,101,0,101,..,103,0,99,0,99
POA3188,0,10,..,3,0,3,0,3,..,3,0,4,0,4,..,3,0,3,0,3,..,58,3,64,0,64,..,131,30,162,0,166,..,0,0,0,0,0,..,14,0,14,0,14,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,3,..,13,0,13,0,13,..,69,4,74,0,74,..,6,0,6,0,6,..,8,0,9,0,9,..,18,5,24,0,24,..,15,6,26,0,29,..,138,30,172,4,176,..,1265,211,1478,15,1489,..,30,0,30,495,524,7342,1290,211,1502,509,9359,14369,..,..,..,..,14369,..,22,0,25,0,25,..,89,10,99,0,99,..,0,0,0,0,0,..,57,16,72,0,72,..,215,76,292,0,292,..,10,0,10,0,10,..,278,89,364,0,364,..,34,0,41,0,41,..,51,0,50,0,50,..,107,3,108,0,107,..,114,0,111,3,115
POA3189,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,32,3,29,0,29,..,73,21,99,0,95,..,0,0,0,0,0,..,14,0,14,0,14,..,11,0,11,0,11,..,0,0,3,0,3,..,11,0,11,0,11,..,3,0,3,0,3,..,30,0,37,0,37,..,23,0,24,0,24,..,7,0,7,0,7,..,11,5,19,0,19,..,9,0,12,0,8,..,9,0,12,0,12,..,62,11,72,3,74,..,770,153,924,9,930,..,3,3,8,175,182,1879,771,160,930,185,2995,3768,..,..,..,..,3768,..,4,0,4,0,4,..,52,5,55,0,55,..,0,0,0,0,0,..,36,10,50,0,50,..,194,63,260,0,260,..,12,3,15,0,15,..,243,77,317,0,317,..,16,0,17,0,17,..,3,0,0,0,0,..,23,0,23,0,21,..,14,0,14,0,14
POA3190,0,6,..,3,0,3,0,3,..,7,0,4,0,4,..,3,0,5,0,6,..,46,7,52,0,52,..,84,17,101,0,100,..,0,0,0,0,0,..,18,3,20,0,20,..,4,3,8,0,8,..,8,0,12,0,12,..,6,0,6,0,6,..,5,0,5,0,5,..,28,0,35,0,35,..,35,0,35,0,35,..,8,0,4,0,5,..,32,0,35,0,35,..,27,10,34,4,38,..,9,7,16,0,16,..,113,17,135,3,132,..,980,198,1175,16,1195,..,12,0,13,269,279,4061,992,196,1187,287,5533,7705,..,..,..,..,7705,..,27,3,26,0,26,..,51,0,55,0,55,..,0,0,0,0,0,..,67,17,85,0,85,..,180,67,245,0,248,..,14,8,22,0,22,..,260,86,352,0,353,..,38,3,40,3,42,..,3,0,3,0,3,..,57,4,64,0,64,..,69,0,75,0,74
POA3191,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,9,0,9,..,17,3,16,0,16,..,22,4,33,0,33,..,0,0,0,0,0,..,11,0,11,0,11,..,4,0,4,0,4,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,17,0,17,0,17,..,26,0,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,7,0,7,..,84,14,98,0,99,..,574,69,646,3,649,..,9,0,14,249,261,4474,586,69,653,251,5378,8567,..,..,..,..,8567,..,33,0,36,0,36,..,25,3,28,0,28,..,0,0,0,0,0,..,36,0,39,0,39,..,79,32,112,3,112,..,11,3,10,0,10,..,121,34,154,3,162,..,15,0,15,0,15,..,45,0,45,0,48,..,52,3,61,0,61,..,83,3,86,0,85
POA3192,0,25,..,3,4,6,0,6,..,10,0,6,0,6,..,13,4,16,0,16,..,32,4,41,0,41,..,181,30,209,3,211,..,4,0,4,0,4,..,26,0,29,0,29,..,19,0,19,0,19,..,22,0,22,0,22,..,42,3,46,0,46,..,11,0,11,0,11,..,92,3,93,0,93,..,72,9,79,7,84,..,18,3,25,0,25,..,24,11,36,0,36,..,54,25,75,0,79,..,27,5,35,0,42,..,207,53,265,11,268,..,2286,474,2759,41,2797,..,10,3,16,493,513,8347,2302,478,2776,533,11656,16145,..,..,..,..,16145,..,32,0,32,0,32,..,89,8,104,0,102,..,0,0,0,0,0,..,127,33,159,3,165,..,504,189,691,8,696,..,21,8,24,0,24,..,649,228,877,8,886,..,72,13,86,0,86,..,23,0,25,0,25,..,117,4,118,0,118,..,101,0,104,0,104
POA3193,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,7,0,8,0,8,..,16,3,16,0,16,..,55,7,65,0,65,..,0,0,0,0,0,..,5,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,5,0,5,0,5,..,16,0,15,0,15,..,47,0,50,0,50,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,22,0,22,..,3,0,4,0,4,..,108,8,114,0,115,..,989,87,1081,6,1084,..,21,0,21,463,481,8584,1014,87,1102,469,10152,16596,..,..,..,..,16596,..,57,0,57,0,57,..,38,0,41,0,41,..,0,0,0,0,0,..,33,4,44,0,43,..,168,64,231,3,234,..,18,0,21,0,21,..,226,69,293,3,301,..,28,0,29,0,29,..,40,4,41,3,42,..,92,8,91,0,91,..,197,0,195,0,197
POA3194,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,29,7,37,0,38,..,71,18,82,0,82,..,0,0,0,0,0,..,11,3,19,0,19,..,10,0,10,0,10,..,10,0,6,0,6,..,20,0,20,0,20,..,5,0,5,0,5,..,51,0,47,0,47,..,42,3,43,0,43,..,24,0,22,0,27,..,13,0,16,0,16,..,29,3,36,0,34,..,10,0,10,0,10,..,145,13,155,3,162,..,1176,194,1372,8,1381,..,23,0,23,302,323,5046,1198,194,1396,314,6750,9765,..,..,..,..,9765,..,37,0,38,0,38,..,36,3,36,0,36,..,0,0,0,0,0,..,49,13,68,0,68,..,259,94,349,4,354,..,18,13,35,0,35,..,326,118,448,4,455,..,20,6,27,0,27,..,23,0,23,0,23,..,65,4,63,0,63,..,54,0,54,0,54
POA3195,0,26,..,13,0,13,0,13,..,10,0,10,0,10,..,20,0,24,0,22,..,75,8,79,0,82,..,148,35,180,0,182,..,0,0,0,0,0,..,56,0,60,0,57,..,46,7,49,0,49,..,27,0,27,0,27,..,49,0,49,0,49,..,18,0,18,0,18,..,138,4,140,0,140,..,97,11,103,0,107,..,74,7,86,0,84,..,35,3,35,0,35,..,52,4,61,0,61,..,146,25,166,0,166,..,353,60,419,8,427,..,2873,425,3295,40,3335,..,45,4,46,757,805,14262,2921,428,3346,801,18403,27915,..,..,..,..,27915,..,52,0,52,0,49,..,103,3,109,0,106,..,3,0,5,0,5,..,182,54,232,0,237,..,596,210,810,5,817,..,110,33,143,3,146,..,886,296,1185,12,1195,..,70,6,72,0,72,..,45,0,48,0,48,..,180,5,185,3,187,..,184,9,193,3,197
POA3196,0,9,..,3,0,3,0,3,..,11,0,14,0,14,..,7,3,11,0,11,..,59,5,62,0,62,..,115,30,145,0,146,..,6,0,6,0,6,..,32,3,36,0,41,..,41,0,41,0,41,..,9,0,9,0,9,..,50,0,50,0,50,..,12,0,11,0,11,..,110,0,114,0,114,..,74,10,84,4,88,..,9,0,12,0,12,..,31,3,36,0,42,..,30,11,37,0,37,..,39,12,51,0,51,..,267,47,313,6,324,..,1618,242,1863,22,1886,..,41,4,52,804,855,10483,1663,243,1909,823,13222,20157,..,..,..,..,20157,..,31,0,31,0,31,..,87,3,92,3,97,..,0,0,0,0,0,..,67,23,94,0,94,..,221,89,304,0,305,..,28,5,29,0,29,..,313,121,433,0,433,..,59,3,63,0,63,..,49,3,51,3,54,..,98,11,113,0,113,..,120,9,126,0,129
POA3197,0,3,..,4,0,7,0,7,..,7,0,9,0,9,..,9,0,9,0,9,..,21,0,28,0,28,..,31,4,40,0,40,..,0,0,0,0,0,..,11,5,15,0,15,..,12,0,12,0,12,..,5,0,5,0,5,..,15,0,17,0,17,..,3,0,3,0,3,..,44,0,41,0,41,..,30,9,32,0,32,..,6,0,6,0,6,..,19,0,19,0,19,..,16,0,18,0,18,..,33,11,43,0,43,..,92,14,106,0,106,..,796,114,910,5,915,..,21,4,21,324,349,4740,816,118,938,330,6002,9181,..,..,..,..,9181,..,20,0,20,0,20,..,74,7,85,0,80,..,0,0,0,0,0,..,71,21,92,0,91,..,134,51,185,3,190,..,15,7,28,0,27,..,224,80,308,3,310,..,42,0,40,0,42,..,23,0,23,0,23,..,55,0,54,0,56,..,45,0,43,0,43
POA3198,0,10,..,3,0,3,0,4,..,0,0,0,0,0,..,3,0,7,0,7,..,20,3,26,0,26,..,62,6,68,0,68,..,8,0,8,0,8,..,11,0,11,0,11,..,24,0,24,0,24,..,7,0,14,0,15,..,18,0,18,0,18,..,5,0,5,0,9,..,61,0,58,4,64,..,53,4,59,0,59,..,8,0,8,0,8,..,32,4,40,0,40,..,11,0,11,0,10,..,10,10,18,0,23,..,121,18,140,6,147,..,768,111,879,15,897,..,18,3,22,593,616,6843,793,111,902,613,8355,13586,..,..,..,..,13586,..,21,0,21,0,17,..,46,5,49,0,53,..,7,0,7,0,7,..,32,9,41,0,41,..,79,29,110,0,112,..,7,0,3,0,3,..,114,40,149,0,155,..,24,3,29,0,29,..,34,3,37,0,37,..,56,0,56,0,56,..,95,3,98,0,98
POA3199,0,25,..,4,0,6,0,6,..,9,0,9,0,9,..,20,0,21,0,21,..,58,7,69,0,69,..,108,26,138,0,138,..,26,0,28,0,28,..,62,3,68,0,68,..,45,0,45,0,46,..,45,3,43,0,43,..,79,3,85,0,83,..,26,0,31,0,31,..,196,9,201,3,208,..,109,18,129,3,129,..,22,0,24,0,24,..,62,12,75,0,72,..,19,0,19,0,19,..,39,12,44,0,45,..,612,113,725,19,744,..,2739,445,3183,40,3225,..,88,15,98,1698,1798,23081,2824,463,3282,1744,28105,44760,..,..,..,..,44760,..,53,0,55,0,55,..,145,28,173,9,179,..,3,0,3,0,3,..,165,41,206,5,210,..,417,163,574,3,580,..,21,6,34,0,34,..,602,212,815,8,818,..,96,12,108,0,109,..,135,3,132,0,135,..,140,3,147,4,150,..,293,5,301,3,306
POA3200,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,11,3,14,0,14,..,4,3,5,0,5,..,5,0,13,0,13,..,9,0,9,0,9,..,3,0,3,0,3,..,14,0,14,0,14,..,4,0,4,0,4,..,34,0,34,0,34,..,5,5,11,0,11,..,3,0,9,0,9,..,0,3,10,0,10,..,3,0,4,0,4,..,3,0,4,0,4,..,90,22,107,3,110,..,276,67,345,5,347,..,20,0,16,298,321,2246,293,68,364,304,2910,4471,..,..,..,..,4471,..,4,0,4,0,4,..,27,0,33,0,33,..,0,0,0,0,0,..,8,8,19,0,19,..,34,3,43,0,43,..,0,0,0,0,0,..,49,11,55,0,55,..,15,3,12,0,12,..,8,0,8,0,8,..,9,0,9,0,7,..,12,0,17,0,17
POA3201,0,7,..,9,0,6,0,6,..,10,0,10,0,10,..,3,3,5,0,5,..,28,3,32,0,32,..,46,7,53,0,53,..,33,3,35,0,35,..,22,7,23,0,23,..,74,0,76,0,76,..,14,0,14,0,14,..,90,6,100,4,98,..,10,0,10,0,10,..,188,9,194,4,198,..,54,11,68,0,68,..,89,11,97,0,97,..,25,8,26,0,26,..,14,0,15,0,15,..,32,11,40,0,41,..,320,60,387,4,391,..,1570,225,1791,27,1815,..,22,7,29,643,671,8049,1592,228,1819,667,10529,15935,..,..,..,..,15935,..,27,0,30,0,30,..,130,14,142,0,147,..,0,0,0,0,0,..,37,14,47,0,47,..,87,39,126,3,132,..,14,4,12,0,12,..,135,53,191,3,192,..,40,3,46,0,46,..,90,19,104,3,111,..,68,0,72,0,73,..,64,0,60,0,65
POA3202,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,43,8,55,0,57,..,0,0,0,0,0,..,6,0,7,0,7,..,17,0,17,0,17,..,3,0,3,0,3,..,8,0,14,0,14,..,0,0,0,0,0,..,28,0,29,0,29,..,7,0,9,0,9,..,10,0,10,0,10,..,0,0,4,0,4,..,3,0,3,0,3,..,14,3,18,0,18,..,52,10,56,0,57,..,376,77,454,3,455,..,6,0,6,98,103,892,380,77,459,103,1450,1833,..,..,..,..,1833,..,25,0,25,0,25,..,20,0,23,0,23,..,0,0,0,0,0,..,46,9,49,0,49,..,96,44,142,0,142,..,23,9,34,0,34,..,165,60,226,0,226,..,0,0,0,0,0,..,8,0,10,0,10,..,6,0,11,0,11,..,11,0,11,0,11
POA3204,0,134,..,16,3,21,0,21,..,8,0,8,0,8,..,15,3,17,0,17,..,99,10,113,0,109,..,370,78,453,11,463,..,5,0,5,0,5,..,50,4,52,0,52,..,23,0,23,0,23,..,30,0,30,0,30,..,33,0,30,0,30,..,9,0,9,0,9,..,93,0,95,0,95,..,97,9,106,0,106,..,51,0,51,0,51,..,38,3,43,0,43,..,16,4,19,0,19,..,69,14,78,3,80,..,506,46,551,14,565,..,4148,812,4955,48,5000,..,24,7,37,585,618,10120,4175,817,4989,626,15742,19844,..,..,..,..,19844,..,25,0,25,0,25,..,105,5,108,0,110,..,0,0,0,0,0,..,297,90,385,3,391,..,1545,559,2105,8,2115,..,109,35,142,0,142,..,1949,687,2636,16,2652,..,64,4,64,0,64,..,39,0,39,0,41,..,198,7,208,0,206,..,163,3,169,0,166
POA3205,0,24,..,6,0,12,0,8,..,0,0,0,0,0,..,27,0,28,0,28,..,16,3,14,0,14,..,56,70,124,3,127,..,3,0,3,0,3,..,9,0,12,0,12,..,4,0,4,0,4,..,65,3,68,0,68,..,8,0,8,0,8,..,3,0,3,0,3,..,78,3,82,0,82,..,56,6,59,0,59,..,10,0,10,0,10,..,30,0,32,4,28,..,16,3,17,0,17,..,45,13,57,0,57,..,135,35,169,3,170,..,1184,279,1464,17,1476,..,13,5,14,484,498,3622,1193,280,1473,499,5598,7257,..,..,..,..,7257,..,11,0,11,0,11,..,56,3,60,4,59,..,0,0,0,0,0,..,120,23,143,0,143,..,352,69,419,0,421,..,26,3,25,0,25,..,490,96,586,0,585,..,10,4,17,0,17,..,19,0,19,0,19,..,87,6,94,0,94,..,61,0,65,0,68
POA3206,0,5,..,7,0,10,0,10,..,7,0,7,0,6,..,0,0,0,0,0,..,12,3,13,0,13,..,26,4,32,0,32,..,3,0,3,0,3,..,9,0,9,0,9,..,10,0,10,0,10,..,7,0,7,0,7,..,4,0,4,0,4,..,3,0,3,0,3,..,25,0,25,0,25,..,31,0,31,0,31,..,6,0,6,0,6,..,4,0,4,0,4,..,8,0,8,0,8,..,15,0,11,0,11,..,74,8,87,3,90,..,798,160,953,12,962,..,15,0,15,332,349,3974,814,156,968,342,5287,7822,..,..,..,..,7822,..,3,0,3,0,3,..,17,0,17,0,14,..,0,0,0,0,0,..,33,3,37,0,37,..,55,13,66,0,66,..,4,0,4,0,4,..,94,12,107,0,107,..,10,0,10,0,10,..,39,0,39,0,39,..,101,3,108,3,114,..,57,3,57,5,64
POA3207,0,12,..,20,0,25,0,25,..,12,0,15,0,15,..,8,0,14,0,14,..,28,3,28,0,28,..,56,22,81,0,81,..,0,0,0,0,0,..,24,5,26,0,26,..,7,0,7,0,7,..,15,0,15,0,15,..,16,0,16,0,16,..,13,0,13,0,13,..,49,0,49,0,49,..,59,4,69,0,69,..,4,0,4,0,4,..,9,0,16,0,16,..,28,7,39,0,39,..,37,10,51,0,51,..,185,36,220,3,227,..,1434,246,1683,13,1695,..,10,0,10,726,736,6013,1446,246,1690,736,8440,11681,..,..,..,..,11681,..,36,0,36,0,36,..,77,11,88,0,88,..,0,0,0,0,0,..,87,7,97,3,99,..,164,36,198,5,207,..,21,4,27,0,27,..,278,47,323,7,336,..,45,0,42,0,42,..,50,0,54,0,54,..,128,5,131,3,135,..,112,7,119,3,120
POA3211,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,8,..,45,4,49,0,54,..,0,0,0,65,70,524,43,4,51,67,649,1070,..,..,..,..,1070,..,0,0,0,0,0,..,20,3,24,0,21,..,0,0,0,0,0,..,3,0,3,0,3,..,0,3,3,0,3,..,0,0,0,0,0,..,3,3,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,4,0,4,..,3,0,3,0,3
POA3212,0,0,..,28,3,32,0,32,..,13,0,19,0,19,..,3,0,3,0,3,..,13,0,13,0,13,..,7,0,7,0,7,..,3,0,3,0,3,..,28,5,27,0,27,..,46,3,50,0,50,..,9,0,9,0,9,..,57,4,59,0,65,..,3,0,3,0,3,..,115,8,118,0,120,..,11,0,16,0,16,..,6,0,6,0,6,..,10,5,13,0,13,..,15,0,16,0,16,..,29,21,46,0,46,..,55,13,65,4,64,..,613,80,700,4,701,..,15,3,14,337,352,6930,629,82,711,341,7980,13606,..,..,..,..,13606,..,16,0,16,0,16,..,23,3,30,0,30,..,0,0,0,0,0,..,14,7,17,0,17,..,67,14,77,0,77,..,0,0,0,0,0,..,82,17,98,0,98,..,111,14,123,0,123,..,34,3,33,0,33,..,12,0,12,0,12,..,41,3,42,0,42
POA3213,0,3,..,38,3,42,0,42,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,12,0,12,0,12,..,0,0,0,0,0,..,11,0,11,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,9,0,6,0,6,..,8,0,7,0,7,..,0,0,0,0,0,..,3,0,7,0,7,..,4,0,4,0,4,..,8,12,22,0,20,..,56,10,69,4,68,..,298,46,340,7,350,..,0,0,3,102,105,1575,300,45,344,104,2032,3136,..,..,..,..,3136,..,0,0,0,0,0,..,11,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,16,0,16,..,0,0,0,0,0,..,14,0,17,0,17,..,97,5,96,0,96,..,4,0,4,0,4,..,5,0,5,0,5,..,10,0,10,0,10
POA3214,0,3,..,75,45,116,0,115,..,5,0,5,0,5,..,28,16,45,0,45,..,33,3,38,0,41,..,10,4,12,0,12,..,3,0,3,0,3,..,86,43,136,0,137,..,56,3,56,0,56,..,12,0,12,0,12,..,62,0,62,3,65,..,21,0,21,0,25,..,161,3,160,0,167,..,26,21,44,0,43,..,4,0,4,0,4,..,24,10,31,0,32,..,48,17,67,0,67,..,55,49,104,0,104,..,508,402,904,14,922,..,1558,724,2282,36,2320,..,34,13,43,923,968,8992,1592,735,2325,960,12275,17477,..,..,..,..,17477,..,5,0,5,0,5,..,99,51,148,3,156,..,3,0,3,0,3,..,36,0,41,0,41,..,89,31,116,0,117,..,12,0,12,0,12,..,142,29,171,0,173,..,298,75,379,8,386,..,83,0,83,0,82,..,15,3,17,0,17,..,55,5,61,0,64
