POA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
POA3013,0,8,..,75,36,112,3,113,..,11,0,15,0,15,..,6,0,6,0,6,..,27,4,31,0,31,..,4,3,6,0,6,..,3,0,3,0,3,..,33,8,39,0,39,..,9,3,14,0,14,..,11,0,8,0,8,..,22,3,25,0,25,..,0,0,0,0,0,..,36,9,48,0,48,..,74,8,77,3,81,..,4,0,4,0,4,..,19,0,19,0,24,..,14,0,14,0,14,..,142,68,210,0,214,..,104,19,122,3,122,..,1335,381,1717,14,1734,..,8,0,10,430,438,5558,1344,383,1728,447,7726,10878,..,..,..,..,10878,..,12,0,12,0,12,..,105,16,123,3,130,..,0,0,0,0,0,..,104,38,139,0,139,..,133,25,156,0,161,..,10,4,18,0,18,..,239,69,309,0,316,..,36,16,54,4,56,..,28,0,28,0,28,..,56,3,59,0,59,..,64,3,68,0,68
POA3015,0,11,..,87,28,120,0,120,..,15,0,16,3,17,..,9,0,9,0,9,..,35,8,42,4,44,..,4,0,5,0,5,..,0,0,0,0,0,..,47,16,68,0,68,..,19,0,21,0,21,..,20,0,20,0,20,..,18,0,18,0,18,..,6,0,6,0,6,..,60,0,61,0,61,..,51,6,58,0,59,..,8,0,14,0,14,..,15,9,23,0,23,..,3,0,3,0,3,..,47,14,62,0,63,..,129,34,165,7,172,..,1421,285,1711,40,1744,..,7,5,11,360,370,6799,1431,293,1722,394,8911,13379,..,..,..,..,13379,..,21,0,21,0,21,..,368,72,435,6,441,..,0,0,0,0,0,..,80,17,91,0,91,..,127,19,148,3,153,..,18,4,21,0,21,..,232,39,266,3,267,..,87,15,106,0,106,..,21,3,21,0,21,..,58,4,64,0,64,..,70,4,73,0,73
POA3016,0,8,..,54,7,64,0,66,..,23,3,25,0,29,..,6,0,8,0,8,..,22,0,18,0,20,..,5,0,5,0,5,..,3,0,3,0,3,..,15,0,15,0,15,..,14,0,14,0,14,..,8,0,8,0,13,..,14,0,14,0,14,..,0,0,0,0,0,..,33,0,33,0,39,..,28,7,36,0,36,..,4,0,3,0,3,..,13,3,12,0,12,..,6,0,6,0,6,..,51,19,69,0,69,..,122,25,141,0,144,..,1086,138,1223,7,1237,..,25,0,26,400,424,6252,1107,143,1251,410,7912,12471,..,..,..,..,12471,..,16,0,16,0,16,..,92,7,100,0,100,..,0,0,0,0,0,..,37,16,51,0,48,..,74,14,94,0,94,..,14,0,14,0,14,..,124,27,158,0,158,..,112,10,122,0,124,..,21,3,17,0,17,..,42,0,41,0,41,..,92,4,94,0,94
POA3018,0,4,..,22,0,24,0,24,..,147,18,160,3,165,..,8,0,8,3,9,..,22,0,23,0,30,..,15,0,15,0,15,..,0,0,0,0,0,..,26,5,28,0,28,..,23,0,27,0,27,..,16,0,16,0,15,..,25,0,27,0,34,..,4,0,4,0,4,..,72,3,74,4,77,..,39,0,44,0,43,..,3,0,3,0,3,..,16,8,20,0,20,..,8,0,8,0,8,..,58,25,86,0,82,..,144,24,171,11,178,..,1205,166,1373,23,1393,..,18,0,18,365,376,4808,1223,166,1387,385,6583,9362,..,..,..,..,9362,..,12,0,12,0,12,..,49,8,61,3,64,..,0,0,0,0,0,..,67,14,80,0,83,..,156,41,192,0,192,..,13,4,12,0,12,..,229,58,287,0,285,..,101,13,113,0,113,..,29,0,28,0,28,..,39,9,52,0,52,..,98,3,102,0,102
POA3019,0,9,..,16,0,18,0,18,..,14,0,12,0,12,..,8,0,7,0,7,..,11,9,23,0,23,..,3,0,3,0,3,..,6,0,3,0,8,..,19,9,23,0,23,..,53,0,55,0,55,..,15,4,16,0,16,..,56,0,57,0,59,..,7,3,12,0,12,..,131,11,139,0,142,..,27,22,48,0,48,..,28,4,33,0,33,..,14,0,9,0,9,..,21,13,31,0,31,..,867,563,1429,7,1439,..,338,222,561,12,572,..,2071,1085,3159,29,3187,..,13,3,16,266,284,1065,2079,1091,3173,294,4535,2258,..,..,..,..,2258,..,0,0,0,0,0,..,91,28,125,3,124,..,0,0,0,0,0,..,338,218,555,3,562,..,168,85,256,0,255,..,43,17,65,0,65,..,555,323,876,3,882,..,21,11,31,0,31,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3
POA3020,0,29,..,214,109,320,0,326,..,588,104,692,9,699,..,44,19,70,0,70,..,155,57,210,0,210,..,23,7,24,0,24,..,99,0,102,3,113,..,68,17,84,0,85,..,203,6,210,0,210,..,37,3,39,0,39,..,222,9,229,9,232,..,34,0,30,0,30,..,486,19,507,9,516,..,242,48,291,3,297,..,108,49,154,7,158,..,68,11,81,0,79,..,171,64,239,0,242,..,3182,2083,5262,49,5308,..,1213,610,1817,47,1864,..,9814,4251,14060,169,14227,..,71,39,113,1227,1334,6462,9888,4286,14175,1391,22031,13331,..,..,..,..,13331,..,3,0,4,0,4,..,626,127,755,11,766,..,0,0,0,0,0,..,793,463,1255,8,1263,..,537,273,808,11,815,..,116,78,196,3,196,..,1441,814,2256,18,2275,..,328,107,442,0,440,..,7,0,7,0,7,..,47,0,47,0,51,..,64,7,71,0,71
POA3021,0,11,..,490,226,717,6,727,..,757,104,863,17,887,..,24,17,46,0,43,..,155,52,209,3,212,..,30,7,37,0,37,..,324,30,352,4,362,..,264,106,366,9,376,..,268,11,278,0,284,..,18,7,27,0,27,..,435,27,459,8,466,..,43,8,48,0,48,..,770,48,821,6,823,..,312,87,397,6,403,..,81,26,107,0,114,..,61,13,73,0,74,..,198,70,267,5,268,..,3599,3057,6657,65,6716,..,1408,560,1966,36,1995,..,12356,5662,18021,220,18241,..,97,38,138,1685,1818,6895,12455,5703,18158,1898,26958,14180,..,..,..,..,14180,..,3,0,3,0,3,..,962,202,1164,10,1179,..,3,0,3,0,3,..,748,497,1245,18,1265,..,404,273,678,7,684,..,200,115,321,3,319,..,1356,880,2244,30,2272,..,829,252,1086,27,1111,..,18,3,24,0,24,..,63,3,65,0,66,..,191,10,203,0,207
POA3022,0,0,..,6,3,13,0,13,..,45,4,55,0,55,..,3,3,4,0,4,..,37,11,48,0,55,..,9,0,9,0,9,..,20,0,20,0,20,..,4,0,6,0,6,..,13,0,17,0,17,..,0,0,0,0,0,..,13,0,9,0,9,..,0,0,0,0,0,..,28,3,25,0,25,..,15,3,14,0,14,..,10,7,14,0,10,..,0,0,3,0,3,..,14,6,16,0,16,..,125,85,205,0,205,..,125,21,142,0,144,..,624,212,840,7,843,..,4,10,19,91,103,594,628,226,857,91,1544,1226,..,..,..,..,1226,..,0,0,0,0,0,..,50,19,66,7,75,..,0,0,0,0,0,..,19,11,32,0,32,..,23,10,32,0,32,..,7,3,14,0,14,..,52,22,73,0,73,..,32,6,36,0,36,..,0,0,0,0,0,..,7,0,6,0,6,..,30,0,30,0,30
POA3023,0,81,..,582,104,683,7,689,..,638,36,674,12,688,..,56,11,69,0,69,..,171,28,200,0,204,..,23,5,30,0,30,..,205,13,223,4,224,..,224,36,255,0,259,..,686,17,707,5,708,..,87,11,100,0,105,..,918,25,944,8,950,..,71,3,72,0,72,..,1763,61,1825,15,1836,..,593,87,684,3,681,..,171,19,188,0,186,..,81,27,110,3,114,..,312,79,393,6,397,..,2229,1193,3424,24,3449,..,2028,493,2518,34,2553,..,13908,3155,17066,158,17226,..,109,23,138,1961,2099,12819,14025,3186,17204,2123,32148,25810,..,..,..,..,25810,..,29,0,25,0,25,..,1122,195,1316,19,1329,..,0,0,0,0,0,..,827,321,1151,9,1156,..,738,367,1100,8,1108,..,362,163,527,3,529,..,1929,856,2778,18,2799,..,533,89,619,6,627,..,33,0,38,0,38,..,85,7,84,0,84,..,73,4,76,0,76
POA3024,0,7,..,15,0,20,0,20,..,87,8,91,0,91,..,8,0,8,0,8,..,27,8,31,0,31,..,26,4,30,0,30,..,57,0,57,6,60,..,45,3,46,0,46,..,108,4,113,0,113,..,22,4,28,0,28,..,155,0,155,3,157,..,45,0,49,0,49,..,331,8,336,3,345,..,67,14,82,0,82,..,88,8,101,3,104,..,31,6,37,0,38,..,6,0,8,0,8,..,46,20,65,0,65,..,788,206,994,22,1012,..,3067,426,3495,42,3534,..,41,6,48,604,650,7881,3105,438,3542,648,12075,15527,..,..,..,..,15527,..,21,0,21,0,21,..,183,14,194,5,201,..,7,0,7,0,7,..,62,10,68,0,68,..,174,32,207,4,211,..,18,0,17,0,17,..,250,45,296,4,298,..,36,7,36,0,40,..,10,0,10,3,12,..,56,3,57,3,63,..,37,0,40,0,40
POA3025,0,6,..,60,41,101,0,99,..,102,26,126,0,133,..,8,4,7,0,7,..,34,17,48,0,50,..,3,0,3,0,3,..,3,0,8,0,8,..,44,23,65,0,65,..,17,0,21,0,21,..,28,5,31,3,40,..,13,0,13,0,13,..,5,0,5,0,5,..,62,5,74,3,76,..,24,8,34,0,34,..,9,0,9,0,13,..,19,3,27,0,27,..,9,3,10,0,10,..,181,100,280,0,284,..,201,87,291,9,297,..,2249,769,3015,37,3054,..,22,4,25,396,423,2740,2268,773,3042,435,6215,5455,..,..,..,..,5455,..,8,0,8,0,8,..,1339,217,1549,28,1579,..,3,0,3,0,3,..,154,59,214,0,220,..,95,32,131,0,131,..,10,4,8,0,8,..,263,100,356,0,364,..,114,45,158,0,158,..,15,0,14,0,14,..,8,0,11,0,11,..,45,9,51,0,51
POA3026,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,4,4,14,3,0,3,4,20,46,..,..,..,..,46,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
POA3027,0,23,..,18,0,18,0,18,..,8,0,8,0,8,..,4,0,4,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,25,3,29,0,29,..,14,0,14,0,14,..,44,0,48,0,48,..,58,8,65,4,67,..,62,0,62,0,63,..,9,0,9,0,13,..,179,5,183,8,189,..,20,3,24,0,24,..,28,3,31,0,31,..,19,8,23,0,23,..,5,0,5,0,5,..,52,17,63,0,70,..,275,37,319,12,329,..,1726,266,1995,28,2020,..,4,4,11,150,158,1105,1730,272,2000,177,3292,2306,..,..,..,..,2306,..,3,0,3,0,3,..,124,15,136,0,136,..,0,0,0,0,0,..,166,27,188,0,190,..,482,172,656,3,657,..,26,14,39,0,39,..,675,209,883,3,887,..,12,0,12,0,12,..,3,0,3,0,3,..,18,4,22,0,22,..,6,0,6,0,6
POA3028,0,17,..,197,47,241,0,241,..,308,21,329,3,332,..,35,5,40,0,40,..,63,19,82,0,82,..,19,4,24,0,24,..,29,3,29,0,29,..,110,19,130,8,141,..,162,3,169,3,172,..,66,7,75,0,75,..,164,5,170,0,170,..,33,0,37,0,37,..,425,18,443,3,445,..,141,19,157,0,157,..,47,5,45,0,48,..,49,4,59,0,59,..,8,0,16,0,16,..,265,161,426,3,426,..,655,233,889,8,897,..,4553,1040,5591,49,5636,..,36,6,41,744,785,8263,4587,1048,5631,788,14686,16571,..,..,..,..,16571,..,28,3,27,0,27,..,688,119,801,10,810,..,0,0,0,0,0,..,273,119,392,4,391,..,446,227,674,5,677,..,24,19,42,0,43,..,741,360,1105,9,1109,..,222,29,243,0,248,..,19,6,25,0,25,..,54,3,59,0,57,..,54,0,54,3,56
POA3029,0,77,..,254,48,304,0,301,..,321,16,339,0,339,..,68,30,92,0,95,..,119,24,144,0,144,..,54,13,67,0,67,..,366,15,382,0,382,..,148,26,171,0,174,..,646,15,660,0,664,..,220,16,236,3,235,..,832,23,855,15,867,..,209,8,212,5,214,..,1901,64,1960,19,1982,..,412,62,475,5,479,..,426,44,468,5,472,..,109,14,121,0,121,..,72,13,82,0,87,..,372,140,519,3,517,..,3902,979,4881,104,4989,..,18862,3140,22004,253,22255,..,151,56,211,2261,2474,21621,19011,3204,22215,2511,46349,43383,..,..,..,..,43383,..,73,3,73,0,73,..,2294,367,2659,29,2691,..,0,0,0,0,0,..,500,162,666,7,669,..,1296,572,1869,18,1887,..,131,36,168,0,169,..,1930,771,2701,28,2730,..,216,22,241,4,241,..,38,0,38,0,44,..,193,6,199,3,206,..,125,3,130,0,127
POA3030,11,339,..,314,36,345,3,346,..,222,7,229,0,236,..,110,30,136,0,141,..,160,22,180,0,184,..,150,16,165,0,165,..,249,15,262,3,270,..,215,38,254,5,258,..,465,11,476,8,485,..,477,36,509,0,508,..,651,23,673,10,680,..,143,7,145,0,149,..,1735,78,1804,14,1825,..,418,79,495,0,498,..,306,21,332,0,334,..,134,27,162,0,167,..,88,15,99,0,99,..,765,315,1080,7,1084,..,2744,920,3667,82,3746,..,16126,3390,19517,210,19729,..,128,38,159,2484,2643,28133,16254,3431,19681,2691,50513,56551,..,..,..,..,56551,..,290,6,292,3,297,..,1122,163,1288,22,1308,..,3,0,3,0,3,..,1150,335,1492,3,1495,..,3351,1408,4763,25,4787,..,271,118,386,3,392,..,4774,1865,6641,29,6672,..,340,52,388,4,396,..,85,6,90,0,90,..,314,21,335,0,337,..,175,5,179,0,179
POA3031,0,29,..,10,0,9,0,9,..,22,4,30,0,30,..,16,0,16,0,16,..,17,3,22,0,22,..,8,0,11,0,11,..,0,0,0,0,0,..,11,3,16,0,19,..,16,0,16,0,16,..,22,0,22,0,23,..,14,0,14,0,14,..,16,3,17,0,17,..,69,3,76,0,78,..,113,19,136,0,135,..,17,0,18,0,18,..,18,3,19,0,19,..,41,23,68,0,68,..,239,196,434,6,442,..,592,185,774,24,795,..,2327,785,3119,41,3159,..,35,13,47,790,834,5693,2359,797,3163,834,9687,11145,..,..,..,..,11145,..,15,0,15,0,15,..,322,72,394,7,400,..,3,0,3,0,3,..,383,205,592,3,591,..,446,154,601,3,604,..,83,50,134,0,134,..,906,417,1322,5,1329,..,37,6,44,0,44,..,22,4,27,0,27,..,83,6,86,3,89,..,63,3,68,0,68
POA3032,0,77,..,44,7,54,0,54,..,36,3,39,4,40,..,54,9,59,0,60,..,32,0,32,0,32,..,33,5,39,0,39,..,4,0,4,0,4,..,57,6,61,0,60,..,46,3,46,0,46,..,43,3,48,3,49,..,73,0,77,0,77,..,28,0,28,0,32,..,196,6,201,3,204,..,203,26,233,4,234,..,43,0,45,0,45,..,46,10,58,0,58,..,55,4,59,0,59,..,800,277,1077,6,1084,..,528,124,656,16,673,..,4611,1139,5752,61,5809,..,48,9,61,986,1043,8087,4659,1152,5808,1046,14944,16281,..,..,..,..,16281,..,19,0,19,0,19,..,394,73,473,9,476,..,3,0,3,0,3,..,714,305,1018,3,1024,..,1093,325,1416,10,1428,..,131,35,165,0,167,..,1939,660,2603,17,2619,..,144,25,165,0,165,..,46,0,47,0,47,..,103,0,103,0,108,..,68,0,66,3,74
POA3033,0,3,..,53,8,62,0,64,..,81,3,84,0,93,..,12,5,21,0,23,..,28,4,31,0,28,..,9,0,6,0,6,..,4,0,3,0,3,..,20,10,32,0,32,..,21,0,21,0,23,..,7,0,7,0,7,..,23,3,25,0,25,..,6,0,6,0,6,..,57,3,62,0,60,..,57,3,61,0,61,..,24,6,30,0,30,..,8,0,12,3,16,..,20,4,29,0,29,..,156,79,233,0,233,..,157,23,185,0,183,..,2207,458,2665,26,2696,..,19,8,23,369,390,4412,2223,468,2688,398,7502,8674,..,..,..,..,8674,..,3,0,3,0,3,..,246,23,269,0,269,..,0,0,0,0,0,..,194,78,268,0,267,..,136,30,164,0,165,..,18,7,27,0,27,..,341,115,460,0,460,..,145,16,156,0,158,..,11,0,11,0,11,..,24,0,24,0,24,..,32,3,32,3,36
POA3034,0,14,..,76,11,91,0,91,..,72,10,75,0,82,..,28,22,52,4,59,..,37,3,39,0,38,..,3,0,3,0,3,..,0,0,0,0,0,..,34,3,36,0,36,..,32,0,28,0,28,..,20,0,21,0,21,..,39,0,36,0,36,..,6,0,6,0,6,..,96,4,99,0,99,..,87,19,107,0,107,..,14,3,20,0,20,..,11,3,13,0,13,..,24,3,30,0,30,..,305,113,412,3,418,..,144,27,174,3,174,..,2456,639,3090,33,3127,..,11,3,17,267,277,2561,2467,635,3105,301,5969,5141,..,..,..,..,5141,..,0,0,0,0,0,..,212,30,240,0,240,..,3,0,3,0,3,..,254,137,392,0,392,..,129,44,169,0,176,..,11,8,24,0,22,..,393,186,585,3,583,..,277,43,323,3,325,..,8,0,8,0,8,..,20,3,26,0,26,..,27,0,27,0,27
POA3036,0,0,..,25,8,27,0,27,..,21,0,21,0,21,..,3,0,3,0,3,..,11,0,11,3,16,..,3,0,3,0,3,..,0,0,0,0,0,..,31,3,27,0,27,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,12,0,14,0,14,..,13,0,13,0,13,..,4,0,4,0,4,..,0,0,0,0,0,..,30,0,32,0,32,..,21,8,31,0,31,..,59,7,63,0,63,..,649,59,714,10,719,..,8,0,8,123,129,2156,658,59,723,129,3002,4297,..,..,..,..,4297,..,0,0,0,0,0,..,88,3,90,0,90,..,0,0,0,0,0,..,51,6,54,0,54,..,20,8,27,0,27,..,0,0,5,0,5,..,72,19,90,0,90,..,116,11,120,3,126,..,6,0,6,0,6,..,3,0,3,0,3,..,35,0,35,0,35
POA3037,0,16,..,828,128,958,4,965,..,595,44,637,9,643,..,32,3,38,0,38,..,134,18,155,3,157,..,26,0,29,0,29,..,106,14,114,0,115,..,183,39,218,3,220,..,307,16,317,4,325,..,61,8,62,0,62,..,469,21,483,8,492,..,70,14,78,3,82,..,895,50,945,17,960,..,371,52,417,4,419,..,139,8,151,0,152,..,53,6,60,0,60,..,323,61,382,6,386,..,633,403,1035,8,1039,..,1102,232,1333,22,1352,..,10043,1790,11829,127,11958,..,75,22,89,1093,1182,12866,10116,1809,11924,1221,26009,25663,..,..,..,..,25663,..,23,0,30,0,30,..,1387,174,1555,8,1566,..,3,0,7,0,7,..,350,92,443,0,442,..,415,165,579,4,580,..,458,226,680,9,687,..,1220,484,1704,10,1717,..,901,113,1017,9,1026,..,18,0,18,0,18,..,66,3,72,0,72,..,76,8,85,0,85
POA3038,0,7,..,405,116,521,6,527,..,299,22,323,3,328,..,8,3,7,0,7,..,84,12,93,4,99,..,11,0,15,0,15,..,30,0,28,0,33,..,109,9,123,3,123,..,57,0,57,0,57,..,18,0,18,0,18,..,85,3,84,0,90,..,15,0,20,0,20,..,176,5,182,0,177,..,169,22,188,0,188,..,34,0,36,0,36,..,15,0,22,0,22,..,168,43,212,0,208,..,412,160,569,3,570,..,392,97,485,9,495,..,5051,953,6003,51,6062,..,41,9,45,507,555,7078,5089,961,6052,557,13685,14269,..,..,..,..,14269,..,7,0,7,0,7,..,864,77,940,4,947,..,0,0,0,0,0,..,273,84,353,0,353,..,189,73,259,0,263,..,75,26,95,0,95,..,533,178,712,3,715,..,764,136,902,18,921,..,6,0,6,0,6,..,48,3,53,0,53,..,43,3,44,0,44
POA3039,0,11,..,24,0,26,0,26,..,30,4,29,0,34,..,5,0,3,0,3,..,17,0,17,0,17,..,15,0,15,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,11,0,11,..,13,0,12,0,12,..,22,0,22,0,22,..,3,0,3,0,3,..,48,3,45,0,45,..,73,10,89,0,89,..,10,0,10,0,10,..,33,7,42,0,44,..,29,0,26,0,26,..,64,15,78,0,78,..,127,18,147,8,151,..,1558,319,1878,24,1906,..,31,6,36,337,372,5094,1596,327,1922,364,7380,9927,..,..,..,..,9927,..,3,0,3,0,3,..,83,17,94,3,97,..,0,0,0,0,0,..,99,42,145,3,146,..,188,57,244,0,247,..,9,3,11,0,15,..,296,105,397,3,401,..,69,6,74,0,74,..,8,0,8,0,8,..,60,0,62,0,62,..,56,0,56,0,61
POA3040,0,50,..,24,0,26,0,26,..,35,0,31,0,31,..,25,3,26,0,24,..,50,0,50,0,50,..,27,3,35,0,35,..,3,0,3,0,3,..,27,0,32,0,32,..,16,0,16,0,16,..,17,0,17,0,17,..,25,0,25,0,25,..,7,0,7,0,7,..,63,0,63,0,63,..,106,13,122,0,125,..,19,4,28,0,28,..,24,5,27,0,27,..,49,3,52,0,52,..,139,24,164,3,168,..,263,42,305,0,304,..,2801,348,3152,29,3182,..,23,3,25,696,719,9607,2826,353,3177,726,13507,18568,..,..,..,..,18568,..,13,0,13,0,13,..,213,44,257,0,257,..,0,0,0,0,0,..,195,38,235,0,233,..,328,75,407,9,413,..,19,3,25,0,27,..,545,116,661,8,670,..,190,6,198,3,203,..,6,0,6,0,6,..,63,0,63,0,63,..,72,0,72,0,72
