POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA3273,24,0,0,0,0,24,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44
POA3274,38,0,0,0,0,38,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,86,0,0,0,0,86
POA3275,48,0,0,0,0,49,74,0,0,0,0,74,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,143,0,3,0,3,144
POA3276,67,0,0,0,0,67,67,0,0,3,0,67,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,26,0,0,0,0,26,5,0,0,0,0,5,3,0,0,0,0,3,167,0,0,3,0,169
POA3277,209,0,0,25,0,234,230,0,0,14,3,248,33,0,3,7,0,47,0,0,0,0,0,0,47,0,0,4,0,48,0,0,0,0,0,0,19,0,0,0,0,19,9,0,0,0,0,11,105,0,3,12,0,121,6,0,0,0,0,6,15,0,0,0,0,18,572,0,3,50,3,631
POA3278,35,0,0,0,0,35,45,0,0,0,0,45,8,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,100,0,0,0,0,105
POA3279,37,0,0,0,0,37,29,0,0,0,0,24,8,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,3,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,3,20,0,0,0,0,0,0,4,0,0,0,0,0,78,0,0,0,3,84
POA3280,3616,374,66,7,10,4071,3396,181,37,3,5,3632,1410,610,237,4,16,2280,385,126,81,0,0,594,519,114,36,0,16,690,27,23,57,0,0,107,55,15,16,4,0,82,29,7,6,0,0,40,2428,892,438,8,31,3801,37,32,29,3,0,101,240,58,71,0,9,372,9720,1542,643,25,57,11988
POA3281,182,0,0,0,0,187,270,0,0,0,3,274,14,0,0,0,0,13,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,0,0,8,56,0,0,0,0,57,4,0,0,0,0,4,7,0,0,0,0,7,520,0,0,0,3,523
POA3282,303,0,0,3,0,307,350,0,0,4,0,356,72,8,0,0,0,74,7,6,0,0,0,13,45,0,0,0,0,47,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,129,17,0,0,0,148,6,0,0,0,0,6,23,0,0,0,0,23,817,18,0,10,3,839
POA3283,180,0,0,0,3,187,190,0,0,0,0,194,12,0,0,0,0,12,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,11,0,0,0,0,11,6,0,0,0,0,6,61,0,0,0,0,61,6,0,0,0,0,6,11,0,0,0,0,11,452,0,0,0,3,461
POA3284,566,16,6,3,3,605,322,11,0,4,0,339,142,9,8,3,0,162,24,16,0,0,0,36,76,3,6,3,3,87,0,0,0,0,0,0,9,0,0,3,0,16,6,0,0,0,0,9,254,27,9,8,8,312,9,0,0,0,0,9,39,4,0,0,0,45,1194,59,18,20,11,1307
POA3285,188,0,0,4,0,195,162,0,0,3,0,162,16,0,0,0,0,16,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,9,0,0,0,0,13,7,0,0,0,0,12,65,0,0,3,0,70,7,0,0,0,0,7,13,0,0,0,0,13,431,0,0,7,0,445
POA3286,108,0,0,3,0,115,72,0,0,0,0,70,5,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,6,39,0,0,0,0,39,0,0,0,0,0,0,3,0,0,0,0,3,225,0,0,3,3,231
POA3287,52,0,0,0,0,57,48,0,0,0,0,51,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,17,0,0,0,0,17,3,0,0,0,0,3,39,0,0,0,0,39,0,0,0,0,0,0,7,0,0,0,0,7,146,0,0,0,0,148
POA3289,141,0,0,5,0,148,92,0,0,3,0,94,6,0,0,0,0,12,0,0,0,0,0,0,24,0,0,0,0,27,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,8,40,3,0,0,0,49,3,0,0,0,0,3,9,0,0,0,0,9,288,4,0,6,0,299
POA3292,48,0,0,0,0,48,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,77
POA3293,66,0,0,0,0,62,31,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,13,7,0,0,0,0,7,3,0,0,0,0,3,118,0,0,0,3,118
POA3294,171,0,0,0,5,183,77,0,0,0,4,89,12,0,0,0,0,12,0,8,0,0,0,7,25,0,0,0,0,25,0,3,0,0,0,0,9,0,0,0,3,17,3,0,0,0,0,6,54,9,0,0,3,71,8,0,0,0,0,8,4,0,0,0,3,8,324,9,0,4,14,353
POA3300,1651,18,18,3,0,1694,1197,4,3,5,3,1217,391,45,42,0,3,491,116,12,29,0,0,156,245,14,8,0,3,265,11,24,0,0,0,35,20,3,0,9,0,35,24,0,0,0,0,28,809,104,79,10,6,1004,21,0,0,0,0,21,118,11,3,0,0,127,3794,140,103,20,20,4074
POA3301,223,0,0,0,0,222,134,0,0,0,0,139,4,0,0,0,0,4,0,0,0,0,0,0,31,0,0,0,0,29,0,0,0,0,0,0,15,0,0,0,0,15,13,0,0,0,0,13,58,0,0,0,0,62,4,0,0,0,0,4,4,0,0,0,0,4,430,0,0,0,0,431
POA3302,64,0,0,0,0,64,45,0,0,0,0,42,7,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,26,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,130,0,0,0,0,136
POA3303,46,0,0,0,0,46,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,23,0,0,0,0,23,0,0,0,0,0,0,10,0,0,0,0,10,118,0,0,0,0,118
POA3304,471,0,6,5,3,489,344,0,0,0,0,343,60,3,12,0,0,77,8,0,6,0,0,14,75,0,4,0,3,83,6,0,0,0,0,10,14,0,0,0,0,14,11,0,0,0,0,11,174,0,19,0,3,200,10,0,0,0,0,12,31,0,4,0,0,41,1036,0,34,9,7,1084
POA3305,1749,38,39,21,5,1851,1573,10,13,0,5,1598,516,80,78,5,0,679,135,26,63,0,0,221,280,16,16,7,4,327,3,0,0,0,0,9,32,3,4,12,0,47,22,0,0,0,0,26,985,128,161,17,10,1301,18,0,0,0,3,17,136,16,15,4,4,172,4460,194,223,45,24,4943
POA3309,17,0,0,0,0,17,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,49,0,0,0,0,49
POA3310,65,0,0,0,3,69,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,5,112,0,0,0,4,123
POA3311,391,0,0,3,0,394,172,0,0,0,0,174,28,0,7,0,0,32,4,0,0,0,0,5,61,0,0,0,0,63,0,5,0,0,0,3,10,0,0,0,0,10,7,0,0,0,0,8,110,4,7,0,0,127,6,0,0,0,0,8,29,3,0,0,0,36,713,8,9,5,0,738
POA3312,213,0,0,0,4,223,85,0,0,0,0,85,6,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,24,0,0,0,0,0,0,12,0,0,0,0,12,7,0,0,0,0,9,51,0,0,0,3,56,8,0,0,0,0,8,23,0,0,0,3,25,385,0,0,0,6,393
POA3314,87,0,0,0,0,87,62,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,28,0,0,0,0,32,4,0,0,0,0,4,0,0,0,0,0,0,190,0,0,0,0,192
POA3315,339,8,0,0,0,347,157,3,0,3,0,160,22,0,0,0,0,22,5,0,0,0,0,3,51,0,0,0,0,52,3,0,0,0,3,5,22,0,0,0,0,21,9,0,0,0,5,17,105,0,0,0,12,122,6,0,0,0,3,15,26,0,0,0,6,27,635,11,0,3,20,670
POA3317,42,0,0,0,0,42,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,3,23,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,82,0,0,0,0,83
POA3318,234,3,3,3,0,242,153,0,0,0,0,154,12,0,3,0,0,21,0,8,3,0,0,6,39,3,0,0,0,41,0,6,0,0,0,4,17,0,0,0,0,17,10,3,0,0,0,9,78,15,4,0,0,102,3,0,0,0,0,3,7,3,0,0,0,13,479,17,10,6,0,518
POA3319,82,0,0,5,0,85,40,0,0,4,0,39,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,7,6,0,0,0,0,6,24,3,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,3,153,3,0,6,0,162
POA3321,164,0,0,0,0,164,295,0,0,0,0,297,3,3,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,32,3,0,0,0,38,0,0,0,0,0,0,14,0,0,0,0,14,508,7,0,0,0,515
POA3322,42,0,0,0,0,39,20,0,0,0,0,20,3,0,0,0,3,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,6,3,0,0,0,0,3,0,0,0,0,0,0,72,0,0,0,0,76
POA3323,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
POA3324,108,0,0,0,0,108,57,0,0,0,0,56,4,0,0,0,0,4,0,0,8,0,0,8,22,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,35,0,8,0,0,40,3,0,0,0,0,3,8,0,0,0,0,11,208,0,10,0,0,217
POA3325,106,0,0,0,0,106,38,0,0,0,0,38,9,0,0,0,0,9,5,0,0,0,0,5,18,0,0,0,0,18,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,38,0,0,0,0,38,4,0,0,0,0,4,7,0,0,0,0,7,193,0,0,0,0,193
POA3328,167,0,0,0,0,168,347,0,0,0,0,352,12,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,3,0,0,0,0,3,16,0,0,0,0,16,566,0,3,0,0,566
POA3329,40,0,0,0,0,44,39,0,0,0,3,44,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,3,101
POA3330,35,3,0,0,0,37,23,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,79,3,0,0,0,78
POA3331,513,0,4,0,3,523,1076,0,0,3,0,1076,139,0,3,0,0,149,0,0,0,0,0,0,67,0,0,0,0,67,0,0,0,0,0,0,12,0,0,0,0,15,9,0,0,0,0,9,233,0,3,0,0,233,7,0,0,0,0,7,36,0,0,0,0,38,1860,3,3,6,3,1879
POA3332,101,0,3,0,0,106,178,0,0,0,0,181,10,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,31,3,0,0,0,0,3,3,0,0,0,0,3,314,0,3,0,0,317
POA3333,117,0,0,0,0,116,114,0,3,0,0,122,13,0,3,0,0,16,0,0,0,0,0,0,19,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,47,0,3,0,0,51,0,0,0,0,0,0,3,0,3,0,0,9,275,0,6,3,0,294
POA3334,95,0,0,0,0,92,79,0,0,0,0,79,7,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,23,0,0,0,0,21,0,0,0,0,0,0,7,0,0,0,0,7,199,0,0,0,3,203
POA3335,267,3,0,28,0,305,1097,47,0,0,18,1165,132,12,4,0,3,153,0,0,0,0,0,0,74,0,0,4,0,75,5,0,0,0,0,5,6,0,0,62,0,69,4,0,0,0,0,4,220,12,4,70,3,308,8,0,0,0,0,10,49,3,0,3,0,51,1645,64,4,104,19,1830
POA3337,2596,320,3,0,0,2928,4994,575,3,4,3,5574,1583,556,12,3,3,2164,121,74,0,0,0,197,521,106,0,4,3,632,32,11,0,0,0,44,50,9,0,0,0,54,35,12,0,0,0,51,2339,767,13,10,8,3134,45,6,0,0,0,53,328,62,0,0,0,392,10294,1736,21,10,12,12078
POA3338,1656,71,3,3,3,1736,3410,107,11,0,9,3538,1273,260,21,3,8,1563,52,60,7,0,3,123,304,57,3,0,0,366,22,21,0,0,0,46,29,27,0,3,0,63,20,10,0,0,0,24,1693,445,28,4,12,2182,37,0,0,0,0,40,210,34,4,0,3,247,7006,657,46,7,27,7750
POA3340,2064,139,3,17,6,2232,3072,157,4,3,4,3241,689,229,3,4,0,931,151,30,34,0,0,210,263,46,23,0,0,335,9,62,3,0,0,70,21,8,0,9,0,38,25,6,0,0,0,31,1164,376,58,13,0,1618,51,6,0,0,0,61,152,36,0,0,14,199,6507,718,73,29,24,7350
POA3341,182,0,0,0,0,186,317,0,0,0,0,322,16,0,0,0,0,16,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,35,0,0,0,0,35,3,0,0,0,0,3,8,0,0,0,0,9,541,0,0,0,0,549
POA3342,440,3,15,0,4,460,556,0,9,3,0,568,81,0,16,0,0,100,8,14,0,0,0,21,50,0,0,0,0,56,0,0,0,0,0,0,11,0,0,0,0,10,6,0,3,0,0,8,158,17,25,3,0,197,6,0,0,0,0,11,28,0,6,7,0,41,1188,17,49,11,3,1274
POA3345,144,0,0,0,0,145,206,0,0,0,3,208,14,0,0,0,0,14,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,5,0,0,0,0,12,389,0,0,0,4,398
POA3350,6218,663,144,12,22,7063,6813,397,57,22,26,7311,3482,1264,436,12,18,5215,392,210,66,0,3,674,868,184,71,3,11,1130,69,55,38,0,0,168,62,21,13,0,7,104,71,12,6,0,0,93,4941,1751,635,13,40,7379,97,71,10,0,3,175,414,85,33,5,16,553,18481,2965,869,49,104,22479
POA3351,1159,0,0,6,7,1164,1319,0,0,9,9,1332,58,0,0,0,0,58,0,0,0,0,0,0,109,0,0,4,0,118,0,0,0,0,0,0,20,0,0,0,0,24,17,0,0,0,0,17,205,0,0,3,0,214,22,0,0,0,0,19,69,0,0,0,5,71,2772,0,0,17,12,2808
POA3352,1944,3,3,81,7,2036,2479,0,0,37,11,2524,228,3,7,0,3,240,0,0,0,0,0,0,224,0,7,8,0,243,0,0,0,0,0,0,26,0,0,8,0,37,30,0,0,0,0,28,513,3,10,19,6,560,34,0,0,0,0,36,101,3,4,6,4,110,5071,12,15,137,29,5263
POA3355,1630,212,16,0,0,1854,1128,75,12,3,0,1224,693,294,124,0,0,1111,304,90,25,0,4,428,215,46,21,0,3,280,20,17,18,0,8,61,20,4,3,0,3,34,21,15,0,0,0,35,1271,456,200,0,19,1948,22,0,0,0,0,23,124,41,14,0,3,180,4172,785,248,4,20,5218
POA3356,1462,288,3,0,0,1756,1810,344,3,0,3,2161,702,590,32,3,8,1337,231,151,5,0,0,386,254,85,0,0,0,340,43,31,3,0,0,76,14,19,0,0,0,42,23,16,0,0,0,34,1268,895,42,3,10,2215,53,6,0,0,8,66,162,49,4,0,3,222,4744,1587,54,0,19,6413
POA3357,517,4,9,0,0,528,502,6,0,0,0,510,110,3,4,0,0,116,3,4,0,0,0,6,50,3,3,0,0,53,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,168,11,3,0,0,187,3,0,0,0,0,3,26,0,0,0,0,26,1211,22,16,0,6,1252
POA3360,153,0,0,0,0,155,113,0,0,0,0,111,11,0,0,0,0,11,0,0,0,0,0,0,17,0,0,0,0,20,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,39,0,0,0,0,42,0,0,0,0,0,0,7,0,0,0,0,7,318,0,0,3,0,323
POA3361,127,0,0,0,0,132,72,0,0,0,0,72,3,0,0,0,0,3,6,0,0,0,0,6,13,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,0,3,36,0,0,0,0,35,3,0,0,0,0,3,13,0,0,0,0,13,252,0,0,0,0,257
POA3363,358,4,0,115,15,493,361,5,0,70,18,454,73,0,0,29,0,108,27,17,0,0,0,44,72,3,0,12,4,92,0,0,0,0,0,3,5,0,0,0,0,7,4,0,0,0,0,9,178,25,0,47,7,262,13,7,0,0,0,19,34,30,0,6,0,75,942,69,0,242,36,1298
POA3364,370,0,0,3,3,375,288,0,0,3,0,298,19,0,0,0,0,19,0,0,0,0,0,0,40,0,0,0,0,41,0,0,0,0,0,0,7,0,0,0,0,8,4,0,0,0,0,4,68,0,0,0,3,74,6,0,0,0,0,6,23,0,0,0,0,24,756,0,0,11,7,774
POA3370,327,0,0,8,0,337,251,0,0,0,0,252,36,0,0,0,0,42,9,0,0,0,0,8,29,0,0,4,0,35,0,0,4,0,0,4,8,0,0,9,0,14,9,0,0,0,0,9,86,0,11,13,0,106,8,0,0,0,0,8,20,0,3,0,0,23,694,0,9,20,3,732
POA3371,193,5,0,11,0,206,137,0,0,3,0,142,7,0,0,0,0,7,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,45,0,3,0,0,47,4,0,0,0,0,5,21,0,0,0,0,20,398,4,3,15,0,418
POA3373,441,0,0,5,3,450,272,0,0,0,3,270,38,0,3,0,0,40,0,0,0,0,0,0,71,0,5,0,3,83,0,0,0,0,0,0,15,0,0,0,0,14,8,0,0,0,0,17,139,0,16,3,3,155,7,0,0,0,0,7,28,0,4,0,0,30,884,0,16,8,5,915
POA3374,76,0,0,3,0,78,59,0,0,0,0,59,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,21,3,0,0,0,0,3,10,0,0,0,0,10,159,0,0,3,0,164
POA3375,43,0,0,0,0,43,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,71,0,0,0,0,72
POA3377,1334,25,15,9,8,1388,1025,3,9,4,3,1049,363,35,47,5,0,445,88,32,4,0,0,116,197,0,13,7,0,221,11,3,0,0,0,10,32,0,3,6,0,49,26,3,0,0,0,37,713,70,76,22,0,880,18,8,0,0,0,30,104,11,5,3,3,129,3195,118,112,38,14,3472
POA3378,22,0,0,0,0,22,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45
POA3379,162,0,0,0,3,164,51,0,0,0,0,48,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,18,0,0,0,0,13,10,0,0,0,0,13,59,3,0,0,0,60,0,0,0,0,0,3,12,0,0,0,0,12,281,3,5,0,7,286
POA3380,998,5,26,7,3,1040,663,0,0,3,6,674,242,14,66,0,4,324,72,3,33,0,0,107,124,4,11,3,0,145,0,13,3,0,0,15,24,5,0,3,0,33,12,3,0,0,3,17,476,43,113,4,9,649,16,3,0,0,0,22,62,3,11,0,0,79,2215,51,147,15,18,2457
POA3381,184,0,0,9,3,190,132,0,0,0,7,140,28,0,0,0,0,28,0,0,0,0,0,0,33,0,0,0,0,36,0,0,0,0,0,0,9,0,0,6,4,25,0,0,0,0,0,3,73,0,0,9,12,89,3,0,0,3,0,10,13,0,0,3,4,16,407,3,0,20,14,446
POA3384,116,0,0,3,0,121,61,0,0,0,0,60,8,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,22,0,0,0,0,25,5,0,0,0,0,5,5,0,0,0,0,5,212,0,0,5,3,223
POA3385,104,0,0,0,3,106,58,0,0,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,24,0,0,0,0,27,3,0,0,0,0,3,12,0,0,0,0,12,200,0,0,3,3,206
POA3387,74,0,0,0,0,80,23,0,0,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,7,14,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,126,0,0,3,3,129
POA3388,121,0,0,0,0,127,55,0,0,0,0,55,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,0,0,3,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,22,0,3,0,0,22,3,0,0,0,0,3,8,0,0,0,0,8,213,0,3,0,0,215
POA3390,179,0,0,0,3,188,102,0,0,3,0,104,32,0,4,0,0,36,3,0,0,0,0,3,23,0,0,0,0,22,0,0,3,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,63,0,4,0,0,70,4,0,0,0,0,4,14,0,0,0,0,16,361,3,4,6,3,375
POA3391,40,0,0,0,0,41,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,64,0,0,0,0,59
POA3392,139,0,0,3,0,143,55,0,0,0,0,53,3,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,16,0,3,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,6,23,3,0,3,0,28,0,5,0,0,0,5,9,0,0,0,0,11,224,10,0,10,0,240
POA3393,525,0,3,6,3,541,275,0,0,0,3,282,82,0,13,0,3,97,8,0,8,0,0,18,53,0,3,0,6,60,0,0,0,0,0,0,11,0,0,0,4,14,5,0,0,0,0,10,166,0,27,0,9,203,0,0,0,0,0,0,28,0,0,0,3,31,1003,0,35,11,21,1067
POA3395,83,0,0,0,0,83,34,0,0,0,0,34,0,0,0,0,0,0,0,0,6,0,0,6,9,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,16,0,5,0,0,20,4,0,0,0,0,4,10,0,0,3,0,12,146,0,5,0,0,153
POA3396,171,0,0,0,0,171,55,0,0,0,0,55,18,0,0,0,0,18,3,0,0,0,0,6,18,0,0,0,0,20,0,0,0,0,0,0,6,0,3,0,0,16,0,0,0,0,0,0,53,0,7,0,0,54,0,0,0,0,0,0,9,0,0,0,0,9,290,0,4,0,0,300
