POA_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA3423,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,3,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,4,0,5,3,0,11
POA3424,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,4,3,3,4,0,0,18
POA3427,16,11,9,5,3,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,18,15,14,7,11,4,4,72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,5,24,17,14,7,12,4,4,73,7,15,13,3,3,0,0,41,0,0,0,0,0,0,0,0,31,31,23,7,15,7,4,117
POA3428,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,21
POA3429,73,147,105,65,97,26,18,528,12,5,7,6,0,3,3,35,0,4,0,0,6,3,0,15,130,236,177,151,221,87,42,1045,4,13,6,5,9,0,0,35,8,11,5,5,4,0,0,39,15,27,8,12,12,4,0,75,145,260,189,162,234,89,41,1119,170,122,79,54,70,17,8,523,0,0,0,0,0,0,0,4,313,385,272,219,300,103,50,1646
POA3430,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8
POA3431,7,19,13,12,12,3,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,19,12,16,3,3,92,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,28,19,10,25,3,3,92,8,9,0,3,3,3,0,23,0,0,0,0,0,0,0,0,14,32,17,19,23,5,3,117
POA3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
POA3434,11,18,13,3,8,6,0,59,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,21,29,21,15,18,9,4,119,0,3,0,0,6,0,0,8,0,0,0,0,3,0,0,3,0,3,0,0,10,0,0,9,18,35,21,14,28,9,4,128,22,17,7,7,7,3,0,64,0,0,0,0,0,0,0,0,44,47,31,24,37,13,4,192
POA3435,0,7,7,7,11,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,8,18,3,0,52,0,0,3,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,14,3,9,12,10,16,6,3,59,9,10,5,3,0,0,0,35,0,0,0,0,0,0,0,0,13,22,22,13,22,9,3,98
POA3437,23,31,22,21,28,19,7,137,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,33,36,35,33,60,29,8,237,0,0,3,3,4,0,0,7,0,0,0,0,0,0,0,3,0,3,4,0,3,3,0,14,33,40,36,36,63,30,8,257,8,19,14,8,6,7,4,66,0,0,0,0,0,0,0,0,41,58,48,48,73,38,14,318
POA3438,3,13,3,9,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,14,7,19,8,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,14,7,19,8,0,66,0,0,3,0,4,0,0,14,0,0,0,0,0,0,0,0,4,22,14,15,18,7,0,80
POA3440,0,6,5,0,8,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,7,5,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,7,5,4,39,7,3,4,0,0,0,0,16,0,0,0,0,0,0,0,6,8,13,15,5,7,7,4,59
POA3441,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,4,0,0,20,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,13,3,3,4,0,0,23,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,15,3,3,4,0,0,26
POA3442,10,24,19,11,20,11,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,37,39,21,50,14,6,182,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,8,0,0,3,4,0,0,0,7,15,37,40,23,56,20,6,193,19,15,7,5,7,0,3,55,0,0,0,0,0,0,0,0,33,48,49,26,57,18,7,251
POA3444,20,35,21,18,25,12,0,125,0,10,4,3,0,0,0,13,0,0,0,0,0,0,0,0,20,52,34,36,44,17,0,208,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,7,3,0,3,0,3,0,0,11,29,53,35,37,51,17,0,221,26,33,17,11,22,0,0,112,0,0,0,0,0,0,0,3,57,92,53,44,65,23,0,337
POA3446,0,7,3,4,4,0,0,19,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,4,4,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,12,0,0,24,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,3,6,11,7,12,0,0,37
POA3447,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4
POA3448,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,10,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,3,3,0,14,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,5,3,3,0,18
POA3450,8,34,30,14,24,8,4,123,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,45,42,27,49,21,3,194,0,0,4,0,0,0,0,9,0,0,3,0,3,0,0,7,0,3,9,0,3,0,0,11,14,47,49,27,47,17,3,204,36,39,10,9,11,5,0,109,0,0,0,0,0,0,0,0,45,85,57,35,63,27,4,318
POA3451,7,18,20,8,15,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,26,14,25,10,3,111,0,0,3,0,0,0,0,11,0,3,3,0,3,0,0,13,0,7,4,0,5,0,0,21,9,39,28,14,31,12,3,129,24,11,10,14,10,3,0,69,0,0,0,0,0,0,0,0,34,50,39,24,40,15,3,204
POA3453,0,10,3,4,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,5,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,5,5,0,33,4,5,5,0,3,0,0,20,0,0,0,0,0,0,0,0,3,14,13,6,11,4,0,52
POA3458,0,4,6,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,10,7,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,10,7,3,0,45,3,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,3,15,7,9,7,3,0,49
POA3460,3,8,11,6,15,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,17,10,6,22,0,0,65,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,6,11,16,17,5,18,0,0,69,4,9,9,6,3,0,0,32,0,0,0,0,0,0,0,3,14,22,25,12,24,0,3,105
POA3461,7,17,19,6,4,0,0,51,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,22,27,10,16,0,0,85,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,8,0,0,0,0,0,10,11,28,28,10,16,0,0,92,25,19,6,8,0,0,0,60,0,0,0,0,0,0,0,0,33,44,37,20,17,5,0,149
POA3462,0,3,5,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,3,4,0,0,19,3,3,0,0,0,3,0,17,0,0,0,0,0,0,0,3,3,12,11,4,4,3,0,38
POA3463,3,5,5,3,8,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,8,6,9,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,8,8,10,9,0,0,36,4,11,3,4,4,0,0,25,0,0,0,0,0,0,0,0,4,16,13,11,10,0,0,65
POA3464,3,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,4,0,0,19,5,5,5,3,3,0,0,25,0,0,0,0,0,0,0,0,10,14,6,6,4,0,0,47
POA3465,21,30,26,15,33,7,0,131,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,21,49,40,30,47,23,0,208,6,11,4,3,3,0,0,31,9,12,3,7,4,0,0,32,7,22,4,10,6,0,0,63,30,75,44,40,56,23,3,267,95,91,42,43,24,4,0,303,0,0,0,0,0,0,0,0,121,161,86,88,81,24,7,572
POA3467,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,11,0,3,3,0,0,0,0,4,0,0,3,0,0,0,0,5,0,3,5,0,0,0,0,5,0,3,6,3,3,0,0,21,7,3,3,3,5,0,0,17,0,0,0,0,0,0,0,0,5,9,11,5,6,0,0,43
POA3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11
POA3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,11
POA3472,0,0,3,0,5,0,0,8,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,7,6,7,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,7,0,0,0,0,0,14,4,10,10,7,7,3,0,34,7,12,6,10,3,0,0,37,0,0,0,0,0,0,0,4,13,14,14,13,12,3,0,70
POA3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,9
POA3477,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,17
POA3478,0,10,3,6,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,8,11,18,0,0,62,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,13,9,16,23,0,0,63,10,16,12,5,3,4,0,44,0,0,0,0,0,0,0,0,11,28,24,19,22,3,0,110
POA3480,3,10,3,3,3,0,0,24,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,3,10,9,3,11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,3,11,0,0,32,8,8,6,0,3,0,0,23,0,0,0,0,0,0,0,0,12,20,11,3,8,0,0,56
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3483,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,11,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,4,4,5,3,0,21
POA3485,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3490,3,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,6,4,10,0,3,3,0,0,22,5,0,4,0,3,0,0,16,0,0,0,0,0,0,0,0,10,10,3,3,6,0,0,33
POA3491,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7
POA3494,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,7,0,0,14
POA3496,11,24,3,7,7,7,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,42,22,25,24,8,0,132,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,12,0,10,6,3,0,0,0,13,19,47,21,28,25,4,0,149,59,60,33,24,23,0,0,198,0,0,0,0,0,0,0,3,82,105,59,47,48,9,0,353
POA3498,4,11,4,9,16,5,0,47,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,21,14,21,21,8,0,107,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,6,18,22,18,24,24,12,0,118,22,13,7,3,0,0,0,54,3,0,0,0,0,0,0,4,41,33,29,28,27,15,3,178
POA3500,79,142,105,64,86,19,3,501,3,5,3,0,3,0,0,17,0,5,7,0,6,0,0,21,126,232,182,135,212,58,12,954,16,28,10,8,10,3,0,68,16,30,15,11,9,0,0,91,29,57,27,20,20,4,0,158,157,293,209,158,227,61,16,1114,297,301,109,81,79,15,0,875,8,3,8,3,3,0,0,28,453,591,323,235,305,79,17,2012
POA3501,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,3,0,0,26,7,3,0,0,3,0,0,12,0,0,0,0,0,0,0,3,12,11,11,6,5,0,0,40
POA3505,9,10,8,3,7,0,0,47,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,20,23,22,8,26,4,0,104,0,3,3,0,3,0,0,12,0,3,3,0,0,0,0,4,0,4,4,0,3,0,0,15,19,25,24,11,23,4,0,119,28,22,12,7,20,0,0,91,0,0,0,0,0,0,0,0,53,49,38,17,45,4,0,206
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,11
POA3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3515,7,3,7,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,3,3,3,0,40,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,7,3,10,0,0,0,0,0,14,14,17,12,5,3,3,0,49,8,10,3,4,0,0,0,28,0,0,0,0,0,0,0,0,20,23,12,6,8,3,0,79
POA3516,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,9,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,3,3,6,3,0,0,16
POA3517,0,3,3,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,7,3,6,0,0,17,8,3,6,4,0,3,0,16,0,0,0,0,0,0,0,0,8,9,12,4,3,6,0,42
POA3518,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,17,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,8,4,0,18,8,8,4,7,4,0,0,26,0,0,0,0,0,0,0,0,8,8,6,9,14,4,0,44
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3521,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,4,0,0,12,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,5,3,4,0,0,21,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,4,3,6,10,4,9,0,0,27
POA3522,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,12
POA3523,0,16,10,7,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,5,11,0,0,46,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,12,0,23,12,5,9,0,0,56,24,27,11,9,10,3,0,78,0,0,0,0,0,0,0,0,24,45,28,19,19,5,0,136
POA3525,4,0,4,0,3,0,0,14,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,4,0,3,0,0,23,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,5,7,7,0,6,0,0,23,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,9,5,12,3,7,0,0,37
POA3527,3,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,18,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,6,8,3,3,5,0,0,35
POA3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
