POA_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA3391,69,54,130,6,8,12,0,0,0,4,4,5,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,9,6,16,3,3,6,0,0,0,19,14,30,0,3,3,90,76,168
POA3392,189,189,374,10,19,34,0,0,3,32,39,64,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,36,42,81,0,3,3,0,0,0,49,62,112,34,40,77,275,288,563
POA3393,819,791,1613,145,171,320,5,7,9,120,139,262,4,8,12,11,11,16,0,7,3,0,0,0,10,5,14,0,0,0,0,0,0,152,179,324,11,8,24,6,7,17,314,369,685,135,134,269,1269,1298,2564
POA3395,124,108,230,20,17,38,5,0,8,25,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,49,0,0,3,0,0,0,48,39,86,13,16,30,189,162,348
POA3396,218,210,426,48,52,99,5,0,8,39,41,81,3,6,8,4,4,8,0,3,0,0,0,0,4,0,4,0,0,3,0,0,0,52,61,113,3,5,3,0,0,0,97,114,217,25,33,57,341,359,698
POA3400,3584,3919,7501,1233,1444,2675,41,47,81,811,956,1767,51,57,112,89,89,178,24,21,47,4,6,8,17,18,33,3,3,7,0,0,0,1036,1198,2231,84,109,194,38,40,79,2389,2793,5177,437,465,911,6408,7178,13590
POA3401,1538,1389,2923,187,188,378,16,12,24,272,253,518,10,13,20,18,15,31,4,6,13,0,0,4,3,3,4,0,0,0,0,0,0,320,300,619,9,12,26,6,3,12,521,503,1021,118,112,233,2178,2004,4184
POA3407,160,146,306,20,7,27,0,0,0,22,17,39,3,0,3,3,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,25,56,0,0,4,0,0,0,50,34,88,8,12,19,218,191,409
POA3409,320,305,627,28,18,44,0,0,0,55,50,106,0,0,3,0,5,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,56,56,119,3,9,13,0,3,3,90,86,175,34,41,78,444,436,879
POA3412,95,101,198,6,12,17,0,0,0,14,19,32,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,43,0,0,0,0,0,0,26,31,57,14,16,25,132,144,280
POA3413,74,66,142,13,11,23,0,0,0,3,7,13,3,0,3,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,22,0,0,0,0,0,0,21,22,47,9,8,15,109,96,205
POA3414,533,553,1091,97,96,191,3,3,9,85,103,187,15,7,20,9,10,23,4,4,5,0,3,5,0,0,6,0,0,0,0,0,0,120,131,248,3,5,9,0,0,0,220,238,460,94,116,202,847,906,1750
POA3415,21,10,30,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,4,4,10,0,0,3,21,17,40
POA3418,888,854,1740,176,193,371,0,9,5,110,130,240,6,7,17,15,21,36,3,7,9,0,3,0,0,0,3,0,0,0,0,0,0,143,173,322,19,22,46,0,0,3,342,390,739,78,85,161,1307,1326,2634
POA3419,261,273,534,42,59,101,3,7,7,16,25,37,4,6,15,7,16,20,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,39,50,89,6,6,14,3,0,3,88,113,207,8,23,32,360,404,773
POA3420,103,83,189,10,10,15,11,0,7,10,13,14,3,5,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,37,0,0,0,0,0,0,31,23,57,9,8,20,147,118,262
POA3423,139,117,256,25,30,56,0,0,3,34,31,66,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,40,33,79,10,7,10,3,0,3,76,74,147,29,27,52,246,211,455
POA3424,253,252,506,34,32,67,3,4,8,33,34,62,6,3,6,6,3,10,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,47,50,96,3,6,13,0,0,3,90,87,177,26,21,48,371,364,735
POA3427,729,680,1413,82,91,176,8,6,10,317,349,660,5,6,19,6,3,10,3,5,10,0,0,0,0,0,3,0,0,0,0,0,0,339,368,712,27,35,61,8,4,11,457,499,959,112,109,214,1301,1294,2592
POA3428,244,227,465,5,3,10,0,0,3,32,31,60,3,3,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,41,77,5,3,7,0,0,0,44,45,92,53,46,96,338,316,657
POA3429,10125,10512,20638,1624,1795,3422,103,105,209,2974,3333,6301,122,136,250,43,37,76,56,70,125,15,16,36,14,17,32,10,3,16,0,0,0,3330,3721,7050,343,383,724,95,77,170,5388,5977,11363,898,935,1831,16415,17428,33837
POA3430,97,80,179,3,0,3,3,3,4,35,37,76,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,49,91,0,3,3,0,0,0,44,51,97,16,22,38,160,147,310
POA3431,1241,1305,2544,92,111,203,19,17,36,345,375,718,16,14,31,4,4,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,383,411,800,13,15,32,6,4,7,494,550,1041,83,74,156,1813,1923,3736
POA3432,65,69,132,0,0,3,0,0,0,13,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,21,0,0,0,0,0,0,17,10,28,15,16,31,96,93,187
POA3433,83,69,152,0,0,3,0,0,4,15,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,30,4,7,5,3,3,5,15,22,39,7,8,13,113,94,206
POA3434,1479,1499,2980,213,206,424,26,25,55,439,410,853,11,11,21,4,5,4,8,3,14,3,3,5,3,3,3,0,0,0,0,0,0,497,460,958,22,27,51,4,3,9,741,693,1437,156,158,313,2377,2351,4727
POA3435,828,793,1615,126,135,255,12,4,15,255,254,512,14,5,18,3,8,13,3,5,7,0,0,0,5,5,9,0,0,0,0,0,0,286,285,574,8,10,22,0,3,3,421,428,851,118,117,239,1363,1341,2705
POA3437,2753,2800,5552,507,531,1035,44,47,92,1003,1096,2093,51,36,87,20,12,32,15,12,31,0,0,3,7,7,15,5,3,7,0,0,0,1148,1220,2364,47,72,117,30,26,59,1723,1856,3581,252,303,554,4734,4952,9684
POA3438,701,706,1411,108,115,218,4,8,14,188,202,393,8,8,12,0,0,0,0,3,3,0,0,5,0,0,0,4,4,7,0,0,0,208,220,432,18,12,30,6,9,9,331,358,690,59,52,115,1094,1120,2216
POA3440,622,613,1235,40,40,86,4,8,7,200,178,381,3,4,3,3,3,6,4,3,8,4,0,3,3,0,3,0,0,3,0,0,0,220,196,417,8,9,20,10,7,11,277,259,535,83,69,153,985,940,1923
POA3441,428,376,802,27,20,48,6,6,15,131,143,275,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,149,303,11,16,24,3,8,12,193,187,387,41,38,77,666,600,1267
POA3442,2038,2141,4181,229,259,486,37,50,78,633,749,1389,26,23,50,3,3,6,15,9,24,4,7,10,6,7,10,3,3,7,0,0,0,722,851,1574,66,63,128,8,8,18,1021,1189,2210,274,360,636,3336,3695,7028
POA3444,2345,2452,4795,461,519,982,31,43,77,826,876,1698,26,26,47,9,6,15,16,15,27,3,6,7,3,3,7,3,3,3,0,0,0,909,977,1887,88,96,179,13,19,33,1465,1612,3082,380,397,779,4189,4461,8652
POA3446,283,291,572,59,52,108,4,8,10,90,74,165,3,7,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,101,96,194,0,6,8,3,0,5,167,154,320,45,45,92,497,485,982
POA3447,138,133,270,5,5,11,0,3,3,38,43,82,0,0,3,3,0,5,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,48,54,104,0,3,4,0,0,0,53,64,118,22,25,47,216,216,432
POA3448,282,259,548,11,12,22,0,9,8,86,86,169,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,87,106,192,5,3,5,0,3,6,101,117,225,38,31,67,428,406,836
POA3450,1710,1914,3622,321,379,702,22,34,58,499,639,1138,19,20,42,13,17,31,13,9,22,3,5,5,19,20,39,3,7,15,0,0,0,599,757,1347,56,74,128,16,14,32,992,1226,2219,290,374,661,2993,3512,6501
POA3451,1364,1387,2749,230,259,486,20,35,55,386,446,829,12,14,23,6,9,17,3,7,8,0,4,7,3,8,12,3,0,7,0,0,0,438,516,954,46,35,79,0,5,8,711,821,1533,905,214,1122,2975,2422,5394
POA3453,536,501,1034,40,36,71,9,6,16,171,171,345,3,4,8,0,0,0,4,4,10,0,0,3,0,0,0,0,0,3,0,0,0,191,197,388,5,9,19,9,6,15,245,252,496,49,57,108,826,813,1637
POA3458,520,507,1026,55,63,114,7,11,20,202,201,403,6,4,7,6,7,9,3,4,9,3,0,6,0,0,4,0,0,0,0,0,0,228,231,453,8,7,20,4,3,12,295,301,597,113,137,248,934,940,1873
POA3460,587,715,1304,140,200,335,27,26,49,180,242,418,11,13,27,4,7,12,7,9,20,3,8,7,0,3,5,0,3,3,0,0,0,227,308,539,33,36,64,6,10,21,403,553,958,93,112,213,1087,1386,2471
POA3461,1247,1191,2440,153,151,297,18,18,32,321,355,678,17,19,38,10,7,19,4,11,14,3,0,3,3,8,11,6,0,4,0,0,0,379,417,794,35,30,64,6,6,10,570,601,1168,170,166,334,1982,1959,3944
POA3462,349,356,708,24,28,56,0,8,11,94,94,194,0,3,3,4,10,11,0,0,5,0,0,0,0,0,0,3,0,4,0,0,0,110,112,220,5,7,16,9,5,13,152,154,304,58,56,112,557,568,1122
POA3463,759,734,1489,65,95,162,14,9,20,207,215,420,4,3,9,0,0,0,4,3,11,8,4,9,3,4,6,0,0,3,0,0,0,238,239,480,15,12,30,12,8,20,330,353,683,80,126,202,1169,1208,2377
POA3464,352,333,686,42,36,76,9,7,19,88,85,174,3,4,6,0,0,3,0,8,6,0,0,5,4,0,4,0,0,0,0,0,0,114,102,215,10,5,15,0,0,0,159,149,306,23,31,60,536,512,1051
POA3465,2728,2830,5555,494,583,1077,29,33,63,747,840,1583,30,38,67,17,21,37,16,15,34,8,10,14,9,3,20,3,6,11,0,0,0,859,965,1825,33,38,71,9,10,19,1395,1604,2997,361,397,758,4483,4832,9312
POA3467,342,333,678,67,56,123,4,3,9,87,99,185,0,4,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,96,109,207,3,3,9,3,0,3,166,170,336,65,60,123,577,568,1140
POA3468,96,95,190,9,5,14,0,0,0,25,30,56,0,3,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,30,35,61,0,0,0,0,0,0,31,41,72,5,10,14,134,145,276
POA3469,87,91,180,7,10,18,0,0,0,23,21,37,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,20,51,0,0,0,0,0,0,36,29,67,14,15,32,140,135,273
POA3472,456,414,870,52,51,95,8,0,8,141,120,260,10,8,21,3,6,10,7,7,6,4,7,11,0,0,0,0,0,0,0,0,0,165,147,307,5,4,13,0,0,0,217,201,420,87,59,143,760,672,1435
POA3475,130,108,237,4,0,3,3,7,7,18,15,42,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,30,27,56,0,0,3,0,0,0,32,26,62,15,12,28,171,148,322
POA3477,309,279,596,17,8,24,0,0,3,43,44,80,3,3,7,3,3,10,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,60,52,113,0,3,4,0,0,0,72,73,147,36,24,57,421,379,797
POA3478,757,806,1566,131,146,271,17,11,21,138,143,276,10,5,15,3,5,5,8,7,9,3,6,8,7,6,5,0,0,0,0,0,0,176,177,352,7,8,20,3,0,6,313,337,651,70,76,140,1141,1218,2361
POA3480,590,557,1149,77,82,159,6,0,7,78,90,172,7,11,15,8,7,9,6,6,5,3,3,3,0,0,0,0,0,0,0,0,0,99,120,216,10,10,16,6,3,15,193,208,405,110,115,225,903,886,1786
POA3482,68,54,117,3,0,3,0,0,0,3,4,10,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,17,0,3,3,0,0,0,12,12,26,14,8,26,96,68,162
POA3483,272,279,554,70,46,115,6,6,6,34,37,77,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,49,86,0,4,7,0,0,0,112,94,210,44,39,85,422,418,844
POA3485,124,101,223,3,4,4,0,0,0,12,8,20,3,3,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,15,38,0,7,4,0,0,0,24,24,45,11,10,23,158,133,291
POA3487,30,28,60,0,0,4,0,0,0,3,4,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,5,3,8,12,3,13,43,46,91
POA3488,39,40,74,3,4,9,0,0,0,4,6,8,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,12,7,18,0,0,0,0,0,0,9,15,26,4,3,7,54,54,109
POA3489,17,15,38,0,0,0,0,0,0,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,0,0,0,0,0,0,7,6,11,0,0,3,26,29,54
POA3490,414,390,803,62,74,136,4,6,6,67,74,135,3,3,4,3,0,4,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,83,81,166,9,4,12,0,4,6,150,162,317,73,58,127,637,611,1244
POA3491,43,41,81,0,0,3,0,0,0,6,9,19,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,13,16,26,0,0,0,0,3,7,15,17,33,6,8,13,61,65,128
POA3494,189,143,329,35,23,57,3,0,8,36,40,79,3,0,7,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,49,99,22,24,44,3,4,5,116,99,213,56,30,83,359,270,627
POA3496,1677,1586,3264,266,291,561,51,58,109,427,468,897,19,29,51,63,68,124,15,14,29,3,3,9,16,12,22,0,0,0,0,0,0,592,653,1245,39,29,66,16,14,23,915,984,1899,348,332,680,2941,2899,5841
POA3498,1629,1573,3200,135,146,280,58,43,100,428,436,868,22,21,48,33,31,61,13,13,24,0,0,0,5,6,12,0,0,0,0,0,0,558,552,1111,23,24,47,7,9,16,729,734,1460,199,173,377,2556,2474,5033
POA3500,7228,7881,15106,1422,1649,3075,487,575,1067,2681,2929,5608,150,156,305,295,357,648,88,80,163,16,22,33,47,58,101,5,9,17,0,0,0,3766,4181,7947,583,504,1087,132,129,265,5911,6460,12370,1545,1581,3131,14680,15927,30607
POA3501,618,573,1183,20,19,40,17,22,37,160,179,338,6,13,21,9,6,17,3,3,4,3,0,3,8,7,15,0,0,0,0,0,0,209,225,432,7,9,19,3,5,12,240,260,502,70,60,129,929,886,1815
POA3505,1429,1398,2828,134,156,290,47,53,96,358,377,737,14,20,37,36,31,72,4,9,9,11,3,12,9,11,21,0,0,0,0,0,0,473,506,976,18,20,34,13,6,20,633,685,1323,206,186,388,2264,2274,4534
POA3506,18,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,4,17,17,36
POA3507,52,59,110,0,5,6,6,0,3,7,6,7,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,18,0,0,0,0,0,0,11,13,27,12,8,15,73,75,150
POA3509,93,88,182,5,8,8,0,3,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,0,0,0,0,0,0,10,9,19,3,9,11,106,105,214
POA3512,136,118,255,3,9,12,0,0,0,10,8,14,0,0,0,14,12,26,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,22,25,45,3,4,9,0,0,0,32,35,70,16,13,28,188,164,354
POA3515,420,412,830,21,31,53,5,3,8,320,320,639,3,7,10,3,7,12,4,9,9,0,3,4,3,4,6,3,3,4,0,0,0,347,346,692,10,8,15,8,7,10,380,389,771,83,71,153,880,875,1752
POA3516,237,219,455,14,7,27,0,5,6,41,45,91,6,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,106,0,0,3,0,3,0,67,70,136,33,31,67,341,321,659
POA3517,428,404,835,69,75,144,3,4,9,82,83,162,4,5,14,3,0,3,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,100,103,201,0,3,5,0,4,3,172,178,349,91,89,178,688,668,1356
POA3518,424,391,808,44,52,102,5,5,9,66,61,128,3,3,11,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,82,161,0,0,4,3,0,3,131,138,266,104,81,184,656,605,1259
POA3520,60,43,102,3,5,8,0,0,0,10,9,27,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,37,0,0,0,0,0,0,22,20,47,13,18,26,94,79,179
POA3521,198,195,391,16,15,31,3,0,8,63,62,123,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,76,64,140,4,0,3,0,0,0,92,77,171,23,25,45,311,298,607
POA3522,107,98,204,7,7,7,0,0,0,29,29,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,61,0,0,0,0,0,0,40,37,77,17,14,34,163,153,312
POA3523,1007,979,1989,104,144,241,13,17,29,329,324,646,20,21,45,10,5,19,12,8,22,7,6,13,4,3,9,0,0,0,0,0,0,394,392,782,17,17,34,8,7,15,523,552,1077,207,220,426,1739,1749,3494
POA3525,460,429,887,43,46,85,3,7,9,63,58,122,4,0,4,4,0,4,3,0,7,0,0,0,3,5,3,0,0,3,0,0,0,80,73,154,3,7,13,0,0,0,126,125,256,52,47,100,641,601,1245
POA3527,224,247,472,49,52,107,0,3,3,38,34,74,3,9,14,0,6,8,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,45,48,100,7,3,12,3,3,8,107,111,218,37,42,76,359,409,771
POA3529,39,37,78,8,3,15,0,3,3,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,0,0,0,0,0,0,18,11,26,7,0,10,60,48,111
POA3530,46,37,82,0,0,0,0,0,0,11,6,20,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,26,0,0,0,0,0,0,18,16,31,7,3,11,71,50,121
POA3531,70,51,125,6,8,11,0,3,3,8,7,22,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23,0,0,0,0,0,0,19,18,41,7,8,21,100,78,184
POA3533,230,245,475,38,23,59,0,0,3,40,43,86,3,4,9,0,0,0,0,3,3,0,0,0,4,3,8,0,0,0,0,0,0,53,51,105,3,0,4,5,0,4,95,82,176,55,47,101,377,367,749
POA3537,315,325,643,56,52,105,3,0,6,43,44,88,4,3,11,4,4,7,3,6,6,0,0,3,0,0,0,0,0,0,0,0,0,53,66,120,5,11,11,0,0,3,111,130,244,51,54,108,480,512,991
POA3540,100,103,201,9,9,14,0,0,0,12,10,29,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,30,0,0,0,0,0,0,28,26,53,14,17,36,137,147,289
POA3542,63,62,127,3,0,3,0,0,3,0,4,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,0,0,3,0,3,8,3,19,8,3,8,82,70,153
POA3544,79,67,150,8,3,11,3,3,5,20,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,38,0,0,0,0,0,0,36,16,53,16,15,32,128,102,234
POA3546,126,123,250,19,19,37,7,0,4,7,18,25,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,22,41,0,0,4,7,4,6,44,46,81,23,24,47,188,183,374
POA3549,948,916,1858,164,172,333,35,32,64,103,93,202,16,22,32,7,8,14,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,164,156,320,100,100,196,18,9,29,450,430,881,280,256,536,1678,1604,3281
POA3550,9234,9956,19192,1106,1226,2334,269,306,574,4995,5772,10764,183,196,384,96,107,200,75,81,162,41,57,96,48,43,84,31,26,52,0,3,3,5742,6585,12326,471,562,1034,108,85,196,7429,8461,15894,1469,1612,3085,18140,20028,38170
POA3551,7710,7557,15263,768,828,1602,115,123,233,3645,3906,7549,110,122,227,52,59,109,55,46,102,18,20,33,43,49,88,13,19,31,0,0,0,4041,4334,8380,118,133,253,41,36,79,4977,5341,10313,876,810,1683,13562,13699,27260
POA3555,4624,5082,9707,904,1010,1912,86,91,184,1960,2291,4256,62,67,130,37,42,79,34,49,82,17,16,32,8,12,24,3,3,9,0,0,0,2212,2589,4793,162,173,337,58,37,98,3339,3808,7148,739,847,1583,8704,9738,18437
POA3556,3180,3255,6433,431,448,879,46,62,109,1472,1685,3157,52,41,91,11,11,20,17,13,34,10,10,24,19,11,26,0,6,5,0,0,0,1628,1837,3470,42,60,102,46,30,76,2147,2380,4528,601,623,1227,5933,6253,12186
POA3557,242,227,466,14,16,32,0,6,7,67,74,143,0,0,4,0,0,0,3,0,3,0,0,0,4,0,5,0,0,0,0,0,0,76,93,165,4,0,3,5,6,9,94,116,213,28,22,51,367,367,736
POA3558,301,280,576,26,31,54,4,3,10,59,63,123,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,72,146,0,3,3,0,0,0,97,105,203,43,43,83,439,425,862
POA3559,212,165,372,12,12,21,3,0,3,32,32,68,3,4,4,0,0,0,0,3,4,3,3,5,0,0,0,0,0,0,0,0,0,44,36,79,0,0,0,0,0,0,51,46,99,18,15,36,279,228,509
POA3561,1363,1332,2695,212,189,405,23,25,52,261,315,575,9,10,25,6,3,4,6,9,19,0,3,5,3,0,3,0,0,0,0,0,0,309,375,682,11,7,21,19,13,28,550,593,1139,163,166,330,2069,2096,4163
POA3562,79,76,151,4,5,7,0,0,3,31,25,53,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,28,61,3,0,4,0,0,0,39,31,71,14,20,32,130,127,258
POA3563,257,237,493,46,43,90,9,7,16,53,52,109,9,6,13,0,0,0,3,0,3,0,4,4,0,0,0,0,0,0,0,0,0,71,70,139,0,0,0,0,0,0,116,117,235,33,26,57,402,370,779
POA3564,4140,4340,8481,965,1036,1999,298,302,593,973,1149,2120,69,70,144,18,22,37,34,36,75,16,14,32,8,16,26,4,0,5,0,0,0,1415,1612,3033,73,98,171,44,31,78,2502,2778,5279,618,666,1284,7253,7788,15046
POA3565,38,39,70,3,5,7,0,0,0,11,9,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,8,15,0,0,0,0,0,0,10,14,24,6,3,9,52,54,103
POA3566,184,178,362,11,14,30,0,3,3,36,30,64,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,39,37,74,0,0,0,0,0,0,51,55,104,28,29,60,267,256,521
POA3567,244,211,457,27,19,47,3,3,6,24,22,49,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,67,0,0,0,4,0,4,63,55,120,22,24,49,331,291,624
POA3568,886,883,1761,196,227,422,11,21,37,136,157,292,16,19,38,3,0,3,4,6,6,0,3,3,3,0,5,0,0,0,0,0,0,178,214,386,10,9,18,3,3,3,377,446,830,112,105,218,1375,1439,2807
POA3570,254,266,522,5,9,14,0,3,5,64,57,120,0,0,0,0,0,0,0,0,0,9,5,12,0,0,0,0,0,0,0,0,0,74,63,133,0,3,3,0,3,3,81,71,153,19,21,40,356,361,711
POA3571,103,93,201,9,11,23,0,0,0,13,21,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,38,0,0,0,0,3,3,27,35,65,17,21,40,151,150,300
POA3572,45,41,94,8,0,7,0,0,0,3,11,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,20,3,7,5,0,0,0,15,15,32,5,7,14,68,70,141
POA3573,106,97,201,10,7,19,0,4,3,20,18,39,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,51,3,5,3,0,0,0,43,33,70,15,26,42,167,146,315
POA3575,223,233,453,44,46,91,4,4,8,46,49,90,10,9,18,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,59,68,128,14,10,22,3,0,3,117,127,241,35,24,64,374,386,760
POA3576,24,25,48,5,3,3,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,0,0,0,0,0,0,9,13,13,0,5,9,29,41,67
POA3579,1580,1604,3182,250,253,506,39,36,79,316,348,665,27,32,62,10,12,21,7,12,19,4,0,7,3,6,6,0,0,0,0,0,0,413,447,862,17,24,38,9,8,15,692,726,1416,233,258,492,2501,2590,5095
POA3580,321,283,610,24,34,61,19,36,51,54,48,103,3,0,7,0,0,0,3,5,11,0,0,0,4,0,7,0,0,0,0,0,0,89,94,180,3,3,4,0,0,0,116,127,243,40,34,78,482,452,933
